Country/Territory,Region,C/T,Edition,Status,PR rating,CL rating,A1,A2,A3,A,B1,B2,B3,B4,B,C1,C2,C3,C,Add Q,Add A,PR,D1,D2,D3,D4,D,E1,E2,E3,E,F1,F2,F3,F4,F,G1,G2,G3,G4,G,CL,Total
Russia,Eurasia,c,2014,NF,6,5,0,1,0,1,1,0,1,1,3,1,1,1,3,0,0,7,1,1,1,3,6,1,1,2,4,1,1,0,0,2,2,1,2,2,7,19,26
Rwanda,SSA,c,2014,NF,6,5,0,1,1,2,0,0,1,1,2,1,2,2,5,0,0,9,0,3,1,1,5,0,1,1,2,0,2,0,1,3,2,2,2,1,7,17,26
Samoa,Asia,c,2014,F,2,2,3,3,3,9,3,4,3,3,13,4,3,3,10,0,0,32,3,3,4,4,14,4,3,3,10,3,3,4,3,13,3,3,3,3,12,49,81
San Marino,Europe,c,2014,F,1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,0,40,4,4,4,4,16,4,4,4,12,4,4,4,4,16,4,4,4,4,16,60,100
Sao Tome and Principe,SSA,c,2014,F,2,2,4,4,3,11,4,4,3,3,14,4,2,3,9,0,0,34,3,4,4,4,15,4,3,3,10,3,3,3,3,12,3,3,2,2,10,47,81
Saudi Arabia,MENA,c,2014,NF,7,7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,3,0,0,1,2,3,0,0,0,0,1,1,0,0,2,0,1,0,1,2,7,10
Senegal,SSA,c,2014,F,2,2,4,4,3,11,3,4,3,3,13,3,3,3,9,0,0,33,3,4,4,4,15,4,4,3,11,2,3,3,2,10,3,3,2,2,10,46,79
Serbia,Europe,c,2014,F,2,2,3,3,3,9,4,4,3,3,14,3,2,2,7,0,0,30,3,4,4,4,15,3,4,3,10,2,3,3,2,10,4,3,3,3,13,48,78
Seychelles,SSA,c,2014,PF,3,3,3,3,2,8,3,2,3,2,10,3,2,2,7,0,0,25,2,3,3,3,11,3,3,3,9,2,3,3,3,11,3,3,2,3,11,42,67
Sierra Leone,SSA,c,2014,PF,3,3,3,3,4,10,3,3,3,3,12,3,1,3,7,0,0,29,2,4,3,3,12,2,3,2,7,2,2,3,2,9,3,3,2,2,10,38,67
Singapore,Asia,c,2014,PF,4,4,1,2,1,4,2,2,2,2,8,2,3,2,7,0,0,19,1,3,2,3,9,2,1,1,4,1,2,2,2,7,3,3,3,3,12,32,51
Slovakia,Europe,c,2014,F,1,1,4,4,4,12,4,4,4,3,15,4,3,3,10,0,0,37,4,4,4,4,16,4,4,4,12,3,3,3,3,12,4,4,3,3,14,54,91
Slovenia,Europe,c,2014,F,1,1,4,4,4,12,4,4,4,3,15,4,3,4,11,0,0,38,3,3,4,4,14,4,4,4,12,3,4,4,3,14,4,3,3,3,13,53,91
Solomon Islands,Asia,c,2014,PF,4,3,2,2,2,6,3,3,2,2,10,2,2,2,6,0,0,22,3,4,4,3,14,3,3,3,9,2,2,2,2,8,3,3,3,3,12,43,65
Somalia,SSA,c,2014,NF,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2
Somaliland,SSA,t,2014,PF,4,5,3,0,2,5,3,3,2,2,10,2,2,2,6,0,0,21,1,2,2,2,7,1,2,2,5,2,2,1,2,7,2,2,1,1,6,25,46
South Africa,SSA,c,2014,F,2,2,4,4,4,12,3,2,4,4,13,3,2,3,8,0,0,33,3,4,4,4,15,4,4,4,12,3,3,2,2,10,4,3,2,2,11,48,81
South Korea,Asia,c,2014,F,2,2,4,4,3,11,4,4,3,3,14,4,3,3,10,0,0,35,3,4,3,4,14,4,3,4,11,4,3,3,3,13,4,3,2,3,12,50,85
South Ossetia,Eurasia,t,2014,NF,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,-3,0,2,1,1,4,0,0,0,0,0,0,0,1,1,1,0,2,0,3,8,5
South Sudan,SSA,c,2014,NF,6,6,1,1,2,4,0,1,0,1,2,1,0,1,2,0,0,8,1,3,2,1,7,1,1,1,3,1,0,0,0,1,2,1,1,1,5,16,24
Spain,Europe,c,2014,F,1,1,4,4,4,12,4,4,4,4,16,4,3,4,11,0,0,39,3,4,4,4,15,4,4,4,12,4,4,4,3,15,4,4,4,3,15,57,96
Sri Lanka,Asia,c,2014,PF,5,4,2,2,2,6,2,1,2,1,6,2,1,1,4,0,0,16,1,1,2,3,7,2,1,3,6,1,2,1,1,5,2,2,2,2,8,26,42
St. Kitts and Nevis,Americas,c,2014,F,1,1,4,4,4,12,4,4,4,4,16,3,3,3,9,0,0,37,3,4,4,4,15,4,4,4,12,4,3,3,3,13,4,3,3,3,13,53,90
St. Lucia,Americas,c,2014,F,1,1,4,4,4,12,4,4,4,4,16,4,3,4,11,0,0,39,3,4,4,4,15,4,4,4,12,3,3,3,3,12,4,4,3,3,14,53,92
St. Vincent and the Grenadines,Americas,c,2014,F,1,1,4,4,3,11,4,4,4,4,16,4,3,2,9,0,0,36,3,4,4,4,15,4,4,4,12,3,3,3,3,12,4,4,3,3,14,53,89
Sudan,SSA,c,2014,NF,7,7,1,1,0,2,1,0,1,1,3,1,0,0,1,4,0,2,0,1,1,1,3,0,1,0,1,0,0,0,0,0,0,1,0,0,1,5,7
Suriname,Americas,c,2014,F,2,2,4,4,4,12,4,4,3,2,13,4,2,2,8,0,0,33,3,4,4,4,15,4,4,3,11,2,1,3,2,8,3,2,3,2,10,44,77
Sweden,Europe,c,2014,F,1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,0,40,4,4,4,4,16,4,4,4,12,4,4,4,3,15,4,4,4,4,16,59,99
Switzerland,Europe,c,2014,F,1,1,4,4,4,12,4,4,4,3,15,4,4,4,12,0,0,39,4,3,4,4,15,4,4,4,12,4,4,4,3,15,4,4,4,3,15,57,96
Syria,MENA,c,2014,NF,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,3,1
Taiwan,Asia,c,2014,F,1,2,4,4,3,11,4,4,3,4,15,4,3,3,10,0,0,36,3,4,3,4,14,4,4,3,11,4,3,4,3,14,4,3,3,3,13,52,88
Tajikistan,Eurasia,c,2014,NF,6,6,0,1,1,2,1,1,1,1,4,1,0,1,2,0,0,8,1,1,1,2,5,1,2,1,4,1,1,0,1,3,1,1,1,1,4,16,24
Tanzania,SSA,c,2014,PF,3,3,3,3,3,9,3,3,3,3,12,3,2,3,8,0,0,29,2,3,3,2,10,2,3,2,7,2,3,2,2,9,3,2,2,2,9,35,64
Thailand,Asia,c,2014,PF,4,4,3,3,2,8,3,3,2,1,9,2,2,1,5,0,0,22,1,3,3,3,10,2,2,2,6,1,2,1,2,6,3,2,3,2,10,32,54
The Gambia,SSA,c,2014,NF,6,6,0,1,1,2,1,1,1,2,5,0,0,0,0,0,0,7,0,2,2,0,4,0,1,2,3,0,0,0,1,1,2,2,1,1,6,14,21
Tibet,Asia,t,2014,NF,7,7,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,1
Timor-Leste,Asia,c,2014,PF,3,4,4,4,3,11,3,3,3,3,12,2,2,2,6,0,0,29,2,3,4,3,12,2,3,2,7,1,1,2,2,6,3,2,2,2,9,34,63
Togo,SSA,c,2014,PF,4,4,1,2,2,5,2,2,2,2,8,2,1,2,5,0,0,18,2,3,2,2,9,1,2,3,6,2,2,2,1,7,2,2,1,2,7,29,47
Tonga,Asia,c,2014,F,2,2,4,4,3,11,4,4,3,3,14,3,1,2,6,0,0,31,3,4,3,3,13,3,3,2,8,3,3,3,2,11,4,3,3,2,12,44,75
Transnistria,Eurasia,t,2014,NF,6,6,1,1,1,3,1,2,1,1,5,1,0,1,2,0,0,10,0,2,1,2,5,1,1,0,2,0,0,1,1,2,2,1,1,1,5,14,24
Trinidad and Tobago,Americas,c,2014,F,2,2,4,4,3,11,3,4,3,3,13,4,2,3,9,0,0,33,4,3,4,4,15,4,4,3,11,3,2,2,2,9,4,3,3,3,13,48,81
Tunisia,MENA,c,2014,PF,3,3,3,3,3,9,3,3,3,3,12,2,1,3,6,0,0,27,2,2,3,4,11,3,3,3,9,1,1,2,2,6,3,2,3,2,10,36,63
Turkey,Europe,c,2014,PF,3,4,4,4,3,11,2,3,3,2,10,3,2,2,7,0,0,28,1,3,2,3,9,1,2,3,6,2,1,3,2,8,3,2,2,2,9,32,60
Turkmenistan,Eurasia,c,2014,NF,7,7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,2,0,0,0,0,0,0,1,0,1,1,1,1,0,3,6,7
Tuvalu,Asia,c,2014,F,1,1,4,4,4,12,4,4,4,3,15,4,3,3,10,0,0,37,4,4,4,4,16,4,4,4,12,4,4,4,3,15,4,4,3,3,14,57,94
Uganda,SSA,c,2014,PF,6,4,1,1,1,3,1,1,1,2,5,1,1,1,3,0,0,11,1,3,3,3,10,1,1,2,4,2,1,1,1,5,2,2,1,2,7,26,37
Ukraine,Eurasia,c,2014,PF,4,3,4,2,2,8,2,2,1,3,8,2,1,1,4,0,0,20,1,3,2,3,9,2,3,3,8,1,2,2,2,7,4,2,3,2,11,35,55
United Arab Emirates,MENA,c,2014,NF,6,6,0,1,0,1,0,0,1,1,2,0,2,0,2,0,3,8,1,1,1,1,4,1,0,1,2,0,1,1,1,3,1,1,1,1,4,13,21
United Kingdom,Europe,c,2014,F,1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,0,40,3,4,4,4,15,4,4,4,12,4,4,4,3,15,4,4,4,3,15,57,97
United States,Americas,c,2014,F,1,1,4,4,3,11,4,4,4,4,16,3,4,3,10,0,0,37,4,4,4,3,15,4,4,3,11,4,4,3,3,14,4,4,4,3,15,55,92
Uruguay,Americas,c,2014,F,1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,0,40,4,4,4,4,16,4,4,4,12,4,3,4,4,15,4,4,4,3,15,58,98
Uzbekistan,Eurasia,c,2014,NF,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,3,4,4
Vanuatu,Asia,c,2014,F,2,2,3,3,3,9,4,4,4,3,15,4,2,2,8,0,0,32,3,4,4,4,15,4,4,3,11,2,2,3,3,10,4,3,2,2,11,47,79
Venezuela,Americas,c,2014,PF,5,5,2,2,1,5,2,1,1,3,7,1,0,1,2,0,0,14,1,3,2,2,8,2,1,1,4,1,1,1,1,4,2,1,3,2,8,24,38
Vietnam,Asia,c,2014,NF,7,5,0,0,0,0,0,0,0,1,1,0,1,1,2,0,0,3,1,1,1,1,4,1,0,0,1,1,1,1,1,4,2,1,3,2,8,17,20
West Bank,MENA,t,2014,NF,6,5,0,0,2,2,1,1,1,2,5,0,1,1,2,2,0,7,1,2,2,3,8,2,2,2,6,2,2,0,1,5,1,1,2,1,5,24,31
Western Sahara,MENA,t,2014,NF,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-2,0,2,0,1,3,0,0,0,0,0,0,0,0,0,1,1,2,0,4,7,5
Yemen,MENA,c,2014,NF,6,6,1,0,2,3,2,1,0,1,4,1,1,1,3,0,0,10,1,2,2,1,6,1,1,1,3,1,0,0,1,2,2,1,1,1,5,16,26
Zambia,SSA,c,2014,PF,3,4,3,2,3,8,2,2,3,3,10,3,2,2,7,0,0,25,2,3,3,3,11,2,2,3,7,2,2,2,2,8,3,2,1,2,8,34,59
Zimbabwe,SSA,c,2014,NF,5,6,1,1,1,3,2,2,1,1,6,1,1,1,3,0,0,12,1,2,1,2,6,1,1,1,3,1,0,0,1,2,2,1,1,1,5,16,28
Abkhazia,Eurasia,t,2013,PF,4,5,3,2,2,7,2,2,2,1,7,1,1,2,4,0,0,18,2,2,1,3,8,2,2,1,5,1,1,1,1,4,1,1,2,1,5,22,40
Afghanistan,Asia,c,2013,NF,6,6,1,1,1,3,2,1,1,2,6,1,1,0,2,0,0,11,2,1,1,2,6,2,2,1,5,1,0,0,1,2,0,1,1,1,3,16,27
Albania,Europe,c,2013,PF,3,3,3,3,2,8,3,2,2,3,10,3,1,2,6,0,0,24,2,4,3,4,13,3,3,2,8,2,2,2,3,9,3,2,2,2,9,39,63
Algeria,MENA,c,2013,NF,6,5,1,2,1,4,1,1,1,1,4,1,1,1,3,0,0,11,1,1,2,3,7,1,2,2,5,1,1,1,2,5,2,2,2,1,7,24,35
Andorra,Europe,c,2013,F,1,1,4,4,4,12,4,4,3,4,15,4,4,4,12,0,0,39,4,4,4,4,16,4,4,3,11,4,4,4,3,15,4,3,4,4,15,57,96
Angola,SSA,c,2013,NF,6,5,0,2,2,4,2,1,1,2,6,1,0,0,1,0,0,11,1,3,2,2,8,1,2,1,4,1,1,1,1,4,1,1,1,0,3,19,30
Antigua and Barbuda,Americas,c,2013,F,2,2,4,4,3,11,3,4,3,3,13,3,2,2,7,0,0,31,2,4,4,4,14,3,3,3,9,3,3,4,3,13,4,3,3,3,13,49,80
Argentina,Americas,c,2013,F,2,2,4,4,3,11,4,3,4,3,14,3,1,2,6,0,0,31,2,4,4,4,14,4,4,3,11,2,3,3,3,11,4,2,4,3,13,49,80
Armenia,Eurasia,c,2013,PF,5,4,1,2,2,5,1,1,1,2,5,1,1,1,3,0,0,13,1,2,2,3,8,2,2,2,6,1,1,2,2,6,3,2,2,2,9,29,42
Australia,Asia,c,2013,F,1,1,4,4,4,12,4,4,4,3,15,4,4,4,12,0,0,39,4,4,4,4,16,4,4,4,12,4,4,4,3,15,4,4,4,3,15,58,97
Austria,Europe,c,2013,F,1,1,4,4,4,12,4,4,4,3,15,4,3,4,11,0,0,38,4,4,4,4,16,4,4,4,12,4,4,4,3,15,4,4,4,3,15,58,96
Azerbaijan,Eurasia,c,2013,NF,6,5,0,0,1,1,1,0,1,1,3,1,1,0,2,0,0,6,0,1,1,2,4,0,1,1,2,1,1,1,1,4,2,2,2,1,7,17,23
Bahamas,Americas,c,2013,F,1,1,4,4,4,12,4,4,4,4,16,4,3,3,10,0,0,38,4,4,4,4,16,4,4,4,12,4,4,4,3,15,4,4,4,3,15,58,96
Bahrain,MENA,c,2013,NF,6,6,0,2,1,3,1,1,0,0,2,1,2,0,3,2,0,6,0,2,0,1,3,0,1,1,2,0,1,0,0,1,1,2,2,1,6,12,18
Bangladesh,Asia,c,2013,PF,3,4,3,3,3,9,3,3,2,3,11,2,1,2,5,0,0,25,2,2,2,3,9,3,2,2,7,2,1,2,1,6,3,2,2,2,9,31,56
Barbados,Americas,c,2013,F,1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,0,40,4,4,4,4,16,4,4,4,12,4,4,4,4,16,4,4,3,4,15,59,99
Belarus,Eurasia,c,2013,NF,7,6,0,0,0,0,1,0,1,1,3,0,1,0,1,0,0,4,1,1,0,1,3,0,1,0,1,0,1,0,0,1,1,1,2,1,5,10,14
Belgium,Europe,c,2013,F,1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,0,40,4,3,4,4,15,4,4,4,12,4,4,4,3,15,4,4,4,3,15,57,97
Belize,Americas,c,2013,F,1,2,4,4,4,12,4,4,4,2,14,4,3,4,11,0,0,37,3,4,4,4,15,3,4,4,11,3,3,3,3,12,4,3,3,3,13,51,88
Benin,SSA,c,2013,F,2,2,3,3,2,8,4,4,4,4,16,3,2,3,8,0,0,32,3,4,4,4,15,4,4,4,12,3,3,4,3,13,3,3,2,2,10,50,82
Bhutan,Asia,c,2013,PF,4,5,2,3,3,8,3,2,2,1,8,3,2,2,7,1,0,22,2,2,2,2,8,1,1,1,3,2,1,1,1,5,2,2,2,2,8,24,46
Bolivia,Americas,c,2013,PF,3,3,4,4,3,11,3,2,3,3,11,3,2,2,7,0,0,29,2,4,4,4,14,3,3,4,10,2,1,2,2,7,3,2,2,2,9,40,69
Bosnia and Herzegovina,Europe,c,2013,PF,3,3,3,3,2,8,3,3,2,3,11,2,2,2,6,0,0,25,2,3,2,3,10,3,2,2,7,3,2,3,2,10,3,2,3,2,10,37,62
Botswana,SSA,c,2013,F,3,2,3,4,3,10,3,2,3,2,10,3,3,2,8,0,0,28,3,4,3,3,13,4,4,2,10,3,3,3,3,12,3,3,2,3,11,46,74
Brazil,Americas,c,2013,F,2,2,4,3,4,11,4,4,3,3,14,3,2,3,8,0,0,33,3,4,4,4,15,3,4,3,10,3,2,2,3,10,4,3,3,3,13,48,81
Brunei,Asia,c,2013,NF,6,5,0,0,0,0,1,0,1,1,3,0,2,1,3,0,1,7,1,1,2,2,6,1,1,1,3,1,2,2,1,6,2,2,2,2,8,23,30
Bulgaria,Europe,c,2013,F,2,2,4,4,3,11,4,4,3,4,15,4,2,2,8,0,0,34,3,3,4,4,14,4,4,3,11,3,2,3,3,11,4,2,3,2,11,47,81
Burkina Faso,SSA,c,2013,PF,5,3,1,2,2,5,2,1,2,3,8,1,1,2,4,0,0,17,2,4,3,4,13,2,3,3,8,1,2,2,2,7,3,2,1,2,8,36,53
Burundi,SSA,c,2013,PF,5,5,1,1,2,4,1,1,1,3,6,1,0,1,2,0,0,12,1,3,2,2,8,1,2,1,4,1,1,1,1,4,2,2,1,1,6,22,34
Cabo Verde,SSA,c,2013,F,1,1,4,4,4,12,4,4,4,3,15,4,3,3,10,0,0,37,3,4,4,4,15,4,4,3,11,4,3,4,3,14,4,3,3,3,13,53,90
Cambodia,Asia,c,2013,NF,6,5,1,1,1,3,1,0,1,1,3,1,1,1,3,0,0,9,1,3,2,3,9,1,1,1,3,0,0,1,1,2,2,1,2,1,6,20,29
Cameroon,SSA,c,2013,NF,6,6,1,1,0,2,1,0,1,1,3,1,1,0,2,0,0,7,1,2,2,2,7,1,1,1,3,0,1,1,0,2,1,1,1,1,4,16,23
Canada,Americas,c,2013,F,1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,0,40,4,4,4,4,16,3,4,4,11,4,4,4,3,15,4,4,4,4,16,58,98
Central African Republic,SSA,c,2013,PF,5,5,2,2,3,7,2,2,1,2,7,0,1,1,2,0,0,16,1,2,3,2,8,1,1,2,4,1,1,0,1,3,1,1,1,1,4,19,35
Chad,SSA,c,2013,NF,7,6,1,1,1,3,1,0,0,0,1,1,0,0,1,0,0,5,1,1,3,2,7,1,1,2,4,0,1,1,0,2,1,1,0,1,3,16,21
Chile,Americas,c,2013,F,1,1,4,4,4,12,4,4,4,3,15,4,4,4,12,0,0,39,4,4,4,4,16,3,4,4,11,4,4,4,3,15,4,4,4,3,15,57,96
China,Asia,c,2013,NF,7,6,0,0,0,0,0,0,0,1,1,0,1,1,2,1,0,2,1,0,1,2,4,1,1,1,3,1,1,0,0,2,1,1,2,2,6,15,17
Colombia,Americas,c,2013,PF,3,4,4,3,3,10,3,3,2,2,10,3,2,2,7,0,0,27,2,4,3,3,12,2,2,1,5,3,1,1,2,7,3,2,3,2,10,34,61
Comoros,SSA,c,2013,PF,3,4,3,3,3,9,3,3,3,2,11,3,1,1,5,0,0,25,2,2,3,3,10,2,2,2,6,2,2,2,2,8,2,2,1,1,6,30,55
Congo (Brazzaville),SSA,c,2013,NF,6,5,0,1,0,1,1,0,1,1,3,1,1,1,3,0,0,7,1,3,2,2,8,1,2,3,6,0,1,1,0,2,2,2,1,1,6,22,29
Congo (Kinshasa),SSA,c,2013,NF,6,6,1,1,1,3,1,1,1,1,4,1,0,1,2,0,0,9,1,3,1,2,7,1,1,1,3,0,0,0,0,0,1,0,0,0,1,11,20
Costa Rica,Americas,c,2013,F,1,1,4,4,4,12,4,4,4,3,15,4,3,4,11,0,0,38,4,4,4,4,16,4,4,3,11,4,3,3,3,13,4,3,3,3,13,53,91
Cote d'Ivoire,SSA,c,2013,PF,5,5,2,1,2,5,1,2,0,1,4,2,1,1,4,0,0,13,2,2,2,2,8,1,2,2,5,1,1,1,1,4,1,1,1,1,4,21,34
Croatia,Europe,c,2013,F,1,2,4,4,4,12,4,4,4,3,15,4,2,3,9,0,0,36,3,3,4,4,14,4,4,4,12,3,3,3,2,11,4,3,3,3,13,50,86
Cuba,Americas,c,2013,NF,7,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2,0,0,2,0,0,0,0,0,1,0,1,2,1,1,3,1,6,10,11
Cyprus,Europe,c,2013,F,1,1,4,4,3,11,4,4,4,4,16,4,3,4,11,0,0,38,4,4,3,4,15,3,4,4,11,4,4,4,3,15,3,4,4,3,14,55,93
Czech Republic,Europe,c,2013,F,1,1,4,4,4,12,4,4,4,3,15,4,3,4,11,0,0,38,4,4,4,4,16,4,4,4,12,3,4,4,3,14,4,4,4,3,15,57,95
Denmark,Europe,c,2013,F,1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,0,40,4,4,4,4,16,4,4,4,12,4,4,4,3,15,4,4,3,4,15,58,98
Djibouti,SSA,c,2013,NF,6,5,1,1,1,3,1,0,1,1,3,1,1,1,3,0,0,9,1,2,2,2,7,0,1,2,3,0,2,1,1,4,2,2,1,1,6,20,29
Dominica,Americas,c,2013,F,1,1,4,4,4,12,4,4,4,4,16,4,3,3,10,0,0,38,3,4,4,4,15,4,4,4,12,4,4,4,3,15,4,4,3,4,15,57,95
Dominican Republic,Americas,c,2013,F,2,2,4,3,3,10,4,3,3,2,12,4,2,3,9,0,0,31,3,4,4,4,15,3,4,3,10,3,2,2,1,8,4,3,2,2,11,44,75
Ecuador,Americas,c,2013,PF,3,3,3,3,1,7,3,2,3,3,11,3,1,2,6,0,0,24,1,4,4,4,13,2,2,3,7,1,1,2,2,6,3,2,3,2,10,36,60
Egypt,MENA,c,2013,PF,5,5,2,0,1,3,3,3,2,2,10,1,1,1,3,0,0,16,2,1,2,3,8,2,1,2,5,2,0,1,1,4,3,2,2,1,8,25,41
El Salvador,Americas,c,2013,F,2,3,4,4,4,12,4,4,3,3,14,3,3,3,9,0,0,35,3,4,4,4,15,3,3,2,8,3,2,2,2,9,4,2,2,2,10,42,77
Equatorial Guinea,SSA,c,2013,NF,7,7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2,1,1,4,0,0,0,0,0,0,0,0,0,1,1,1,0,3,7,8
Eritrea,SSA,c,2013,NF,7,7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,3
Estonia,Europe,c,2013,F,1,1,4,4,4,12,4,4,4,3,15,4,4,4,12,0,0,39,4,4,4,4,16,4,4,4,12,4,3,4,3,14,4,4,3,3,14,56,95
Eswatini,SSA,c,2013,NF,7,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,3,2,2,8,0,1,2,3,2,1,1,1,5,1,1,1,1,4,20,21
Ethiopia,SSA,c,2013,NF,6,6,0,0,1,1,0,0,1,1,2,1,2,1,4,0,0,7,0,2,1,0,3,0,0,0,0,1,1,0,1,3,2,1,1,1,5,11,18
Fiji,Asia,c,2013,PF,6,4,0,0,0,0,1,1,1,2,5,0,2,0,2,0,0,7,2,3,3,3,11,1,1,1,3,2,1,1,2,6,3,3,2,2,10,30,37
Finland,Europe,c,2013,F,1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,0,40,4,4,4,4,16,4,4,4,12,4,4,4,4,16,4,4,4,4,16,60,100
France,Europe,c,2013,F,1,1,4,4,4,12,4,4,4,3,15,4,3,4,11,0,0,38,4,3,4,4,15,4,4,4,12,4,4,4,3,15,4,4,4,3,15,57,95
Gabon,SSA,c,2013,NF,6,5,0,1,1,2,1,1,1,1,4,1,1,1,3,0,0,9,1,3,3,3,10,1,1,2,4,1,2,2,1,6,2,1,1,1,5,25,34
Gaza Strip,MENA,t,2013,NF,6,6,1,2,2,5,1,0,0,1,2,1,1,0,2,0,0,9,1,0,1,2,4,1,1,1,3,0,0,0,0,0,1,1,1,0,3,10,19
Georgia,Eurasia,c,2013,PF,3,3,2,3,2,7,3,3,2,2,10,3,2,2,7,0,0,24,2,2,4,4,12,2,3,2,7,1,2,2,2,7,3,2,3,2,10,36,60
Germany,Europe,c,2013,F,1,1,4,4,4,12,4,4,4,3,15,4,4,4,12,0,0,39,4,3,4,4,15,4,4,4,12,4,4,4,3,15,4,4,4,3,15,57,96
Ghana,SSA,c,2013,F,1,2,4,4,4,12,4,4,4,3,15,4,3,3,10,0,0,37,3,3,4,4,14,4,4,3,11,3,3,3,3,12,3,3,2,2,10,47,84
Greece,Europe,c,2013,F,2,2,4,4,4,12,4,4,4,3,15,3,2,3,8,0,0,35,3,3,4,4,14,3,4,4,11,3,3,2,2,10,4,3,3,3,13,48,83
Grenada,Americas,c,2013,F,1,2,4,4,4,12,4,4,4,4,16,4,3,3,10,0,0,38,3,4,4,4,15,4,4,3,11,3,3,3,3,12,4,3,3,3,13,51,89
Guatemala,Americas,c,2013,PF,3,4,3,3,3,9,3,3,2,2,10,2,2,1,5,0,0,24,2,4,3,3,12,2,3,2,7,2,2,1,1,6,3,2,2,1,8,33,57
Guinea,SSA,c,2013,PF,5,5,3,0,2,5,2,2,2,2,8,1,0,1,2,0,0,15,1,3,2,3,9,1,3,2,6,1,1,1,1,4,1,2,1,1,5,24,39
Guinea-Bissau,SSA,c,2013,NF,6,5,0,0,2,2,2,1,0,2,5,0,0,0,0,0,0,7,1,3,3,3,10,1,2,2,5,1,0,0,2,3,2,1,1,1,5,23,30
Guyana,Americas,c,2013,F,2,3,4,4,3,11,4,4,3,2,13,4,1,2,7,0,0,31,3,4,4,4,15,2,4,3,9,2,2,1,2,7,3,2,2,2,9,40,71
Haiti,Americas,c,2013,PF,4,5,2,2,1,5,3,1,2,3,9,2,1,2,5,0,0,19,2,3,2,3,10,2,1,2,5,1,1,1,1,4,2,1,2,0,5,24,43
Honduras,Americas,c,2013,PF,4,4,2,2,2,6,3,2,1,2,8,1,2,1,4,0,0,18,1,4,3,3,11,2,2,2,6,2,2,1,2,7,3,2,2,2,9,33,51
Hong Kong,Asia,t,2013,PF,5,2,0,2,1,3,2,1,1,3,7,1,3,2,6,0,0,16,3,4,3,4,14,3,4,2,9,3,4,4,4,15,3,3,4,3,13,51,67
Hungary,Europe,c,2013,F,1,2,4,4,4,12,4,4,4,3,15,4,3,2,9,0,0,36,3,4,4,4,15,4,4,4,12,2,3,3,3,11,4,4,3,3,14,52,88
Iceland,Europe,c,2013,F,1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,0,40,4,4,4,4,16,4,4,4,12,4,4,4,4,16,4,4,4,4,16,60,100
India,Asia,c,2013,F,2,3,4,4,3,11,4,4,3,3,14,4,2,3,9,0,0,34,3,3,3,4,13,4,4,3,11,3,2,1,2,8,3,3,2,2,10,42,76
Indian Kashmir,Asia,t,2013,PF,4,4,3,3,2,8,2,3,2,1,8,2,1,1,4,0,0,20,2,2,2,3,9,2,2,2,6,1,2,2,1,6,2,2,2,2,8,29,49
Indonesia,Asia,c,2013,F,2,3,4,4,3,11,4,4,3,2,13,3,1,2,6,0,0,30,3,1,4,4,12,2,4,3,9,2,1,1,1,5,3,2,2,2,9,35,65
Iran,MENA,c,2013,NF,6,6,0,1,1,2,0,1,0,1,2,1,0,1,2,0,0,6,0,0,1,1,2,0,0,1,1,1,1,0,1,3,1,1,1,1,4,10,16
Iraq,MENA,c,2013,NF,6,6,2,2,3,7,2,1,0,1,4,1,0,0,1,1,0,11,1,1,1,2,5,1,2,1,4,0,0,0,0,0,1,1,1,1,4,13,24
Ireland,Europe,c,2013,F,1,1,4,4,4,12,4,4,4,4,16,4,3,4,11,0,0,39,4,4,4,4,16,4,4,4,12,4,4,4,3,15,4,4,3,4,15,58,97
