lgd_state_id,lgd_district_id,lgd_state_name,lgd_district_name,state,district,deaths,month,year,pc11_state_id,pc11_district_id,pc11_district_name
02,019,himachal pradesh,kinnaur,Himachal Pradesh,Kinnaur,7,3,2020,02,034,kinnaur
02,019,himachal pradesh,kinnaur,Himachal Pradesh,Kinnaur,9,4,2021,02,034,kinnaur
02,019,himachal pradesh,kinnaur,Himachal Pradesh,Kinnaur,11,10,2019,02,034,kinnaur
02,019,himachal pradesh,kinnaur,Himachal Pradesh,Kinnaur,16,10,2020,02,034,kinnaur
02,019,himachal pradesh,kinnaur,Himachal Pradesh,Kinnaur,26,11,2020,02,034,kinnaur
02,019,himachal pradesh,kinnaur,Himachal Pradesh,Kinnaur,22,1,2020,02,034,kinnaur
02,019,himachal pradesh,kinnaur,Himachal Pradesh,Kinnaur,10,5,2019,02,034,kinnaur
02,019,himachal pradesh,kinnaur,Himachal Pradesh,Kinnaur,6,11,2018,02,034,kinnaur
02,019,himachal pradesh,kinnaur,Himachal Pradesh,Kinnaur,13,10,2018,02,034,kinnaur
02,019,himachal pradesh,kinnaur,Himachal Pradesh,Kinnaur,13,12,2019,02,034,kinnaur
02,019,himachal pradesh,kinnaur,Himachal Pradesh,Kinnaur,18,9,2019,02,034,kinnaur
02,019,himachal pradesh,kinnaur,Himachal Pradesh,Kinnaur,15,9,2020,02,034,kinnaur
02,019,himachal pradesh,kinnaur,Himachal Pradesh,Kinnaur,6,8,2018,02,034,kinnaur
02,019,himachal pradesh,kinnaur,Himachal Pradesh,Kinnaur,11,9,2018,02,034,kinnaur
02,019,himachal pradesh,kinnaur,Himachal Pradesh,Kinnaur,7,3,2021,02,034,kinnaur
02,019,himachal pradesh,kinnaur,Himachal Pradesh,Kinnaur,19,12,2020,02,034,kinnaur
02,019,himachal pradesh,kinnaur,Himachal Pradesh,Kinnaur,11,2,2019,02,034,kinnaur
02,019,himachal pradesh,kinnaur,Himachal Pradesh,Kinnaur,16,2,2021,02,034,kinnaur
02,019,himachal pradesh,kinnaur,Himachal Pradesh,Kinnaur,12,12,2018,02,034,kinnaur
02,019,himachal pradesh,kinnaur,Himachal Pradesh,Kinnaur,14,5,2021,02,034,kinnaur
02,019,himachal pradesh,kinnaur,Himachal Pradesh,Kinnaur,7,7,2019,02,034,kinnaur
02,019,himachal pradesh,kinnaur,Himachal Pradesh,Kinnaur,11,7,2018,02,034,kinnaur
02,019,himachal pradesh,kinnaur,Himachal Pradesh,Kinnaur,13,1,2018,02,034,kinnaur
02,019,himachal pradesh,kinnaur,Himachal Pradesh,Kinnaur,20,6,2020,02,034,kinnaur
02,019,himachal pradesh,kinnaur,Himachal Pradesh,Kinnaur,15,6,2019,02,034,kinnaur
02,019,himachal pradesh,kinnaur,Himachal Pradesh,Kinnaur,17,7,2020,02,034,kinnaur
02,019,himachal pradesh,kinnaur,Himachal Pradesh,Kinnaur,18,5,2018,02,034,kinnaur
02,019,himachal pradesh,kinnaur,Himachal Pradesh,Kinnaur,11,2,2018,02,034,kinnaur
02,019,himachal pradesh,kinnaur,Himachal Pradesh,Kinnaur,15,4,2019,02,034,kinnaur
02,019,himachal pradesh,kinnaur,Himachal Pradesh,Kinnaur,12,8,2020,02,034,kinnaur
02,019,himachal pradesh,kinnaur,Himachal Pradesh,Kinnaur,7,4,2020,02,034,kinnaur
02,019,himachal pradesh,kinnaur,Himachal Pradesh,Kinnaur,8,3,2018,02,034,kinnaur
02,019,himachal pradesh,kinnaur,Himachal Pradesh,Kinnaur,19,1,2021,02,034,kinnaur
02,019,himachal pradesh,kinnaur,Himachal Pradesh,Kinnaur,9,5,2020,02,034,kinnaur
02,020,himachal pradesh,kullu,Himachal Pradesh,Kullu,244,6,2019,02,026,kullu
02,020,himachal pradesh,kullu,Himachal Pradesh,Kullu,236,1,2019,02,026,kullu
02,020,himachal pradesh,kullu,Himachal Pradesh,Kullu,278,1,2018,02,026,kullu
02,020,himachal pradesh,kullu,Himachal Pradesh,Kullu,254,10,2020,02,026,kullu
02,020,himachal pradesh,kullu,Himachal Pradesh,Kullu,189,9,2018,02,026,kullu
02,020,himachal pradesh,kullu,Himachal Pradesh,Kullu,398,11,2020,02,026,kullu
02,020,himachal pradesh,kullu,Himachal Pradesh,Kullu,210,5,2018,02,026,kullu
02,020,himachal pradesh,kullu,Himachal Pradesh,Kullu,203,3,2021,02,026,kullu
02,020,himachal pradesh,kullu,Himachal Pradesh,Kullu,274,1,2021,02,026,kullu
02,020,himachal pradesh,kullu,Himachal Pradesh,Kullu,225,9,2020,02,026,kullu
02,020,himachal pradesh,kullu,Himachal Pradesh,Kullu,247,12,2019,02,026,kullu
02,020,himachal pradesh,kullu,Himachal Pradesh,Kullu,194,6,2020,02,026,kullu
02,020,himachal pradesh,kullu,Himachal Pradesh,Kullu,190,3,2020,02,026,kullu
02,020,himachal pradesh,kullu,Himachal Pradesh,Kullu,213,11,2019,02,026,kullu
02,020,himachal pradesh,kullu,Himachal Pradesh,Kullu,241,2,2019,02,026,kullu
02,020,himachal pradesh,kullu,Himachal Pradesh,Kullu,178,5,2020,02,026,kullu
02,020,himachal pradesh,kullu,Himachal Pradesh,Kullu,233,2,2020,02,026,kullu
02,020,himachal pradesh,kullu,Himachal Pradesh,Kullu,203,4,2018,02,026,kullu
02,020,himachal pradesh,kullu,Himachal Pradesh,Kullu,386,5,2021,02,026,kullu
02,020,himachal pradesh,kullu,Himachal Pradesh,Kullu,200,8,2019,02,026,kullu
02,020,himachal pradesh,kullu,Himachal Pradesh,Kullu,214,8,2018,02,026,kullu
02,020,himachal pradesh,kullu,Himachal Pradesh,Kullu,183,6,2018,02,026,kullu
02,020,himachal pradesh,kullu,Himachal Pradesh,Kullu,196,10,2019,02,026,kullu
02,020,himachal pradesh,kullu,Himachal Pradesh,Kullu,209,8,2020,02,026,kullu
02,020,himachal pradesh,kullu,Himachal Pradesh,Kullu,211,4,2021,02,026,kullu
02,020,himachal pradesh,kullu,Himachal Pradesh,Kullu,234,2,2018,02,026,kullu
02,020,himachal pradesh,kullu,Himachal Pradesh,Kullu,205,4,2020,02,026,kullu
02,020,himachal pradesh,kullu,Himachal Pradesh,Kullu,218,11,2018,02,026,kullu
02,020,himachal pradesh,kullu,Himachal Pradesh,Kullu,205,2,2021,02,026,kullu
02,020,himachal pradesh,kullu,Himachal Pradesh,Kullu,264,1,2020,02,026,kullu
02,020,himachal pradesh,kullu,Himachal Pradesh,Kullu,186,7,2019,02,026,kullu
02,020,himachal pradesh,kullu,Himachal Pradesh,Kullu,194,4,2019,02,026,kullu
02,020,himachal pradesh,kullu,Himachal Pradesh,Kullu,205,9,2019,02,026,kullu
02,020,himachal pradesh,kullu,Himachal Pradesh,Kullu,198,5,2019,02,026,kullu
02,020,himachal pradesh,kullu,Himachal Pradesh,Kullu,201,10,2018,02,026,kullu
02,020,himachal pradesh,kullu,Himachal Pradesh,Kullu,174,7,2018,02,026,kullu
02,020,himachal pradesh,kullu,Himachal Pradesh,Kullu,237,12,2018,02,026,kullu
02,020,himachal pradesh,kullu,Himachal Pradesh,Kullu,183,7,2020,02,026,kullu
02,020,himachal pradesh,kullu,Himachal Pradesh,Kullu,228,3,2018,02,026,kullu
02,020,himachal pradesh,kullu,Himachal Pradesh,Kullu,237,3,2019,02,026,kullu
02,020,himachal pradesh,kullu,Himachal Pradesh,Kullu,290,12,2020,02,026,kullu
02,021,himachal pradesh,lahul and spiti,Himachal Pradesh,Lahul & Spiti,13,7,2018,02,025,lahul spiti
02,021,himachal pradesh,lahul and spiti,Himachal Pradesh,Lahul & Spiti,12,1,2020,02,025,lahul spiti
02,021,himachal pradesh,lahul and spiti,Himachal Pradesh,Lahul & Spiti,10,8,2020,02,025,lahul spiti
02,021,himachal pradesh,lahul and spiti,Himachal Pradesh,Lahul & Spiti,11,12,2019,02,025,lahul spiti
02,021,himachal pradesh,lahul and spiti,Himachal Pradesh,Lahul & Spiti,13,6,2019,02,025,lahul spiti
02,021,himachal pradesh,lahul and spiti,Himachal Pradesh,Lahul & Spiti,10,4,2020,02,025,lahul spiti
02,021,himachal pradesh,lahul and spiti,Himachal Pradesh,Lahul & Spiti,15,6,2020,02,025,lahul spiti
02,021,himachal pradesh,lahul and spiti,Himachal Pradesh,Lahul & Spiti,22,1,2018,02,025,lahul spiti
02,021,himachal pradesh,lahul and spiti,Himachal Pradesh,Lahul & Spiti,6,3,2019,02,025,lahul spiti
02,021,himachal pradesh,lahul and spiti,Himachal Pradesh,Lahul & Spiti,10,2,2018,02,025,lahul spiti
02,021,himachal pradesh,lahul and spiti,Himachal Pradesh,Lahul & Spiti,15,8,2018,02,025,lahul spiti
