iso3c,date,cumulative_estimated_daily_excess_deaths_per_100k,cumulative_estimated_daily_excess_deaths_ci_95_top_per_100k,cumulative_estimated_daily_excess_deaths_ci_95_bot_per_100k,demography_adjusted_ifr_percent,aged_65_older_pct,implied_infections_per_100_persons,implied_infections_per_100_persons_top_95,implied_infections_per_100_persons_bot_95,cumulative_estimated_daily_excess_deaths_per_100k_population_over_65,cumulative_estimated_daily_excess_deaths_per_100k_population_over_65_top_95,cumulative_estimated_daily_excess_deaths_per_100k_population_over_65_bot_95
AUS,2023-08-02,122.08661974216211,142.37153841453215,105.91056633453212,0.728000179436322,15.504,16.770135940995466,19.556525181733882,14.548151130475937,787.452397717764,918.2890764611208,683.1176879162289
AUT,2023-08-02,314.5612395911327,321.1156956667527,308.70839483475265,0.891979703805717,19.202,35.26551537540899,36.0003365880055,34.609351930051616,1638.1691469176785,1672.3033833285733,1607.68875551897
AZE,2023-08-02,393.59313012947024,528.9859875880001,264.9032556710001,0.340820293546493,6.018,115.48406523386149,155.20965083490208,77.72520025567766,6540.2647080337365,8790.062937653707,4401.848715038221
BDI,2023-08-02,141.1291099146702,384.00122816000027,0,0.124119136975985,2.562,113.70455302309774,309.3811619350029,-5.61072013201936,5508.552299557776,14988.338335675266,0
BEL,2023-08-02,289.03454180028814,296.49666095681806,278.1611738458181,0.892410619549519,18.571,32.38806615122871,33.22424167324309,31.16963959777075,1556.375756826709,1596.5573257057672,1497.8255012967427
BEN,2023-08-02,92.74795602771002,263.26194304899974,0,0.161431671398562,3.244,57.45338273722179,163.0794879147518,-20.43846143644301,2859.061529830765,8115.349662422926,0
BES,2023-08-02,414.3232876887605,814.4474125689984,51.42256384399983,NA,NA,NA,NA,NA,NA,NA,NA
BFA,2023-08-02,105.54410268329998,410.771624305001,0,0.125456773217742,2.409,84.1278633080402,327.4208428683785,-17.874514287147985,4381.241290298879,17051.54106704031,0
BGD,2023-08-02,488.8523839732296,737.971357939,167.78291604599988,0.27477516460663,5.098,177.909959465614,268.57280169242546,61.061892651833745,9589.101294100228,14475.70337267556,3291.1517466849723
BGR,2023-08-02,1031.1254583373818,1045.6984256887115,1023.1846000997116,0.864155247708972,20.801,119.3217840279368,121.00816704649337,118.4028683286197,4957.095612409894,5027.154587225189,4918.920244698388
BHR,2023-08-02,362.82073389063993,508.6898530659999,179.20970260399983,0.187141026010227,2.372,193.87557160812634,271.82166514262923,95.76184678724924,15295.98372220236,21445.6093198145,7555.215118212473
BHS,2023-08-02,358.55028780115293,426.5359132246526,273.7041971746528,0.365860581520744,8.996,98.00189085984476,116.5842768443936,74.8110649245043,3985.663492676222,4741.395211479019,3042.5099730397155
BIH,2023-08-02,794.20864711362,808.0141360253101,777.6941842433101,0.728285440653928,16.569,109.05183637894774,110.94745149646184,106.78425529762315,4793.340860122035,4876.662055798842,4693.67001172859
BLR,2023-08-02,806.0102094526817,879.3141952827323,497.3247451987315,0.697210467849881,14.799,115.6050068981791,126.11890323368762,71.33064807997293,5446.382927580795,5941.7135974236935,3360.5293952208362
BLZ,2023-08-02,202.59329313498344,330.62923824176335,142.11716069776355,0.26431422562988,3.853,76.64865281170127,125.08946026414199,53.768260243688374,5258.066263560431,8581.08586145246,3688.4806825269543
BMU,2023-08-02,538.7124904754114,652.9479396366712,352.2326615376712,NA,NA,NA,NA,NA,NA,NA,NA
BOL,2023-08-02,515.2140573075086,634.9929553425383,478.90624943153864,0.35322784963131,6.704,145.85884375914173,179.7686552760003,135.57998043795484,7685.173885851858,9471.85195916674,7143.589639491925
BRA,2023-08-02,409.55634675629216,423.9479033336921,402.8199351676921,0.441178544462559,8.552,92.83233554687278,96.09440637013363,91.30542276447393,4789.01247376394,4957.295408485642,4710.242459865436
BRB,2023-08-02,263.54518364005,272.8790706675601,222.60709441656007,0.772764161277044,14.952,34.10421922317465,35.3120763541375,28.806601751391668,1762.6082372930045,1825.033912971911,1488.8114928876412
BRN,2023-08-02,100.16591820442667,208.99523687357663,29.614146255576657,0.28506389622978,4.591,35.138058354358016,73.31522498559863,10.388599414815314,2181.7886779443843,4552.281352070935,645.0478382830898
BTN,2023-08-02,-12.543370472699202,235.4869901603612,0,0.303520546613164,4.885,0,77.58518913729047,-22.22532943926695,-256.7731928904647,4820.613923446494,0
BWA,2023-08-02,353.07191368047995,604.6769837880007,259.4279537470003,0.208656519024915,3.941,169.21202142662065,289.7953951373061,124.33254180571411,8958.942240052776,15343.237345546833,6582.795070971842
CAF,2023-08-02,126.00837388470002,314.9851131150002,0,0.138493061000706,3.655,90.98533383131569,227.43746931363913,-19.78368959861463,3447.5615289931607,8617.923751436394,0
CAN,2023-08-02,155.79777223679324,171.09385281757312,132.88595623657324,0.800368331977616,16.984,19.465759202620536,21.376889362279034,16.60310021365134,917.3208445407043,1007.3825530945189,782.4184893816134
CHE,2023-08-02,248.65163474658303,260.125687043593,238.35674960859308,0.883401324633336,18.436,28.147075152936658,29.445924495478952,26.981706158016603,1348.728762999474,1410.9659744174062,1292.8875548307283
CHL,2023-08-02,329.7423025195729,334.4833950787029,325.2849329317029,0.560182856455797,11.087,58.863333413273104,59.70968072727809,58.06763437741343,2974.1345947467566,3016.8972226815454,2933.9310267132937
CHN,2023-08-02,138.5079445672259,259.00238773378607,39.0722585117859,0.497013631102855,10.641,27.868037393638854,52.11172722950662,7.8614058180026145,1301.6440613403431,2434.004207628851,367.18596477573436
CIV,2023-08-02,103.22455107916,216.8310128499996,0,0.141656545931055,2.933,72.86959483637271,153.06812080222005,-15.565909051412117,3519.4187207350833,7392.806438799851,0
CMR,2023-08-02,193.6081185209297,406.745105968,53.07297910799984,0.137183038387231,3.165,141.13123662885042,296.4981026443425,38.687712221527725,6117.1601428413815,12851.346160126384,1676.8713778199003
COD,2023-08-02,246.05390766192988,489.34452575099976,0,0.14707991230584,3.02,167.29266682610063,332.7065661648275,-2.92526382532362,8147.480386156619,16203.461117582772,0
COG,2023-08-02,200.21572082469973,461.9557136959993,0,0.146618332134243,3.402,136.5557211777469,315.0736384540475,-21.252217810982977,5885.235767921802,13578.945140975875,0
COK,2023-08-02,-70.59121324274996,345.25013027799986,0,NA,NA,NA,NA,NA,NA,NA,NA
COL,2023-08-02,373.54621741084,386.6515473089699,353.41328897497,0.417053616940776,7.646,89.56791219098473,92.71027311672414,84.74049249767249,4885.511606210305,5056.912729649096,4622.19839098836
COM,2023-08-02,164.36724548774006,426.25285080899914,12.240229384999678,0.159745220073277,2.963,102.89337321789215,266.8329297198827,7.662344688238523,5547.325193646307,14385.853891630075,413.1025779615146
CPV,2023-08-02,146.95103250281528,231.9471929104053,113.28674290740511,0.264905816158033,4.46,55.47293548856992,87.55836178849097,42.76491341353655,3294.8661996146925,5200.60970651133,2540.061500166034
CRI,2023-08-02,164.80370074107677,190.1384460048268,129.56110203182678,0.476059575397737,9.468,34.61829343593961,39.94005284863148,27.215312689295533,1740.639002334989,2008.2218631688509,1368.4104566099152
CUB,2023-08-02,551.9926786616182,563.4969252962381,501.91352561423815,0.715635599796501,14.738,77.1332056172979,78.7407621220178,70.13534901798666,3745.370326106787,3823.4287236818986,3405.5742001237495
CUW,2023-08-02,369.53694253018995,564.6973563340002,209.679648283,0.754675894562743,16.367,48.96631059672293,74.82647324533723,27.7840659538341,2257.8172085916167,3450.2190770086163,1281.112288647889
CYM,2023-08-02,254.73968137137993,343.74853352899953,0,NA,NA,NA,NA,NA,NA,NA,NA
CYP,2023-08-02,225.55466434517868,233.66461169218869,214.3058937641887,0.626979851753865,13.416,35.97478670394742,37.268280796991064,34.180666757425456,1681.236317420831,1741.6861336627064,1597.3903828576977
CZE,2023-08-02,458.429929088448,470.137198272588,453.579956829588,0.815155753529519,19.027,56.23832342512528,57.674523701385255,55.643348509244454,2409.365265614379,2470.8950348062644,2383.8753183874915
DEU,2023-08-02,301.0407552942182,308.6886535073182,290.6548080503182,1.0221193894897,21.453,29.45260195528771,30.20084118171685,28.436483158335303,1403.257144894505,1438.9066960673015,1354.8445814120087
DJI,2023-08-02,191.4068442951898,599.4878202950002,58.08599511799987,0.230262847044034,4.213,83.12537031151464,260.3493477088633,25.225951934352604,4543.243396515305,14229.475914906248,1378.7323787799637
DMA,2023-08-02,204.5229707536699,491.18986506999903,97.99023646500048,NA,NA,NA,NA,NA,NA,NA,NA
DNK,2023-08-02,118.177607825215,128.21676172760505,112.32811991960496,0.852721412131438,19.677,13.858876550293447,15.036184139802247,13.172897774295688,600.5875276984043,651.6072659836614,570.8599884108602
