location,date,estimate,estimate_top_95,estimate_top_50,estimate_bot_50,estimate_bot_95,official_covid_deaths,known_excess_deaths
Oceania,2020-12-28,-18.096,-1.495,-8.928,-18.096,-24.153,2.351,FALSE
North America,2020-12-28,134.431,134.431,134.431,134.431,134.431,94.28,FALSE
Africa,2021-01-04,29.143,82.714,47.212,23.878,-0.359,4.761,FALSE
Latin America and Caribbean,2021-01-04,129.26,130.454,129.26,127.156,125.882,86.413,FALSE
Europe,2021-01-04,157.226,157.246,157.228,157.218,157.21,78.203,FALSE
Asia,2021-01-04,41.611,65.917,54.265,39.019,25.254,7.253,FALSE
North America,2021-01-04,140.928,140.928,140.928,140.928,140.928,99.523,FALSE
Oceania,2021-01-04,-17.913,-1.156,-8.562,-17.913,-24.206,2.369,FALSE
Africa,2021-01-11,31.583,86.876,50.174,26.544,1.611,5.144,FALSE
Latin America and Caribbean,2021-01-11,136.486,137.696,136.486,134.235,132.942,89.47,FALSE
Europe,2021-01-11,162.355,162.376,162.357,162.347,162.338,83.14,FALSE
Asia,2021-01-11,42.551,66.904,55.663,39.935,25.462,7.414,FALSE
Oceania,2021-01-11,-17.984,-0.791,-8.479,-17.984,-24.452,2.378,FALSE
North America,2021-01-11,147.396,147.396,147.396,147.396,147.396,105.817,FALSE
Africa,2021-01-18,33.562,89.705,52.862,28.797,3.175,5.581,FALSE
Latin America and Caribbean,2021-01-18,144.191,145.451,144.191,141.909,140.5,92.704,FALSE
Europe,2021-01-18,168.067,168.088,168.069,168.058,168.05,88.407,FALSE
Asia,2021-01-18,43.371,67.984,56.528,40.62,25.682,7.591,FALSE
North America,2021-01-18,153.281,153.281,153.281,153.281,153.281,112.213,FALSE
Oceania,2021-01-18,-17.555,0.064,-7.914,-17.555,-24.152,2.385,FALSE
Africa,2021-01-25,35.262,92.066,55.032,30.601,5.093,6.025,FALSE
Latin America and Caribbean,2021-01-25,150.683,152.041,150.683,148.352,146.934,96.601,FALSE
Europe,2021-01-25,173.173,173.195,173.175,173.164,173.155,93.72,FALSE
Asia,2021-01-25,44.21,69.137,57.592,41.467,25.985,7.758,FALSE
North America,2021-01-25,158.179,158.179,158.179,158.179,158.179,118.27,FALSE
Oceania,2021-01-25,-17.721,0.455,-7.912,-17.721,-24.473,2.389,FALSE
Africa,2021-02-01,36.809,94.429,57.097,32.144,6.038,6.412,FALSE
Latin America and Caribbean,2021-02-01,156.356,157.836,156.356,153.959,152.607,100.565,FALSE
Europe,2021-02-01,176.586,176.607,176.588,176.577,176.567,98.689,FALSE
Asia,2021-02-01,45.008,69.842,58.518,42.313,26.565,7.931,FALSE
North America,2021-02-01,162.458,162.458,162.458,162.458,162.458,124.343,FALSE
Oceania,2021-02-01,-17.413,1.116,-7.43,-17.413,-24.315,2.396,FALSE
Africa,2021-02-08,38.082,96.43,58.963,33.65,6.761,6.696,FALSE
Latin America and Caribbean,2021-02-08,161.223,162.817,161.223,158.775,157.39,104.263,FALSE
Europe,2021-02-08,179.35,179.372,179.353,179.341,179.331,103.198,FALSE
Asia,2021-02-08,45.712,70.743,59.522,42.927,27.117,8.073,FALSE
North America,2021-02-08,165.25,165.25,165.25,165.25,165.25,129.992,FALSE
Oceania,2021-02-08,-17.378,1.397,-7.247,-17.378,-24.397,2.405,FALSE
Africa,2021-02-15,39.402,98.555,60.829,34.966,7.493,6.935,FALSE
Latin America and Caribbean,2021-02-15,165.802,167.489,165.802,163.378,161.846,108.065,FALSE
Europe,2021-02-15,181.783,181.807,181.787,181.774,181.765,107.127,FALSE
Asia,2021-02-15,46.466,72.167,60.628,43.756,27.5,8.2,FALSE
North America,2021-02-15,167.609,167.609,167.609,167.609,167.609,134.565,FALSE
Oceania,2021-02-15,-17.516,1.491,-7.291,-17.516,-24.641,2.405,FALSE
Africa,2021-02-22,40.445,100.855,62.298,36.309,8.04,7.126,FALSE
Latin America and Caribbean,2021-02-22,170.126,171.933,170.126,167.744,166.14,111.438,FALSE
Europe,2021-02-22,183.618,183.642,183.622,183.608,183.599,110.404,FALSE
Asia,2021-02-22,47.24,73.609,61.894,44.363,28.007,8.327,FALSE
North America,2021-02-22,169.37,169.37,169.37,169.37,169.37,138.244,FALSE
Oceania,2021-02-22,-17.51,1.719,-7.18,-17.51,-24.707,2.413,FALSE
Africa,2021-03-01,41.429,102.481,63.838,37.582,8.5,7.291,FALSE
Latin America and Caribbean,2021-03-01,175.878,177.772,175.878,173.506,171.855,114.881,FALSE
Europe,2021-03-01,185.058,185.083,185.063,185.048,185.038,113.387,FALSE
Asia,2021-03-01,48.169,74.976,62.848,45.226,28.432,8.47,FALSE
North America,2021-03-01,170.396,170.396,170.396,170.396,170.396,142.02,FALSE
Oceania,2021-03-01,-17.354,1.981,-6.904,-17.354,-24.63,2.425,FALSE
Africa,2021-03-08,42.545,104.295,65.548,39.009,8.925,7.436,FALSE
Latin America and Caribbean,2021-03-08,181.536,183.551,181.536,179.112,177.461,118.408,FALSE
Europe,2021-03-08,187.013,187.039,187.018,187.003,186.992,116.328,FALSE
Asia,2021-03-08,49.042,76.205,63.857,46.118,28.985,8.593,FALSE
North America,2021-03-08,170.825,170.825,170.825,170.825,170.825,145.012,FALSE
Oceania,2021-03-08,-17.303,2.203,-6.625,-17.303,-24.615,2.433,FALSE
Africa,2021-03-15,43.655,105.733,67.442,40.217,9.27,7.576,FALSE
Latin America and Caribbean,2021-03-15,187.131,189.357,187.131,184.591,182.978,122.163,FALSE
Europe,2021-03-15,189.531,189.559,189.535,189.52,189.509,119.225,FALSE
Asia,2021-03-15,50.342,77.998,65.036,46.975,29.661,8.715,FALSE
North America,2021-03-15,171.116,171.116,171.116,171.116,171.116,147.313,FALSE
Oceania,2021-03-15,-17.123,2.599,-5.937,-17.123,-24.372,2.456,FALSE
Africa,2021-03-22,44.819,107.138,69.263,41.481,9.757,7.721,FALSE
Latin America and Caribbean,2021-03-22,192.85,195.269,192.85,190.215,188.524,126.326,FALSE
Europe,2021-03-22,192.743,192.773,192.748,192.732,192.72,122.22,FALSE
Asia,2021-03-22,51.443,79.305,66.495,47.934,30.404,8.903,FALSE
North America,2021-03-22,171.657,171.657,171.657,171.657,171.657,149.264,FALSE
Oceania,2021-03-22,-17.1,2.823,-5.654,-17.1,-24.329,2.48,FALSE
Africa,2021-03-29,46.158,108.909,71.328,43.181,10.605,7.866,FALSE
Latin America and Caribbean,2021-03-29,198.777,201.362,198.777,196.073,194.261,131.077,FALSE
Europe,2021-03-29,196.285,196.316,196.29,196.274,196.262,125.489,FALSE
Asia,2021-03-29,53.842,82.278,68.952,49.682,31.374,9.07,FALSE
North America,2021-03-29,171.829,171.829,171.829,171.829,171.829,151.115,FALSE
Oceania,2021-03-29,-16.627,3.109,-4.985,-16.627,-23.993,2.516,FALSE
Africa,2021-04-05,47.697,110.742,73.112,44.992,11.57,7.996,FALSE
Latin America and Caribbean,2021-04-05,204.92,207.462,204.92,202.152,200.197,135.751,FALSE
Europe,2021-04-05,200.116,200.132,200.116,200.067,200.029,128.698,FALSE
Asia,2021-04-05,56.989,85.329,72.271,52.069,32.866,9.294,FALSE
North America,2021-04-05,172.704,172.704,172.704,172.704,172.704,152.624,FALSE
Oceania,2021-04-05,-16.858,2.931,-4.81,-16.858,-24.309,2.556,FALSE
Africa,2021-04-12,49.184,112.642,74.765,46.686,12.526,8.128,FALSE
Latin America and Caribbean,2021-04-12,211.394,213.863,211.394,208.536,206.642,141.644,FALSE
Europe,2021-04-12,203.848,203.865,203.848,203.769,203.707,132.13,FALSE
Asia,2021-04-12,60.625,88.718,75.657,54.62,34.956,9.613,FALSE
North America,2021-04-12,173.184,173.184,173.184,173.184,173.184,154.513,FALSE
Oceania,2021-04-12,-16.473,3.353,-4.195,-16.473,-23.974,2.564,FALSE
Africa,2021-04-19,50.67,114.488,76.401,48.306,13.501,8.284,FALSE
Latin America and Caribbean,2021-04-19,217.783,220.178,217.783,214.83,212.882,147.068,FALSE
Europe,2021-04-19,207.717,207.746,207.717,207.599,207.503,135.402,FALSE
Asia,2021-04-19,64.635,93.165,79.947,59.153,37.45,10.037,FALSE
North America,2021-04-19,174.264,174.264,174.264,174.264,174.264,155.958,FALSE
Oceania,2021-04-19,-16.043,3.751,-3.676,-16.043,-23.603,2.613,FALSE
Africa,2021-04-26,52.212,116.574,78.052,49.76,14.381,8.441,FALSE
Latin America and Caribbean,2021-04-26,224.061,226.625,224.061,221.005,218.968,152.285,FALSE
Europe,2021-04-26,211.197,211.253,211.197,211.061,210.939,138.439,FALSE
Asia,2021-04-26,69.357,100.118,86.138,63.963,40.256,10.654,FALSE
North America,2021-04-26,175.471,175.471,175.471,175.471,175.471,157.374,FALSE
Oceania,2021-04-26,-15.395,4.553,-2.811,-15.395,-23.053,2.647,FALSE
Africa,2021-05-03,53.648,118.437,79.601,51.283,15.398,8.59,FALSE
Latin America and Caribbean,2021-05-03,229.543,232.298,229.543,226.406,224.212,157.339,FALSE
Europe,2021-05-03,213.758,213.816,213.758,213.609,213.46,141.05,FALSE
Asia,2021-05-03,76.306,109.142,95.949,69.999,43.074,11.418,FALSE
North America,2021-05-03,176.427,176.427,176.427,176.427,176.427,158.758,FALSE
Oceania,2021-05-03,-14.775,5.293,-1.974,-14.775,-22.495,2.673,FALSE
Africa,2021-05-10,55.073,119.818,81.25,52.827,16.513,8.743,FALSE
Latin America and Caribbean,2021-05-10,234.875,237.629,234.875,231.701,229.412,161.914,FALSE
Europe,2021-05-10,216.148,216.215,216.148,215.986,215.822,143.307,FALSE
Asia,2021-05-10,82.894,117.468,104.429,76.762,45.843,12.241,FALSE
North America,2021-05-10,177.452,177.452,177.452,177.452,177.452,160.055,FALSE
Oceania,2021-05-10,-14.638,5.738,-1.787,-14.638,-22.322,2.689,FALSE
Africa,2021-05-17,56.543,121.267,82.752,54.145,17.614,8.871,FALSE
Latin America and Caribbean,2021-05-17,239.995,242.795,239.995,236.843,234.409,166.356,FALSE
Europe,2021-05-17,218.096,218.147,218.096,217.896,217.727,145.186,FALSE
North America,2021-05-17,178.737,178.737,178.737,178.737,178.737,161.201,FALSE
Asia,2021-05-17,89.841,126.895,113.402,82.776,48.462,13.073,FALSE
Oceania,2021-05-17,-14.191,6.362,-1.121,-14.191,-21.958,2.724,FALSE
Africa,2021-05-24,58.109,123.22,84.458,55.563,18.874,9.019,FALSE
Latin America and Caribbean,2021-05-24,245.05,248.054,245.05,241.837,239.403,170.587,FALSE
Europe,2021-05-24,219.723,219.771,219.723,219.499,219.327,146.712,FALSE
North America,2021-05-24,179.566,179.566,179.566,179.566,179.566,162.299,FALSE
Asia,2021-05-24,96.66,137.482,119.185,87.989,51.142,13.891,FALSE
Oceania,2021-05-24,-13.766,7.111,-0.398,-13.766,-21.659,2.769,FALSE
Africa,2021-05-31,59.607,125.168,86.171,57.111,20.128,9.156,FALSE
Latin America and Caribbean,2021-05-31,250.136,253.282,250.136,246.81,244.438,174.948,FALSE
Europe,2021-05-31,221.516,221.557,221.516,221.267,221.088,148.016,FALSE
North America,2021-05-31,180.623,180.623,180.623,180.623,180.623,163.48,FALSE
Asia,2021-05-31,101.024,147.196,124.888,92.941,53.131,14.606,FALSE
Oceania,2021-05-31,-13.626,7.415,-0.046,-13.626,-21.637,2.784,FALSE
Africa,2021-06-07,60.929,127.252,87.738,58.237,21.178,9.292,FALSE
Latin America and Caribbean,2021-06-07,254.978,258.312,254.978,251.58,249.083,179.632,FALSE
Europe,2021-06-07,223.914,223.953,223.914,223.64,223.445,149.079,FALSE
North America,2021-06-07,181.412,181.412,181.412,181.412,181.412,164.443,FALSE
Oceania,2021-06-07,-13.24,7.938,0.641,-13.24,-21.281,2.789,FALSE
Asia,2021-06-07,104.999,153.6,129.591,97.325,54.846,15.207,FALSE
Africa,2021-06-14,62.17,129.534,89.229,59.352,22.269,9.462,FALSE
Latin America and Caribbean,2021-06-14,259.791,263.263,259.791,256.32,253.759,184.065,FALSE
Europe,2021-06-14,226.617,226.651,226.617,226.317,226.115,150.067,FALSE
North America,2021-06-14,182.365,182.365,182.365,182.365,182.365,165.098,FALSE
Oceania,2021-06-14,-12.808,8.527,1.265,-12.808,-20.829,2.791,FALSE
Asia,2021-06-14,108.612,160.064,135.164,99.519,56.353,15.931,FALSE
Latin America and Caribbean,2021-06-21,264.462,268.074,264.462,260.931,258.284,188.44,FALSE
Africa,2021-06-21,63.653,131.954,91.018,61.55,23.744,9.669,FALSE
Europe,2021-06-21,229.09,229.138,229.09,228.781,228.54,150.933,FALSE
Oceania,2021-06-21,-12.758,8.923,1.558,-12.758,-20.673,2.815,FALSE
North America,2021-06-21,183.257,183.257,183.257,183.257,183.257,165.696,FALSE
Asia,2021-06-21,111.015,164.529,138.413,102.468,57.853,16.37,FALSE
Latin America and Caribbean,2021-06-28,268.978,272.815,268.978,265.408,262.796,192.401,FALSE
Africa,2021-06-28,65.375,134.44,93.194,63.347,25.336,9.927,FALSE
Europe,2021-06-28,231.324,231.376,231.324,231.004,230.75,151.879,FALSE
Oceania,2021-06-28,-12.721,9.076,1.82,-12.721,-20.595,2.838,FALSE
North America,2021-06-28,184.55,184.55,184.55,184.55,184.55,166.266,FALSE
Asia,2021-06-28,113.332,168.044,140.9,105.967,59.381,16.739,FALSE
Latin America and Caribbean,2021-07-05,272.69,276.689,272.71,269.082,266.496,196.149,FALSE
Africa,2021-07-05,67.193,137.041,95.842,65.409,27.051,10.306,FALSE
Europe,2021-07-05,234.202,234.259,234.202,233.865,233.592,152.832,FALSE
North America,2021-07-05,185.507,185.507,185.507,185.507,185.507,166.722,FALSE
Oceania,2021-07-05,-12.573,9.444,2.309,-12.573,-19.707,2.875,FALSE
Asia,2021-07-05,115.639,171.352,143.911,108.926,61.123,17.084,FALSE
Latin America and Caribbean,2021-07-12,276.373,280.565,276.377,272.752,270.085,199.326,FALSE
Africa,2021-07-12,69.551,139.965,97.955,67.303,28.842,10.682,FALSE
Europe,2021-07-12,237.43,237.49,237.43,237.039,236.753,153.742,FALSE
North America,2021-07-12,186.557,186.557,186.557,186.557,186.557,167.213,FALSE
Oceania,2021-07-12,-12.064,9.973,3.109,-12.064,-19.08,2.951,FALSE
Asia,2021-07-12,118.485,175.691,147.215,112.736,62.989,17.544,FALSE
Latin America and Caribbean,2021-07-19,280.084,284.339,280.095,276.453,273.695,202.294,FALSE
Africa,2021-07-19,72.16,142.93,100.745,69.148,31.023,11.117,FALSE
Europe,2021-07-19,240.62,240.676,240.62,240.207,239.898,154.665,FALSE
North America,2021-07-19,188.054,188.054,188.054,188.054,188.054,167.724,FALSE
Oceania,2021-07-19,-11.705,11.318,3.8,-11.705,-18.526,3.097,FALSE
Asia,2021-07-19,121.527,180.999,151.149,116.461,64.903,17.99,FALSE
Latin America and Caribbean,2021-07-26,284,288.414,284.116,280.325,277.578,206.39,FALSE
Africa,2021-07-26,74.735,145.928,103.54,71.031,33.099,11.582,FALSE
Europe,2021-07-26,243.857,243.905,243.857,243.418,243.093,155.626,FALSE
North America,2021-07-26,190.087,190.087,190.087,190.087,190.087,168.262,FALSE
Asia,2021-07-26,125.09,186.378,155.835,119.347,67.144,18.586,FALSE
Oceania,2021-07-26,-11.359,12.414,4.122,-11.359,-17.983,3.31,FALSE
Latin America and Caribbean,2021-08-02,288.308,292.823,288.488,284.56,281.738,208.96,FALSE
Africa,2021-08-02,77.335,148.838,106.526,74.405,34.978,12.046,FALSE
Europe,2021-08-02,246.964,247.022,246.964,246.51,246.164,156.66,FALSE
North America,2021-08-02,193.05,193.05,193.05,193.05,193.05,169.018,FALSE
Oceania,2021-08-02,-11.082,14.166,4.8,-11.082,-17.543,3.464,FALSE
Asia,2021-08-02,129.386,192.434,160.043,122.809,70.086,19.221,FALSE
Latin America and Caribbean,2021-08-09,292.853,297.505,293.098,289.024,286.142,211.43,FALSE
Africa,2021-08-09,79.069,151.45,108.863,76.299,36.394,12.492,FALSE
Europe,2021-08-09,250.489,250.543,250.489,250.001,249.645,157.748,FALSE
North America,2021-08-09,196.795,196.795,196.795,196.795,196.795,170.023,FALSE
Oceania,2021-08-09,-10.997,15.783,5.295,-10.997,-17.352,3.672,FALSE
Asia,2021-08-09,133.152,198.367,164.116,126.174,72.733,19.913,FALSE
Latin America and Caribbean,2021-08-16,297.617,302.388,297.921,293.72,290.77,213.706,FALSE
Africa,2021-08-16,80.83,154.107,111.037,78.285,37.766,12.927,FALSE
Europe,2021-08-16,253.968,254.026,253.968,253.452,253.076,158.902,FALSE
North America,2021-08-16,201.451,201.451,201.451,201.451,201.451,171.425,FALSE
Oceania,2021-08-16,-10.721,17.436,6.15,-10.721,-17.013,3.997,FALSE
Asia,2021-08-16,136.75,202.795,169.032,129.338,75.19,20.629,FALSE
Latin America and Caribbean,2021-08-23,302.259,307.147,302.539,298.292,295.36,216.017,FALSE
Africa,2021-08-23,83.042,156.75,113.061,80.382,39.308,13.314,FALSE
Europe,2021-08-23,257.312,257.382,257.312,256.781,256.374,160.214,FALSE
North America,2021-08-23,206.707,206.707,206.707,206.707,206.707,173.474,FALSE
Oceania,2021-08-23,-10.798,19.167,6.236,-10.798,-17.12,4.367,FALSE
Asia,2021-08-23,140.606,207.308,174.08,132.57,77.644,21.303,FALSE
Latin America and Caribbean,2021-08-30,306.74,311.69,307.098,302.741,299.753,218.138,FALSE
Africa,2021-08-30,84.672,159.209,115.605,82.237,40.715,13.703,FALSE
Europe,2021-08-30,260.692,260.758,260.692,260.123,259.701,161.631,FALSE
North America,2021-08-30,212.254,212.254,212.254,212.254,212.254,176.061,FALSE
Oceania,2021-08-30,-10.645,20.407,6.285,-10.645,-17.073,4.767,FALSE
Asia,2021-08-30,144.135,211.405,177.894,135.25,80.003,21.921,FALSE
Latin America and Caribbean,2021-09-06,310.412,315.444,310.833,306.409,303.304,220.195,FALSE
Africa,2021-09-06,86.299,161.77,118.049,84.101,42.094,14.004,FALSE
Europe,2021-09-06,265.395,265.464,265.395,264.785,264.327,163.114,FALSE
North America,2021-09-06,217.862,217.862,217.862,217.862,217.862,178.776,FALSE
Oceania,2021-09-06,-10.608,20.701,6.282,-10.608,-17.081,5.138,FALSE
Asia,2021-09-06,147.494,215.417,181.203,137.855,82.296,22.49,FALSE
Latin America and Caribbean,2021-09-13,313.828,318.882,314.248,309.825,306.598,221.982,FALSE
Africa,2021-09-13,87.792,164.098,119.833,85.981,43.355,14.25,FALSE
Europe,2021-09-13,269.84,269.897,269.84,269.196,268.696,164.632,FALSE
Oceania,2021-09-13,-10.321,21.258,6.45,-10.321,-17.008,5.438,FALSE
North America,2021-09-13,223.263,223.263,223.263,223.263,223.263,182.411,FALSE
Asia,2021-09-13,150.31,218.902,184.64,140.309,84.275,22.983,FALSE
Latin America and Caribbean,2021-09-20,316.836,321.964,317.3,312.902,309.528,223.698,FALSE
Africa,2021-09-20,89.266,166.452,121.419,87.718,44.604,14.462,FALSE
Europe,2021-09-20,274.046,274.116,274.046,273.369,272.832,166.253,FALSE
Oceania,2021-09-20,-9.925,21.695,7.39,-9.925,-16.851,5.811,FALSE
North America,2021-09-20,228.326,228.326,228.326,228.326,228.326,186.268,FALSE
Asia,2021-09-20,152.922,222.263,188.246,142.656,86.205,23.401,FALSE
Latin America and Caribbean,2021-09-27,319.642,324.703,320.105,315.79,312.235,225.293,FALSE
Africa,2021-09-27,90.743,168.371,123.055,89.313,45.735,14.664,FALSE
Europe,2021-09-27,278.365,278.45,278.365,277.652,277.064,167.931,FALSE
Oceania,2021-09-27,-8.994,22.781,8.667,-8.994,-15.744,6.263,FALSE
North America,2021-09-27,233.136,233.136,233.136,233.136,233.136,190.224,FALSE
Asia,2021-09-27,155.328,225.341,191.835,145.181,88.051,23.728,FALSE
Latin America and Caribbean,2021-10-04,321.565,326.714,322.073,317.752,314.095,226.754,FALSE
Africa,2021-10-04,92.299,170.313,124.61,90.825,46.778,14.877,FALSE
Europe,2021-10-04,285.036,285.136,285.036,284.268,283.641,169.75,FALSE
North America,2021-10-04,237.034,237.034,237.034,237.034,237.034,193.872,FALSE
Oceania,2021-10-04,-8.508,23.347,9.233,-8.508,-15.339,6.756,FALSE
Asia,2021-10-04,157.426,228.743,194.393,147.161,89.424,24.014,FALSE
Latin America and Caribbean,2021-10-11,323.21,328.427,323.784,319.376,315.73,228.057,FALSE
Africa,2021-10-11,93.687,171.981,125.832,91.847,47.887,15.009,FALSE
Europe,2021-10-11,292.175,292.292,292.175,291.358,290.682,171.829,FALSE
North America,2021-10-11,240.599,240.599,240.599,240.599,240.599,196.837,FALSE
Oceania,2021-10-11,-8.052,23.885,10.024,-8.052,-14.948,7.165,FALSE
Asia,2021-10-11,159.494,231.889,196.681,149.166,90.804,24.252,FALSE
Latin America and Caribbean,2021-10-18,324.549,329.852,325.127,320.699,317.114,229.074,FALSE
Africa,2021-10-18,94.973,173.699,127.184,93.069,48.781,15.116,FALSE
Europe,2021-10-18,299.859,300.013,299.859,298.961,298.26,174.121,FALSE
North America,2021-10-18,243.837,243.837,243.837,243.837,243.837,200.203,FALSE
Oceania,2021-10-18,-7.341,24.695,10.921,-7.341,-14.188,7.649,FALSE
Asia,2021-10-18,161.499,236.033,198.898,151.212,92.134,24.469,FALSE
Latin America and Caribbean,2021-10-25,325.796,331.203,326.419,321.937,318.376,230.026,FALSE
Africa,2021-10-25,96.158,175.315,128.875,94.402,49.628,15.218,FALSE
Europe,2021-10-25,307.88,308.042,307.88,306.914,306.18,176.794,FALSE
North America,2021-10-25,246.84,246.84,246.84,246.84,246.84,203.284,FALSE
Oceania,2021-10-25,-6.732,25.596,11.585,-6.732,-13.47,7.982,FALSE
Asia,2021-10-25,163.529,240.564,200.586,153.621,93.624,24.693,FALSE
Latin America and Caribbean,2021-11-01,326.94,332.407,327.572,323.03,319.534,230.886,FALSE
Africa,2021-11-01,97.419,176.968,130.119,95.753,50.669,15.307,FALSE
Europe,2021-11-01,316.122,316.298,316.122,315.068,314.3,179.826,FALSE
North America,2021-11-01,249.797,249.797,249.797,249.797,249.797,205.775,FALSE
Oceania,2021-11-01,-6.206,26.427,12.415,-6.206,-12.884,8.306,FALSE
Asia,2021-11-01,165.355,244.95,202.093,155.617,94.966,24.941,FALSE
Latin America and Caribbean,2021-11-08,328.078,333.626,328.726,324.115,320.712,231.606,FALSE
Africa,2021-11-08,98.671,178.718,131.609,96.955,51.748,15.395,FALSE
Europe,2021-11-08,324.546,324.739,324.546,323.421,322.609,183.164,FALSE
North America,2021-11-08,252.933,252.933,252.933,252.933,252.933,208.091,FALSE
Asia,2021-11-08,167.063,248.732,203.537,157.47,96.226,25.154,FALSE
Oceania,2021-11-08,-5.839,27.153,13.181,-5.839,-12.499,8.586,FALSE
Latin America and Caribbean,2021-11-15,329.221,334.809,329.893,325.212,321.868,232.346,FALSE
Africa,2021-11-15,99.895,180.206,133.501,97.958,52.678,15.478,FALSE
Europe,2021-11-15,333.193,333.406,333.193,331.984,331.149,186.689,FALSE
North America,2021-11-15,255.641,255.641,255.641,255.641,255.641,210.428,FALSE
Asia,2021-11-15,168.453,251.788,204.679,158.741,97.335,25.363,FALSE
Oceania,2021-11-15,-4.941,28.383,14.148,-4.941,-11.576,8.837,FALSE
Latin America and Caribbean,2021-11-22,330.185,335.837,330.89,326.196,322.86,233.004,FALSE
Africa,2021-11-22,101.111,181.766,135.15,98.962,53.648,15.551,FALSE
Europe,2021-11-22,341.975,342.207,341.975,340.688,339.828,190.368,FALSE
North America,2021-11-22,258.617,258.617,258.617,258.617,258.617,212.607,FALSE
Asia,2021-11-22,169.953,254.913,206.03,159.97,98.457,25.575,FALSE
Oceania,2021-11-22,-4.302,29.419,14.863,-4.302,-10.841,9.221,FALSE
Latin America and Caribbean,2021-11-29,331.279,336.997,332.02,327.337,323.987,233.728,FALSE
Africa,2021-11-29,102.339,183.442,136.435,99.944,54.556,15.632,FALSE
Europe,2021-11-29,351.218,351.469,351.218,349.851,348.964,194.027,FALSE
North America,2021-11-29,262.1,262.1,262.1,262.1,262.1,214.362,FALSE
Asia,2021-11-29,171.309,258.037,208.44,161.173,99.465,25.791,FALSE
Oceania,2021-11-29,-3.743,30.296,15.539,-3.743,-10.249,9.343,FALSE
Latin America and Caribbean,2021-12-06,332.551,338.339,333.34,328.597,325.261,234.402,FALSE
Africa,2021-12-06,103.379,184.764,137.556,100.904,55.307,15.703,FALSE
Europe,2021-12-06,357.794,358.043,357.794,356.366,355.434,197.668,FALSE
North America,2021-12-06,265.757,265.757,265.757,265.757,265.757,217.498,FALSE
Asia,2021-12-06,172.591,260.339,210.696,162.152,100.44,26.043,FALSE
Oceania,2021-12-06,-3.128,31.172,16.234,-3.128,-9.694,9.496,FALSE
Latin America and Caribbean,2021-12-13,333.728,339.69,334.57,329.8,326.466,235.014,FALSE
Africa,2021-12-13,104.496,186.476,139.223,102.385,56.29,15.768,FALSE
Europe,2021-12-13,363.95,364.207,363.95,362.475,361.492,201.255,FALSE
North America,2021-12-13,269.134,269.134,269.134,269.134,269.134,219.933,FALSE
Asia,2021-12-13,173.672,261.851,211.897,162.923,101.142,26.234,FALSE
Oceania,2021-12-13,-2.698,31.841,16.747,-2.698,-9.489,9.687,FALSE
Latin America and Caribbean,2021-12-20,335.152,341.207,335.996,331.193,327.838,235.619,FALSE
Africa,2021-12-20,106.44,189.278,141.194,104.753,57.772,15.849,FALSE
Europe,2021-12-20,369.681,369.95,369.681,368.176,367.157,204.697,FALSE
North America,2021-12-20,272.584,272.584,272.584,272.584,272.584,222.47,FALSE
Asia,2021-12-20,174.882,263.329,213.061,163.884,101.834,26.41,FALSE
Oceania,2021-12-20,-1.741,33.001,17.809,-1.741,-8.681,9.787,FALSE
Latin America and Caribbean,2021-12-27,336.654,342.788,337.51,332.684,329.429,236.072,FALSE
Africa,2021-12-27,108.721,192.836,143.167,106.557,60.188,15.944,FALSE
North America,2021-12-27,276.437,276.437,276.437,276.437,276.437,225.332,FALSE
Europe,2021-12-27,374.849,375.125,374.849,373.303,372.269,207.715,FALSE
Asia,2021-12-27,175.758,264.318,213.759,165.295,102.447,26.587,FALSE
Oceania,2021-12-27,-1.232,33.798,18.533,-1.232,-8.36,9.905,FALSE
Latin America and Caribbean,2022-01-03,339.934,346.284,340.891,335.928,332.682,236.512,FALSE
Africa,2022-01-03,111.047,196.417,145.451,108.324,63.761,16.053,FALSE
North America,2022-01-03,280.831,280.831,280.831,280.831,280.831,227.933,FALSE
Europe,2022-01-03,377.382,377.649,377.382,375.807,374.765,210.673,FALSE
Asia,2022-01-03,176.678,265.495,214.604,166.37,102.963,26.737,FALSE
Oceania,2022-01-03,-0.308,34.932,19.576,-0.308,-7.53,10.071,FALSE
Latin America and Caribbean,2022-01-10,343.999,350.306,344.952,339.902,336.658,237.016,FALSE
Africa,2022-01-10,113.153,200.839,147.506,109.655,67.085,16.241,FALSE
North America,2022-01-10,286.698,286.698,286.698,286.698,286.698,231.411,FALSE
Europe,2022-01-10,379.373,379.634,379.373,377.769,376.728,213.379,FALSE
Asia,2022-01-10,178.749,267.372,216.365,168.065,103.892,26.895,FALSE
Oceania,2022-01-10,1.324,36.803,21.495,1.324,-5.897,10.427,FALSE
Latin America and Caribbean,2022-01-17,349.204,355.296,349.983,345.022,341.732,237.884,FALSE
Africa,2022-01-17,114.95,203.742,149.492,110.566,69.869,16.414,FALSE
North America,2022-01-17,293.202,293.202,293.202,293.202,293.202,235.219,FALSE
Europe,2022-01-17,381.44,381.698,381.44,379.81,378.753,216.246,FALSE
Asia,2022-01-17,182.825,270.004,221.249,170.521,104.748,27.047,FALSE
Oceania,2022-01-17,3.552,39.221,23.707,3.552,-3.699,11.306,FALSE
Latin America and Caribbean,2022-01-24,356.024,361.974,356.788,351.803,348.209,239.237,FALSE
