location,date,estimate,estimate_top_95,estimate_top_50,estimate_bot_50,estimate_bot_95,official_covid_deaths,known_excess_deaths
Asia,2021-01-11,0.139,0.236,0.163,0.1,0.013,0.023,FALSE
Europe,2021-01-11,0.72,0.72,0.72,0.72,0.72,0.654,FALSE
Latin America and Caribbean,2021-01-11,1.029,1.052,1.033,1.01,0.994,0.418,FALSE
Africa,2021-01-18,0.383,0.469,0.383,0.284,0.182,0.063,FALSE
North America,2021-01-18,0.853,0.853,0.853,0.853,0.853,0.878,FALSE
Oceania,2021-01-18,0.023,0.067,0.043,0.023,0.01,0.001,FALSE
Asia,2021-01-18,0.137,0.217,0.151,0.094,-0.002,0.025,FALSE
Europe,2021-01-18,0.803,0.803,0.803,0.803,0.803,0.689,FALSE
Latin America and Caribbean,2021-01-18,1.094,1.117,1.101,1.076,1.061,0.446,FALSE
Africa,2021-01-25,0.32,0.415,0.322,0.233,0.179,0.064,FALSE
North America,2021-01-25,0.71,0.71,0.71,0.71,0.71,0.825,FALSE
Oceania,2021-01-25,-0.053,-0.001,-0.029,-0.053,-0.066,0.001,FALSE
Asia,2021-01-25,0.132,0.192,0.157,0.096,0.007,0.024,FALSE
Europe,2021-01-25,0.719,0.719,0.719,0.719,0.719,0.709,FALSE
Latin America and Caribbean,2021-01-25,0.918,0.941,0.931,0.91,0.891,0.534,FALSE
Africa,2021-02-01,0.274,0.366,0.278,0.197,0.152,0.058,FALSE
North America,2021-02-01,0.619,0.619,0.619,0.619,0.619,0.831,FALSE
Oceania,2021-02-01,0.016,0.074,0.039,0.016,0.006,0.001,FALSE
Asia,2021-02-01,0.118,0.175,0.139,0.086,0.006,0.025,FALSE
Europe,2021-02-01,0.499,0.5,0.5,0.499,0.499,0.686,FALSE
Latin America and Caribbean,2021-02-01,0.805,0.828,0.811,0.792,0.78,0.547,FALSE
Africa,2021-02-08,0.253,0.335,0.253,0.161,0.101,0.042,FALSE
North America,2021-02-08,0.404,0.404,0.404,0.404,0.404,0.774,FALSE
Oceania,2021-02-08,-0.025,0.031,-0.002,-0.025,-0.033,0.001,FALSE
Asia,2021-02-08,0.104,0.158,0.129,0.075,-0.013,0.021,FALSE
Europe,2021-02-08,0.407,0.407,0.407,0.407,0.407,0.628,FALSE
Latin America and Caribbean,2021-02-08,0.692,0.71,0.692,0.673,0.658,0.511,FALSE
Africa,2021-02-15,0.258,0.345,0.258,0.177,0.094,0.035,FALSE
North America,2021-02-15,0.341,0.341,0.341,0.341,0.341,0.632,FALSE
Oceania,2021-02-15,-0.056,-0.006,-0.032,-0.056,-0.063,0.001,FALSE
Asia,2021-02-15,0.106,0.171,0.141,0.083,-0.014,0.018,FALSE
Latin America and Caribbean,2021-02-15,0.645,0.665,0.649,0.635,0.62,0.528,FALSE
Europe,2021-02-15,0.359,0.36,0.359,0.359,0.359,0.548,FALSE
Africa,2021-02-22,0.226,0.303,0.226,0.146,0.069,0.029,FALSE
North America,2021-02-22,0.251,0.251,0.251,0.251,0.251,0.498,FALSE
Oceania,2021-02-22,-0.019,0.037,0.007,-0.019,-0.026,0.001,FALSE
Asia,2021-02-22,0.12,0.174,0.141,0.084,0.005,0.018,FALSE
Latin America and Caribbean,2021-02-22,0.613,0.633,0.62,0.604,0.592,0.466,FALSE
Europe,2021-02-22,0.273,0.274,0.273,0.273,0.273,0.457,FALSE
Africa,2021-03-01,0.226,0.313,0.226,0.14,0.071,0.024,FALSE
North America,2021-03-01,0.142,0.142,0.142,0.142,0.142,0.521,FALSE
Oceania,2021-03-01,-0.028,0.027,0.001,-0.028,-0.047,0.002,FALSE
Asia,2021-03-01,0.125,0.196,0.155,0.104,0.027,0.02,FALSE
Latin America and Caribbean,2021-03-01,0.819,0.842,0.827,0.812,0.804,0.472,FALSE
Europe,2021-03-01,0.266,0.266,0.266,0.266,0.266,0.41,FALSE
Africa,2021-03-08,0.255,0.339,0.255,0.147,0.092,0.022,FALSE
North America,2021-03-08,0.058,0.058,0.058,0.058,0.058,0.423,FALSE
Oceania,2021-03-08,-0.025,0.032,0.002,-0.025,-0.043,0.002,FALSE
Asia,2021-03-08,0.143,0.201,0.159,0.104,0.026,0.017,FALSE
Latin America and Caribbean,2021-03-08,0.803,0.829,0.819,0.802,0.787,0.49,FALSE
Europe,2021-03-08,0.34,0.34,0.34,0.34,0.34,0.407,FALSE
Africa,2021-03-15,0.274,0.37,0.274,0.152,0.064,0.022,FALSE
North America,2021-03-15,0.038,0.038,0.038,0.038,0.038,0.318,FALSE
Oceania,2021-03-15,0,0.064,0.033,0,-0.019,0.003,FALSE
Asia,2021-03-15,0.164,0.235,0.186,0.132,0.037,0.018,FALSE
Latin America and Caribbean,2021-03-15,0.79,0.819,0.805,0.788,0.774,0.516,FALSE
Europe,2021-03-15,0.42,0.42,0.42,0.42,0.42,0.401,FALSE
Africa,2021-03-22,0.298,0.382,0.298,0.163,0.093,0.022,FALSE
North America,2021-03-22,0.075,0.075,0.075,0.075,0.075,0.274,FALSE
Oceania,2021-03-22,-0.027,0.049,0.01,-0.027,-0.042,0.005,FALSE
Asia,2021-03-22,0.163,0.281,0.197,0.135,0.048,0.026,FALSE
Latin America and Caribbean,2021-03-22,0.807,0.832,0.819,0.803,0.789,0.576,FALSE
Europe,2021-03-22,0.519,0.519,0.519,0.519,0.519,0.413,FALSE
Africa,2021-03-29,0.295,0.406,0.295,0.191,0.105,0.021,FALSE
North America,2021-03-29,0.022,0.022,0.022,0.022,0.022,0.256,FALSE
Oceania,2021-03-29,-0.004,0.081,0.033,-0.004,-0.02,0.005,FALSE
Asia,2021-03-29,0.236,0.405,0.333,0.227,0.139,0.024,FALSE
Latin America and Caribbean,2021-03-29,0.822,0.855,0.841,0.822,0.813,0.648,FALSE
Europe,2021-03-29,0.566,0.566,0.566,0.566,0.566,0.457,FALSE
Africa,2021-04-05,0.338,0.364,0.338,0.2,0.112,0.02,FALSE
North America,2021-04-05,0.122,0.122,0.122,0.122,0.122,0.216,FALSE
Oceania,2021-04-05,-0.072,0.006,-0.038,-0.072,-0.084,0.006,FALSE
Asia,2021-04-05,0.338,0.491,0.414,0.292,0.194,0.031,FALSE
Latin America and Caribbean,2021-04-05,0.842,0.872,0.858,0.838,0.826,0.654,FALSE
Europe,2021-04-05,0.565,0.57,0.565,0.561,0.557,0.443,FALSE
Africa,2021-04-12,0.359,0.401,0.359,0.218,0.126,0.019,FALSE
North America,2021-04-12,0.066,0.066,0.066,0.066,0.066,0.262,FALSE
Oceania,2021-04-12,0.027,0.104,0.058,0.023,0.004,0.003,FALSE
Asia,2021-04-12,0.411,0.682,0.501,0.353,0.235,0.044,FALSE
Latin America and Caribbean,2021-04-12,0.895,0.921,0.903,0.883,0.87,0.802,FALSE
Europe,2021-04-12,0.551,0.555,0.551,0.548,0.546,0.468,FALSE
Africa,2021-04-19,0.354,0.388,0.354,0.211,0.123,0.023,FALSE
North America,2021-04-19,0.152,0.152,0.152,0.152,0.152,0.204,FALSE
Oceania,2021-04-19,0.006,0.091,0.046,0.006,-0.022,0.007,FALSE
Asia,2021-04-19,0.479,1.082,0.631,0.479,0.326,0.06,FALSE
Latin America and Caribbean,2021-04-19,0.882,0.921,0.894,0.873,0.853,0.751,FALSE
Europe,2021-04-19,0.57,0.575,0.57,0.566,0.563,0.454,FALSE
Africa,2021-04-26,0.347,0.388,0.347,0.214,0.145,0.023,FALSE
North America,2021-04-26,0.169,0.169,0.169,0.169,0.169,0.198,FALSE
Asia,2021-04-26,0.686,1.441,0.975,0.611,0.389,0.087,FALSE
Latin America and Caribbean,2021-04-26,0.885,0.915,0.892,0.866,0.846,0.729,FALSE
Oceania,2021-04-26,0.044,0.109,0.073,0.037,0.016,0.005,FALSE
Europe,2021-04-26,0.515,0.518,0.515,0.513,0.511,0.424,FALSE
Africa,2021-05-03,0.361,0.393,0.361,0.226,0.173,0.022,FALSE
North America,2021-05-03,0.134,0.134,0.134,0.134,0.134,0.194,FALSE
Asia,2021-05-03,0.956,1.791,1.28,0.767,0.438,0.108,FALSE
Latin America and Caribbean,2021-05-03,0.761,0.796,0.773,0.75,0.739,0.703,FALSE
Oceania,2021-05-03,0.072,0.123,0.091,0.063,0.042,0.004,FALSE
Europe,2021-05-03,0.328,0.331,0.329,0.325,0.323,0.366,FALSE
Africa,2021-05-10,0.364,0.393,0.364,0.219,0.171,0.022,FALSE
North America,2021-05-10,0.143,0.143,0.143,0.143,0.143,0.183,FALSE
Asia,2021-05-10,1.076,1.835,1.328,0.78,0.413,0.117,FALSE
Latin America and Caribbean,2021-05-10,0.742,0.784,0.756,0.734,0.718,0.647,FALSE
Oceania,2021-05-10,-0.002,0.066,0.027,-0.008,-0.03,0.002,FALSE
Europe,2021-05-10,0.302,0.306,0.303,0.301,0.299,0.312,FALSE
Africa,2021-05-17,0.363,0.394,0.363,0.227,0.174,0.02,FALSE
North America,2021-05-17,0.182,0.182,0.182,0.182,0.182,0.161,FALSE
Asia,2021-05-17,1.02,1.905,1.358,0.773,0.372,0.12,FALSE
Latin America and Caribbean,2021-05-17,0.711,0.756,0.735,0.711,0.7,0.612,FALSE
Oceania,2021-05-17,0.026,0.092,0.06,0.016,-0.008,0.005,FALSE
Europe,2021-05-17,0.239,0.241,0.239,0.235,0.232,0.262,FALSE
Africa,2021-05-24,0.404,0.427,0.404,0.244,0.199,0.022,FALSE
North America,2021-05-24,0.116,0.116,0.116,0.116,0.116,0.154,FALSE
Asia,2021-05-24,1.043,1.865,1.433,0.727,0.342,0.119,FALSE
Latin America and Caribbean,2021-05-24,0.701,0.753,0.726,0.701,0.687,0.591,FALSE
Oceania,2021-05-24,0.029,0.098,0.06,0.022,-0.001,0.006,FALSE
Europe,2021-05-24,0.193,0.195,0.194,0.19,0.188,0.213,FALSE
Africa,2021-05-31,0.41,0.438,0.41,0.255,0.205,0.02,FALSE
North America,2021-05-31,0.149,0.149,0.149,0.149,0.149,0.164,FALSE
Asia,2021-05-31,0.885,1.601,1.245,0.564,0.298,0.103,FALSE
Latin America and Caribbean,2021-05-31,0.71,0.76,0.729,0.706,0.694,0.592,FALSE
Oceania,2021-05-31,-0.038,0.018,-0.017,-0.047,-0.066,0.003,FALSE
Europe,2021-05-31,0.219,0.221,0.22,0.216,0.213,0.179,FALSE
Africa,2021-06-07,0.36,0.39,0.36,0.216,0.167,0.021,FALSE
North America,2021-06-07,0.109,0.109,0.109,0.109,0.109,0.127,FALSE
Asia,2021-06-07,0.716,1.386,0.993,0.469,0.268,0.087,FALSE
Latin America and Caribbean,2021-06-07,0.673,0.722,0.688,0.664,0.647,0.568,FALSE
Oceania,2021-06-07,0.01,0.067,0.033,0.005,-0.017,0.001,FALSE
Europe,2021-06-07,0.329,0.331,0.33,0.326,0.323,0.148,FALSE
Africa,2021-06-14,0.357,0.373,0.357,0.217,0.16,0.025,FALSE
North America,2021-06-14,0.133,0.133,0.133,0.133,0.133,0.094,FALSE
Asia,2021-06-14,0.535,0.891,0.631,0.388,0.272,0.08,FALSE
Latin America and Caribbean,2021-06-14,0.67,0.719,0.685,0.664,0.65,0.618,FALSE
Oceania,2021-06-14,0.015,0.068,0.041,0.013,-0.007,0,FALSE
Europe,2021-06-14,0.372,0.375,0.374,0.37,0.368,0.135,FALSE
Africa,2021-06-21,0.372,0.411,0.372,0.257,0.189,0.03,FALSE
North America,2021-06-21,0.125,0.125,0.125,0.125,0.125,0.083,FALSE
Asia,2021-06-21,0.434,0.823,0.52,0.314,0.236,0.066,FALSE
Latin America and Caribbean,2021-06-21,0.653,0.692,0.671,0.646,0.633,0.601,FALSE
Oceania,2021-06-21,-0.039,0.004,-0.022,-0.048,-0.071,0.003,FALSE
Europe,2021-06-21,0.338,0.342,0.339,0.336,0.334,0.118,FALSE
Africa,2021-06-28,0.39,0.434,0.39,0.278,0.211,0.038,FALSE
North America,2021-06-28,0.186,0.186,0.186,0.186,0.186,0.078,FALSE
Latin America and Caribbean,2021-06-28,0.655,0.693,0.667,0.644,0.632,0.554,FALSE
Oceania,2021-06-28,-0.031,0.036,-0.01,-0.037,-0.065,0.003,FALSE
Asia,2021-06-28,0.456,0.726,0.536,0.345,0.239,0.053,FALSE
Europe,2021-06-28,0.305,0.308,0.307,0.304,0.302,0.13,FALSE
Africa,2021-07-05,0.392,0.431,0.392,0.285,0.218,0.054,FALSE
North America,2021-07-05,0.136,0.136,0.136,0.136,0.136,0.062,FALSE
Latin America and Caribbean,2021-07-05,0.539,0.564,0.547,0.526,0.515,0.522,FALSE
Oceania,2021-07-05,0.002,0.067,0.029,-0.001,-0.025,0.005,FALSE
Asia,2021-07-05,0.478,0.684,0.509,0.36,0.252,0.049,FALSE
Europe,2021-07-05,0.396,0.399,0.397,0.394,0.391,0.131,FALSE
Africa,2021-07-12,0.444,0.508,0.444,0.3,0.196,0.063,FALSE
North America,2021-07-12,0.148,0.148,0.148,0.148,0.148,0.066,FALSE
Latin America and Caribbean,2021-07-12,0.538,0.563,0.548,0.525,0.504,0.467,FALSE
Oceania,2021-07-12,0.025,0.091,0.057,0.023,-0.006,0.011,FALSE
Asia,2021-07-12,0.474,0.718,0.573,0.39,0.278,0.064,FALSE
Europe,2021-07-12,0.444,0.447,0.445,0.441,0.438,0.127,FALSE
Africa,2021-07-19,0.45,0.507,0.45,0.302,0.218,0.062,FALSE
North America,2021-07-19,0.213,0.213,0.213,0.213,0.213,0.071,FALSE
Latin America and Caribbean,2021-07-19,0.537,0.564,0.549,0.528,0.511,0.415,FALSE
Oceania,2021-07-19,0.026,0.139,0.074,0.026,-0.002,0.02,FALSE
Asia,2021-07-19,0.492,0.725,0.582,0.407,0.294,0.067,FALSE
Europe,2021-07-19,0.441,0.443,0.441,0.438,0.435,0.127,FALSE
Africa,2021-07-26,0.455,0.497,0.455,0.319,0.242,0.067,FALSE
North America,2021-07-26,0.293,0.293,0.293,0.293,0.293,0.074,FALSE
Latin America and Caribbean,2021-07-26,0.571,0.597,0.581,0.562,0.543,0.387,FALSE
Oceania,2021-07-26,0.041,0.105,0.061,0.025,-0,0.035,FALSE
Asia,2021-07-26,0.528,0.767,0.598,0.445,0.323,0.084,FALSE
Europe,2021-07-26,0.45,0.452,0.45,0.447,0.444,0.132,FALSE
Africa,2021-08-02,0.429,0.5,0.429,0.291,0.224,0.068,FALSE
North America,2021-08-02,0.425,0.425,0.425,0.425,0.425,0.103,FALSE
Latin America and Caribbean,2021-08-02,0.567,0.589,0.576,0.559,0.546,0.37,FALSE
Asia,2021-08-02,0.586,0.877,0.659,0.487,0.367,0.09,FALSE
Europe,2021-08-02,0.437,0.439,0.438,0.435,0.432,0.143,FALSE
Oceania,2021-08-02,0.018,0.102,0.055,0.013,-0.02,0.024,FALSE
Africa,2021-08-09,0.37,0.421,0.37,0.271,0.21,0.066,FALSE
North America,2021-08-09,0.539,0.539,0.539,0.539,0.539,0.136,FALSE
Latin America and Caribbean,2021-08-09,0.602,0.621,0.61,0.594,0.581,0.342,FALSE
Asia,2021-08-09,0.587,0.846,0.644,0.479,0.379,0.098,FALSE
Europe,2021-08-09,0.496,0.499,0.497,0.492,0.49,0.153,FALSE
Oceania,2021-08-09,0.017,0.072,0.03,-0.007,-0.045,0.032,FALSE
Africa,2021-08-16,0.375,0.422,0.375,0.266,0.2,0.064,FALSE
North America,2021-08-16,0.67,0.67,0.67,0.67,0.67,0.194,FALSE
Latin America and Caribbean,2021-08-16,0.631,0.651,0.636,0.621,0.61,0.32,FALSE
Europe,2021-08-16,0.488,0.491,0.489,0.485,0.482,0.162,FALSE
Asia,2021-08-16,0.575,0.843,0.615,0.483,0.383,0.102,FALSE
Oceania,2021-08-16,-0.006,0.081,0.03,-0.008,-0.047,0.051,FALSE
Africa,2021-08-23,0.426,0.476,0.426,0.277,0.21,0.057,FALSE
North America,2021-08-23,0.758,0.758,0.758,0.758,0.758,0.293,FALSE
Latin America and Caribbean,2021-08-23,0.619,0.635,0.623,0.607,0.596,0.316,FALSE
Asia,2021-08-23,0.579,0.809,0.614,0.478,0.374,0.099,FALSE
Europe,2021-08-23,0.472,0.475,0.472,0.468,0.465,0.182,FALSE
Oceania,2021-08-23,-0.039,0.032,-0.01,-0.045,-0.089,0.063,FALSE
Africa,2021-08-30,0.371,0.413,0.371,0.254,0.21,0.057,FALSE
Europe,2021-08-30,0.475,0.478,0.476,0.471,0.467,0.199,FALSE
Latin America and Caribbean,2021-08-30,0.599,0.618,0.602,0.583,0.57,0.294,FALSE
North America,2021-08-30,0.801,0.801,0.801,0.801,0.801,0.371,FALSE
Oceania,2021-08-30,-0.021,0.05,0.01,-0.024,-0.061,0.069,FALSE
Asia,2021-08-30,0.532,0.745,0.581,0.439,0.319,0.091,FALSE
Africa,2021-09-06,0.357,0.409,0.357,0.246,0.201,0.045,FALSE
Europe,2021-09-06,0.656,0.661,0.658,0.652,0.649,0.205,FALSE
Latin America and Caribbean,2021-09-06,0.51,0.529,0.516,0.495,0.485,0.284,FALSE
North America,2021-09-06,0.81,0.81,0.81,0.81,0.81,0.401,FALSE
Oceania,2021-09-06,-0.064,0.005,-0.028,-0.064,-0.098,0.064,FALSE
Asia,2021-09-06,0.515,0.724,0.547,0.413,0.318,0.083,FALSE
Africa,2021-09-13,0.345,0.388,0.345,0.224,0.188,0.037,FALSE
Europe,2021-09-13,0.62,0.623,0.621,0.615,0.612,0.213,FALSE
Latin America and Caribbean,2021-09-13,0.469,0.492,0.473,0.455,0.439,0.246,FALSE
North America,2021-09-13,0.782,0.782,0.782,0.782,0.782,0.479,FALSE
Oceania,2021-09-13,-0.028,0.061,0.014,-0.028,-0.056,0.054,FALSE
Asia,2021-09-13,0.495,0.696,0.513,0.378,0.299,0.073,FALSE
Africa,2021-09-20,0.346,0.377,0.346,0.227,0.18,0.031,FALSE
Europe,2021-09-20,0.589,0.592,0.59,0.583,0.579,0.225,FALSE
Latin America and Caribbean,2021-09-20,0.413,0.445,0.42,0.397,0.381,0.237,FALSE
North America,2021-09-20,0.733,0.733,0.733,0.733,0.733,0.559,FALSE
Oceania,2021-09-20,-0.026,0.081,0.016,-0.026,-0.049,0.058,FALSE
Asia,2021-09-20,0.478,0.662,0.497,0.363,0.275,0.063,FALSE
Africa,2021-09-27,0.354,0.384,0.354,0.221,0.163,0.029,FALSE
Europe,2021-09-27,0.604,0.607,0.604,0.597,0.593,0.236,FALSE
North America,2021-09-27,0.695,0.695,0.695,0.695,0.695,0.578,FALSE
Asia,2021-09-27,0.439,0.643,0.457,0.328,0.24,0.049,FALSE
Oceania,2021-09-27,0.067,0.154,0.099,0.064,0.023,0.067,FALSE
Latin America and Caribbean,2021-09-27,0.374,0.393,0.376,0.357,0.348,0.219,FALSE
Africa,2021-10-04,0.347,0.368,0.347,0.218,0.165,0.032,FALSE
Europe,2021-10-04,0.867,0.872,0.868,0.861,0.855,0.253,FALSE
North America,2021-10-04,0.562,0.562,0.562,0.562,0.562,0.537,FALSE
Asia,2021-10-04,0.378,0.596,0.398,0.279,0.199,0.042,FALSE
Latin America and Caribbean,2021-10-04,0.258,0.274,0.258,0.241,0.232,0.198,FALSE
Oceania,2021-10-04,0,0.099,0.051,0,-0.023,0.072,FALSE
Africa,2021-10-11,0.325,0.353,0.325,0.208,0.158,0.019,FALSE
Europe,2021-10-11,0.934,0.941,0.937,0.928,0.922,0.288,FALSE
North America,2021-10-11,0.514,0.514,0.514,0.514,0.514,0.439,FALSE
Asia,2021-10-11,0.376,0.598,0.397,0.279,0.197,0.035,FALSE
Latin America and Caribbean,2021-10-11,0.221,0.233,0.224,0.209,0.197,0.189,FALSE
Oceania,2021-10-11,0.01,0.108,0.048,0.01,-0.017,0.059,FALSE
Africa,2021-10-18,0.319,0.343,0.319,0.196,0.143,0.016,FALSE
Europe,2021-10-18,1.012,1.017,1.013,1.003,0.997,0.317,FALSE
North America,2021-10-18,0.464,0.464,0.464,0.464,0.464,0.465,FALSE
Asia,2021-10-18,0.368,0.544,0.368,0.264,0.189,0.031,FALSE
Oceania,2021-10-18,0.093,0.175,0.117,0.082,0.061,0.068,FALSE
Latin America and Caribbean,2021-10-18,0.173,0.185,0.175,0.16,0.144,0.142,FALSE
Africa,2021-10-25,0.299,0.327,0.299,0.18,0.125,0.015,FALSE
Europe,2021-10-25,1.057,1.061,1.057,1.048,1.044,0.368,FALSE
Latin America and Caribbean,2021-10-25,0.155,0.17,0.157,0.144,0.128,0.132,FALSE
North America,2021-10-25,0.447,0.447,0.447,0.447,0.447,0.455,FALSE
Asia,2021-10-25,0.389,0.554,0.389,0.267,0.203,0.032,FALSE
Oceania,2021-10-25,0.054,0.126,0.074,0.041,0.019,0.061,FALSE
Africa,2021-11-01,0.275,0.388,0.275,0.182,0.12,0.013,FALSE
Europe,2021-11-01,1.24,1.244,1.24,1.23,1.226,0.417,FALSE
Latin America and Caribbean,2021-11-01,0.188,0.209,0.19,0.177,0.164,0.121,FALSE
North America,2021-11-01,0.437,0.437,0.437,0.437,0.437,0.365,FALSE
Asia,2021-11-01,0.356,0.548,0.364,0.247,0.19,0.035,FALSE
Oceania,2021-11-01,0.051,0.115,0.077,0.042,0.017,0.045,FALSE
Africa,2021-11-08,0.276,0.391,0.276,0.186,0.12,0.013,FALSE
Europe,2021-11-08,1.269,1.272,1.269,1.258,1.253,0.461,FALSE
Latin America and Caribbean,2021-11-08,0.185,0.202,0.188,0.174,0.161,0.098,FALSE
North America,2021-11-08,0.463,0.463,0.463,0.463,0.463,0.337,FALSE
Asia,2021-11-08,0.312,0.495,0.322,0.236,0.174,0.031,FALSE
Oceania,2021-11-08,0.002,0.057,0.021,-0.009,-0.028,0.042,FALSE
Africa,2021-11-15,0.267,0.383,0.267,0.177,0.117,0.012,FALSE
Europe,2021-11-15,1.299,1.303,1.299,1.289,1.284,0.492,FALSE
Latin America and Caribbean,2021-11-15,0.173,0.19,0.178,0.167,0.154,0.101,FALSE
North America,2021-11-15,0.402,0.402,0.402,0.402,0.402,0.337,FALSE
Asia,2021-11-15,0.292,0.474,0.295,0.217,0.176,0.03,FALSE
Oceania,2021-11-15,0.08,0.13,0.098,0.066,0.042,0.037,FALSE
Africa,2021-11-22,0.266,0.379,0.266,0.171,0.119,0.011,FALSE
Europe,2021-11-22,1.318,1.321,1.318,1.308,1.302,0.515,FALSE
Latin America and Caribbean,2021-11-22,0.152,0.171,0.16,0.147,0.135,0.09,FALSE
North America,2021-11-22,0.433,0.433,0.433,0.433,0.433,0.322,FALSE
Asia,2021-11-22,0.319,0.484,0.319,0.216,0.177,0.03,FALSE
Oceania,2021-11-22,0.066,0.148,0.09,0.057,0.037,0.058,FALSE
Africa,2021-11-29,0.275,0.377,0.275,0.181,0.129,0.012,FALSE
Europe,2021-11-29,1.383,1.386,1.383,1.371,1.367,0.513,FALSE
Latin America and Caribbean,2021-11-29,0.167,0.19,0.176,0.164,0.151,0.1,FALSE
North America,2021-11-29,0.5,0.5,0.5,0.5,0.5,0.265,FALSE
Asia,2021-11-29,0.279,0.446,0.28,0.202,0.142,0.031,FALSE
Oceania,2021-11-29,0.039,0.092,0.071,0.039,0.013,0.035,FALSE
Africa,2021-12-06,0.242,0.291,0.242,0.154,0.096,0.011,FALSE
Europe,2021-12-06,0.967,0.969,0.967,0.956,0.952,0.507,FALSE
Latin America and Caribbean,2021-12-06,0.167,0.194,0.18,0.165,0.151,0.094,FALSE
North America,2021-12-06,0.548,0.561,0.554,0.548,0.543,0.464,FALSE
Asia,2021-12-06,0.277,0.419,0.297,0.189,0.125,0.035,FALSE
Oceania,2021-12-06,0.057,0.106,0.081,0.052,0.032,0.023,FALSE
Africa,2021-12-13,0.265,0.354,0.265,0.186,0.14,0.01,FALSE
Europe,2021-12-13,0.904,0.906,0.904,0.895,0.891,0.503,FALSE
Latin America and Caribbean,2021-12-13,0.146,0.173,0.16,0.146,0.132,0.085,FALSE
North America,2021-12-13,0.502,0.513,0.508,0.502,0.494,0.361,FALSE
Asia,2021-12-13,0.238,0.367,0.256,0.165,0.129,0.027,FALSE
Oceania,2021-12-13,0.004,0.058,0.036,0.004,-0.023,0.028,FALSE
Africa,2021-12-20,0.365,0.489,0.365,0.237,0.182,0.012,FALSE
Europe,2021-12-20,0.847,0.849,0.847,0.839,0.836,0.48,FALSE
Latin America and Caribbean,2021-12-20,0.164,0.189,0.177,0.163,0.151,0.08,FALSE
North America,2021-12-20,0.517,0.537,0.526,0.517,0.512,0.372,FALSE
Asia,2021-12-20,0.232,0.409,0.246,0.166,0.131,0.025,FALSE
Oceania,2021-12-20,0.082,0.132,0.106,0.078,0.058,0.015,FALSE
Africa,2021-12-27,0.41,0.528,0.41,0.276,0.216,0.015,FALSE
Europe,2021-12-27,0.754,0.757,0.754,0.749,0.746,0.423,FALSE
Latin America and Caribbean,2021-12-27,0.17,0.221,0.188,0.166,0.153,0.064,FALSE
North America,2021-12-27,0.587,0.61,0.595,0.582,0.569,0.417,FALSE
Asia,2021-12-27,0.219,0.367,0.235,0.15,0.112,0.026,FALSE
Oceania,2021-12-27,0.035,0.082,0.051,0.024,-0.001,0.017,FALSE
Africa,2022-01-03,0.392,0.591,0.404,0.269,0.208,0.016,FALSE
Europe,2022-01-03,0.352,0.358,0.352,0.346,0.343,0.402,FALSE
Latin America and Caribbean,2022-01-03,0.558,0.636,0.558,0.464,0.404,0.06,FALSE
North America,2022-01-03,0.631,0.661,0.639,0.622,0.587,0.394,FALSE
Asia,2022-01-03,0.164,0.382,0.233,0.154,0.104,0.022,FALSE
Oceania,2022-01-03,0.19,0.471,0.236,0.141,-0.04,0.024,FALSE
Africa,2022-01-10,0.363,0.568,0.371,0.244,0.183,0.022,FALSE
Europe,2022-01-10,0.277,0.286,0.278,0.27,0.266,0.375,FALSE
Latin America and Caribbean,2022-01-10,0.75,0.777,0.75,0.565,0.497,0.07,FALSE
North America,2022-01-10,0.827,0.863,0.845,0.825,0.804,0.507,FALSE
Asia,2022-01-10,0.292,0.526,0.373,0.251,0.173,0.022,FALSE
Oceania,2022-01-10,0.348,0.605,0.348,0.164,0.033,0.047,FALSE
Africa,2022-01-17,0.322,0.496,0.322,0.218,0.142,0.025,FALSE
Europe,2022-01-17,0.289,0.297,0.289,0.281,0.275,0.401,FALSE
Latin America and Caribbean,2022-01-17,0.841,0.879,0.841,0.637,0.567,0.115,FALSE
North America,2022-01-17,0.908,0.943,0.927,0.907,0.889,0.558,FALSE
Asia,2022-01-17,0.456,0.729,0.531,0.314,0.182,0.022,FALSE
Oceania,2022-01-17,0.267,0.586,0.324,0.2,0.072,0.124,FALSE
Africa,2022-01-24,0.288,0.405,0.288,0.193,0.111,0.029,FALSE
Europe,2022-01-24,0.373,0.381,0.374,0.364,0.357,0.387,FALSE
Latin America and Caribbean,2022-01-24,0.892,0.898,0.892,0.692,0.623,0.186,FALSE
North America,2022-01-24,0.918,0.953,0.933,0.916,0.883,0.622,FALSE
Asia,2022-01-24,0.55,0.804,0.561,0.342,0.222,0.026,FALSE
Oceania,2022-01-24,0.255,0.619,0.357,0.223,0.027,0.17,FALSE
Africa,2022-01-31,0.291,0.346,0.291,0.172,0.109,0.027,FALSE
Europe,2022-01-31,0.397,0.404,0.397,0.388,0.381,0.398,FALSE
Latin America and Caribbean,2022-01-31,0.914,0.918,0.914,0.703,0.616,0.28,FALSE
Asia,2022-01-31,0.628,0.84,0.628,0.34,0.234,0.034,FALSE
North America,2022-01-31,0.776,0.802,0.782,0.763,0.736,0.715,FALSE
Oceania,2022-01-31,0.266,0.504,0.338,0.225,0.088,0.212,FALSE
Africa,2022-02-07,0.26,0.326,0.26,0.153,0.071,0.027,FALSE
Europe,2022-02-07,0.571,0.598,0.572,0.53,0.498,0.424,FALSE
Latin America and Caribbean,2022-02-07,0.797,0.845,0.797,0.626,0.512,0.331,FALSE
