location,iso3c,official_covid_deaths_per_100k,cumulative_estimated_daily_excess_deaths_per_100k,estimate_top_95_per_100k,estimate_bot_95_per_100k,cumulative_estimated_daily_excess_deaths_per_100k_population_over_65,cumulative_estimated_daily_excess_deaths_per_100k_demography_adjusted,implied_infections_per_100_persons,implied_infections_per_100_persons_top_95,implied_infections_per_100_persons_bot_95
Togo,TGO,NA,195.9363267142,345.319,3.895,6901.596573237055,579.7320044614405,134.87799588994403,237.7092180431371,2.6809492715599985
Thailand,THA,48.081,256.3857334563326,275.829,248.624,2254.3368808259265,187.37824446522131,43.59462974676264,46.900735581501294,42.27486254255431
Tajikistan,TJK,NA,194.1560088397171,307.234,139.004,5601.7313571759105,469.5993302265158,109.25499376397684,172.88608854781884,78.21987126728249
Turkmenistan,TKM,NA,185.43242388500025,260.233,-36.623,4335.572220832365,323.87656716108324,75.3517521168823,105.74741202752224,0
Timor-Leste,TLS,NA,226.76366173030007,399.498,49.396,6376.930869805963,485.06741928164666,112.85373393348216,198.81868872692223,24.582808499611755
Tonga,TON,NA,9.815115871100016,251.242,-94.065,168.6446025962202,15.40204750532084,3.583375221882476,91.72523493998106,0
Trinidad and Tobago,TTO,NA,421.3021726944005,545.699,190.887,4207.131742504499,368.45780877886676,85.72383521289488,111.03527255563282,38.84034944683867
Tunisia,TUN,NA,239.5376294020716,410.452,168.455,2993.8461367588,255.32573409320668,59.40300526553217,101.7880435212516,41.77524024589667
Turkey,TUR,118.839,289.63883597215147,327.842,260.556,3552.5430635612834,307.3878969872008,71.51556786134928,80.94844859043963,64.33465644126264
Taiwan,TWN,NA,151.59312012583263,158.363,138.65,NA,91.93307960055901,21.38876142267359,22.343971453155444,19.562534155664217
Tanzania,TZA,1.292,238.21627578040025,335.278,28.35,7664.616337850716,758.2334392057016,176.40738463595883,248.2850534336466,20.994498887848188
Uganda,UGA,NA,326.9669044128003,333.13,57.779,15081.499281033224,1291.4575221366317,300.46504423125685,306.12867256221784,53.09594109978716
Ukraine,UKR,NA,571.3122061279303,777.161,508.903,3470.4908645846817,338.12282504953015,78.66622621549631,107.0103221954466,70.07285990929704
Uruguay,URY,NA,226.60139414115,244.022,214.403,1546.239468721597,134.76440463846177,31.353716329363326,33.764114710289675,29.66589674407827
United States,USA,333.191,401.7449386191218,415.938,386.192,2606.5330475515593,236.1221075089092,54.93517073582548,56.87597513843901,52.8084765099304
Uzbekistan,UZB,NA,152.24761108794266,171.658,138.123,3406.748961466607,263.43319118919106,61.289251938916934,69.10297288902593,55.60313614561313
