location,date,estimate,estimate_top_95,estimate_top_50,estimate_bot_50,estimate_bot_95,official_covid_deaths,known_excess_deaths
Africa,2020-12-07,318461.328,914619.233,527452.99,231637.147,-98430.056,54396,FALSE
Latin America and Caribbean,2020-12-07,739255.57,746551.908,739255.57,726905.748,719066.081,538633,FALSE
Asia,2020-12-07,1732956.553,2736363.853,2294564.146,1610689.659,1002572.821,303185,FALSE
North America,2020-12-14,452488.795,452488.795,452488.795,452488.795,452488.795,321453,FALSE
Oceania,2020-12-14,-7824.859,-907.189,-4106.9,-7824.859,-10035.745,1165,FALSE
Europe,2020-12-14,1019174.068,1019314.95,1019217.306,1019138.755,1019050.397,480562,FALSE
Africa,2020-12-14,338261.839,950983.8,555772.414,251303.123,-77102.904,56855,FALSE
Latin America and Caribbean,2020-12-14,762754.347,770005.76,762754.347,749963.139,742027.111,551913,FALSE
Asia,2020-12-14,1786941.988,2819219.092,2363080.333,1674224.127,1044352.968,313878,FALSE
North America,2020-12-21,478062.045,478062.045,478062.045,478062.045,478062.045,341403,FALSE
Oceania,2020-12-21,-7688.076,-726.675,-3942.192,-7688.076,-9918.138,1178,FALSE
Europe,2020-12-21,1075638.506,1075772.538,1075680.34,1075593.666,1075505.992,517583,FALSE
Africa,2020-12-21,361148.936,993410.406,586761.554,274701.503,-52867.862,59577,FALSE
Latin America and Caribbean,2020-12-21,789031.53,796290.348,789031.53,775744.37,767704.188,566876,FALSE
Asia,2020-12-21,1835792.14,2898867.973,2420616.606,1733484.818,1075661.596,324137,FALSE
North America,2020-12-28,506460.863,506460.863,506460.863,506460.863,506460.863,359471,FALSE
Oceania,2020-12-28,-7588.806,-564.129,-3807.651,-7588.806,-9842.339,1187,FALSE
Europe,2020-12-28,1132373.079,1132513.731,1132417.625,1132328.505,1132238.761,550574,FALSE
Africa,2020-12-28,389940.699,1033512.574,622962.186,306656.591,-33536.024,63073,FALSE
Latin America and Caribbean,2020-12-28,819619.912,826910.883,819619.912,805894.851,798023.285,581931,FALSE
Asia,2020-12-28,1905994.565,3007302.402,2500369.738,1805546.45,1129183.349,333799,FALSE
North America,2021-01-04,530962.687,530962.687,530962.687,530962.687,530962.687,380669,FALSE
Oceania,2021-01-04,-7486.227,-328.828,-3656.005,-7486.227,-9772.973,1197,FALSE
Europe,2021-01-04,1174489.879,1174634.331,1174535.502,1174437.9,1174343.39,585129,FALSE
Africa,2021-01-04,423957.867,1090045.399,663773.921,357492.159,-10731.504,67534,FALSE
Latin America and Caribbean,2021-01-04,858962.936,866028.65,858962.936,844921.747,836855.433,598908,FALSE
Asia,2021-01-04,1952623.498,3067664.882,2563010.919,1846134.307,1151626.793,342532,FALSE
North America,2021-01-11,555338.678,555338.678,555338.678,555338.678,555338.678,404204,FALSE
Oceania,2021-01-11,-7508.885,-281.407,-3630.462,-7508.885,-9840.549,1206,FALSE
Europe,2021-01-11,1212790.943,1212939.11,1212831.811,1212733.055,1212634.703,620740,FALSE
Africa,2021-01-11,459917.616,1148900.55,708873.581,396706.051,22923.322,73047,FALSE
Latin America and Caribbean,2021-01-11,907171.971,913885.265,907171.971,893152.247,884549.775,620125,FALSE
Asia,2021-01-11,1996511.799,3118099.233,2611169.767,1885064.076,1173140.147,350304,FALSE
North America,2021-01-18,577506.668,577506.668,577506.668,577506.668,577506.668,428686,FALSE
Oceania,2021-01-18,-7289.609,43.411,-3331.173,-7289.609,-9676.51,1214,FALSE
Europe,2021-01-18,1255435.437,1255591.435,1255474.4,1255374.386,1255277.771,658558,FALSE
Africa,2021-01-18,488402.204,1186595.778,751849.207,425117.086,46752.57,79215,FALSE
Latin America and Caribbean,2021-01-18,958365.23,964793.665,958365.23,943737.308,935151.635,643243,FALSE
Asia,2021-01-18,2038017.511,3172065.445,2646312.702,1915957.547,1189740.813,358646,FALSE
North America,2021-01-25,595945.159,595945.159,595945.159,595945.159,595945.159,451790,FALSE
Oceania,2021-01-25,-7355.137,206.233,-3344.239,-7355.137,-9787.774,1217,FALSE
Europe,2021-01-25,1293550.365,1293717.311,1293589.911,1293488.638,1293392.634,696990,FALSE
Africa,2021-01-25,512537.349,1218527.208,781540.543,445831.576,70340.898,85530,FALSE
Latin America and Caribbean,2021-01-25,1001873.228,1008683.48,1001873.228,986672.665,977974.32,669378,FALSE
Asia,2021-01-25,2078074.442,3224445.047,2691152.181,1949647.66,1208080.379,366495,FALSE
North America,2021-02-01,612067.65,612067.65,612067.65,612067.65,612067.65,474752,FALSE
Oceania,2021-02-01,-7207.326,507.331,-3149.206,-7207.326,-9657.097,1221,FALSE
Europe,2021-02-01,1319019.774,1319193.213,1319057.615,1318955.189,1318861.668,732838,FALSE
Africa,2021-02-01,535150.876,1250610.871,808928.541,465299.179,96790.209,91147,FALSE
Latin America and Caribbean,2021-02-01,1039742.434,1046923.001,1039742.434,1024185.704,1015068.325,695993,FALSE
Asia,2021-02-01,2114954.811,3276195.221,2735935.907,1976714.428,1232345.901,374722,FALSE
North America,2021-02-08,622576.141,622576.141,622576.141,622576.141,622576.141,495576,FALSE
Oceania,2021-02-08,-7183.972,634.245,-3062.186,-7183.972,-9650.155,1215,FALSE
Europe,2021-02-08,1339661.886,1339839.392,1339702.562,1339594.983,1339506.141,763990,FALSE
Africa,2021-02-08,553475.083,1277768.279,832939.717,485627.36,118397.457,95274,FALSE
Latin America and Caribbean,2021-02-08,1072411.076,1080038.191,1072411.076,1056391.816,1046896.235,720630,FALSE
Asia,2021-02-08,2148529.588,3304046.968,2775427.77,2013560.934,1249610.021,381391,FALSE
North America,2021-02-15,631483.465,631483.465,631483.465,631483.465,631483.465,516454,FALSE
Oceania,2021-02-15,-7239.829,677.526,-3048.126,-7239.829,-9702.122,1217,FALSE
Europe,2021-02-15,1357824.021,1358010.093,1357864.658,1357756.548,1357670.185,790599,FALSE
Africa,2021-02-15,572137.182,1306501.122,858577.567,508276.297,139169.836,98702,FALSE
Latin America and Caribbean,2021-02-15,1103395.112,1111524.025,1103395.112,1087032.643,1077363.409,744231,FALSE
Asia,2021-02-15,2184049.914,3335427.926,2822762.725,2049195.735,1268447.591,387545,FALSE
North America,2021-02-22,638121.456,638121.456,638121.456,638121.456,638121.456,529792,FALSE
Oceania,2021-02-22,-7238.824,775.776,-2937.564,-7238.824,-9696.4,1221,FALSE
Europe,2021-02-22,1371515.208,1371707.263,1371558.566,1371446.92,1371360.579,813046,FALSE
Africa,2021-02-22,587020.161,1337623.048,881064.041,530001.343,152034.979,101533,FALSE
Latin America and Caribbean,2021-02-22,1132545.822,1141223.558,1132545.822,1115923.916,1106206.584,765768,FALSE
Asia,2021-02-22,2218012.564,3384126.298,2868337.29,2078718.988,1286023.993,393528,FALSE
North America,2021-03-01,641968.302,641968.302,641968.302,641968.302,641968.302,543269,FALSE
Oceania,2021-03-01,-7161.429,881.004,-2772.3,-7161.429,-9738.36,1224,FALSE
Europe,2021-03-01,1382268.54,1382463.04,1382319.554,1382197.484,1382111.68,833289,FALSE
Africa,2021-03-01,601482.067,1360594.847,907136.262,548307.647,168226.345,103921,FALSE
Latin America and Caribbean,2021-03-01,1170532.634,1180201.186,1170532.634,1154106.353,1143615.385,786875,FALSE
Asia,2021-03-01,2254821.205,3440578.907,2913299.911,2113750.593,1307696.553,399524,FALSE
North America,2021-03-08,643583.834,643583.834,643583.834,643583.834,643583.834,553611,FALSE
Oceania,2021-03-08,-7130.885,977.408,-2623.69,-7130.885,-9795.632,1227,FALSE
Europe,2021-03-08,1396858.444,1397054.195,1396919.261,1396784.892,1396700.756,852985,FALSE
Africa,2021-03-08,616940.318,1385817.382,927034.751,564103.086,182839.366,106067,FALSE
Latin America and Caribbean,2021-03-08,1207826.368,1218723.267,1207826.368,1191621.937,1180425.645,808846,FALSE
Asia,2021-03-08,2293283.611,3500262.032,2959662.943,2148863.891,1335073.545,405009,FALSE
North America,2021-03-15,644678.766,644678.766,644678.766,644678.766,644678.766,562066,FALSE
Oceania,2021-03-15,-7059.075,1117.467,-2373.297,-7059.075,-9805.622,1229,FALSE
Europe,2021-03-15,1415659.139,1415852.775,1415721.331,1415585.669,1415499.095,873543,FALSE
Africa,2021-03-15,633116.324,1405403.069,946640.018,578925.924,198181.201,108077,FALSE
Latin America and Caribbean,2021-03-15,1244680.573,1256667.25,1244680.573,1228211.857,1216631.536,832783,FALSE
Asia,2021-03-15,2338283.442,3569219.038,3023814.999,2186796.235,1361301.233,410803,FALSE
North America,2021-03-22,646741.099,646741.099,646741.099,646741.099,646741.099,568288,FALSE
Oceania,2021-03-22,-7054.952,1144.306,-2169.166,-7054.952,-9897.896,1230,FALSE
Europe,2021-03-22,1439642.09,1439853.734,1439704.569,1439563.901,1439478.206,895085,FALSE
Africa,2021-03-22,649700.825,1425228.471,967605.749,594377.882,215543.247,110341,FALSE
Latin America and Caribbean,2021-03-22,1282230.692,1295075.62,1282230.692,1265486.3,1253450.435,859554,FALSE
Asia,2021-03-22,2383923.204,3638292.318,3095331.26,2231658.942,1396174.525,419570,FALSE
North America,2021-03-29,647389.631,647389.631,647389.631,647389.631,647389.631,574742,FALSE
Oceania,2021-03-29,-6896.999,1415.649,-1962.388,-6896.999,-9670.7,1231,FALSE
Europe,2021-03-29,1466081.178,1466306.517,1466143.173,1466001.088,1465915.687,918228,FALSE
Africa,2021-03-29,670567.495,1453500.584,991949.158,618450.289,238018.69,112351,FALSE
Latin America and Caribbean,2021-03-29,1320638.421,1333981.585,1320638.421,1303465.577,1291041.108,888631,FALSE
Asia,2021-03-29,2453579.048,3734353.559,3197025.816,2309824.142,1440685.066,427277,FALSE
North America,2021-04-05,650686.163,650686.163,650686.163,650686.163,650686.163,580139,FALSE
Oceania,2021-04-05,-7000.181,1466.88,-1952.166,-7000.181,-9874.802,1233,FALSE
Europe,2021-04-05,1494692.74,1494868.852,1494692.74,1494352.887,1494030.007,942916,FALSE
Africa,2021-04-05,692730.091,1473269.625,1014603.406,643493.052,258987.595,114239,FALSE
Latin America and Caribbean,2021-04-05,1361479.086,1375279.761,1361479.086,1344105.697,1331408.426,920979,FALSE
Asia,2021-04-05,2556797.369,3842385.049,3334897.07,2400221.11,1510849.492,437547,FALSE
North America,2021-04-12,652494.096,652494.096,652494.096,652494.096,652494.096,585310,FALSE
Oceania,2021-04-12,-6822.276,1752.686,-1669.438,-6822.276,-9787.047,1233,FALSE
Europe,2021-04-12,1522552.992,1522714.721,1522552.992,1522012.608,1521519.091,967965,FALSE
Africa,2021-04-12,713167.224,1499370.439,1038591.322,668154.702,282236.655,116179,FALSE
Latin America and Caribbean,2021-04-12,1403708.031,1417691.664,1403708.031,1385864.207,1373364.012,956580,FALSE
Asia,2021-04-12,2682909.743,3978800.949,3453574.872,2540161.437,1600320.244,451793,FALSE
North America,2021-04-19,656562.828,656562.828,656562.828,656562.828,656562.828,590362,FALSE
Oceania,2021-04-19,-6673.51,2015.593,-1416.208,-6673.51,-9754.3,1235,FALSE
Europe,2021-04-19,1551441.5,1551686.925,1551441.5,1550646.374,1549804.843,992063,FALSE
Africa,2021-04-19,734485.414,1524157.905,1062872.018,692777.412,305290.854,118361,FALSE
Latin America and Caribbean,2021-04-19,1445040.869,1460509.916,1445040.869,1427198.611,1414949.828,993436,FALSE
Asia,2021-04-19,2822137.895,4155258.442,3585654.689,2677964.606,1712251.222,470793,FALSE
North America,2021-04-26,661116.36,661116.36,661116.36,661116.36,661116.36,595450,FALSE
Oceania,2021-04-26,-6418.563,2347.561,-1007.012,-6418.563,-9565.743,1235,FALSE
Europe,2021-04-26,1577423.185,1577842.605,1577423.185,1576460.879,1575476.022,1014523,FALSE
Latin America and Caribbean,2021-04-26,1484844.011,1501291.507,1484844.011,1467141.777,1454986.326,1028112,FALSE
Africa,2021-04-26,755904.864,1552783.816,1085220.889,713345.557,320545.374,120581,FALSE
Asia,2021-04-26,2977384.527,4358115.089,3788190.984,2834546.052,1848711.196,498889,FALSE
North America,2021-05-03,664715.293,664715.293,664715.293,664715.293,664715.293,600227,FALSE
Oceania,2021-05-03,-6163.407,2676.708,-594.495,-6163.407,-9334.267,1235,FALSE
Europe,2021-05-03,1596526.678,1596959.705,1596526.678,1595455.605,1594286.109,1033931,FALSE
Latin America and Caribbean,2021-05-03,1521457.287,1539046.901,1521457.287,1503401.042,1491061.931,1061630,FALSE
Africa,2021-05-03,776307.213,1579700.734,1110630.231,736214.265,339050.489,122728,FALSE
Asia,2021-05-03,3188010.186,4608051.897,4100859.489,3068833.705,1975379.573,534340,FALSE
North America,2021-05-10,668595.625,668595.625,668595.625,668595.625,668595.625,604984,FALSE
Oceania,2021-05-10,-6131.064,2867.148,-405.896,-6131.064,-9334.415,1239,FALSE
Europe,2021-05-10,1614365.801,1614865.315,1614365.801,1613166.006,1611923.214,1049907,FALSE
Latin America and Caribbean,2021-05-10,1557126.875,1574770.938,1557126.875,1538345.536,1526100.718,1092236,FALSE
Africa,2021-05-10,796932.197,1599936.058,1138117.048,759745.625,359013.134,124830,FALSE
Asia,2021-05-10,3408036.616,4926329.76,4345749.057,3336046.982,2101018.399,572960,FALSE
North America,2021-05-17,673434.557,673434.557,673434.557,673434.557,673434.557,609115,FALSE
Oceania,2021-05-17,-5981.375,3109.558,-161.266,-5981.375,-9189.533,1240,FALSE
Europe,2021-05-17,1628905.683,1629274.234,1628905.683,1627523.94,1626147.046,1063246,FALSE
Latin America and Caribbean,2021-05-17,1591210.2,1608999.446,1591210.2,1571888.757,1559716.34,1121404,FALSE
Africa,2021-05-17,817829.704,1621432.392,1166197.669,782779.208,378723.854,126771,FALSE
Asia,2021-05-17,3629711.04,5283866.181,4639919.49,3584455.072,2222099.685,611877,FALSE
North America,2021-05-24,676544.29,676544.29,676544.29,676544.29,676544.29,612996,FALSE
Oceania,2021-05-24,-5815.159,3506.965,199.288,-5815.159,-9133.096,1240,FALSE
Europe,2021-05-24,1641070.238,1641408.02,1641070.238,1639508.404,1638102.569,1073976,FALSE
Latin America and Caribbean,2021-05-24,1624660.476,1642756.388,1624660.476,1605380.105,1592794.575,1150752,FALSE
Africa,2021-05-24,839559.228,1650189.01,1197761.813,800536.447,399435.758,128850,FALSE
Asia,2021-05-24,3849208.972,5617642.48,4860710.514,3748695.675,2349105.841,651546,FALSE
North America,2021-05-31,680525.822,680525.822,680525.822,680525.822,680525.822,616697,FALSE
Oceania,2021-05-31,-5582.664,3892.681,542.569,-5582.664,-8879.914,1410,FALSE
Europe,2021-05-31,1654462.103,1654799.583,1654462.103,1652712.75,1651264.657,1082803,FALSE
Latin America and Caribbean,2021-05-31,1658312.418,1676758.696,1658391.192,1638569.288,1625682.727,1179160,FALSE
Africa,2021-05-31,860956.724,1678908.611,1229771.258,820334.219,422261.651,130777,FALSE
Asia,2021-05-31,3995461.439,5859552.198,5071763.682,3857968.526,2451127.542,686249,FALSE
North America,2021-06-07,683478.754,683478.754,683478.754,683478.754,683478.754,619697,FALSE
Oceania,2021-06-07,-5393.664,4145.217,774.555,-5393.664,-8745.166,1412,FALSE
Europe,2021-06-07,1672383.585,1672716.816,1672383.585,1670468.766,1668858.841,1089996,FALSE
Latin America and Caribbean,2021-06-07,1689279.094,1707558.715,1689610.219,1669143.534,1655956.515,1205090,FALSE
Africa,2021-06-07,879525.427,1707255.56,1251983.295,836261.788,440493.588,132752,FALSE
Asia,2021-06-07,4121091.473,6077833.426,5265572.483,4003046.356,2540279.99,715407,FALSE
North America,2021-06-14,687093.287,687093.287,687093.287,687093.287,687093.287,622324,FALSE
Oceania,2021-06-14,-5179.849,4442.227,1038.84,-5179.849,-8543.786,1413,FALSE
Europe,2021-06-14,1692571.127,1692873.116,1692571.127,1690497.91,1688808.446,1096660,FALSE
Latin America and Caribbean,2021-06-14,1720499.911,1738712.39,1721019.981,1699916.772,1686294.656,1232725,FALSE
Africa,2021-06-14,897463.219,1738232.632,1273367.163,852395.688,458992.769,135118,FALSE
Asia,2021-06-14,4232432.531,6238070.962,5399660.323,4162467.312,2620939.125,749009,FALSE
North America,2021-06-21,690459.619,690459.619,690459.619,690459.619,690459.619,624269,FALSE
Oceania,2021-06-21,-5136.799,4612.066,1140.796,-5136.799,-8481.115,1424,FALSE
Europe,2021-06-21,1711041.904,1711309.576,1711041.904,1708765.434,1706920.475,1102490,FALSE
Latin America and Caribbean,2021-06-21,1750940.466,1769327.697,1751607.071,1729814.784,1716136.831,1260233,FALSE
Africa,2021-06-21,918438.984,1771105.996,1298881.34,884014.211,483661.504,138115,FALSE
Asia,2021-06-21,4325924.237,6368361.835,5524592.585,4254861.757,2691458.92,771320,FALSE
North America,2021-06-28,695339.951,695339.951,695339.951,695339.951,695339.951,626523,FALSE
Oceania,2021-06-28,-5114.003,4708.538,1265.875,-5114.003,-8478.094,1433,FALSE
Europe,2021-06-28,1727715.29,1727995.267,1727715.29,1725335.117,1723413.566,1109137,FALSE
Latin America and Caribbean,2021-06-28,1781428.498,1800483.25,1782439.359,1760271.224,1746309.393,1285387,FALSE
Africa,2021-06-28,943256.18,1805638.118,1327675.784,919562.53,511944.973,141766,FALSE
Asia,2021-06-28,4407316.47,6480719.823,5644669.851,4348230.649,2763789.741,789050,FALSE
North America,2021-07-05,698983.684,698983.684,698983.684,698983.684,698983.684,628280,FALSE
Oceania,2021-07-05,-5038.231,4858.045,1467.105,-5038.231,-8102.253,1449,FALSE
Europe,2021-07-05,1749208.701,1749513.027,1749208.701,1746706.707,1744662.115,1115888,FALSE
Latin America and Caribbean,2021-07-05,1805104.468,1824630.948,1806609.663,1784059.039,1769717.784,1308780,FALSE
Africa,2021-07-05,968829.24,1840914.537,1357853.923,951475.545,541216.598,146982,FALSE
Asia,2021-07-05,4487347.204,6589930.017,5776534.31,4437917.932,2842771.03,805728,FALSE
North America,2021-07-12,702943.616,702943.616,702943.616,702943.616,702943.616,629864,FALSE
Oceania,2021-07-12,-4791.728,5129.202,1765.519,-4791.728,-7652.232,1484,FALSE
Europe,2021-07-12,1773309.516,1773617.344,1773309.516,1770490.539,1768356.559,1122510,FALSE
Latin America and Caribbean,2021-07-12,1828933.135,1849006.467,1830701.927,1807994.196,1793352.155,1329427,FALSE
Africa,2021-07-12,1002312.36,1880896.268,1397938.23,983728.48,576840.771,152539,FALSE
Asia,2021-07-12,4579937.855,6712262.03,5893310.2,4541995.017,2927485.399,826057,FALSE
North America,2021-07-19,708562.348,708562.348,708562.348,708562.348,708562.348,631889,FALSE
Oceania,2021-07-19,-4640.885,5651.826,2194.204,-4640.885,-7259.14,1541,FALSE
Europe,2021-07-19,1797137.322,1797400.682,1797137.322,1794100.432,1791855.556,1129232,FALSE
Latin America and Caribbean,2021-07-19,1853199.853,1873782.882,1854975.804,1832396.809,1817266.65,1348029,FALSE
Africa,2021-07-19,1039354.842,1921424.512,1437982.728,1015827.212,612927.052,158641,FALSE
Asia,2021-07-19,4679660,6845248.933,6014506.985,4653553.348,3013678.953,848712,FALSE
North America,2021-07-26,716257.281,716257.281,716257.281,716257.281,716257.281,634095,FALSE
Oceania,2021-07-26,-4470.695,5808.738,2517.599,-4470.695,-6865.433,1641,FALSE
Europe,2021-07-26,1821306.799,1821606.2,1821306.799,1818114.176,1815709.339,1136350,FALSE
Latin America and Caribbean,2021-07-26,1879231.474,1900811.478,1881296.533,1858539.742,1843020.529,1374544,FALSE
Africa,2021-07-26,1075660.633,1961912.233,1477382.709,1046574.702,647109.817,165374,FALSE
Asia,2021-07-26,4802866.512,6981816.734,6196225.117,4776384.784,3119547.215,876482,FALSE
North America,2021-08-02,727398.413,727398.413,727398.413,727398.413,727398.413,637211,FALSE
Oceania,2021-08-02,-4331.176,6516.79,2884.144,-4331.176,-6500.778,1707,FALSE
Europe,2021-08-02,1844518.342,1844847.368,1844518.342,1841172.274,1838649.448,1144068,FALSE
Latin America and Caribbean,2021-08-02,1907064.519,1928719.327,1909579.153,1886349.236,1870373.344,1392309,FALSE
Africa,2021-08-02,1111315.495,2002630.238,1512418.471,1077489.185,677803.555,171779,FALSE
Asia,2021-08-02,4961345.325,7155307.969,6378564.283,4924586.417,3258547.595,906357,FALSE
North America,2021-08-09,741517.145,741517.145,741517.145,741517.145,741517.145,641984,FALSE
Oceania,2021-08-09,-4276.381,7225.49,3157.213,-4276.381,-6361.499,1789,FALSE
Europe,2021-08-09,1870842.073,1871278.204,1870842.073,1867355.715,1864645.962,1152212,FALSE
Latin America and Caribbean,2021-08-09,1936920.843,1958265.161,1939363.293,1916071.668,1899567.573,1409108,FALSE
Africa,2021-08-09,1136881.541,2038076.02,1546312.068,1104891.15,706187.86,178807,FALSE
Asia,2021-08-09,5105862.186,7345256.958,6542633.536,5069893.514,3383762.89,939435,FALSE
North America,2021-08-16,759083.678,759083.678,759083.678,759083.678,759083.678,647914,FALSE
Oceania,2021-08-16,-4140.357,7974.356,3362.201,-4140.357,-6244.388,1919,FALSE
Europe,2021-08-16,1896836.332,1897347.656,1896836.332,1893123.352,1890287.559,1160973,FALSE
Latin America and Caribbean,2021-08-16,1968708.602,1989634.587,1970947.546,1947410.686,1930831.813,1425197,FALSE
Africa,2021-08-16,1162414.584,2074997.975,1578199.627,1136998.138,732908.641,184942,FALSE
Asia,2021-08-16,5243443.562,7549969.834,6699074.42,5212662.34,3500064.709,972012,FALSE
North America,2021-08-23,778893.01,778893.01,778893.01,778893.01,778893.01,656325,FALSE
Oceania,2021-08-23,-4158.139,8684.523,3521.301,-4158.139,-6408.893,2078,FALSE
Europe,2021-08-23,1921806.31,1922413.475,1921806.31,1917999.537,1914929.059,1170533,FALSE
Latin America and Caribbean,2021-08-23,1999862.919,2020712.281,2001863.714,1978179.618,1961691.297,1440774,FALSE
Africa,2021-08-23,1193343.474,2109918.172,1613933.55,1166929.427,755820.512,190541,FALSE
Asia,2021-08-23,5393863.434,7755082.385,6861764.041,5344528.852,3618104.423,1003809,FALSE
North America,2021-08-30,799794.142,799794.142,799794.142,799794.142,799794.142,666906,FALSE
Oceania,2021-08-30,-4130.187,9299.399,3779.028,-4130.187,-6486.995,2268,FALSE
Europe,2021-08-30,1947039.336,1947638.721,1947039.336,1942995.867,1939760.482,1180754,FALSE
Latin America and Caribbean,2021-08-30,2030296.284,2050964.472,2032242.683,2008469.818,1991545.401,1455335,FALSE
Africa,2021-08-30,1216826.281,2143311.507,1641319.057,1195031.138,782492.079,196154,FALSE
Asia,2021-08-30,5531693.286,7937978.262,7018987.058,5464423.975,3723958.936,1032470,FALSE
North America,2021-09-06,820921.475,820921.475,820921.475,820921.475,820921.475,678763,FALSE
Oceania,2021-09-06,-4091.052,9785.693,3849.545,-4091.052,-6571.758,2451,FALSE
Europe,2021-09-06,1982145.079,1982785.239,1982145.079,1977763.825,1974301.481,1191500,FALSE
Latin America and Caribbean,2021-09-06,2054832.923,2075522.329,2057078.719,2032878.52,2015380.486,1468733,FALSE
Africa,2021-09-06,1240889.23,2177700.486,1669372.407,1217271.281,805144.624,200510,FALSE
Asia,2021-09-06,5662069.407,8107897.279,7167054.963,5579503.733,3829784.67,1059884,FALSE
North America,2021-09-13,841288.807,841288.807,841288.807,841288.807,841288.807,691267,FALSE
Oceania,2021-09-13,-3934.397,10213.253,4033.31,-3934.397,-6580.856,2627,FALSE
Europe,2021-09-13,2015322.916,2015940.078,2015322.916,2010672.309,2006929.768,1202756,FALSE
Latin America and Caribbean,2021-09-13,2077663.086,2098085.327,2079733.878,2056239.655,2037714.795,1480037,FALSE
Africa,2021-09-13,1263036.839,2209055.59,1694790.196,1237344.964,825391.643,204265,FALSE
Asia,2021-09-13,5779210.574,8260465.659,7311630.377,5686668.383,3919822.14,1083052,FALSE
North America,2021-09-20,860376.139,860376.139,860376.139,860376.139,860376.139,704900,FALSE
Oceania,2021-09-20,-3724.595,10434.796,4172.154,-3724.595,-6475.568,2822,FALSE
Europe,2021-09-20,2046720.788,2047423.844,2046720.788,2041798.617,2037815.884,1214470,FALSE
Latin America and Caribbean,2021-09-20,2097976.914,2118154.399,2100117.766,2077222.17,2057521.712,1490975,FALSE
Africa,2021-09-20,1285081.067,2240965.146,1720166.06,1257239.426,844209.5,207442,FALSE
Asia,2021-09-20,5878274.785,8404338.227,7450137.173,5783064.448,4005528.141,1103368,FALSE
North America,2021-09-27,878486.272,878486.272,878486.272,878486.272,878486.272,718386,FALSE
Oceania,2021-09-27,-3272.268,10966.905,4625.63,-3272.268,-6139.957,3042,FALSE
Europe,2021-09-27,2078963.739,2079750.187,2078963.739,2073747.599,2069421.803,1226563,FALSE
Latin America and Caribbean,2021-09-27,2116950.395,2136916.18,2119034.997,2096177.029,2075715.331,1500767,FALSE
Africa,2021-09-27,1305144.015,2267271.165,1741102.485,1279734.451,862054.855,210302,FALSE
Asia,2021-09-27,5967496.489,8511639.938,7586710.264,5869922.101,4092359.483,1119114,FALSE
North America,2021-10-04,893185.604,893185.604,893185.604,893185.604,893185.604,731529,FALSE
Oceania,2021-10-04,-2980.059,11310.562,5236.224,-2980.059,-6002.84,3296,FALSE
Europe,2021-10-04,2128783.065,2129687.255,2128783.065,2123333.061,2118551.792,1239963,FALSE
Latin America and Caribbean,2021-10-04,2130018.104,2150484.409,2132165.538,2108979.943,2088621.013,1509750,FALSE
Africa,2021-10-04,1325274.072,2307825.67,1761990.912,1297458.271,878630.95,212657,FALSE
Asia,2021-10-04,6037170.182,8598638.392,7704204.793,5925269.445,4149839.017,1132834,FALSE
North America,2021-10-11,906629.136,906629.136,906629.136,906629.136,906629.136,743228,FALSE
Oceania,2021-10-11,-2702.703,11673.784,5512.609,-2702.703,-5844.686,3515,FALSE
Latin America and Caribbean,2021-10-11,2141442.271,2162875.97,2143516.977,2119808.384,2099668.727,1517417,FALSE
Africa,2021-10-11,1345151.015,2346381.719,1782968.829,1318176.98,898174.14,214544,FALSE
Europe,2021-10-11,2182099.996,2183256.094,2182099.996,2176261.397,2171140.502,1255192,FALSE
Asia,2021-10-11,6111662.548,8675685.279,7825319.133,5984508.537,4210744.18,1143980,FALSE
North America,2021-10-18,918842.469,918842.469,918842.469,918842.469,918842.469,753815,FALSE
Oceania,2021-10-18,-2369.853,12113.089,5809.688,-2369.853,-5585.452,3750,FALSE
Latin America and Caribbean,2021-10-18,2150729.903,2173492.956,2152770.38,2128890.446,2108665.951,1523925,FALSE
Africa,2021-10-18,1363368.752,2383524.194,1802844.008,1336425.525,914329.416,216060,FALSE
Europe,2021-10-18,2239470.352,2240935.844,2239470.352,2232918.751,2227739.131,1272059,FALSE
Asia,2021-10-18,6177273.607,8745575.511,7912053.399,6046660.508,4271132.887,1154292,FALSE
North America,2021-10-25,930203.801,930203.801,930203.801,930203.801,930203.801,764931,FALSE
Oceania,2021-10-25,-2051.359,12721.823,6138.954,-2051.359,-5360.879,3919,FALSE
Latin America and Caribbean,2021-10-25,2159405.729,2183718.987,2161553.904,2137269.567,2116959.981,1529677,FALSE
Africa,2021-10-25,1380339.588,2417199.867,1825063.811,1355456.827,932225.984,217486,FALSE
Europe,2021-10-25,2299346.586,2300903.669,2299346.586,2291960.88,2286884.927,1292308,FALSE
Asia,2021-10-25,6241017.248,8829206.451,8011300.814,6105902.233,4333611.395,1164654,FALSE
North America,2021-11-01,941510.333,941510.333,941510.333,941510.333,941510.333,773864,FALSE
Oceania,2021-11-01,-1776.928,13143.907,6476.975,-1776.928,-5176.707,4087,FALSE
Latin America and Caribbean,2021-11-01,2167035.508,2192750.216,2169043.789,2144870.098,2123943.624,1534999,FALSE
Africa,2021-11-01,1398411.124,2455167.075,1848402.623,1370865.083,950754.966,218826,FALSE
Europe,2021-11-01,2360921.695,2362578.337,2360921.695,2353097.384,2347538.073,1315260,FALSE
Asia,2021-11-01,6303894.711,8907372.249,8094103.903,6166587.904,4392357.827,1176369,FALSE
North America,2021-11-08,953524.866,953524.866,953524.866,953524.866,953524.866,781470,FALSE
