custom_regions,date,population,estimated_daily_excess_deaths_per_100k,estimated_daily_excess_deaths_ci_95_top_per_100k,estimated_daily_excess_deaths_ci_90_top_per_100k,estimated_daily_excess_deaths_ci_50_top_per_100k,estimated_daily_excess_deaths_ci_50_bot_per_100k,estimated_daily_excess_deaths_ci_90_bot_per_100k,estimated_daily_excess_deaths_ci_95_bot_per_100k,estimated_daily_excess_deaths_raw_estimate_per_100k,daily_excess_deaths_per_100k,daily_covid_deaths_per_100k
Asia,2020-04-27,4666863690,-0.05141619297182744,0.01768090318034278,-0.005667514093773369,-0.04185297937906438,-0.08066840415243634,-0.12754204847257689,-0.14143188479228447,-0.5256961167283839,-0.010728492178130284,0.007548709870289784
Oceania,2020-04-27,44446737,-0.05856847208903685,-0.02881226967266199,-0.034855604561986386,-0.04980519650432215,-0.0735458220183555,-0.09310956360620289,-0.09718106317222139,-0.9513721880270815,-0.0413640081750905,0.005786701507469491
European Union,2020-04-27,447593544,0.19980140276778985,0.19980140276778985,0.19980140276778985,0.19980140276778985,0.19980140276778985,0.19980140276778985,0.19980140276778985,5.394637874730326,0.19980140276778985,0.44996203073027347
North America,2020-04-27,375152636,0.5974577408978343,0.5974577408978343,0.5974577408978343,0.5974577408978343,0.5974577408978343,0.5974577408978343,0.5974577408978343,1.1949154817956686,0.5974577408978343,0.5837242737646657
Latin America and Caribbean,2020-05-04,655119303,0.4238011000824184,0.43267933180264,0.43190370481909107,0.4238011000824184,0.41303144614663334,0.40766725336388215,0.40687978789550927,20.07998910688333,0.41833310639340276,0.16535720975390036
Asia,2020-05-04,4666863690,0.02308686431343109,0.09317882276039331,0.08127744308402123,0.03432203238067212,-6.489683458386159e-4,-0.03552445955532905,-0.038711588831080515,-0.15803819543482203,-0.0032252692945882048,0.007722573958443599
Oceania,2020-05-04,44446737,-0.03846074495161541,-0.007959749978280806,-0.009275808350079524,-0.025568571066471677,-0.05272851639862537,-0.07370123178940685,-0.07658794338785894,-0.5562530992113929,-0.02418491735701708,0.004499767890722777
European Union,2020-05-04,447593544,0.12185766876438613,0.12185766876438613,0.12185766876438613,0.12185766876438613,0.12185766876438613,0.12185766876438613,0.12185766876438613,3.2901570566384253,0.12185766876438613,0.30806074361072555
North America,2020-05-04,375152636,0.5196760669873784,0.5196760669873784,0.5196760669873784,0.5196760669873784,0.5196760669873784,0.5196760669873784,0.5196760669873784,1.039352133974757,0.5196760669873784,0.5473961270526698
Latin America and Caribbean,2020-05-11,655119303,0.464785328540354,0.47326662120061747,0.47186687462751925,0.464785328540354,0.4527432002126545,0.44760506186705157,0.4469608513417188,21.967697620510037,0.457660367093959,0.21649262867163602
Asia,2020-05-11,4666863690,0.032776456315882885,0.10039957090193057,0.09462815656028734,0.04425445502315516,0.013363699148918742,-0.023286496528850145,-0.026231563701509676,-0.1866779862833094,-0.0038097548221083547,0.0074476784214796725
Oceania,2020-05-11,44446737,-0.03012858212246542,0.0030056853448858865,-0.003995622574261404,-0.022576120180041397,-0.05180603755675963,-0.07256644244233945,-0.07571962758982236,-0.5769520315087205,-0.025084870935161763,6.43466808373357e-4
European Union,2020-05-11,447593544,0.08616840128405466,0.08616840128405466,0.08616840128405466,0.08616840128405466,0.08616840128405466,0.08616840128405466,0.08616840128405466,2.326546834669476,0.08616840128405466,0.24100302930195971
North America,2020-05-11,375152636,0.4441867933361066,0.4441867933361066,0.4441867933361066,0.4441867933361066,0.4441867933361066,0.4441867933361066,0.4441867933361066,0.8883735866722132,0.4441867933361066,0.4874967745128679
Latin America and Caribbean,2020-05-18,655119303,0.4998547423411309,0.5073382467867799,0.5067155995277609,0.4998547423411309,0.4881541890398127,0.482913412544884,0.4821568400758468,23.590869802587253,0.4914764542205678,0.25585355099817597
Asia,2020-05-18,4666863690,0.04607388707943591,0.12261894859077244,0.12131961736547914,0.06310490670237105,0.023130837562993313,-0.014322404737184368,-0.024867850828189198,-0.1298393859684166,-0.0026497833871105426,0.00799761234651931
Oceania,2020-05-18,44446737,-0.05548773911401558,-0.009403530279534649,-0.014614089388917716,-0.038731941487266955,-0.06852529284613679,-0.08950043975074064,-0.09027285294882154,-0.8992639772813397,-0.039098433794840855,6.43466808373357e-4
European Union,2020-05-18,447593544,0.06046906469385101,0.06046906469385101,0.06046906469385101,0.06046906469385101,0.06046906469385101,0.06046906469385101,0.06046906469385101,1.6326647467339774,0.06046906469385101,0.19129870797838558
