custom_regions,date,population,estimated_daily_excess_deaths_per_100k,estimated_daily_excess_deaths_ci_95_top_per_100k,estimated_daily_excess_deaths_ci_90_top_per_100k,estimated_daily_excess_deaths_ci_50_top_per_100k,estimated_daily_excess_deaths_ci_50_bot_per_100k,estimated_daily_excess_deaths_ci_90_bot_per_100k,estimated_daily_excess_deaths_ci_95_bot_per_100k,estimated_daily_excess_deaths_raw_estimate_per_100k,daily_excess_deaths_per_100k,daily_covid_deaths_per_100k
North America,2020-05-18,375152636,0.33416681279067817,0.33416681279067817,0.33416681279067817,0.33416681279067817,0.33416681279067817,0.33416681279067817,0.33416681279067817,0.6683336255813563,0.33416681279067817,0.4116420496109749
Latin America and Caribbean,2020-05-25,655119303,0.5264558544828923,0.5327867598453793,0.5311565321942319,0.5264558544828923,0.5124860485083734,0.5072709977801979,0.5058992243648668,24.662587356821586,0.5138039032671163,0.3062694063221642
Asia,2020-05-25,4666863690,0.2729017407473153,0.47404520151634133,0.43010911321620626,0.29595371697749256,0.05045761194398294,-0.010250504345659054,-0.029650915073579236,-0.2154167729522655,-0.004396260672495214,0.008179261820265422
Oceania,2020-05-25,44446737,-0.07987713158093887,-0.033514536717623236,-0.035980251575244926,-0.06487202338532233,-0.0946600413148921,-0.11582810299663952,-0.11853980031064817,-1.5024900042319427,-0.06532565235791056,0.001286933616746714
European Union,2020-05-25,447593544,0.007497535940713497,0.007497535940713497,0.007497535940713497,0.007497535940713497,0.007497535940713497,0.007497535940713497,0.007497535940713497,0.20243347039926446,0.007497535940713497,0.1369038960043624
North America,2020-05-25,375152636,0.275592558992055,0.275592558992055,0.275592558992055,0.275592558992055,0.275592558992055,0.275592558992055,0.275592558992055,0.55118511798411,0.275592558992055,0.31709013501373884
Latin America and Caribbean,2020-06-01,655119303,0.5417895578121253,0.5541926913345574,0.5507765745440031,0.5428548346741933,0.529376389904868,0.5238152278153119,0.5225527277148393,25.111741104810875,0.5231612730168932,0.31036881231997526
Asia,2020-06-01,4666863690,0.16145964899189466,0.3297837950716705,0.28989483881452627,0.1884237750081253,0.11048656029766836,0.056351114868820724,0.03497254040536892,0.38386473226225526,0.007833974127801128,0.010710790655211959
Oceania,2020-06-01,44446737,-0.11771519699651516,-0.07337687630915857,-0.07471684512878138,-0.10138923185118841,-0.13344061890028838,-0.15500394512954052,-0.1553204233229219,-2.4033037223401257,-0.10449146618870113,3.749806575602313e-4
European Union,2020-06-01,447593544,0.04876662717193861,0.04876662717193861,0.04876662717193861,0.04876662717193861,0.04876662717193861,0.04876662717193861,0.04876662717193861,1.3166989336423425,0.04876662717193861,0.08265415612577887
North America,2020-06-01,375152636,0.2175742693758949,0.2175742693758949,0.2175742693758949,0.2175742693758949,0.2175742693758949,0.2175742693758949,0.2175742693758949,0.4351485387517898,0.2175742693758949,0.27615426378078284
Latin America and Caribbean,2020-06-08,655119303,0.5686268183437828,0.5797427028662167,0.5784303139448137,0.5688171514333669,0.559306977709075,0.5519703615986379,0.5496996775637869,26.416698619004066,0.550347887895918,0.38516434921777903
Asia,2020-06-08,4666863690,0.1649377858879637,0.2935006500051452,0.27964591900965646,0.19992178882503606,0.12074791713989515,0.06017077630578675,0.030726636307646923,0.4429772365745464,0.009040351766827479,0.013444403815445486
Oceania,2020-06-08,44446737,-0.08827485721431605,-0.033082931573339164,-0.040415161227674475,-0.07244119659432625,-0.10396596748455603,-0.12604626952638445,-0.12729626194519997,-1.740937888825733,-0.075692951688075355,0
European Union,2020-06-08,447593544,0.026724945789433824,0.026724945789433824,0.026724945789433824,0.026724945789433824,0.026724945789433824,0.026724945789433824,0.026724945789433824,0.7215735363147132,0.026724945789433824,0.05901425602331744
North America,2020-06-08,375152636,0.18964658914191476,0.18964658914191476,0.18964658914191476,0.18964658914191476,0.18964658914191476,0.18964658914191476,0.18964658914191476,0.3792931782838295,0.18964658914191476,0.22265230731312255
Latin America and Caribbean,2020-06-15,655119303,0.5700546195258028,0.5826859727980734,0.5816571945822341,0.5717445832183946,0.5610133271085089,0.5535497733149826,0.5526067989523283,26.452373691413637,0.5510911185711174,0.3709466335172237
Asia,2020-06-15,4666863690,0.18850299279894622,0.27426443428420266,0.2599204452106005,0.20061569849172656,0.14540642179124183,0.06780408939075291,0.05477909278498902,0.33866564053562215,0.006911543684400452,0.01686355231858079
Oceania,2020-06-15,44446737,-0.1230284385609713,-0.06893943380847939,-0.07920234959290227,-0.10646818663140588,-0.1370787143054094,-0.15983163854029292,-0.16132464176019662,-2.5319328016163487,-0.11008403485288472,0
European Union,2020-06-15,447593544,-0.026046146011660186,-0.026046146011660186,-0.026046146011660186,-0.026046146011660186,-0.026046146011660186,-0.026046146011660186,-0.026046146011660186,-0.7032459423148251,-0.026046146011660186,0.04299190696101729
North America,2020-06-15,375152636,0.19858771174750303,0.19858771174750303,0.19858771174750303,0.19858771174750303,0.19858771174750303,0.19858771174750303,0.19858771174750303,0.39717542349500606,0.19858771174750303,0.19432090569130375
Latin America and Caribbean,2020-06-22,655119303,0.5676218981723243,0.5782556021653661,0.5771496930037631,0.5704439769162166,0.5588828552218922,0.5508789188207126,0.5497115088308953,26.22403578296923,0.546334078811859,0.4182230606628912
Asia,2020-06-22,4666863690,0.25377474465069855,0.2898626797395853,0.2787002223525366,0.25377474465069855,0.16605763318648242,0.10004442579156585,0.08581908569263633,0.564193156550406,0.011514146052049104,0.02416734395771478
Oceania,2020-06-22,44446737,-0.14801092281747114,-0.09067051915136819,-0.10101372860869873,-0.13300843486571173,-0.1631988563913096,-0.1852629870129554,-0.18845305337321339,-3.0981964494645995,-0.13470419345498258,0
European Union,2020-06-22,447593544,0.11122316442964085,0.11122316442964085,0.11122316442964085,0.11122316442964085,0.11122316442964085,0.11122316442964085,0.11122316442964085,3.0030254396003033,0.11122316442964085,0.036576264826554336
North America,2020-06-22,375152636,0.22090243852294755,0.22090243852294755,0.22090243852294755,0.22090243852294755,0.22090243852294755,0.22090243852294755,0.22090243852294755,0.4418048770458951,0.22090243852294755,0.1627526882151509
Latin America and Caribbean,2020-06-29,655119303,0.5864024007155633,0.5986443375034376,0.5980400366590416,0.5892158283508712,0.5781092839125342,0.5697060237774563,0.5692675035880628,27.084755781803224,0.5642657454542338,0.40642582012272044
Asia,2020-06-29,4666863690,0.27774053679743577,0.33182596997085323,0.3256284578971828,0.27774053679743577,0.19415435842155485,0.1205676610567117,0.10755520278038867,0.49405311781274175,0.010082716690055955,0.02054606827395895
Oceania,2020-06-29,44446737,-0.12407162679414149,-0.07570777922723045,-0.08503004639774187,-0.10845341331746301,-0.138529200972201,-0.16208500543185253,-0.1636388765078747,-2.5511532387495945,-0.11091970603259108,6.43466808373357e-4
European Union,2020-06-29,447593544,0.05102377705229136,0.05102377705229136,0.05102377705229136,0.05102377705229136,0.05102377705229136,0.05102377705229136,0.05102377705229136,1.3776419804118667,0.05102377705229136,0.0306085737465418
North America,2020-06-29,375152636,0.25758845861760105,0.25758845861760105,0.25758845861760105,0.25758845861760105,0.25758845861760105,0.25758845861760105,0.25758845861760105,0.5151769172352021,0.25758845861760105,0.15174783418021884
Latin America and Caribbean,2020-07-06,655119303,0.7122866687800048,0.7206908615644662,0.7197777414220772,0.7122866687800048,0.6989311092349483,0.6918295581841748,0.6899508512096728,32.79277513318259,0.6831828152746373,0.4032201444688618
Asia,2020-07-06,4666863690,0.29392680718153386,0.3260048335243913,0.3242497201882646,0.29392680718153386,0.2033734618099271,0.1340698083355085,0.1144360192739981,1.0141275638669158,0.020696480895243178,0.022945966951950978
Oceania,2020-07-06,44446737,-0.13429040158040764,-0.08496866170384561,-0.09061015104848061,-0.11968675459344555,-0.1483461088474168,-0.17253635123311953,-0.17620266346022892,-2.786873061298653,-0.12116839396950667,6.43466808373357e-4
European Union,2020-07-06,447593544,0.0075669084588386466,0.0075669084588386466,0.0075669084588386466,0.0075669084588386466,0.0075669084588386466,0.0075669084588386466,0.0075669084588386466,0.20430652838864347,0.0075669084588386466,0.027665278389270066
North America,2020-07-06,375152636,0.3614395215220343,0.3614395215220343,0.3614395215220343,0.3614395215220343,0.3614395215220343,0.3614395215220343,0.3614395215220343,0.7228790430440686,0.3614395215220343,0.14241803168350922
Latin America and Caribbean,2020-07-13,655119303,0.7234641106840265,0.732941717629939,0.7304842981717276,0.7234641106840265,0.7105290704208331,0.7004829917656842,0.6998196493759721,33.23563449171032,0.6924090519106316,0.42055561290643273
Asia,2020-07-13,4666863690,0.2806497436969252,0.31758760729471264,0.3117305054199097,0.2806497436969252,0.19667579944446179,0.14043343188254986,0.11088378125310017,1.1128323966193834,0.022710865237130274,0.024981595294890645
Oceania,2020-07-13,44446737,-0.140120536246091,-0.08355376660002953,-0.09582212001451354,-0.125303957179671,-0.15701342155615283,-0.17777271122222768,-0.18279919135540723,-2.9214161212312995,-0.1270180922274478,6.43466808373357e-4
European Union,2020-07-13,447593544,-0.008493581074427263,-0.008493581074427263,-0.008493581074427263,-0.008493581074427263,-0.008493581074427263,-0.008493581074427263,-0.008493581074427263,-0.2293266890095361,-0.008493581074427263,0.021990710393266978
North America,2020-07-13,375152636,0.4196177460400004,0.4196177460400004,0.4196177460400004,0.4196177460400004,0.4196177460400004,0.4196177460400004,0.4196177460400004,0.8392354920800008,0.4196177460400004,0.2119897139680501
Latin America and Caribbean,2020-07-20,655119303,0.7188102870268132,0.7298385789078957,0.7297123318793899,0.7188102870268132,0.7039535852378485,0.6942317401181092,0.6934009181551839,32.93561498300632,0.6861586454792983,0.4272722521198555
Asia,2020-07-20,4666863690,0.29366235724709816,0.3364341246276232,0.31161585553188775,0.29366235724709816,0.20408364417357364,0.16079633304142282,0.14353652884664153,1.1240189243321714,0.02293916172106472,0.03017936870575279
Oceania,2020-07-20,44446737,-0.11229511533311778,-0.06511377924074532,-0.07576149251583558,-0.10245699058580672,-0.1311662337082853,-0.152716314287844,-0.15884263516670788,-2.281227715178307,-0.09918381370340468,0.00578445162352413
European Union,2020-07-20,447593544,-0.009112765289345506,-0.009112765289345506,-0.009112765289345506,-0.009112765289345506,-0.009112765289345506,-0.009112765289345506,-0.009112765289345506,-0.24604466281232867,-0.009112765289345506,0.021550578933283274
North America,2020-07-20,375152636,0.46334090181400317,0.46334090181400317,0.46334090181400317,0.46334090181400317,0.46334090181400317,0.46334090181400317,0.46334090181400317,0.9266818036280063,0.46334090181400317,0.21709243701009212
Latin America and Caribbean,2020-07-27,655119303,0.7072657380379801,0.7168172464284612,0.7152177270597001,0.7072657380379801,0.6892101937626731,0.6799647942015251,0.6787908513427432,32.13092839863664,0.6693943416382634,0.45282942914597646
Asia,2020-07-27,4666863690,0.2868629020371339,0.3240691374826193,0.32006649850178803,0.2868629020371339,0.20427327133937873,0.15607657101435157,0.14186826662628566,1.2622740872979443,0.025760695659141727,0.02995281398501699
Oceania,2020-07-27,44446737,-0.09521302563242962,-0.06153713325205306,-0.0632601719950626,-0.08435116769051834,-0.11320416277749681,-0.14037481862686182,-0.14545639178471376,-1.8613350885754238,-0.08092761254675755,0.013177570267981652
European Union,2020-07-27,447593544,0.18172044808183233,0.18172044808183233,0.18172044808183233,0.18172044808183233,0.18172044808183233,0.18172044808183233,0.18172044808183233,4.906452098209473,0.18172044808183233,0.01971930438150675
North America,2020-07-27,375152636,0.45866470992317954,0.45866470992317954,0.45866470992317954,0.45866470992317954,0.45866470992317954,0.45866470992317954,0.45866470992317954,0.9173294198463591,0.45866470992317954,0.2725749206784195
Latin America and Caribbean,2020-08-03,655119303,0.6555965584808476,0.6682548748466662,0.6610929316376224,0.6555965584808476,0.6409071427222438,0.6346199550853984,0.6321587554416362,29.956593089426466,0.6240956893630514,0.44883885828654935
Asia,2020-08-03,4666863690,0.2638959024250288,0.3223328878608011,0.319230226075459,0.2644407523420969,0.207503160243663,0.13224758167963935,0.11976773054061562,1.215584493983099,0.024807846815981614,0.030207717508886574
Oceania,2020-08-03,44446737,-0.09843452139413976,-0.06510970116693857,-0.07454373387395444,-0.09328322339092714,-0.1215028943866428,-0.1512738579875478,-0.15188979646118228,-1.9768961783367707,-0.08595200775377264,0.022098360111339553
European Union,2020-08-03,447593544,0.139689577002562,0.139689577002562,0.139689577002562,0.139689577002562,0.139689577002562,0.139689577002562,0.139689577002562,3.771618579069174,0.139689577002562,0.023076070105247093
North America,2020-08-03,375152636,0.4326410166154318,0.4326410166154318,0.4326410166154318,0.4326410166154318,0.4326410166154318,0.4326410166154318,0.4326410166154318,0.8652820332308636,0.4326410166154318,0.27889581455586515
Latin America and Caribbean,2020-08-10,655119303,0.6103965692084462,0.6222333495190334,0.6176100596205808,0.6103965692084462,0.598333218712579,0.5911910866710384,0.5897200854273175,27.943350188973742,0.582153128936953,0.47385079111308065
Asia,2020-08-10,4666863690,0.2745625845189375,0.3338149189376816,0.33117898917550326,0.27880952628881545,0.20990195065154046,0.140673653419105,0.1272552386511484,1.1637976803853767,0.02375097306908932,0.03155071795122433
Oceania,2020-08-10,44446737,-0.0874944261638915,-0.05741715330234711,-0.06640676083275099,-0.08093759208131035,-0.11151694228893207,-0.13500900481247458,-0.137370184131005,-1.6486702519077463,-0.07168131530033679,0.0321418420434328
European Union,2020-08-10,447593544,0.34927385873780203,0.34927385873780203,0.34927385873780203,0.34927385873780203,0.34927385873780203,0.34927385873780203,0.34927385873780203,9.430394185920655,0.34927385873780203,0.02617821493868553
North America,2020-08-10,375152636,0.4457709104587321,0.4457709104587321,0.4457709104587321,0.4457709104587321,0.4457709104587321,0.4457709104587321,0.4457709104587321,0.8915418209174641,0.4457709104587321,0.2806476348469533
Latin America and Caribbean,2020-08-17,655119303,0.5648442798452603,0.5766067362264997,0.57414587986172,0.5648442798452603,0.5526817998461397,0.5471971836646375,0.5449171892528277,25.865613037812903,0.5388669382877688,0.43739010389074123
Asia,2020-08-17,4666863690,0.26477952074244293,0.3490646185369884,0.34613170661624376,0.2999748083856614,0.21939993083930584,0.149250779211772,0.1282511103047221,1.194573381057279,0.024379048593005697,0.0321813127565335
Oceania,2020-08-17,44446737,-0.12719009325225591,-0.08969346654830211,-0.10884752740405182,-0.12524049942659254,-0.1520367969212431,-0.1794885380840941,-0.18225741323902298,-2.686573857102212,-0.11680755900444402,0.03439172598879418
European Union,2020-08-17,447593544,0.1986588942952316,0.1986588942952316,0.1986588942952316,0.1986588942952316,0.1986588942952316,0.1986588942952316,0.1986588942952316,5.363790145971254,0.1986588942952316,0.03169393345852191
North America,2020-08-17,375152636,0.4098160213437549,0.4098160213437549,0.4098160213437549,0.4098160213437549,0.4098160213437549,0.4098160213437549,0.4098160213437549,0.8196320426875098,0.4098160213437549,0.27055654221765885
Latin America and Caribbean,2020-08-24,655119303,0.5208094512582613,0.5313149258544578,0.5306256485553998,0.5208094512582613,0.5082265634363644,0.5003878617038033,0.4995203113822918,23.691649138773695,0.4935760237244519,0.4376302128285785
Asia,2020-08-24,4666863690,0.28486825370441365,0.36853450084993256,0.3567640214987851,0.29935963156040796,0.23514820404522357,0.13967212709569807,0.13478399233909463,1.0878228879868441,0.022200467101772328,0.03196090777616006
Oceania,2020-08-24,44446737,-0.15658252136302192,-0.11288730078122472,-0.11976284941024253,-0.15373320258866244,-0.17981285722382767,-0.21038510194347423,-0.21298314159030185,-3.3533751761088535,-0.14579892070038494,0.028285540961083374
European Union,2020-08-24,447593544,0.11984312707891488,0.11984312707891488,0.11984312707891488,0.11984312707891488,0.11984312707891488,0.11984312707891488,0.11984312707891488,3.235764431130702,0.11984312707891488,0.032427634836484594
North America,2020-08-24,375152636,0.3317068616819849,0.3317068616819849,0.3317068616819849,0.3317068616819849,0.3317068616819849,0.3317068616819849,0.3317068616819849,0.6634137233639698,0.3317068616819849,0.23034437641536387
Latin America and Caribbean,2020-08-31,655119303,0.4683984989287401,0.4763372341457089,0.475749540981941,0.4683984989287401,0.45898141246658614,0.4525309452252718,0.45196402034069794,21.45165582698624,0.44690949639554667,0.39787745347506576
Asia,2020-08-31,4666863690,0.2631086130359101,0.3441757549083881,0.33612195929795813,0.29328294499646085,0.22787652705000985,0.1519240824035383,0.1172668266678319,0.9104553763164961,0.01858072196564278,0.03327714506270484
Oceania,2020-08-31,44446737,-0.11769141573783179,-0.06274818047231205,-0.07728380078498702,-0.10951998068050924,-0.1375850729961234,-0.1627226428981469,-0.16541505855000893,-2.420444727565153,-0.10523672728544144,0.04371299517442641
European Union,2020-08-31,447593544,0.1475870482468229,0.1475870482468229,0.1475870482468229,0.1475870482468229,0.1475870482468229,0.1475870482468229,0.1475870482468229,3.9848503026642184,0.1475870482468229,0.03159786415507369
North America,2020-08-31,375152636,0.29660495870995945,0.29660495870995945,0.29660495870995945,0.29660495870995945,0.29660495870995945,0.29660495870995945,0.29660495870995945,0.5932099174199189,0.29660495870995945,0.24123514355367612
Latin America and Caribbean,2020-09-07,655119303,0.40272902486439277,0.41111990365315504,0.41057074120405934,0.40272902486439277,0.39015180310418257,0.3821591505805886,0.3806730838554792,18.151552989136157,0.37815735394033656,0.40049377082696036
Asia,2020-09-07,4666863690,0.2922033212542405,0.3729596368863102,0.36764217686093165,0.32100532336867543,0.24979997477615562,0.14338995290527382,0.1311121311593959,0.7303116431465577,0.01490431924788893,0.03491796864544804
Oceania,2020-09-07,44446737,-0.11420403176340052,-0.06231642142207228,-0.06739149901860507,-0.09708611049287404,-0.12270562998591651,-0.14870320619488447,-0.15048307199396624,-2.2980348666565864,-0.0999145594198516,0.036319876529968896
European Union,2020-09-07,447593544,0.20373545670234666,0.20373545670234666,0.20373545670234666,0.20373545670234666,0.20373545670234666,0.20373545670234666,0.20373545670234666,5.50085733096336,0.20373545670234666,0.03944896041664086
North America,2020-09-07,375152636,0.261076562666459,0.261076562666459,0.261076562666459,0.261076562666459,0.261076562666459,0.261076562666459,0.261076562666459,0.522153125332918,0.261076562666459,0.2156836770833725
Latin America and Caribbean,2020-09-14,655119303,0.3645891738348802,0.3734684451816749,0.37281907452690555,0.3645891738348802,0.35406972648330853,0.34788825313701705,0.3466048183462757,16.45669920679932,0.34284790014165256,0.33490083255873776
Asia,2020-09-14,4666863690,0.3068966942599935,0.41358041308948945,0.400715393555477,0.33349004964355333,0.2599169478129712,0.1539364823994766,0.14432242021696734,0.6877374405989812,0.014035457971407778,0.03796065447114012
Oceania,2020-09-14,44446737,-0.1482741512069935,-0.09697167195816589,-0.10497054300917302,-0.12575415782484148,-0.15523939269538498,-0.18273290294994934,-0.1884917379410024,-3.0106695357502042,-0.13089867546740017,0.01655239618602373
European Union,2020-09-14,447593544,0.23648200332622726,0.23648200332622726,0.23648200332622726,0.23648200332622726,0.23648200332622726,0.23648200332622726,0.23648200332622726,6.385014089808136,0.23648200332622726,0.03970454944721008
North America,2020-09-14,375152636,0.26389446331728306,0.26389446331728306,0.26389446331728306,0.26389446331728306,0.26389446331728306,0.26389446331728306,0.26389446331728306,0.5277889266345661,0.26389446331728306,0.19828142697629877
Latin America and Caribbean,2020-09-21,655119303,0.363556001642738,0.37455134296641596,0.37259276949855785,0.363556001642738,0.35506047364251864,0.3470337495890387,0.34542839307385453,16.374690152815287,0.34113937818365175,0.31409790408816574
Asia,2020-09-21,4666863690,0.2796171254958935,0.4109011061222039,0.3702849583067905,0.31361435845417546,0.24088368839910934,0.14431951361288167,0.1322476282816101,0.6686443227837341,0.01364580250579049,0.03897994715161693
Oceania,2020-09-21,44446737,-0.0707676150224498,-0.025728458588821432,-0.03428105759355815,-0.058128244768588765,-0.0888884296806302,-0.10834331747594143,-0.11324234541823469,-1.5499163136247167,-0.06738766580977029,0.012536353343553656
European Union,2020-09-21,447593544,0.1424547311187455,0.1424547311187455,0.1424547311187455,0.1424547311187455,0.1424547311187455,0.1424547311187455,0.1424547311187455,3.846277740206128,0.1424547311187455,0.06622749679338538
North America,2020-09-21,375152636,0.29975796105980124,0.29975796105980124,0.29975796105980124,0.29975796105980124,0.29975796105980124,0.29975796105980124,0.29975796105980124,0.5995159221196025,0.29975796105980124,0.20258420895115342
Latin America and Caribbean,2020-09-28,655119303,0.3315435161191625,0.34150203005274615,0.3387966519133238,0.3315435161191625,0.3235581102928112,0.31788937884182755,0.3161661322053235,14.921223156263828,0.3108588157554964,0.3198327373968402
Asia,2020-09-28,4666863690,0.26312181607314516,0.36782911907824983,0.33789562203152607,0.2727962743178921,0.22287173889752704,0.13769930343693051,0.11177487619313983,0.7715579778427253,0.01574608118046378,0.03696878920412608
Oceania,2020-09-28,44446737,-0.03641199326310899,-0.001371713633565928,-0.0035414919371839874,-0.029610816796237064,-0.05936784809051156,-0.0708312969885804,-0.07506166126241308,-0.9644322286432432,-0.041931836027967094,0.010284219514246906
European Union,2020-09-28,447593544,0.1962637543976214,0.1962637543976214,0.1962637543976214,0.1962637543976214,0.1962637543976214,0.1962637543976214,0.1962637543976214,5.2991213687357765,0.1962637543976214,0.07628103769074918
North America,2020-09-28,375152636,0.22318722283442835,0.22318722283442835,0.22318722283442835,0.22318722283442835,0.22318722283442835,0.22318722283442835,0.22318722283442835,0.4463744456688567,0.22318722283442835,0.20296485401744588
Latin America and Caribbean,2020-10-05,655119303,0.3503105982635017,0.3580520520783723,0.3544482865466081,0.3503105982635017,0.34109272691309617,0.33551010595476166,0.3347739854973617,15.762387284109515,0.3283830684189482,0.37075394596740596
Asia,2020-10-05,4666863690,0.24617819681261988,0.3335887300293147,0.3181992683438159,0.25704446250390656,0.20608774765965862,0.14332017981827208,0.12511811271272255,0.7739722307534024,0.015795351648028623,0.037241327697745547
Oceania,2020-10-05,44446737,-0.10992574665924122,-0.05875466841593891,-0.061357207104120806,-0.08662184035583165,-0.11626029204514976,-0.14133826558974663,-0.14533200760231732,-2.0889756504536163,-0.09082502828059202,0.005143234699096134
European Union,2020-10-05,447593544,0.19812121094904117,0.19812121094904117,0.19812121094904117,0.19812121094904117,0.19812121094904117,0.19812121094904117,0.19812121094904117,5.349272695624111,0.19812121094904117,0.08604748776269212
North America,2020-10-05,375152636,0.30636098771997594,0.30636098771997594,0.30636098771997594,0.30636098771997594,0.30636098771997594,0.30636098771997594,0.30636098771997594,0.6127219754399519,0.30636098771997594,0.20068018394518225
Latin America and Caribbean,2020-10-12,655119303,0.34076118451358944,0.344884227609981,0.34118186974146497,0.34076118451358944,0.330984289602869,0.3243835211861366,0.32311468516381325,15.22851723963522,0.31726077582573375,0.27818322428518033
Asia,2020-10-12,4666863690,0.2506365296514956,0.3199032035940418,0.2982579865947366,0.2506365296514956,0.20490877728553528,0.14017482940723744,0.1242241926117775,0.921826988431144,0.018812795682268242,0.03530670937594923
Oceania,2020-10-12,44446737,-0.06861604638530365,-0.029151321621853285,-0.03431064913275968,-0.05992617826105801,-0.08439665073077068,-0.1063389082275526,-0.10748734151621739,-1.6084647221228632,-0.06993324878795058,0.0019281505411747099
European Union,2020-10-12,447593544,0.3290052639658047,0.3290052639658047,0.3290052639658047,0.3290052639658047,0.3290052639658047,0.3290052639658047,0.3290052639658047,8.883142127076727,0.3290052639658047,0.11384703975980494
North America,2020-10-12,375152636,0.2331641143278886,0.2331641143278886,0.2331641143278886,0.2331641143278886,0.2331641143278886,0.2331641143278886,0.2331641143278886,0.4663282286557772,0.2331641143278886,0.19687240049140955
Latin America and Caribbean,2020-10-19,655119303,0.3608259212271334,0.3665464909820412,0.36417481173487637,0.3608259212271334,0.35009931874583694,0.34363470502931803,0.3431880236236606,16.21742326881908,0.33786298476706417,0.25836072792378095
Asia,2020-10-19,4666863690,0.21831279934174128,0.2748964198516409,0.26759402764364326,0.23126522363581187,0.1891792242149436,0.1289365932846083,0.11401690156670047,0.9211940151548234,0.018799877860302516,0.033228182844140454
Oceania,2020-10-19,44446737,-0.03084948008435831,0.005382658420852648,0.0026201690665019262,-0.025898041334397527,-0.0495944029260528,-0.060324740059305756,-0.06520367386369769,-0.875131120731927,-0.0380491791622577,0.003534567678162741
European Union,2020-10-19,447593544,0.6305032932326687,0.6305032932326687,0.6305032932326687,0.6305032932326687,0.6305032932326687,0.6305032932326687,0.6305032932326687,17.02358891728206,0.6305032932326687,0.15562623932752703
North America,2020-10-19,375152636,0.28777045937224083,0.28777045937224083,0.28777045937224083,0.28777045937224083,0.28777045937224083,0.28777045937224083,0.28777045937224083,0.5755409187444817,0.28777045937224083,0.20566855353243468
Latin America and Caribbean,2020-10-26,655119303,0.35694325658028875,0.36088162969013093,0.3585633903935603,0.35694325658028875,0.3457146445648468,0.3413123117966939,0.3405615439498749,16.051416428208128,0.3344045089210027,0.2612395928745821
Asia,2020-10-26,4666863690,0.23357448252979537,0.2882774406188343,0.27948668709683666,0.24572818632827778,0.19596202543869815,0.12286893155317771,0.11685562282528592,1.153429210350766,0.02353937163981155,0.03161804368020871
Oceania,2020-10-26,44446737,-0.04608294079584993,-0.0027676730483175197,-0.008879527826596881,-0.03774168171255491,-0.06115896904538503,-0.08223821209623768,-0.08609647738588903,-1.0954269001820278,-0.04762725652965339,0.003215084157921424
European Union,2020-10-26,447593544,0.8817727159850476,0.8817727159850476,0.8817727159850476,0.8817727159850476,0.8817727159850476,0.8817727159850476,0.8817727159850476,23.807863331596284,0.8817727159850476,0.24585452912609485
North America,2020-10-26,375152636,0.3242965445650875,0.3242965445650875,0.3242965445650875,0.3242965445650875,0.3242965445650875,0.3242965445650875,0.3242965445650875,0.648593089130175,0.3242965445650875,0.22817379323972017
Latin America and Caribbean,2020-11-02,655119303,0.3763973782084606,0.3793672752927603,0.37915830252488664,0.3763973782084606,0.36459041122235714,0.3599387944662403,0.359732565922669,16.889454407899354,0.35186363349790323,0.24475389332254188
Asia,2020-11-02,4666863690,0.25581535208715406,0.3075646010215966,0.29946134687441917,0.25755021587788673,0.1911927638074605,0.13945157402057806,0.12567544770484015,1.4089713167068525,0.028754516667486785,0.030803835198366377
Oceania,2020-11-02,44446737,7.364975298771706e-4,0.03954453746992708,0.027176044046032282,0.006778204581435743,-0.017050241987420882,-0.03182016904266238,-0.03287477779630761,-0.2787554547082889,-0.012119802378621257,0.004499767890722777
European Union,2020-11-02,447593544,1.0973455201175952,1.0973455201175952,1.0973455201175952,1.0973455201175952,1.0973455201175952,1.0973455201175952,1.0973455201175952,29.62832904317507,1.0973455201175952,0.38593653173871517
North America,2020-11-02,375152636,0.48796326074404756,0.48796326074404756,0.48796326074404756,0.48796326074404756,0.48796326074404756,0.48796326074404756,0.48796326074404756,0.9759265214880951,0.48796326074404756,0.23875988439009663
Latin America and Caribbean,2020-11-09,655119303,0.37753885418140326,0.38215538689683687,0.3804103748179582,0.37753885418140326,0.3650763588169514,0.3601548117608548,0.35970753902207253,17.01338385259253,0.35444549692901106,0.23703468862678284
Asia,2020-11-09,4666863690,0.25986487900941674,0.3140223322801006,0.3061029187522195,0.26221075311648856,0.19699468209781149,0.1439687459136941,0.13157799492271605,1.5596189564711072,0.03182895829532872,0.03371186956608968
Oceania,2020-11-09,44446737,0.04181702624103402,0.08094232162324357,0.07764082121563777,0.04691263895958319,0.02061474047390753,0.008215893282466986,0.007337195992890882,0.6364330518662821,0.02767100225505574,0.003534567678162741
European Union,2020-11-09,447593544,1.1650217164736107,1.1650217164736107,1.1650217164736107,1.1650217164736107,1.1650217164736107,1.1650217164736107,1.1650217164736107,31.455586344787488,1.1650217164736107,0.6171101073790287
North America,2020-11-09,375152636,0.5001792408627562,0.5001792408627562,0.5001792408627562,0.5001792408627562,0.5001792408627562,0.5001792408627562,0.5001792408627562,1.0003584817255124,0.5001792408627562,0.2985451500332787
Latin America and Caribbean,2020-11-16,655119303,0.37799890074556197,0.385418530955111,0.38195685671759094,0.37799890074556197,0.36908435758589553,0.3648697872656266,0.3640180028005688,17.204947652166833,0.3584364094201424,0.259408018084303
