region,date,population,cumulative_estimated_daily_excess_deaths_per_100k,cumulative_estimated_daily_excess_deaths_ci_95_top_per_100k,cumulative_estimated_daily_excess_deaths_ci_90_top_per_100k,cumulative_estimated_daily_excess_deaths_ci_50_top_per_100k,cumulative_estimated_daily_excess_deaths_ci_50_bot_per_100k,cumulative_estimated_daily_excess_deaths_ci_90_bot_per_100k,cumulative_estimated_daily_excess_deaths_ci_95_bot_per_100k,cumulative_estimated_daily_excess_deaths_raw_estimate_per_100k,cumulative_daily_excess_deaths_per_100k,cumulative_daily_covid_deaths_per_100k
East Asia & Pacific,2020-09-28,2362944397,-6.51541860475449,12.410093232773194,7.46990395887271,0.18501245917777714,-6.51541860475449,-8.801470324123292,-9.726743542646867,-221.61529804310914,-5.405251171783148,1.0146701729604855
North America,2020-09-28,376814276,77.94692541597182,77.94841628634207,77.94832721088389,77.9476139887957,77.94692541597182,77.94668361512304,77.94664891776524,311.7905245588301,77.947631139707525,57.98347725020906
Other,2020-09-28,3675292,41.80860127344968,80.88682401526358,75.9498640015747,59.19736857943963,41.80860127344968,31.653116894620485,30.9141116173254,254.9231289855662,42.48718816426103,18.176079614898626
Latin America & Caribbean,2020-10-05,660258572,88.37974086722306,90.63754097927692,90.45098492783038,88.9095698023668,87.31536320658662,86.41310127177661,86.27936931033676,4200.1025758343085,85.71637909865936,65.40980129827076
South Asia,2020-10-05,1918999115,58.94922638777116,87.39152346159612,81.33343381454313,60.13066502476939,40.48452776732578,22.84747907847155,17.90551227668703,-0.05823248648634828,-0.007279060810793535,6.084996292455299
Sub-Saharan Africa,2020-10-05,1211214422,32.59208878099474,49.59556860341059,44.346899713227224,32.59208878099474,1.4398258497924337,-16.826884710507507,-20.25072220155333,89.12339739025856,1.8567374456303862,2.3420517857737333
Europe & Central Asia,2020-10-05,923927595,56.3677259345422,56.60844800015002,56.57423648029809,56.3677259345422,56.09203370917544,55.84920500660435,55.799136566681405,3269.024112714399,55.407188351091506,26.5644694809662
Middle East & North Africa,2020-10-05,493379661,55.33407657480323,63.46996533340706,61.17443784319045,56.350697061233,51.34340637897684,47.60241587517168,46.905615188010536,807.3661444851057,38.44600688024313,11.810811958055158
East Asia & Pacific,2020-10-05,2362944397,-6.373783426631086,13.625780414548338,8.091942822234698,0.5821947849388515,-6.373783426631086,-8.808990889788813,-9.747061971686067,-222.76089176952547,-5.433192482183549,1.0779815230667062
North America,2020-10-05,376814276,80.08131609583526,80.08283345223838,80.08274669551177,80.08201659743793,80.08131609583526,80.08107628478834,80.0810343736086,320.32815404021864,80.08203851005466,59.253865954908775
Other,2020-10-05,3675292,42.97668854559547,82.89966300681627,78.40846846251696,61.466090098156165,42.97668854559547,32.422162256596486,31.44680515965056,261.2333006053374,43.5388834342229,18.584237660572274
Latin America & Caribbean,2020-10-12,660258572,90.74472034393618,93.01522355612902,92.81744713710981,91.26574963009028,89.62048425721851,88.74272553973418,88.56946384444026,4307.910857219818,87.91654810652693,67.42658829123084
South Asia,2020-10-12,1918999115,61.9453164717915,90.95594680117273,86.2682037717404,63.853087596309905,43.80886526235705,24.77780950303675,19.538846796636697,-0.05725341058107515,-0.007156676322634394,6.443047369513769
Sub-Saharan Africa,2020-10-12,1211214422,33.799427475714474,50.84280310391014,45.444094960485664,33.799427475714474,1.3834158096194087,-16.987768481500947,-21.414660734197646,93.00092910813518,1.937519356419483,2.40859780647493
Europe & Central Asia,2020-10-12,923927595,60.04564820399221,60.284334138932834,60.24260572992627,60.04564820399221,59.75767835680404,59.52065682152966,59.4552331249876,3482.63901761568,59.0277799595878,27.330546177701294
