region,date,population,cumulative_estimated_daily_excess_deaths,cumulative_estimated_daily_excess_deaths_ci_95_top,cumulative_estimated_daily_excess_deaths_ci_90_top,cumulative_estimated_daily_excess_deaths_ci_50_top,cumulative_estimated_daily_excess_deaths_ci_50_bot,cumulative_estimated_daily_excess_deaths_ci_90_bot,cumulative_estimated_daily_excess_deaths_ci_95_bot,cumulative_estimated_daily_excess_deaths_raw_estimate,cumulative_daily_excess_deaths,cumulative_daily_covid_deaths
Micronesia,2020-01-01,534606,-0.5797811369568793,4.580942530327164,3.5806103384824532,1.256160380024569,-1.1452312748165014,-4.095755562053623,-6.397871997661809,0,0,0
Central Asia,2020-01-01,75497721,1.1635440132637884,7.424532743459968,6.887654444999964,2.58234518864009,-3.21734830843991,-10.454032149400057,-14.550854808279869,0,0,0
Other,2020-01-01,25642027,0,0,0,0,0,0,0,0,0,0
Latin America and the Caribbean,2020-01-06,654992992,44.98666909656279,175.30222357354953,139.2037387294724,61.05582169689273,-22.07612260859406,-158.98395417861457,-257.928850411226,0,0,0
Southern Asia,2020-01-06,1989452477,6902.990252583824,7080.428202250456,6902.990252583824,6902.990252583824,-203.26220495521812,-2330.120751497452,-3453.0296178397957,0,0,0
Sub-Saharan Africa,2020-01-06,1136656566,3752.8952405928057,8071.476458203422,7171.8725408182145,4021.6351142509325,391.225206344958,-2903.0579761438885,-3947.526029957159,0,0,0
Southern Europe,2020-01-06,150043376,-0.008240854696047403,0.003887677723790019,0.002878971772040028,2.4577209299943423e-5,-0.008240854696047403,-0.00860381969594002,-0.02180792487370004,0,0,0
Western Asia,2020-01-06,289775883,18.22174461099955,486.9013380698982,444.27048750405663,200.34160445014476,-160.71849425423403,-363.71996776128515,-401.27939966389533,0,0,0
Australia and New Zealand,2020-01-06,31050817,0,0,0,0,0,0,0,0,0,0
Western Europe,2020-01-06,198272204,0,0,0,0,0,0,0,0,0,0
Eastern Europe,2020-01-06,291464163,0,0,0,0,0,0,0,0,0,0
Northern America,2020-01-06,375278947,-0.08016891707917678,0.04084802773001979,0.0369196683639003,-2.1663594497969052e-4,-0.08016891707917678,-0.12617529363809982,-0.25740453414921083,0,0,0
South-eastern Asia,2020-01-06,675308604,2762.633828908406,4142.59791090024,3389.4493955315575,2762.633828908406,-105.19422378443642,-744.480583046445,-833.394731821734,0,0,0
Eastern Asia,2020-01-06,1613865100,-14125.145966507926,-14125.145966507926,-14125.145966507926,-14125.145966507926,-14125.145966507926,-14125.145966507926,-14125.145966507926,-84750.87579904756,-14125.145966507926,0
Polynesia,2020-01-06,672480,-1.8567968517976703,2.615742163797646,1.6290775605509915,0.2547604125042733,-1.8567968517976703,-3.2351265123431077,-3.9283222874053014,0,0,0
Northern Europe,2020-01-06,106197356,-2.6048857030911265,0.8475992013070415,0.7063325369549496,-0.36559676831019894,-2.6048857030911265,-3.592917917512136,-3.728837113455006,0,0,0
Northern Africa,2020-01-06,255737737,104.42669763088502,215.12967858129682,199.1023753022139,113.07127398610584,-24.959484896117267,-106.89261469153752,-134.80250659369705,0,0,0
Melanesia,2020-01-06,12188834,-19.915271723273854,156.12872022849479,143.83269470612476,69.02199801272889,-48.60999346903106,-183.6776100405553,-197.66955844059706,0,0,0
Micronesia,2020-01-06,534606,-1.155292058871592,8.897239995841456,7.168268281224127,2.547502929902948,-2.137473348480949,-8.359303112994311,-12.734458297188137,0,0,0
Central Asia,2020-01-06,75497721,2.3395579410027767,15.285018855959937,14.134417759980256,5.5349855376198835,-6.497391669019661,-19.93447146110011,-29.027173584499742,0,0,0
Other,2020-01-06,25642027,0,0,0,0,0,0,0,0,0,0
Latin America and the Caribbean,2020-01-13,654992992,80.37674399197296,243.39489319956346,205.4367867354639,91.39201526882914,-28.046545038107553,-238.0882885186828,-365.17735513408604,0,0,0
Southern Asia,2020-01-13,1989452477,10347.944702279136,10614.906518953592,10347.944702279136,10347.944702279136,-188.13215859970552,-3404.7025329183607,-4640.579962594659,0,0,0
Sub-Saharan Africa,2020-01-13,1136656566,5697.7951652217835,12199.37479219315,10857.230792525686,6076.312865313131,661.4512388435819,-4358.37102540396,-5911.891101706831,0,0,0
Southern Europe,2020-01-13,150043376,-0.012361282044071104,0.005831498611260029,0.004318457658060042,3.686581394991514e-5,-0.012361282044071104,-0.01290572954391003,-0.03271188731055006,0,0,0
Western Asia,2020-01-13,289775883,25.948726636621355,698.6746532152569,613.35012065742,283.8332423617002,-240.22483190500702,-537.5586487241476,-615.638867574911,0,0,0
Australia and New Zealand,2020-01-13,31050817,0,0,0,0,0,0,0,0,0,0
Western Europe,2020-01-13,198272204,0,0,0,0,0,0,0,0,0,0
Eastern Europe,2020-01-13,291464163,0,0,0,0,0,0,0,0,0,0
Northern America,2020-01-13,375278947,-0.12110153210277566,0.06126242994962969,0.053863422383610436,-0.00392685996590967,-0.12110153210277566,-0.1912899919965297,-0.3751426212672612,0,0,0
South-eastern Asia,2020-01-13,675308604,4126.516237470755,6086.06811369384,5596.8803457342765,4126.516237470755,-118.84990791176206,-1092.2282262304432,-1201.0321667349353,0,0,0
Eastern Asia,2020-01-13,1613865100,-22923.404690183117,-22923.404690183117,-22923.404690183117,-22923.404690183117,-22923.404690183117,-22923.404690183117,-22923.404690183117,-137540.4281410987,-22923.404690183117,0
