region,date,population,estimated_daily_excess_deaths_per_100k,estimated_daily_excess_deaths_ci_95_top_per_100k,estimated_daily_excess_deaths_ci_90_top_per_100k,estimated_daily_excess_deaths_ci_50_top_per_100k,estimated_daily_excess_deaths_ci_50_bot_per_100k,estimated_daily_excess_deaths_ci_90_bot_per_100k,estimated_daily_excess_deaths_ci_95_bot_per_100k,estimated_daily_excess_deaths_raw_estimate_per_100k,daily_excess_deaths_per_100k,daily_covid_deaths_per_100k
Eastern Asia,2020-01-06,1658782555,-0.061327079390159064,-0.06001765652229257,-0.06046940379944549,-0.0608723694701328,-0.061327079390159064,-0.06238767583416072,-0.06303723880281638,-0.4257684626574797,-0.060824066093925676,0
Polynesia,2020-01-06,633057,-0.022018334936564184,0.017452656853548815,0.011973980263720214,0.0020814683389789672,-0.022018334936564184,-0.022400013139546655,-0.023557231585644003,0,0,0
Northern Europe,2020-01-06,106727166,-1.4457528246213783e-4,1.2364201103576565e-4,7.336808902929119e-5,-2.9471344087407176e-6,-1.4457528246213783e-4,-1.7289544301386282e-4,-2.2569076299949718e-4,0,0,0
Northern Africa,2020-01-06,250023393,0.0022708529611259127,0.00826601352471573,0.006822553526426618,0.0033519650720763806,-3.112832100356335e-4,-0.00388181850146052,-0.004293036684960608,0,0,0
Melanesia,2020-01-06,11328580,-0.03592377532516314,0.09406217538633356,0.0750968166339958,0.01970965229654087,-0.03742772207913175,-0.08356678495260685,-0.09712504794342917,0,0,0
Micronesia,2020-01-06,554402,-0.022125386236160643,0.11981723754397032,0.10523009984715055,0.03186120921625303,-0.036144103665057346,-0.106553350875968,-0.12052551772039533,0,0,0
Central Asia,2020-01-06,75250695,-5.834163368989497e-4,0.0022296775177691017,0.0018538971428768815,6.308775939411647e-4,-5.834163368989497e-4,-0.001608984220358363,-0.00212138606145766,0,0,0
Other,2020-01-06,23855008,0,0,0,0,0,0,0,0,0,0
Latin America and the Caribbean,2020-01-13,658613257,6.927552144777354e-5,0.0022711417143588906,0.0020485918576324895,9.057759623931301e-4,-1.734293151135021e-4,-8.321235763538826e-4,-0.0015782140742475223,0,0,0
Southern Asia,2020-01-13,1962272390,0.038487436905717536,0.038487436905717536,0.038487436905717536,0.038487436905717536,-0.002196115415344481,-0.0102116337264648,-0.014566960534628906,0,0,0
Sub-Saharan Africa,2020-01-13,1121670004,0.039036376464070564,0.05966687878816673,0.04451659246600211,0.039036376464070564,0.0015527310093191992,-0.01605193377310541,-0.026744285086948896,0,0,0
Southern Europe,2020-01-13,150192351,-4.151233873288247e-7,6.76395657326116e-7,2.980698509473373e-7,2.0177335395727904e-8,-4.151233873288247e-7,-7.021994715563084e-7,-1.0062404107117277e-6,0,0,0
Western Asia,2020-01-13,284170120,-0.004877342658177673,0.006948689303275653,0.006080751463601455,0.002650051631467751,-0.004877342658177673,-0.009430511595130362,-0.011126519436430175,0,0,0
Australia and New Zealand,2020-01-13,30914517,0,0,0,0,0,0,0,0,0,0
Western Europe,2020-01-13,198599053,0,0,0,0,0,0,0,0,0,0
Eastern Europe,2020-01-13,292475148,0,0,0,0,0,0,0,0,0,0
Northern America,2020-01-13,371107718,-1.1135770621334765e-6,9.044784165685326e-7,5.166215852455065e-7,-6.007937030023805e-8,-1.1135770621334765e-6,-2.0794580226757723e-6,-2.5734636521329345e-6,0,0,0
South-eastern Asia,2020-01-13,674675391,0.02407191167685817,0.05007985909919584,0.031999164973156545,0.02407191167685817,-0.0016572399063682387,-0.008211614525574491,-0.010383820823675102,0,0,0
Eastern Asia,2020-01-13,1658782555,-0.07627249299737905,-0.07496550762904367,-0.07537592307886735,-0.07583170468004893,-0.07627249299737905,-0.07735093448826211,-0.07799315928495945,-0.5304045848055832,-0.07577208354365474,0
Polynesia,2020-01-13,633057,-0.022047276201241774,0.01940066463400461,0.012069414990777788,0.001843527838213543,-0.022047276201241774,-0.022047276201241774,-0.02468615424180278,0,0,0
Northern Europe,2020-01-13,106727166,-1.4487064591453663e-4,1.2364201103576565e-4,7.336808902929119e-5,-3.909701741437711e-6,-1.4487064591453663e-4,-1.7198033462550628e-4,-2.2569076299949718e-4,0,0,0
Northern Africa,2020-01-13,250023393,0.0021694526438632905,0.008207141231237785,0.006992629999825122,0.0032590472592197127,-3.41993750050923e-4,-0.003826739059275243,-0.004399531698402587,0,0,0
Melanesia,2020-01-13,11328580,-0.03598667675280695,0.09203314653017282,0.07213585416620256,0.018205911186555155,-0.039409114358394066,-0.08464387674037659,-0.09530677728480512,0,0,0
Micronesia,2020-01-13,554402,-0.021938987080869006,0.12115273337037369,0.10548652252712104,0.03363012789047335,-0.038788192225899416,-0.1062405859796667,-0.12053954515131127,0,0,0
Central Asia,2020-01-13,75250695,-5.608471316311442e-4,0.00218605084862009,0.001985407509764486,6.703856462721082e-4,-5.608471316311442e-4,-0.00147095761244464,-0.0021756650392132358,0,0,0
