region,date,population,estimated_daily_excess_deaths,estimated_daily_excess_deaths_ci_95_top,estimated_daily_excess_deaths_ci_90_top,estimated_daily_excess_deaths_ci_50_top,estimated_daily_excess_deaths_ci_50_bot,estimated_daily_excess_deaths_ci_90_bot,estimated_daily_excess_deaths_ci_95_bot,estimated_daily_excess_deaths_raw_estimate,daily_excess_deaths,daily_covid_deaths
EURO,2020-02-10,935273721,-896.2605763463919,-851.294326115944,-854.6555983039887,-887.9012255389989,-927.7521738222015,-958.0921909554893,-971.6762478678892,-46674.31867800784,-880.6475222265631,0
AMRO,2020-02-10,1026162142,-187.87474039071085,-156.79456372987684,-164.6528551215688,-182.1956169387288,-199.8760739496786,-221.88294104065153,-248.34856542268713,-6757.9824204065,-193.0852120116143,0
WPRO,2020-02-10,1939733436,-837.3659129538644,-786.9648263103807,-792.6878214504869,-835.7091388070024,-880.4495015801273,-911.3705463944938,-918.5988577609501,-23489.862986387343,-869.9949254217535,83.714
SEARO,2020-02-10,2040340794,1046.9381004555078,1457.3432788377354,1339.8966117311497,1046.9381004555078,-397.2492330021335,-1926.5176696592607,-2101.919490902324,-333.93787345533264,-30.35798849593933,0
Other,2020-02-17,44430902,35.531851872712,39.324545266119,39.17509833616155,37.496175906132756,35.183844532120254,32.60271020947755,27.839218335187372,1356.2350724790256,37.67319645775071,0.5
EMRO,2020-02-17,739378959,146.1131782963435,421.8968851238536,407.1989630122517,240.14393395385102,40.70174970846833,-134.4547739520511,-247.71914826512815,651.6348062938939,31.030228871137805,0
AFRO,2020-02-17,1148918838,394.9135016356864,575.9635988042186,466.4835012115806,394.9135016356864,-148.70289522476548,-759.6606041478948,-811.9131463628603,1288.9428455332384,27.424315862409326,0
EURO,2020-02-17,935273721,-1281.7822795394015,-1236.5398911297991,-1243.892527071086,-1268.0787610785694,-1316.1539487251464,-1344.7815537245478,-1356.7371020649157,-67016.22343991266,-1264.457046036088,0.3333333333333333
AMRO,2020-02-17,1026162142,-127.28254973577704,-98.3968574909771,-109.84997580783394,-123.22680950583577,-140.6990266608907,-162.40500172310493,-191.48399521267848,-4671.982420406579,-133.48521201161654,0
WPRO,2020-02-17,1939733436,-1677.6208159077669,-1629.2817007756198,-1636.4434428926822,-1677.1172039237927,-1722.7536344857594,-1761.5577369239263,-1789.3966476583278,-46191.94675411259,-1710.8128427449108,121.914
SEARO,2020-02-17,2040340794,1020.940795530597,1343.8193719989113,1149.745665765449,1020.940795530597,-502.5527764500264,-2156.046321095429,-2387.6089270188904,-333.93787345533264,-30.35798849593933,0
Other,2020-02-24,44430902,34.11313882128501,40.42251346703694,40.33242300900212,36.43857364013797,33.80862843185862,30.313674670203557,28.35448576644999,1356.2350724790256,37.67319645775071,0.143
EMRO,2020-02-24,739378959,107.99236227250681,386.68029273465146,356.2708586827298,176.11429083957395,-15.504213912265763,-264.29908479132916,-316.3304830400767,389.6807225478287,18.556224883229937,1.714
AFRO,2020-02-24,1148918838,-540.6272474655942,113.03680936708324,67.39195716496612,-361.88516704670735,-982.6087823094173,-1860.3524713105037,-2154.0874620262884,-2843.700011609632,-60.504255566162385,0
EURO,2020-02-24,935273721,-1210.8551679306279,-1141.1133832453552,-1166.931635051745,-1201.5185584740284,-1260.8713738087724,-1288.430947080294,-1299.7133310548847,-63734.514235123395,-1202.5380044362905,1.75
AMRO,2020-02-24,1026162142,-106.7860584545502,-62.426774946518755,-64.1134836880442,-80.26575127034978,-106.7860584545502,-128.87991731329444,-131.12278896925878,-3242.1843064967134,-92.63383732847753,0
WPRO,2020-02-24,1939733436,-1469.302324343106,-1434.5378957773669,-1439.865878117514,-1469.302324343106,-1521.268239912046,-1571.30375509191,-1637.1481665794604,-40622.46468526968,-1504.5357290840623,106.029
SEARO,2020-02-24,2040340794,848.5369875315085,1147.7048932724267,1005.1094684943521,848.5369875315085,-734.443081821897,-2799.523427388458,-2940.0996733303177,-333.93787345533264,-30.35798849593933,0
Other,2020-03-02,44430902,-64.96413886576636,-57.76095796013378,-58.34548065531851,-61.87573639124387,-65.03365296558682,-68.65941686931616,-70.46800243236085,-2220.4950018540612,-61.680416718168374,0
EMRO,2020-03-02,739378959,312.4190043979502,601.6300281195458,595.7641914503319,398.5626797581466,161.56456937905784,-75.8234465388116,-161.4525653208831,4705.878929552235,224.08947283582071,7.714
AFRO,2020-03-02,1148918838,20.50157713775618,1839.82746691159,1039.7581656106163,396.2379139112248,-496.87222786801345,-1311.6014839798013,-1427.1538306506534,3337.233429515433,71.00496658543474,0
EURO,2020-03-02,935273721,-985.7052913551336,-953.5273320051584,-957.3279860083753,-985.7052913551336,-1043.0714865428654,-1073.5820862116138,-1080.633856999192,-51071.06597027329,-963.6050183070431,7.048333333333334
AMRO,2020-03-02,1026162142,101.96937571068409,155.59296907617139,151.8718769024093,130.03384099066247,98.52365756945879,70.90046530951291,60.67594567225412,3604.446079982606,102.98417371378875,2
WPRO,2020-03-02,1939733436,-2506.558877942104,-2479.8717442628035,-2502.7227420863937,-2506.558877942104,-2599.2000931348352,-2692.5177227448826,-2710.5239252869887,-68497.3862123593,-2536.940230087381,49.498999999999995
SEARO,2020-03-02,2040340794,-1009.9625473708303,-288.3274686901901,-374.1237604620762,-956.740357633254,-1964.215570122322,-3538.8681526241485,-4087.784958156887,948.6485547139147,86.24077770126497,0.5
Other,2020-03-09,44430902,-64.88378022459135,-56.46152252321213,-57.394444407446834,-61.44137295280659,-64.88378022459135,-67.8268376247113,-69.63510283587429,-2220.4950018540612,-61.680416718168374,0.143
EMRO,2020-03-09,739378959,611.9487414843292,1194.2676423916844,1081.139887085607,844.4836788432146,492.54121997656125,164.13968195405283,46.836290114812954,9799.758929552236,466.655187121535,25.785999999999998
AFRO,2020-03-09,1148918838,-242.8903137285939,854.5759338382118,771.7278860511141,49.46841111946975,-883.853093892182,-1484.9213920429706,-1899.2294897332858,1864.1191438011133,39.66210944257688,0
EURO,2020-03-09,935273721,368.5761176116003,431.98815584998374,428.48289221101606,379.40983230401463,340.4476415237574,305.5040878215597,279.0425671938271,19936.819744012402,376.1664102643849,70.19033333333333
AMRO,2020-03-09,1026162142,108.42412965445946,181.23195271543082,171.68049399840316,139.0219596008361,102.96598051056466,68.95875163306715,62.53931649141127,3798.7794133158495,108.53655466616713,4.286
WPRO,2020-03-09,1939733436,-898.3494478290435,-878.338960329824,-893.3979261876871,-898.3494478290435,-996.3115933076613,-1078.1227543650373,-1092.3593295178277,-25000.468254039784,-925.9432686681401,34.141999999999996
SEARO,2020-03-09,2040340794,-1068.7325051502817,-98.60402344607942,-161.7618290030795,-877.7120375591303,-1932.9421088583679,-3595.6316958476386,-3719.9834541177793,948.6485547139147,86.24077770126497,0
Other,2020-03-16,44430902,-64.21840232811502,-56.63214768694226,-57.66034276241132,-61.05046536193604,-64.80347028680154,-68.32214131833678,-68.71432624220404,-2220.4950018540612,-61.680416718168374,1.143
EMRO,2020-03-16,739378959,1334.1304649912856,1969.085603152701,1778.8107999086565,1387.669486941838,963.3792208191439,663.5530998470903,617.7221854001216,15287.598929552298,727.9809014072523,90.536
AFRO,2020-03-16,1148918838,-254.06215739193743,891.7234532257432,637.5838596886841,38.86756688900886,-1034.6787377264884,-1721.8082842532447,-1955.3256286201254,715.9762866583268,15.233538014006953,0.8
EURO,2020-03-16,935273721,2259.1359418975458,2392.1562898621128,2356.2216897529074,2295.1199312244253,2214.3462836604795,2175.556741143989,2168.0892297103273,118086.76260115592,2228.052124550112,331.49566666666664
AMRO,2020-03-16,1026162142,171.59837604405064,231.58052556791029,212.7027362919593,186.53313563485275,147.72388375679148,116.78224727078894,111.76223365187012,6435.362746649452,183.8675070471272,14.295666666666667
WPRO,2020-03-16,1939733436,-1387.5709039449725,-1364.9064068927312,-1377.285289405952,-1387.5709039449725,-1501.9267714299135,-1587.949516696445,-1597.1728499573383,-39168.67185603465,-1450.6915502235056,20.857
SEARO,2020-03-16,2040340794,-712.8723130633125,1025.8140953669276,399.07922111680267,-487.7364162018233,-1725.1795487300942,-3380.482686411423,-3613.837501668714,948.6485547139147,86.24077770126497,1
Other,2020-03-23,44430902,-65.36999726445829,-57.42724063654334,-58.45378996036132,-62.18269269775508,-66.48564816379508,-69.96797527058082,-71.01437531683334,-2220.4950018540612,-61.680416718168374,1.343
EMRO,2020-03-23,739378959,272.2966987792597,1021.9331927761419,872.435077415007,471.44837588842114,128.10763943871265,-86.895941813578375,-190.84916124047248,4725.258929552234,225.0123299786778,145.101
AFRO,2020-03-23,1148918838,-261.72834138714586,653.5243879493302,438.2787651097641,-261.72834138714586,-1277.9479918584902,-2182.500274966778,-2263.508672024804,-2377.966570484547,-50.59503341456483,6.678
EURO,2020-03-23,935273721,4283.281558794557,4418.255795187388,4398.181665719853,4344.481274127051,4256.651297529623,4205.106890979819,4196.997994465555,228499.9477049405,4311.319768017745,1094.1386666666667
AMRO,2020-03-23,1026162142,1218.1712602699054,1289.937608841215,1281.457219510082,1226.367735288246,1181.2331036291005,1140.5316537863143,1127.2466797523177,43158.862746649174,1233.1103641899765,124.115
WPRO,2020-03-23,1939733436,676.5266472371966,697.3360276511684,685.665284458437,676.5266472371966,545.2647557979104,462.0013004654891,458.51237389054376,16542.58137304175,612.6881990015463,21.666666666666668
SEARO,2020-03-23,2040340794,-1311.8137977294207,-760.9224989731955,-778.9543108739882,-1311.8137977294207,-2580.935386080454,-3820.051399532532,-4105.626714418944,948.6485547139147,86.24077770126497,8.001
Other,2020-03-30,44430902,-64.78884799587411,-57.951741823304054,-58.26544377507557,-62.178775359589125,-65.95542508928028,-69.64340076808944,-70.16337598599956,-2220.4950018540612,-61.680416718168374,0.629
EMRO,2020-03-30,739378959,229.1205885711331,696.6322390563105,659.825146062851,335.2763134578737,31.679023257923376,-274.12952736887456,-379.2291605147267,4755.618929552234,226.45804426439207,155.01333333333332
AFRO,2020-03-30,1148918838,-500.1440012443711,9.987857970604495,-52.457585515671084,-500.1440012443711,-1651.5009637687476,-2496.6189984328867,-2537.788902515865,-6014.42371334167,-127.96646198599298,11.701
EURO,2020-03-30,935273721,6115.652804630278,6260.425737535021,6248.800109433291,6121.8457343401315,6022.858391454034,5949.838793563753,5936.166907087407,318251.359133512,6004.742625160604,2503.708
AMRO,2020-03-30,1026162142,3080.216728667485,3155.090576478586,3146.59701310208,3094.0709750578194,3044.057193882518,2998.8043408593685,2984.717713015593,108602.86274664903,3102.938935618544,581.5903333333333
WPRO,2020-03-30,1939733436,-502.0442651443914,9.762441126947024,-61.62086265571965,-502.0442651443914,-1182.1039799755602,-1670.5943880387524,-1752.0870688955179,-9110.136642655703,-337.41246824650756,27.691333333333333
SEARO,2020-03-30,2040340794,-2041.5514537286715,-1262.7076754575833,-1335.2963891050895,-2041.5514537286715,-3263.9336022194275,-4333.442278884605,-4373.963850158591,948.6485547139147,86.24077770126497,15.667666666666667
Other,2020-04-06,44430902,-26.753241083094974,-19.647331712403066,-20.077735459864726,-24.30515516708579,-28.66554611545419,-31.807341727562353,-32.74228630636877,-847.3156470153499,-23.536545750426384,2.9763333333333333
EMRO,2020-04-06,739378959,618.4028347337459,971.2924191742919,851.4366222564064,618.4028347337459,170.6647809394425,-134.25392119441779,-209.98989202030086,6282.758445681277,299.17897360387036,170.39233333333334
AFRO,2020-04-06,1148918838,-441.1417206687583,31.347267890410716,-32.06445640906035,-441.1417206687583,-1574.3420422063484,-2525.643791419795,-2928.552076236156,-4186.53776096079,-89.07527150980405,32.845
EURO,2020-04-06,935273721,5878.802189520343,6026.932414455619,6005.70250213937,5891.615773417549,5780.793225618628,5721.868115754575,5710.466412194772,300668.62948681513,5672.993009185191,3781.058666666667
AMRO,2020-04-06,1026162142,4203.519997408751,4285.240598082846,4273.335719826112,4224.250035541801,4173.805272174233,4129.877703072173,4120.59426081676,148390.20790793988,4239.72022594114,1714.25
WPRO,2020-04-06,1939733436,-401.00202520140266,377.92961627540774,78.84923757900613,-401.00202520140266,-1010.6438888603449,-1406.528858517273,-1523.4114088531705,-5575.615997494375,-206.50429620349536,31.144000000000002
SEARO,2020-04-06,2040340794,-2251.30868428688,-1321.7492469858007,-1374.3286821022316,-2245.304373021839,-3469.263019811235,-4258.411058621487,-4487.631028463207,-1195.646499049524,-108.69513627722945,31.287
Other,2020-04-13,44430902,-25.998251569539505,-19.799502784337506,-20.097451333845473,-23.958880851330203,-27.989962892861413,-30.880227327311992,-32.65744377620197,-847.3156470153499,-23.536545750426384,1.7149999999999999
EMRO,2020-04-13,739378959,439.9979839081406,898.0039486635388,887.4603518395854,570.5956657619438,129.15522442817348,-148.2197791771614,-230.8963390905731,5094.518445681274,242.59611646101305,158.072
AFRO,2020-04-13,1148918838,-402.84301217426355,30.105719048463758,-36.043863306367065,-402.84301217426355,-1685.318805577636,-2559.2182766249343,-2731.7012596040204,-4888.852046675042,-104.01812865266048,29.861
EURO,2020-04-13,935273721,5046.551374966278,5218.110455414029,5216.940641188137,5073.632854610734,4962.309219084427,4859.8699917412905,4841.742372999406,254299.68662967224,4798.107294899476,4101.005
AMRO,2020-04-13,1026162142,4054.9302338083908,4139.527898919698,4129.173856248887,4077.1113903010423,4028.500263932628,3985.6048438346884,3973.3269642058135,143175.37457460607,4090.7249878458874,2605.576
WPRO,2020-04-13,1939733436,-398.20673257167465,305.7821218100042,3.1429129431676435,-398.20673257167465,-1025.8265932751353,-1410.1482404730207,-1536.760717939382,-6639.415997494381,-245.9042962034956,42.429
SEARO,2020-04-13,2040340794,-2277.1338378537635,-1432.0929449108567,-1687.328878250156,-2236.710846379465,-3540.7605212085055,-4578.400746867401,-4869.1129348382465,-1195.646499049524,-108.69513627722945,65.429
Other,2020-04-20,44430902,-25.312764623156994,-19.344587830084276,-19.691197995206526,-23.556636212205312,-28.174465547464656,-32.342804822269365,-33.0828350956694,-847.3156470153499,-23.536545750426384,2.5
EMRO,2020-04-20,739378959,241.1964314662922,838.3637252300173,719.0775484114033,328.78518181914546,-18.498340009743735,-370.2685586451426,-399.77177686612544,1979.9784456812856,94.28468788958503,134.144
AFRO,2020-04-20,1148918838,-463.4430864607723,119.4207287603002,-2.6124480352643507,-463.4430864607723,-1639.769301752172,-2836.504270948863,-2982.429775167319,-7840.452046675024,-166.81812865266008,29.344
EURO,2020-04-20,935273721,3582.4958345029277,3726.4259915342104,3709.667865702658,3582.4958345029277,3484.8571732506166,3381.4307358538426,3329.249361988549,175965.68662967184,3320.107294899469,3737.431
AMRO,2020-04-20,1026162142,4045.8086755033537,4126.463099920062,4108.253419926006,4065.467576768596,4012.8380234777605,3979.461789256773,3962.9878667801618,142696.54124127317,4077.0440354649472,2851.716
WPRO,2020-04-20,1939733436,-422.28111997050183,275.5897240655882,98.98195665196963,-380.18329323951144,-1018.2390280690546,-1404.1856981112414,-1486.2348063961238,-6904.015997494384,-255.7042962034957,39.572
SEARO,2020-04-20,2040340794,-1977.8157100124204,-1348.0707045771567,-1487.7337133718597,-1977.8157100124204,-3409.9186758085016,-4352.6092893225805,-5051.104981204491,-1195.646499049524,-108.69513627722945,70.715
Other,2020-04-27,44430902,-26.008232729243634,-20.635287511775356,-21.32205623607915,-24.5209659198046,-28.35415209317359,-31.237881786407648,-31.401840737171685,-847.3156470153499,-23.536545750426384,3.25
EMRO,2020-04-27,739378959,360.4346589479398,1013.0174241554691,910.2409695518556,558.7441523537689,101.97211049129132,-221.86739850756996,-346.9411660429493,2416.9584456813072,115.09325931815748,138.287
AFRO,2020-04-27,1148918838,-466.1967012716369,85.06566871279423,-96.89459728322483,-466.1967012716369,-1635.0629830190242,-2747.9137001620516,-2959.454328148087,-11126.42347524645,-236.73241436694576,24.3
EURO,2020-04-27,935273721,2196.091664747281,2326.8298330429507,2311.0067835100594,2203.3021063843416,2120.126552579028,2018.0481309401298,2000.4403175335415,105408.60377252944,1988.8415806137632,2994.574
AMRO,2020-04-27,1026162142,3643.4268514576984,3727.724473060983,3709.078223238243,3668.5233795732183,3612.6040710512475,3581.1212628817693,3580.061322035081,128651.79124127327,3675.765464036379,2920.715
WPRO,2020-04-27,1939733436,-336.2999713215865,359.9794469000623,178.00847965489427,-336.2999713215865,-987.7473893815413,-1497.7049158008201,-1612.5008208873148,-6201.244568922944,-229.67572477492388,38.43
SEARO,2020-04-27,2040340794,-1569.182069818595,-132.16902675906087,-619.2948451789299,-1569.182069818595,-3111.5136791454256,-4458.247915022441,-5085.218230045234,-1195.646499049524,-108.69513627722945,82.571
Other,2020-05-04,44430902,-48.14930085040973,-42.782799903263566,-42.97419228754244,-46.441507641131416,-50.55741042604582,-53.00858262291745,-53.56552146428765,-1614.7659695959965,-44.854610266555454,0.715
EMRO,2020-05-04,739378959,1053.1881988137986,1685.716059359751,1625.8943375233807,1239.463732483188,808.9112358069926,547.6473852385114,477.56389484192255,10507.47634890711,500.35601661462425,140.544
AFRO,2020-05-04,1148918838,-269.04569445668375,330.65150929808374,230.38415645074824,-242.77109600271152,-1483.552588208874,-2575.6751948233423,-3133.101237510296,-8325.047676475335,-177.1286739675603,33.465
EURO,2020-05-04,935273721,2008.644775262454,2125.99317785588,2105.021998287434,2056.795289150286,1946.6100701638375,1866.7937845879187,1864.10236184478,96768.30604595484,1825.817095206695,2192.575
AMRO,2020-05-04,1026162142,4730.522719572728,4792.358676407044,4776.273500326784,4738.24534321877,4688.85790764497,4654.2544595350355,4640.739738218594,165188.48371439142,4719.670963268326,3118.715
WPRO,2020-05-04,1939733436,-258.63313636447236,2825.4303306687757,2161.156915920288,249.72478682045607,-674.2112338677338,-1227.8421680775082,-1383.6177541276259,-6345.560605789322,-235.0207631773823,44.428000000000004
SEARO,2020-05-04,2040340794,1052.3721649678523,2093.6040930165395,1876.7550791751946,1052.3721649678523,-205.32401208924722,-1769.8755439044255,-2359.7967341341414,-834.5578968989851,-75.86889971808955,108.715
Other,2020-05-11,44430902,-48.25324105347736,-42.078498261404725,-43.00082312913829,-46.36837639110521,-50.17874084530127,-52.89035316277214,-54.33157263605945,-1614.7659695959965,-44.854610266555454,1.286
EMRO,2020-05-11,739378959,1130.1357222666038,1893.236961204817,1789.8146217642588,1495.6018988385265,1002.9621548818503,650.2070245824216,630.4029909545098,10367.25634890711,493.6788737574814,145.429
AFRO,2020-05-11,1148918838,-270.58685707975,458.57733516817734,408.32207923667886,-138.79193643094325,-1311.595150810276,-2350.694287449717,-3158.9077309191043,-7993.361962189619,-170.07153111041742,49.002
EURO,2020-05-11,935273721,2068.993558709831,2243.7059095929944,2189.815930522645,2097.0026097533555,1998.6465177359646,1928.0453916621254,1905.7259979157284,97976.70604595503,1848.6170952066987,1717.859
AMRO,2020-05-11,1026162142,4705.926889627777,4776.092977695673,4757.466540498579,4718.584282583258,4666.738882305552,4633.741794061824,4628.732986561464,164206.73371439145,4691.620963268327,3220.999
WPRO,2020-05-11,1939733436,-273.3952357660007,2780.5563588030636,1977.9051338455263,328.90853927335854,-662.191608161717,-1324.9173853596444,-1508.965175859058,-6788.360605789319,-251.4207631773822,31.428
SEARO,2020-05-11,2040340794,1200.5494230636202,2336.437132789576,2112.3125348575613,1200.5494230636202,6.91553003691284,-1347.1625737326594,-2580.334225243097,-834.5578968989851,-75.86889971808955,131.001
Other,2020-05-18,44430902,-47.85351901732595,-41.17652957589937,-41.50737234160622,-46.14662743820296,-49.53048180211495,-52.34341562880263,-52.76931410860197,-1614.7659695959965,-44.854610266555454,0.42899999999999994
EMRO,2020-05-18,739378959,1262.7314054702788,2258.7702331067967,2135.9485232980646,1670.2605095617323,1188.6874193393505,794.4369402615943,730.4038879351289,10656.276348907097,507.441730900338,137.999
AFRO,2020-05-18,1148918838,-248.29316137808212,488.1784414867692,359.25851202025757,-152.94409379704453,-1261.2420758759029,-2551.508140841507,-3109.4438378293453,-5859.561962189627,-124.67153111041759,47.931
EURO,2020-05-18,935273721,1625.9612960465113,1767.2843427175578,1762.2205850511496,1683.8317632222802,1571.4480845082405,1491.968426395734,1489.553745905784,75890.84890309729,1431.9028094924015,1396.0996666666667
AMRO,2020-05-18,1026162142,4515.616351294672,4592.311654840644,4588.826059407547,4532.491677768637,4476.054565147846,4439.794933029111,4433.212720649355,157358.4837143912,4495.956677554034,3213.431
WPRO,2020-05-18,1939733436,38.69963532346923,2825.087361826518,1939.3164266125104,420.9678674269508,-586.6298657805295,-995.7783382635331,-1216.0833533054486,-6326.274891503612,-234.30647746309674,32.714
SEARO,2020-05-18,2040340794,1718.8150620011968,6623.364878307206,4407.3633604979295,1718.8150620011968,217.39074635781043,-1108.8723371019623,-2279.8230125839877,-834.5578968989851,-75.86889971808955,168.23766666666666
Other,2020-05-25,44430902,-47.96112274004041,-41.2897985082022,-42.42419486187019,-46.07951121880088,-49.78207733409371,-51.39701858708172,-52.59840129566036,-1614.7659695959965,-44.854610266555454,0.286
EMRO,2020-05-25,739378959,1658.700137342789,4370.70195153182,3565.075830824101,2500.619947885563,1410.6832704087738,876.3321193856669,764.4935830947526,9546.456348907077,454.59315947176555,166.716
AFRO,2020-05-25,1148918838,-389.2698708006178,800.9106005959891,616.8592540579314,-160.06437039972286,-1202.5770316253268,-2337.573388373542,-3232.562486057848,-6908.333390761049,-146.98581682470316,60.90533333333333
EURO,2020-05-25,935273721,1222.4408690504654,1383.235795180912,1363.1872050801944,1289.8839081896533,1171.2545809517067,1110.624912019136,1083.741402392667,56165.15747452576,1059.7199523495426,1107.7730000000001
AMRO,2020-05-25,1026162142,4457.830746699311,4534.50354662269,4528.903138792575,4474.737738588558,4419.212837727864,4383.665185997938,4379.861445081465,154928.98371439087,4426.542391839739,3187.859
WPRO,2020-05-25,1939733436,-400.8722056476875,3178.1418718369396,2293.97329242161,338.4345948568682,-599.614045067289,-1040.9637857808243,-1455.7735248201107,-7218.046320075038,-267.33504889166807,16.286
SEARO,2020-05-25,2040340794,8830.60866412579,16271.362485466381,16007.354762760559,8830.60866412579,1023.4001118540991,-940.0720183225851,-1547.7448996142182,-834.5578968989851,-75.86889971808955,196
Other,2020-06-01,44430902,-15.669514993370402,-8.82612322939264,-9.095792266715879,-12.532150620153926,-16.703472865834698,-19.440669846097773,-21.21505602966799,-477.83564701535164,-13.2732124170931,0
EMRO,2020-06-01,739378959,4385.424895286452,7425.604403056418,7116.973684501783,5415.089337131413,3169.6028409038067,2435.007342912421,2136.563996628955,29962.853445681296,1426.8025450324426,228.856
AFRO,2020-06-01,1148918838,-126.9097408158122,992.742211536308,946.9934134768689,-47.462277992493796,-1107.754699662414,-2149.73014869197,-2944.083125545214,-748.476570484555,-15.925033414565002,69.33533333333334
EURO,2020-06-01,935273721,1866.469095905839,2061.942406877095,2022.1959084846324,1920.4440062131696,1823.4742052058557,1755.5327104949736,1748.5569680375909,89417.67091538597,1687.125866328037,827.8136666666667
AMRO,2020-06-01,1026162142,4332.147658369852,4426.373079331861,4411.294409069756,4358.739204121698,4294.741037419028,4256.275821067563,4246.310326198375,149085.05790793966,4259.57308308399,3056.143
WPRO,2020-06-01,1939733436,261.2091817676725,2491.425184479012,2369.9984233989235,1059.7398279106062,128.85548718173598,-412.7017947297885,-498.55061325679804,-5148.244568922957,-190.67572477492433,19.596666666666668
SEARO,2020-06-01,2040340794,4036.381113394909,12426.935575293735,8786.057052700951,5174.643410937267,2150.5855092930888,536.0634391800291,144.19042048966742,340.68683428380643,30.97153038943695,266.286
Other,2020-06-08,44430902,-15.691470012346548,-8.81184489306571,-9.091459587098935,-12.323170512057922,-16.311624064958146,-20.054854298418075,-22.03885794318799,-477.83564701535164,-13.2732124170931,0.143
EMRO,2020-06-08,739378959,6537.274005934951,8106.3405973328,7834.71618509852,6537.274005934951,3506.112593055353,2427.0810767809226,2394.5974311973505,31326.353445681292,1491.731116461014,287.429
AFRO,2020-06-08,1148918838,630.7029181102449,1633.9011386577909,1338.4716821104416,630.7029181102449,-540.3983780425057,-1700.481905461245,-2021.4888377537022,2471.6948580868725,52.58925229972069,94.858
EURO,2020-06-08,935273721,1751.5337099130154,1922.6955825375082,1907.2755241169737,1839.884454366975,1711.9650962549024,1636.3948289918067,1616.5104575540943,83231.81377252885,1570.411580613752,652.718
AMRO,2020-06-08,1026162142,4415.479268163514,4505.314585131555,4500.941919020859,4449.487863597505,4375.666946124956,4336.711241997246,4329.132242517832,151704.55790793968,4334.415940226848,3339.858
WPRO,2020-06-08,1939733436,539.1701658289336,2713.998733327417,2332.779928137734,1156.9375614093015,148.98833375105025,-397.0624775470607,-437.35981119330177,-4937.644568922956,-182.8757247749243,11.144
SEARO,2020-06-08,2040340794,4160.378323387217,6950.068334956494,6739.33889295143,4516.005528567797,2034.1772023184826,183.01146318019374,-207.57485415458999,340.68683428380643,30.97153038943695,339.143
Other,2020-06-15,44430902,-15.424609176446074,-6.676887929150113,-8.140877554021928,-12.133560964542188,-15.841582704543768,-19.769685404287753,-21.33873830677677,-477.83564701535164,-13.2732124170931,0.286
EMRO,2020-06-15,739378959,6168.0373758750275,8181.751816453916,7670.289686491659,6168.0373758750275,3578.0808193115554,2651.310878014307,2542.3215377766096,29699.03344568129,1414.2396878895852,377.713
AFRO,2020-06-15,1148918838,1268.2316253166111,2277.6336656550025,2064.9036179080417,1268.2316253166111,317.31040980103865,-408.644728036627,-494.71416709118455,12964.780572372589,275.8463951568636,125.145
EURO,2020-06-15,935273721,1425.8913713065824,1601.8850524469283,1577.0555218707136,1484.4022325365117,1385.8082560930454,1312.8537745750957,1283.8672737620052,65799.35662967127,1241.4972948994578,528.145
AMRO,2020-06-15,1026162142,4464.498861999924,4558.309418522012,4556.450057938749,4493.630244216523,4425.133009215515,4385.700313546926,4377.458725207436,153133.641241273,4375.2468926078,3151.857
WPRO,2020-06-15,1939733436,429.02221430294946,2726.397531728519,2343.8475046154927,1136.0172696632392,39.366571379780694,-493.44400673573386,-511.61973888870335,-5911.187426065824,-218.93286763206757,15.285
SEARO,2020-06-15,2040340794,4068.4840144277255,5890.596634093706,5726.333466763237,4108.147683480861,2070.227860725206,507.71179329357733,321.8717085954131,340.68683428380643,30.97153038943695,432.285
Other,2020-06-22,44430902,-15.158022553045559,-6.8825640361039095,-9.055969569266328,-11.528762891838277,-15.58915330786057,-19.216967237978615,-20.403195737857736,-477.83564701535164,-13.2732124170931,0.572
EMRO,2020-06-22,739378959,7618.198485810818,8662.335234663058,8426.035008819643,7618.198485810818,4243.6468554093335,2924.449295169401,2861.2563502353705,34333.37344568128,1634.922545032442,489.572
AFRO,2020-06-22,1148918838,1364.1827360634538,2547.959474391833,2238.8317344076427,1364.1827360634538,419.80214525388334,-344.14034214331093,-548.1028187272937,16418.60914380116,349.33210944257786,128.002
EURO,2020-06-22,935273721,2027.7127655265276,2183.779241568114,2165.376830950787,2077.4898874752334,1975.3843043607285,1906.227832665334,1887.8093179381033,95784.18424314515,1807.2487593046255,483.568
AMRO,2020-06-22,1026162142,4528.419733509409,4632.458619926133,4622.271589624915,4572.727905324389,4500.297744234588,4449.630567628866,4443.342339233477,155149.39124127274,4432.839749750649,3342.717
WPRO,2020-06-22,1939733436,466.0507072378328,2601.739182245699,2473.4324215403153,1392.0885390414371,222.10485489718488,-389.9961174046564,-437.40966263704973,-6002.2159974943825,-222.30429620349565,15.857999999999999
SEARO,2020-06-22,2040340794,4446.619177753626,7325.961576323809,6758.709006785897,4969.384737517368,2688.376387173213,1625.302247291207,1389.028072380479,340.68683428380643,30.97153038943695,672.857
Other,2020-06-29,44430902,-14.592323712763145,-8.472933772495029,-9.146497797891179,-12.103220606123976,-15.673165168778615,-19.18277252449246,-20.413138870854834,-477.83564701535164,-13.2732124170931,2.429
EMRO,2020-06-29,739378959,7465.182818151055,8440.47485491419,8259.303468776856,7465.182818151055,4027.643876097746,2897.3637054487067,2736.4421239242724,32529.713445681293,1549.0339736038711,492.14
