region,date,population,estimated_daily_excess_deaths_per_100k,estimated_daily_excess_deaths_ci_95_top_per_100k,estimated_daily_excess_deaths_ci_90_top_per_100k,estimated_daily_excess_deaths_ci_50_top_per_100k,estimated_daily_excess_deaths_ci_50_bot_per_100k,estimated_daily_excess_deaths_ci_90_bot_per_100k,estimated_daily_excess_deaths_ci_95_bot_per_100k,estimated_daily_excess_deaths_raw_estimate_per_100k,daily_excess_deaths_per_100k,daily_covid_deaths_per_100k
South Asia,2020-10-12,1918999115,0.4223351284903765,0.6762671192242926,0.6327297336780165,0.5160548016794442,0.371841626020014,0.15082557826566262,0.05136691568605944,1.398679864675902e-4,1.7483498308448776e-5,0.05115015386549566
Sub-Saharan Africa,2020-10-12,1211214422,0.12039333955025688,0.19993169926395613,0.1844350905128733,0.12039333955025688,-0.009583753987943281,-0.10760206664400415,-0.16627693323490275,0.5539331025538041,0.011540272969870917,0.009506574385885244
Europe & Central Asia,2020-10-12,923927595,0.524981046185015,0.5263740495085701,0.5255633697897428,0.524981046185015,0.5228970172129109,0.5216434183929117,0.5215293555225761,30.516414985897363,0.5172273726423282,0.10943952810501346
Middle East & North Africa,2020-10-12,493379661,0.3248784468775935,0.37234722544920845,0.37059780365918216,0.337767027033998,0.3103927003159446,0.2680888837756887,0.2617726764383624,4.400711490590303,0.20955769002810964,0.09882207122437502
East Asia & Pacific,2020-10-12,2362944397,0.021055187940779582,0.1672837407712668,0.15700601159742422,0.054162902713723024,0.017139707418102248,-0.0024022303535341833,-0.019911804353591613,-0.19999468709304608,-0.004877919197391368,0.009286253213515628
North America,2020-10-12,376814276,0.232038682300013,0.2320441883340028,0.23204344206776256,0.232041155598256,0.232038682300013,0.2320380848234853,0.23203781573190357,0.9281649675478165,0.23204124188695413,0.1848579112751025
Other,2020-10-12,3675292,0.18157498686388052,0.3685050260493312,0.3545275328339599,0.2639145030623746,0.15826448021201334,0.11650577407222432,0.09671877477737124,0.9014530885387471,0.1502421814231245,0.06998083417589676
Latin America & Caribbean,2020-10-19,660258572,0.35442548304125093,0.36374454784229965,0.363152443356729,0.3561991175417083,0.3498486697214671,0.34281996568766404,0.34139969510957224,16.453726542945837,0.3357903376111395,0.267817499838533
South Asia,2020-10-19,1918999115,0.39331541306509615,0.6121328872109426,0.575064246572733,0.43919620296547807,0.3218537317209525,0.15011210841236655,0.07350040257561406,1.398679864675902e-4,1.7483498308448776e-5,0.043713308330525204
Sub-Saharan Africa,2020-10-19,1211214422,0.11012970034102627,0.2009396934969569,0.1885493216493702,0.11012970034102627,-0.025208692337832343,-0.1185151747211457,-0.1724348277523768,0.46165263879672114,0.009617763308265023,0.003916069618926648
Europe & Central Asia,2020-10-19,923927595,0.6843971521185461,0.6874855365589594,0.6870770773984686,0.6854169041999113,0.6833279468090477,0.6821495040733688,0.6818785944550815,39.86009088292476,0.6755947607275383,0.1495633432184694
Middle East & North Africa,2020-10-19,493379661,0.323222958339374,0.36985895779760924,0.35812088309634077,0.33457611068095644,0.30445815771656654,0.2679641203677145,0.2616497663442139,4.287723452358219,0.2041773072551533,0.10785669577895307
East Asia & Pacific,2020-10-19,2362944397,0.019926551786988125,0.2037020146108958,0.18463693904269252,0.055120103322083155,0.0193565096628041,0.0010510101604911464,-0.004882958734464129,-0.13078805287048503,-0.0031899525090362205,0.008137601555251492
North America,2020-10-19,376814276,0.28640435754159915,0.28641083407486745,0.28640941334803666,0.2864071537583268,0.28640435754159915,0.2864039356250064,0.2864030741945385,1.1456271561164288,0.2864067890291072,0.18762558773118246
Other,2020-10-19,3675292,0.19204356831726482,0.38709051600873445,0.3533705671003942,0.2755273778544062,0.1701484897059943,0.11372286239431324,0.10262836127507943,0.9014530885387471,0.1502421814231245,0.02720872246341243
Latin America & Caribbean,2020-10-26,660258572,0.3486096386004967,0.36168084139487233,0.36063621311306693,0.3521725637779446,0.3447573711547145,0.3399311824935131,0.33723065993161494,16.26649686469184,0.33196932376922134,0.26149265452727305
South Asia,2020-10-26,1918999115,0.3142059164579005,0.6091172574268897,0.590147059363482,0.42604060559866763,0.2797516546066785,0.1672214804370403,0.0654899354709033,1.398679864675902e-4,1.7483498308448776e-5,0.03628381037580625
Sub-Saharan Africa,2020-10-26,1211214422,0.10970283691142184,0.2066584998101657,0.18797160062319293,0.10970283691142184,-0.02729257439653122,-0.09398839675168728,-0.164830660607885,0.17711177324880356,0.003689828609350074,0.005626088887505007
Europe & Central Asia,2020-10-26,923927595,0.8131366557765399,0.8171433229939695,0.8167035115735248,0.8139274719046067,0.811618059814718,0.8097347340069545,0.8095288863173636,47.29264825463403,0.8015703094005767,0.2216160672200726
Middle East & North Africa,2020-10-26,493379661,0.37318457711830905,0.4249107640123452,0.40649743102095093,0.38090730511632453,0.35071048621712675,0.33482864645450394,0.33180232186391634,5.228439166214942,0.24897329362928294,0.1254615966019726
East Asia & Pacific,2020-10-26,2362944397,0.024070640103089888,0.23761574321033502,0.20602710233532012,0.056254343366021795,0.02102086414653022,0.0017434381922201022,-0.0037892931541706138,-0.1333163754674411,-0.0032516189138400275,0.008736092151050307
North America,2020-10-26,376814276,0.3227692665183729,0.3227765466035684,0.3227757588557097,0.32277234968373836,0.3227692665183729,0.32276922922737783,0.3227685127807616,1.291087219767064,0.322771804941766,0.22891144389656828
Other,2020-10-26,3675292,0.17523959262308444,0.4189962477572631,0.38485063363033417,0.29815135399933335,0.17523959262308444,0.10603969619417568,0.10010552731843489,0.9014530885387471,0.1502421814231245,0.05444465364928827
Latin America & Caribbean,2020-11-02,660258572,0.37002367930195873,0.39304109113535635,0.3870481033160613,0.37146657878213324,0.3642049768945257,0.3578911038794526,0.35718462248206156,17.19760330817273,0.35097149608515776,0.24501219198105315
South Asia,2020-11-02,1918999115,0.3305920182143876,0.549838832855649,0.5362468596705283,0.39871844704418086,0.27629489523254047,0.18164989712757398,0.1355607007176122,8.386193383182392e-4,1.048274172897799e-4,0.030306006680987964
Sub-Saharan Africa,2020-11-02,1211214422,0.1821062941581975,0.3052986618517057,0.279670566269541,0.1821062941581975,0.07481881882563203,0.016226482728280936,0.0032181025457022855,0.4106940262418142,0.008556125546704462,0.004081193148144334
Europe & Central Asia,2020-11-02,923927595,1.133303666951366,1.139031747534615,1.1384146259716177,1.1356462674281507,1.1318862950047561,1.1296004970770193,1.129291361727364,65.93186769428557,1.1174892829539926,0.33677638992912645
Middle East & North Africa,2020-11-02,493379661,0.4897587804714272,0.5458663682944628,0.5405001274768938,0.5134299290220811,0.4791853556781856,0.45748700094842565,0.4531914698097113,7.345649139144232,0.34979281614972535,0.14266052203558507
East Asia & Pacific,2020-11-02,2362944397,0.049412215073138845,0.3359934048001852,0.2438477665084899,0.08987903965785705,0.03794613911077862,0.011926128776446141,0.01036754856204946,0.027671620715077887,6.749175784165339e-4,0.007019124115259493
North America,2020-11-02,376814276,0.48583748378785707,0.48584331437091305,0.48584241005881823,0.48584019596372935,0.4858374561067295,0.48583613175760043,0.48583570665241127,1.9433465974380233,0.4858366493595058,0.2430526278680588
Other,2020-11-02,3675292,0.7939240261187429,1.0740261983945552,1.0499903284126775,0.9351723300914144,0.7939240261187429,0.743195952007331,0.7297840336882537,4.452454680231454,0.7420757800385757,0.10494404254138175
Latin America & Caribbean,2020-11-09,660258572,0.36973540803187305,0.40170602842096803,0.38872665383644084,0.3723452974635607,0.3646909535274182,0.3594662742626177,0.35794408626222696,17.27648149651983,0.3525812550310169,0.23058117903541583
South Asia,2020-11-09,1918999115,0.34812628069581114,0.5638029328500926,0.5449630455725449,0.41554095004229863,0.27357683515463577,0.19747567184771875,0.1421443875884841,8.386193383182392e-4,1.048274172897799e-4,0.0338792756556326
Sub-Saharan Africa,2020-11-09,1211214422,0.20441900522202064,0.32602187868122867,0.296717830363128,0.20441900522202064,0.08877876159117207,0.029939030198491312,0.009944993692366427,0.7833259357198047,0.016319290327495933,0.007076946776976207
Europe & Central Asia,2020-11-09,923927595,1.1744787010812099,1.1798748318277554,1.1796999234838168,1.1770796591680885,1.173479403593708,1.1712250649717393,1.1709793423379065,68.32708321362043,1.158086156163058,0.4515663372950778
Middle East & North Africa,2020-11-09,493379661,0.5229182433145161,0.5840181511911999,0.5801030981261235,0.548100850650702,0.51345663936691055,0.49443026595223566,0.4891641684694697,7.90588301550583,0.37647061978599183,0.15890399665259003
East Asia & Pacific,2020-11-09,2362944397,0.04608291142153884,0.3694106906958353,0.23856260632716994,0.09006287804422665,0.03658974169818345,0.01117561622240507,0.006004107595962178,0.05399592069514928,0.0013169736754914457,0.007424211937560882
North America,2020-11-09,376814276,0.4979997043389207,0.49800569507851095,0.49800486705036856,0.4980023842051181,0.49799965939571805,0.49799855622298234,0.49799796956401476,1.9919950424120898,0.49799876060302245,0.29214843229559595
Other,2020-11-09,3675292,0.8059892776885976,1.0690278615963107,1.0377276918271439,0.943521301085039,0.8059892776885976,0.7448471316246941,0.7382550768700376,4.452454680231454,0.7420757800385757,0.2837325578484648
Latin America & Caribbean,2020-11-16,660258572,0.3707441080320333,0.4003606814666214,0.38872209611317043,0.3744440514182523,0.36850738041128106,0.3616556458560836,0.35886515290434007,17.398421097277737,0.3550698183117905,0.24977259969598697
South Asia,2020-11-16,1918999115,0.3968190446247835,0.54387297660737,0.530339047132394,0.41882668549494373,0.2651618819449895,0.14116060732020286,0.10599581374270209,8.386193383182392e-4,1.048274172897799e-4,0.030037898167555956
Sub-Saharan Africa,2020-11-16,1211214422,0.20759493524219833,0.3413264681844419,0.30975875210578485,0.20759493524219833,0.09134469973107089,0.022651423336956033,8.580643210535215e-4,0.7913650926851459,0.01648677276427387,0.006439982763018982
Europe & Central Asia,2020-11-16,923927595,1.1664022086478176,1.1715269950503788,1.1711935614500377,1.1689213833739194,1.1649413324480369,1.1628495570518258,1.1616136576091003,67.79761067880098,1.1491120454034065,0.5315042029889799
Middle East & North Africa,2020-11-16,493379661,0.49561978726011724,0.5528101128233679,0.5496844634779148,0.5185636974136394,0.4839980613875236,0.4613023874841801,0.4592510474172619,7.4392281892137495,0.3542489613911309,0.16811171306066466
East Asia & Pacific,2020-11-16,2362944397,0.04736244813178933,0.39127324536296204,0.23026774195222327,0.08779453722522376,0.035024973488432656,0.01173631883510467,0.0073584802405139305,0.0035286186617921305,8.606386979980806e-5,0.007133938496987832
North America,2020-11-16,376814276,0.604130080471938,0.6041365261905709,0.6041357362573015,0.6041328564736101,0.6041300463075338,0.6041285957965937,0.6041282632953213,2.4165164166652096,0.6041291041663024,0.35989692704742426
Other,2020-11-16,3675292,0.7933122956975933,1.0888250701221822,1.0658809219856755,0.9514594457257163,0.7933122956975933,0.7445449953167325,0.7403341263205985,4.452454680231454,0.7420757800385757,0.2720872246341243
Latin America & Caribbean,2020-11-23,660258572,0.3767475882028559,0.41229748915074177,0.3944421427509874,0.38182392563676537,0.37523257814574734,0.3687360461548059,0.3671111210960571,17.762066508609102,0.36249115323692044,0.24265402494463942
South Asia,2020-11-23,1918999115,0.3523122269661268,0.5571165748644511,0.5382341273647137,0.42885559462729167,0.27922189916106216,0.18164391030492175,0.050083590704457386,8.386193383182392e-4,1.048274172897799e-4,0.03467583673169125
Sub-Saharan Africa,2020-11-23,1211214422,0.16573719830280487,0.3414750738107161,0.28152051281123186,0.16611942747035588,0.07463283852320282,0.019522861051292018,0.005516720088755392,0.3296230912110518,0.006867147733563579,0.006722921930333488
Europe & Central Asia,2020-11-23,923927595,1.1501854613181226,1.155576711407121,1.1546963116333266,1.1526693102372556,1.1490812546387543,1.1469492617389179,1.1466718943109682,66.80279710330029,1.1322507983610217,0.5921462925890854
Middle East & North Africa,2020-11-23,493379661,0.46021678674197253,0.5128636348026389,0.5103786905043854,0.47494461839931995,0.4438674512199894,0.4269145875492681,0.417811796192601,6.807986116184719,0.3241898150564152,0.16886448020807246
East Asia & Pacific,2020-11-23,2362944397,0.0419403229379497,0.38547631117387404,0.23620379432514418,0.0900916411488467,0.033087867872566165,0.005147573172973443,-0.005286014739932681,-0.04738485794749866,-0.0011557282426219184,0.00833096200866719
North America,2020-11-23,376814276,0.6543632213829791,0.6543698208112512,0.6543690197932515,0.6543660504480637,0.6543632213829791,0.6543618237392206,0.6543615680490317,2.617449052546249,0.6543622631365622,0.4390945633917543
Other,2020-11-23,3675292,0.8020356825372662,1.1204212874815584,1.0978960535068947,0.9509681037724704,0.8020356825372662,0.7479392209526889,0.7404259791720341,4.452454680231454,0.7420757800385757,0.38870380911231006
Latin America & Caribbean,2020-11-30,660258572,0.39351066309986243,0.4268235548178303,0.41324674975328257,0.39788191453812,0.3910842005594252,0.38588504531368883,0.38472131308737817,18.45221531695606,0.3765758227950217,0.25503008539508976
South Asia,2020-11-30,1918999115,0.29385835800735227,0.5377607067674175,0.5213573174639033,0.401101652566974,0.254483025884956,0.1583725174228565,0.08860890863548042,8.386193383182392e-4,1.048274172897799e-4,0.03192883181710066
Sub-Saharan Africa,2020-11-30,1211214422,0.20864153936112884,0.3815565368695978,0.3585229171847886,0.2118770168919979,0.1081397949671427,0.042822473230840076,0.040892741855700764,1.024840327368713,0.021350840153514856,0.009919218085400241
Europe & Central Asia,2020-11-30,923927595,1.123537771349177,1.1296727236939725,1.1294359691053852,1.1268906705601776,1.1231727030772314,1.121009600380698,1.120652271222733,65.26528330215504,1.1061912424094074,0.6127103498840729
Middle East & North Africa,2020-11-30,493379661,0.39581840207381414,0.4531067811728464,0.43957709566783987,0.4083382010885692,0.38334194297798757,0.3585067341327119,0.34956975919270605,5.795885214035857,0.2759945340017075,0.1580065133653736
East Asia & Pacific,2020-11-30,2362944397,0.03486798871134484,0.426320458812814,0.21109351551201766,0.07572098628635575,0.034005383365026,-0.005964126331448362,-0.015053219036794258,0.08631878997388112,0.002105336340826369,0.0094857500787819
North America,2020-11-30,376814276,0.7728206970417324,0.7728282074618709,0.7728273812071423,0.7728246444400723,0.7728206970417324,0.7728185433903849,0.7728181656941341,3.091286119771817,0.7728215299429543,0.46646693396510275
Other,2020-11-30,3675292,0.7741165262942343,1.0162318054310715,1.0079671210798047,0.9007391451485552,0.7741165262942343,0.7312473690370529,0.7242445630619003,4.452454680231454,0.7420757800385757,0.37703126717550606
Latin America & Caribbean,2020-12-07,660258572,0.47464925804734726,0.500534697083378,0.49079521431945133,0.4753675002540368,0.46897356343072655,0.46472617800234006,0.4631913411999293,22.164405008173166,0.4523347960851667,0.2700457177858495
South Asia,2020-12-07,1918999115,0.2508342059209444,0.4758419794066193,0.4696304104342349,0.3657137772482704,0.22606034516456974,0.10407180618448919,0.08326004423829056,-0.001223746083541186,-1.5296826044264826e-4,0.032211739712032124
Sub-Saharan Africa,2020-12-07,1211214422,0.2456685500495407,0.40485148699639834,0.3593443155064208,0.2456685500495407,0.13350809947845171,0.07242310953638016,0.05929857434627617,1.7702893281775571,0.036881027670365774,0.012242918950316133
Europe & Central Asia,2020-12-07,923927595,1.0847262313524357,1.0898921900501202,1.089656294367192,1.0870225322674791,1.0833573206180642,1.0813327752029158,1.0805241812228603,62.87442074758947,1.065668148264228,0.615880078784745
Middle East & North Africa,2020-12-07,493379661,0.355923981354435,0.406836843739768,0.39680508348316135,0.3682209408389815,0.34269727558114427,0.32459233541151566,0.32261812333062095,5.283527410630501,0.25159654336335713,0.13232345222272954
East Asia & Pacific,2020-12-07,2362944397,0.04462183298990055,0.42697089411429645,0.224372303282835,0.07747279956945861,0.04278450273034011,0.0020858904956514673,-0.0033163523509130415,0.4171655005206568,0.010174768305381872,0.0094857500787819
North America,2020-12-07,376814276,0.9296683370111226,0.929676439295203,0.9296748672464688,0.9296721196776312,0.9296679639459304,0.929665843403038,0.9296656404785588,3.7186763231447437,0.9296690807861859,0.6173181718837001
Other,2020-12-07,3675292,0.7185878281121765,0.9453341443555053,0.9287355808491929,0.82973203747798,0.7185878281121765,0.6768493242281111,0.6727252739534799,4.059069215453991,0.6765115359089984,0.39648550373684593
Latin America & Caribbean,2020-12-14,660258572,0.5067762639605973,0.5315614739742586,0.5225832262393351,0.5091385066085681,0.5011228244825722,0.4964004016996851,0.4949866122583345,23.717142642806056,0.4840233192409399,0.28731183212870126
South Asia,2020-12-14,1918999115,0.2306970350352211,0.4269217886840606,0.42161375639724863,0.31680149450854905,0.19648319578471105,0.09221751142574404,0.05481897305102527,-0.001223746083541186,-1.5296826044264826e-4,0.027380314867940937
Sub-Saharan Africa,2020-12-14,1211214422,0.27225656565145007,0.4517038183422329,0.4328272571808523,0.3000172734796179,0.17359526875316036,0.11140963812987545,0.09861194775207303,2.2628292267583126,0.04714227555746484,0.017066920294646227
Europe & Central Asia,2020-12-14,923927595,1.0178448333086514,1.0234092698581836,1.0229938740549092,1.0199325526000134,1.0160923940124957,1.0120065310663682,1.0119038136444638,58.933481136252425,0.9988725616313971,0.6187712144261694
Middle East & North Africa,2020-12-14,493379661,0.3303174362084104,0.37907207692356354,0.3764062955992671,0.3485549118962264,0.3196419906186238,0.30160702805720724,0.29882936360507273,4.914428287997636,0.2340203946665541,0.11428480834762257
East Asia & Pacific,2020-12-14,2362944397,0.045124916357730194,0.36760876966155415,0.21272714360459377,0.07931742559765252,0.041053055471489526,0.008414881842642184,0.004795256641057934,0.39783126889687564,0.0097032016804116,0.010700844265359156
North America,2020-12-14,376814276,0.929554784370849,0.9295631381418337,0.9295613850020957,0.9295584739208391,0.9295544587728385,0.929552281107768,0.929551805262635,3.7182213813276537,0.9295553453319134,0.7029988428570048
Other,2020-12-14,3675292,0.739593453516181,1.0171639102253482,0.9918741293639328,0.8742066065974669,0.739593453516181,0.6958236112324175,0.6860127749262954,4.059069215453991,0.6765115359089984,0.3692767812734335
Latin America & Caribbean,2020-12-21,660258572,0.5658572472054134,0.5867025549560698,0.5825267483900708,0.5688180571768154,0.5616388542337551,0.5553796033865925,0.5551722818902098,26.701208406665607,0.5449226205441962,0.3236618335036171
South Asia,2020-12-21,1918999115,0.22375822463983974,0.43504552758058096,0.4123662863238669,0.31886096805063585,0.18263025321083803,0.07516358015909586,0.0426792186213353,-0.001223746083541186,-1.5296826044264826e-4,0.025578802833371814
Sub-Saharan Africa,2020-12-21,1211214422,0.30471480417456054,0.4799071486694251,0.46685831758990504,0.32751984645504534,0.21683787763964774,0.1575186026420751,0.14707930270745645,4.101871303252251,0.08545565215108858,0.021454417589489367
Europe & Central Asia,2020-12-21,923927595,0.9911966814713243,0.9972359463589985,0.9967230167990191,0.9936609296605131,0.9896407140974245,0.9857577416712421,0.9849987097261109,57.46552793238234,0.973991998853938,0.6303213619244699
Middle East & North Africa,2020-12-21,493379661,0.2860890080153048,0.33441497443898466,0.33000053653407613,0.3008810915309886,0.2788855474968002,0.2557140339472746,0.25219366340638844,4.1877830118762915,0.1994182386607758,0.09433485747196214
East Asia & Pacific,2020-12-21,2362944397,0.045667863208456554,0.3573864246522541,0.18784655720298116,0.07444969973210813,0.03967163366789663,0.012617019786029617,0.004423946903679318,0.4494883697993888,0.010963130970716798,0.01204911974913475
North America,2020-12-21,376814276,0.9695291486577926,0.9695371938856348,0.9695351614247358,0.9695328861509238,0.9695286948638155,0.9695262877140087,0.9695256116611235,3.878118265307253,0.9695295663268132,0.7563407709107072
Other,2020-12-21,3675292,0.7261935817594856,0.981976020744958,0.959667479932254,0.83594468087352,0.7261935817594856,0.6861932994551158,0.6819179342265214,4.059069215453991,0.6765115359089984,0.23323316895637133
Latin America & Caribbean,2020-12-28,660258572,0.6626452211410372,0.6806614583967788,0.6773122010047498,0.6665656185181537,0.6589011096843719,0.6518669588279865,0.6512840040402678,31.311480142121667,0.6390097988188095,0.3258462807204569
South Asia,2020-12-28,1918999115,0.22999623479245235,0.43648556732613725,0.42269390074942387,0.29730670702063894,0.15896243050564868,0.02928101825312664,0.02637579430999201,-0.001223746083541186,-1.5296826044264826e-4,0.022087347340960083
Sub-Saharan Africa,2020-12-28,1211214422,0.37595309544742384,0.5264191695386817,0.5082609875537689,0.377970446356685,0.2656141830955535,0.20876612652285548,0.17348403706722568,5.636670918255041,0.11743064413031339,0.02892031283953784
Europe & Central Asia,2020-12-28,923927595,0.9931175072241204,0.9987998855820701,0.9979800150563447,0.9953131391307322,0.9920433478035118,0.9813263888928856,0.981058770866216,57.79117662265542,0.9795114681806004,0.5658914213943355
Middle East & North Africa,2020-12-28,493379661,0.2753756746459231,0.3208083348958622,0.31689417448941865,0.29294714309703473,0.2666957265481372,0.23960599554738332,0.233808145197487,3.7919265493608547,0.18056793092194542,0.08703824538077179
East Asia & Pacific,2020-12-28,2362944397,0.05292233770982774,0.6893576447119802,0.19577510862805098,0.08318324741942244,0.04298987458832447,0.023841246928182246,0.005997339824364621,0.46001302089173757,0.01121982977784726,0.013349023379495121
North America,2020-12-28,376814276,1.0766515655076287,1.0766588925880276,1.0766574484766889,1.0766551069094892,1.0766511220744468,1.0766486657882663,1.0766478861747533,4.306608044658902,1.0766520111647255,0.6850287169056196
Other,2020-12-28,3675292,0.7371645359309171,0.9852712723788779,0.9631547430333817,0.8411258217974004,0.7355972848235042,0.694927000500518,0.6872049138337154,4.059069215453991,0.6765115359089984,0.2098880850827635
Latin America & Caribbean,2021-01-04,660258572,0.8460748740397809,0.863096055671751,0.8610678812256441,0.8530268652517016,0.8438589923884566,0.8379388480474703,0.8366344448808005,40.355397126237726,0.8235795331885252,0.3670858816203298
South Asia,2021-01-04,1918999115,0.22117919466589203,0.412771210809375,0.3910475764349158,0.28138650112784774,0.16536682268809577,0.06691798873341853,0.006602845215062711,-7.343274753364007e-4,-9.179093441705008e-5,0.018640654766534377
Sub-Saharan Africa,2021-01-04,1211214422,0.48580642897762105,0.5760547018602894,0.557064394765691,0.48580642897762105,0.32667263508517563,0.26672751157367663,0.2232012833445029,7.46822690806939,0.15558806058477895,0.03972418023272183
Europe & Central Asia,2021-01-04,923927595,0.6789087247057882,0.6830465338737681,0.6827358767892487,0.6800001365610913,0.6776737460673637,0.6756695785952785,0.6753176348562623,39.57046260408094,0.6706858068488294,0.5850181366214092
Middle East & North Africa,2021-01-04,493379661,0.2318563769220066,0.30228243392411835,0.292416318436894,0.2572428127571262,0.22340346186805232,0.19230293055193595,0.18731812873971013,2.9095169466883046,0.13854842603277642,0.08839886085210959
East Asia & Pacific,2021-01-04,2362944397,0.04270386633834695,0.21621248323774758,0.17129764085310717,0.06681998571164528,0.025447541256364184,-0.015191660825335976,-0.02867594904851655,0.3115047956101457,0.0075976779417108705,0.0139777305136478
North America,2021-01-04,376814276,0.9290372812299064,0.9290458664281426,0.9290429527408577,0.9290405002975085,0.9290368595253888,0.929034602186294,0.9290329681234264,3.716149441003913,0.9290373602509783,0.8036547957116147
Other,2021-01-04,3675292,0.3647869969284221,0.6112296627068576,0.5806033942433928,0.47238988734321397,0.3647869969284221,0.31680962171650884,0.30077991067395077,1.75578679125703,0.2926311318761716,0.13993445962933013
Latin America & Caribbean,2021-01-11,660258572,1.040684810273409,1.059150168238695,1.057474448618993,1.0477089322607849,1.0360342867479677,1.0290385294555147,1.027046344166167,49.690340931650624,1.0140885904418495,0.45897609338421436
South Asia,2021-01-11,1918999115,0.1799609855324239,0.4368824084416011,0.4317611290721264,0.27771701991487874,0.1506478358102116,0.05896917801833061,-0.005449799853250233,-7.343274753364007e-4,-9.179093441705008e-5,0.015878850470444326
Sub-Saharan Africa,2021-01-11,1211214422,0.49718158833058584,0.5959167642768262,0.5701661345807819,0.49718158833058584,0.35090003469306746,0.2897836726232851,0.25116252683621193,8.792611968697795,0.18317941601453738,0.051235684510368217
Europe & Central Asia,2021-01-11,923927595,0.6196300985763098,0.6226248000253917,0.6216112626493705,0.6200851823489407,0.6179143677959711,0.6166831449554918,0.6162830175495014,36.165594168731936,0.6129761723513888,0.5923161110909345
Middle East & North Africa,2021-01-11,493379661,0.2208576930658294,0.4633536786633216,0.31825300173575716,0.2476715241795285,0.2146750173663024,0.18597971758324133,0.1824883226449216,2.9269274738716233,0.13937749875579158,0.0769622321338455
East Asia & Pacific,2021-01-11,2362944397,0.0487657136092311,0.13693115350575505,0.12238582453311941,0.07582484625432788,0.03306259855697481,-0.003228928067173204,-0.009549514021719196,0.30691911246822295,0.007485832011420073,0.014352559477513597
North America,2021-01-11,376814276,0.9244567846813782,0.9244668010964321,0.9244652530203866,0.9244598015503183,0.9244557990906966,0.924453463481615,0.9244521156611745,3.697825395592613,0.9244563488981532,0.8923305761377257
Other,2021-01-11,3675292,0.3699355200050731,0.6619894949246973,0.6346367109810256,0.47901060909399695,0.36852508030596837,0.3030781992320981,0.3026751196077921,1.75578679125703,0.2926311318761716,0.13215276500479417
Latin America & Caribbean,2021-01-18,660258572,1.1039326358020267,1.1242097801167066,1.123615098111558,1.112091268515638,1.100715336646208,1.0949751825272898,1.0903202947371466,52.874853417869005,1.0790786411810003,0.5003456433731844
South Asia,2021-01-18,1918999115,0.16993786248695833,0.42278416586404316,0.3921427602379166,0.26477959527532646,0.1432406870079431,0.04064056578210472,-0.009141065611065076,-7.343274753364007e-4,-9.179093441705008e-5,0.013563633144249783
Sub-Saharan Africa,2021-01-18,1211214422,0.39774721693908033,0.5666704264419771,0.5657470297485274,0.43788246353012655,0.3249936145034627,0.2181483968795822,0.21090386737663194,7.1530768580197845,0.14902243454207886,0.05878397640149632
Europe & Central Asia,2021-01-18,923927595,0.6873601091111637,0.6900524563154431,0.6891739799730778,0.687754654910302,0.6852751639794299,0.6838748581450262,0.6829784151768166,40.218437003600776,0.6816684237898437,0.6350376405848123
Middle East & North Africa,2021-01-18,493379661,0.2171112688356349,0.3350475097259881,0.2987232004740916,0.25217343921178814,0.21057887388545132,0.18131572072441712,0.17286687425091454,2.844394683773493,0.13544736589397585,0.08434518746811495
East Asia & Pacific,2021-01-18,2362944397,0.05716960069964921,0.17112358450826465,0.15414829153651538,0.09172738460093721,0.038036541561005666,0.01144114232528625,-0.003505128699775512,0.33844052000870434,0.008254646829480594,0.019291947816408986
North America,2021-01-18,376814276,0.8407474714648797,0.840754318557448,0.8407528438964796,0.8407505751642187,0.8407469015161864,0.8407429497287742,0.8407419376665679,3.3629882182149955,0.8407470545537489,0.9281572442334961
Other,2021-01-18,3675292,0.3678382039461306,0.6889195280119781,0.6616736590966256,0.5161995843389223,0.3678382039461306,0.310949095142967,0.3060476194457312,1.75578679125703,0.2926311318761716,0.14771615425386608
Latin America & Caribbean,2021-01-25,660258572,0.944574722766404,0.9566026317888321,0.9534267024462225,0.9446264716836946,0.9340007167264809,0.9271195398877772,0.9257426211077999,44.774669550307905,0.9137687663328146,0.5653201879217707
South Asia,2021-01-25,1918999115,0.19207578853129254,0.4251507594748124,0.41230371730161297,0.26676387431885107,0.15465518114417845,0.05207886115563998,-0.006661178404670188,-7.343274753364007e-4,-9.179093441705008e-5,0.012037525092865924
Sub-Saharan Africa,2021-01-25,1211214422,0.33162787851896885,0.5169372810413156,0.5059175477514167,0.37346728360932563,0.2584435059711013,0.16481379447008873,0.1539388862400014,3.9038232282253884,0.08132965058802893,0.05965665425341179
Europe & Central Asia,2021-01-25,923927595,0.619480474817155,0.621477033066295,0.6212110923375833,0.6195033852937136,0.6176235243466937,0.616360214451407,0.6163096983299352,36.2709595680628,0.6147620265773356,0.6394284608416745
Middle East & North Africa,2021-01-25,493379661,0.25045140173372876,0.29642283842718686,0.2872530169777582,0.25355967968332227,0.21403989578793248,0.19037662613050346,0.1851124199659247,3.0442407816044295,0.14496384674306806,0.08758832885897987
East Asia & Pacific,2021-01-25,2362944397,0.04865775176702655,0.16833033250902582,0.13676819600720683,0.076369285702249,0.03642829617935282,0.006337976792216694,-0.017499782435673978,0.19673877968911052,0.0047985068216856224,0.018530144025221428
