region,date,population,cumulative_estimated_daily_excess_deaths,cumulative_estimated_daily_excess_deaths_ci_95_top,cumulative_estimated_daily_excess_deaths_ci_90_top,cumulative_estimated_daily_excess_deaths_ci_50_top,cumulative_estimated_daily_excess_deaths_ci_50_bot,cumulative_estimated_daily_excess_deaths_ci_90_bot,cumulative_estimated_daily_excess_deaths_ci_95_bot,cumulative_estimated_daily_excess_deaths_raw_estimate,cumulative_daily_excess_deaths,cumulative_daily_covid_deaths
South Asia,2020-01-27,1877243630,26606.010894618004,26606.010894618004,26606.010894618004,26606.010894618004,-1862.2554122000438,-10599.52321013688,-12361.470732981039,16.287934467652633,2.035991808456579,0
Sub-Saharan Africa,2020-01-27,1165571063,15868.350648163065,20910.4509891199,16834.703473249217,15868.350648163065,1665.728333166948,-6066.700854057913,-7594.198715420993,6159.363757275665,128.32007827657637,0
Europe & Central Asia,2020-01-27,925895167,-6320.092814124662,-5831.745327742639,-5867.2242432469775,-6183.740380522327,-354267.60723368166,-354267.60723368166,-354267.60723368166,-354267.60723368166,-6004.535715825113,0
Middle East & North Africa,2020-01-27,472721233,-1214.009261964517,-158.11894960335567,-258.15181184831556,-560.485727588924,-17508.93470550739,-17508.93470550739,-17508.93470550739,-17508.93470550739,-833.7587955003519,0
East Asia & Pacific,2020-01-27,2400504322,-34303.723007504064,-27951.59013660458,-29046.531327459943,-34303.723007504064,-1550219.7727130349,-1550219.7727130349,-1550219.7727130349,-1550219.7727130349,-39749.22494135987,0
North America,2020-01-27,371050850,-1389.7889098213898,-1389.459707460757,-1389.4698386437776,-1389.608788321314,-5557.903003935511,-5557.903003935511,-5557.903003935511,-5557.903003935511,-1389.4757509838778,0
Other,2020-01-27,17189,-0.281008218633939,0.6017325970702897,0.4090739404347367,0.06959345049103888,-0.30710844376400714,-0.6014950485996933,-0.6331973168845129,0,0,0
Latin America & Caribbean,2020-02-03,655680793,-62.220777607269326,547.3216980762154,471.3089714631873,129.31512496758296,-6094.1389882790245,-6094.1389882790245,-6094.1389882790245,-6094.1389882790245,-141.7241625181167,0
South Asia,2020-02-03,1877243630,31789.796304217314,37456.073681415226,31789.796304217314,31789.796304217314,-5106.523626397488,-19420.378494492685,-21519.274056491122,14.513948282729022,1.8142435353411277,0
Sub-Saharan Africa,2020-02-03,1165571063,20022.66650865717,34798.74976149231,34798.74976149231,34798.74976149231,2298.51632458647,-7006.380989994693,-9676.094908205394,34798.74976149231,724.9739533644233,0
Europe & Central Asia,2020-02-03,925895167,-13296.933102576613,-12537.578050439008,-12631.481701462684,-13182.14746542477,-763643.3022732458,-763643.3022732458,-763643.3022732458,-763643.3022732458,-12943.106818190605,0
Middle East & North Africa,2020-02-03,472721233,-1087.1329512549896,312.84531699380284,113.75118782452371,-314.0097953426263,-14124.09168576169,-14124.09168576169,-14124.09168576169,-14124.09168576169,-672.5757945600806,0
East Asia & Pacific,2020-02-03,2400504322,-28643.999828656713,-19852.957899094494,-20596.039901087803,-27859.097217904622,-1382492.9106136998,-1382492.9106136998,-1382492.9106136998,-1382492.9106136998,-35448.53616958205,343
North America,2020-02-03,371050850,-2315.061435918136,-2314.6096839488278,-2314.625788390624,-2314.7857689806633,-9258.543679357826,-9258.543679357826,-9258.543679357826,-9258.543679357826,-2314.6359198394566,0
Other,2020-02-03,17189,-0.32541485359491373,0.7201077001423195,0.4825592753406561,0.07588694883735114,-0.3692316250973735,-0.724537938698704,-0.7682848678663214,0,0,0
Latin America & Caribbean,2020-02-10,655680793,-86.71223737008238,726.5165096658864,598.2428624503422,141.18301750770104,-9001.262176340508,-9001.262176340508,-9001.262176340508,-9001.262176340508,-209.33167851954659,0
South Asia,2020-02-10,1877243630,37921.892877974766,48341.11904445208,37921.892877974766,37921.892877974766,-5977.299208589511,-25941.744268988758,-32590.02569400461,12.739962097805412,1.5924952622256765,0
Sub-Saharan Africa,2020-02-10,1165571063,22525.793883883984,44294.13576570884,44294.13576570884,44294.13576570884,1488.6731585062857,-7914.116136512584,-11873.93501275271,44294.13576570884,922.7944951189343,0
Europe & Central Asia,2020-02-10,925895167,-19503.875599456023,-18609.120147044454,-18715.11270064544,-19463.761921498466,-1124225.9973128117,-1124225.9973128117,-1124225.9973128117,-1124225.9973128117,-19054.677920556132,0
Middle East & North Africa,2020-02-10,472721233,-1273.2193603057935,308.2625457202796,81.76879875256111,-407.97686040426663,-19716.39866601603,-19716.39866601603,-19716.39866601603,-19716.39866601603,-938.8761269531443,0
East Asia & Pacific,2020-02-10,2400504322,-33316.60415135838,-21499.363884278227,-22990.86190638538,-30205.19841396027,-1621854.2830000466,-1621854.2830000466,-1621854.2830000466,-1621854.2830000466,-41586.00725641145,929.999
North America,2020-02-10,371050850,-3648.4212809670526,-3647.9096691671066,-3647.9147095731073,-3648.112126111927,-14591.85102144676,-14591.85102144676,-14591.85102144676,-14591.85102144676,-3647.96275536169,0
Other,2020-02-10,17189,-0.3899202227049135,0.8340181373012292,0.5910883728262093,0.05633164037066858,-0.45118509908787385,-0.8206183482003495,-0.9074164404163615,0,0,0
Latin America & Caribbean,2020-02-17,655680793,-354.0602779609622,584.3909307609109,476.7900806734325,-84.45994757254643,-22420.452031068664,-22420.452031068664,-22420.452031068664,-22420.452031068664,-521.4058611876433,0
South Asia,2020-02-17,1877243630,45516.7991953674,53122.81396215784,48134.85116140495,45516.7991953674,-8000.744447041583,-39020.18403870875,-47319.021545965676,10.965975912881802,1.3707469891102253,0
Sub-Saharan Africa,2020-02-17,1165571063,25630.637213069404,56957.521769925756,56957.521769925756,56957.521769925756,-75.74684465158278,-10127.302524978675,-14268.934860055897,56957.521769925756,1186.6150368734534,0
Europe & Central Asia,2020-02-17,925895167,-28348.522197233495,-27415.4310667705,-27473.91939388021,-28348.522197233495,-1644157.8590190448,-1644157.8590190448,-1644157.8590190448,-1644157.8590190448,-27867.082356254996,1.001
Middle East & North Africa,2020-02-17,472721233,-1020.6249423333276,639.7579137075817,597.6123669306992,-227.95003235824197,-17051.85564627038,-17051.85564627038,-17051.85564627038,-17051.85564627038,-811.9931260128753,0
East Asia & Pacific,2020-02-17,2400504322,-44089.70397386436,-28997.910040824554,-30012.734903200326,-39720.59914604289,-2090688.7468156153,-2090688.7468156153,-2090688.7468156153,-2090688.7468156153,-53607.40376450295,1783.999
North America,2020-02-17,371050850,-4320.1140397493145,-4319.534580219149,-4319.561329224797,-4319.781327592896,-17278.49169686909,-17278.49169686909,-17278.49169686909,-17278.49169686909,-4319.622924217272,0
Other,2020-02-17,17189,-0.4320812670258683,0.9503783700926189,0.7095947076074492,0.0673641112655684,-0.531098772885309,-0.9548442982209655,-1.0851136909268648,0,0,0
Latin America & Caribbean,2020-02-24,655680793,-1193.4609050851404,-40.28420213962467,-189.28405676873808,-883.5189984727317,-55658.15282367743,-55658.15282367743,-55658.15282367743,-55658.15282367743,-1294.3756470622657,0
South Asia,2020-02-24,1877243630,52780.7930408917,60515.12079071719,52780.7930408917,52780.7930408917,-11051.907729558441,-49597.397365023375,-61551.035695495746,9.191989727958191,1.1489987159947739,0
Sub-Saharan Africa,2020-02-24,1165571063,22276.177312533633,40156.907774142535,40156.907774142535,40156.907774142535,-4570.448219399754,-16880.64392174869,-21147.628897462553,40156.907774142535,836.6022452946363,0
Europe & Central Asia,2020-02-24,925895167,-36704.637723692606,-35453.58109052925,-35578.066820807246,-36627.88842263421,-2134286.091422839,-2134286.091422839,-2134286.091422839,-2134286.091422839,-36174.34053259049,8.001
Middle East & North Africa,2020-02-24,472721233,-928.1479465170299,1004.6260109969343,862.3548199884457,-112.57409260655423,-17614.817055443742,-17614.817055443742,-17614.817055443742,-17614.817055443742,-838.8008121639878,11.998
East Asia & Pacific,2020-02-24,2400504322,-53498.05206982378,-34864.46724558608,-36796.883491510016,-48658.106924811975,-2503171.247674806,-2503171.247674806,-2503171.247674806,-2503171.247674806,-64183.87814550785,2524.004
North America,2020-02-24,371050850,-4245.951702634346,-4245.298211256579,-4245.344383183051,-4245.594972575694,-16981.71146833742,-16981.71146833742,-16981.71146833742,-16981.71146833742,-4245.427867084355,0
Other,2020-02-24,17189,-0.5193837624416685,1.0690337604239986,0.7563718168362291,0.06920342478293819,-0.6390622856328889,-1.0913551576296658,-1.2440116228058453,0,0,0
Latin America & Caribbean,2020-03-02,655680793,-572.5461881980723,765.7124730288316,704.3464534110052,-197.92402965390556,-28186.45415526045,-28186.45415526045,-28186.45415526045,-28186.45415526045,-655.4989338432662,0
South Asia,2020-03-02,1877243630,47283.94770370603,55420.02502776997,48588.24915424949,47283.94770370603,-21442.857918683178,-56214.04782189783,-85533.20814411606,1.279446573013268,0.1599308216266585,0
Sub-Saharan Africa,2020-03-02,1165571063,23226.835255158534,62052.81525061617,62052.81525061617,62052.81525061617,-7468.065995404525,-23948.773447409454,-25352.398819106107,62052.81525061617,1292.766984387837,0
Europe & Central Asia,2020-03-02,925895167,-43541.21441341845,-42175.5566550796,-42647.24069945112,-43541.21441341845,-2529523.2296196464,-2529523.2296196464,-2529523.2296196464,-2529523.2296196464,-42873.27507829909,55.00599999999999
Middle East & North Africa,2020-03-02,472721233,907.0630188641795,15443.570423975612,15443.570423975612,15443.570423975612,92.93010698586066,-706.3132791860301,-1287.6845521813916,15443.570423975612,735.4081154274102,65.99600000000001
East Asia & Pacific,2020-03-02,2400504322,-72850.02350299839,-53468.41580103779,-56873.74291988949,-69972.82695950514,-3192322.596491564,-3192322.596491564,-3192322.596491564,-3192322.596491564,-81854.42555106575,2868.999
North America,2020-03-02,371050850,-4006.1768116992644,-4005.4596776109506,-4005.594785728096,-4005.8018387204,-16022.472492416327,-16022.472492416327,-16022.472492416327,-16022.472492416327,-4005.618123104082,5.999
Other,2020-03-02,17189,-0.6039338742509088,1.2032943600519785,0.8660735422236789,0.054058943522499306,-0.7467097199074088,-1.2060332806502467,-1.326031911881116,0,0,0
Latin America & Caribbean,2020-03-09,655680793,69.8710067995582,1781.43116861021,1682.4307036809048,659.7898191704422,-252.70635823611642,-1155.7478483478303,-1315.6532252745326,-49.68882017687838,-1.1555539576016685,1.001
South Asia,2020-03-09,1877243630,41623.27862484028,49793.78968542457,49145.41250846971,41623.27862484028,-30982.760047628788,-67654.16156739951,-105444.1411956432,-6.633096581931655,-0.8291370727414569,0
Sub-Saharan Africa,2020-03-09,1165571063,21318.979965022692,73369.52272708957,73369.52272708957,73369.52272708957,-12559.272605599368,-32041.61854501381,-43073.29062414037,73369.52272708957,1528.531723481033,0
Europe & Central Asia,2020-03-09,925895167,-40985.04339298827,-39570.93848461631,-40063.94164698751,-40985.04339298827,-2375234.367816454,-2375234.367816454,-2375234.367816454,-2375234.367816454,-40258.20962400769,527.016
Middle East & North Africa,2020-03-09,472721233,4710.381326511132,85826.51790339497,85826.51790339497,85826.51790339497,3574.909710731145,2236.4457715785406,2054.924904100413,85826.51790339497,4086.9770430188073,243.999
East Asia & Pacific,2020-03-09,2400504322,-81556.15210051964,-61860.018124468756,-67780.62988951709,-79986.32593405517,-3442032.9148408696,-3442032.9148408696,-3442032.9148408696,-3442032.9148408696,-88257.254226688965,3108.994
North America,2020-03-09,371050850,-3743.0028155506798,-3742.2211904614774,-3742.334577302801,-3742.625804595278,-14969.633516495298,-14969.633516495298,-14969.633516495298,-14969.633516495298,-3742.4083791238245,23.002
Other,2020-03-09,17189,-0.6936589011337991,1.3408930505847083,0.9874570004897436,0.07722904810242984,-0.832700640039171,-1.3449504314089926,-1.3874812281066866,0,0,0
Latin America & Caribbean,2020-03-16,655680793,18.434010620500995,1982.4931815750806,1982.4931815750806,1982.4931815750806,-414.9938887175194,-1445.1225400890514,-1573.717093261473,1982.4931815750806,46.104492594769475,8.008
South Asia,2020-03-16,1877243630,42173.019012061886,58437.18069405973,45093.61808860745,42173.019012061886,-38058.13026310518,-88937.12406791898,-118375.19519549285,-14.545639736876577,-1.8182049671095721,2.002
Sub-Saharan Africa,2020-03-16,1165571063,19551.04380461931,76334.23020356348,76334.23020356348,76334.23020356348,-20475.387921311678,-44936.70476415653,-59516.1229039402,76334.23020356348,1590.2964625742393,0
Europe & Central Asia,2020-03-16,925895167,-25178.596692552394,-23318.64775591331,-23670.555932518007,-25149.69066536355,-1456447.1060132566,-1456447.1060132566,-1456447.1060132566,-1456447.1060132566,-24685.544169716213,2835.0280000000002
Middle East & North Africa,2020-03-16,472721233,10390.073564507617,194552.9453828148,194552.9453828148,194552.9453828148,8827.348672592932,7142.558740452951,6634.747249569822,194552.9453828148,9264.42597061023,873.999
East Asia & Pacific,2020-03-16,2400504322,-93496.69113166278,-72182.0607762882,-78901.06109173833,-93496.69113166278,-3835243.65405479,-3835243.65405479,-3835243.65405479,-3835243.65405479,-98339.58087319974,3260.992
North America,2020-03-16,371050850,-2347.4288404951735,-2346.5870193355504,-2346.611960935385,-2347.036647145159,-9387.194540574215,-9387.194540574215,-9387.194540574215,-9387.194540574215,-2346.798635143554,101.003
Other,2020-03-16,17189,-0.7823531960145643,1.4094931623303282,1.135186103908913,0,-0.9410411152226683,-1.470982070633252,-1.5211670603738727,0,0,0
Latin America & Caribbean,2020-03-23,655680793,2642.6454786004942,119878.17518332506,119878.17518332506,119878.17518332506,2040.6602953340148,845.9027502465192,766.0625241435591,119878.17518332506,2787.864539147095,118.02
South Asia,2020-03-23,1877243630,34808.00875297858,54345.18838337323,43356.98475749099,34808.00875297858,-47852.686493085894,-107839.70499985448,-139503.47721710426,-22.4581828918215,-2.8072728614776876,21.006999999999998
Sub-Saharan Africa,2020-03-23,1165571063,17437.23697875844,57324.53768003726,57324.53768003726,57324.53768003726,-32137.432962882714,-62546.15360182638,-73569.83836659498,57324.53768003726,1194.2612016674432,10.002999999999998
Europe & Central Asia,2020-03-23,925895167,4729.524306021158,320570.2925420735,320570.2925420735,320570.2925420735,2862.429290850125,1851.7401163887432,1464.6281939047192,320570.2925420735,5433.394788848704,10485.047999999999
Middle East & North Africa,2020-03-23,472721233,12260.75783853738,230405.59286223413,230405.59286223413,230405.59286223413,10208.026416597993,8372.965301865077,8271.002672782213,230405.59286223413,10971.694898201626,1887.011
East Asia & Pacific,2020-03-23,2400504322,-90904.47038795304,-71385.89558041061,-77570.31650029994,-90904.47038795304,-3663066.0017302707,-3663066.0017302707,-3663066.0017302707,-3663066.0017302707,-93924.76927513514,3452.995
North America,2020-03-23,371050850,3700.3458597589865,14804.04443534683,14804.04443534683,14804.04443534683,3700.268887695928,3699.717351379092,3699.495839223101,14804.04443534683,3701.0111088367075,819
Other,2020-03-23,17189,-0.8304354408855041,1.448251565446278,1.2047454539703726,0,-1.063434559110348,-1.5844262662837718,-1.7145830262628181,0,0,0
Latin America & Caribbean,2020-03-30,655680793,8521.359448295114,379235.2571850761,379235.2571850761,379235.2571850761,7725.582676566271,6338.501789835267,6240.135575413249,379235.2571850761,8819.424585699444,497.02099999999996
South Asia,2020-03-30,1877243630,22843.558510432205,48085.06934348567,38879.09253235406,22843.558510432205,-65298.08948108295,-129160.416921446,-156695.20332099526,-30.370726046766425,-3.796340755845803,69.013
Sub-Saharan Africa,2020-03-30,1165571063,14290.618752883149,41226.50450298589,31515.3181327976,14290.618752883149,-40719.011772245256,-82136.122977655,-96256.96771590888,12366.045156511198,257.62594076065017,53.025
Europe & Central Asia,2020-03-30,925895167,47432.681138646214,2794198.331097404,2794198.331097404,2794198.331097404,45193.780031053095,43829.63888349078,43748.78088654886,2794198.331097404,47359.29374741363,28139.055
Middle East & North Africa,2020-03-30,472721233,14204.071873641933,267646.7603416535,267646.7603416535,267646.7603416535,11976.900123169105,10145.225189527608,9280.415724865852,267646.7603416535,12745.083825793023,2974.02
East Asia & Pacific,2020-03-30,2400504322,-96779.16239786286,-81277.29175287024,-81695.432843459,-96779.16239786286,-3749077.11156447,-3749077.11156447,-3749077.11156447,-3749077.11156447,-96130.18234780693,3727.01
North America,2020-03-30,371050850,19545.12503033966,78183.28341126766,78183.28341126766,78183.28341126766,19544.992837160964,19544.37985776659,19544.17071962294,78183.28341126766,19545.820852816916,4396.994000000001
Other,2020-03-30,17189,-0.8950187772834336,1.4634715333600579,1.2752306862475586,0,-1.1353948572803938,-1.7619037997936222,-1.8753808498950737,0,0,0
Latin America & Caribbean,2020-04-06,655680793,14725.915093233205,656776.8542405906,656776.8542405906,656776.8542405906,13853.602472722474,12231.607578176892,12101.395145086013,656776.8542405906,15273.880331176528,1603.021
South Asia,2020-04-06,1877243630,12531.381080098925,38483.237021734254,34591.32608840122,12531.381080098925,-83497.42765647137,-149581.61244850824,-168258.0163623767,-41.7877853307436,-5.22347316634295,217.021
Sub-Saharan Africa,2020-04-06,1165571063,11231.470857617613,42747.029698695624,31971.488887230465,11231.470857617613,-51740.56790249418,-96206.11296237858,-117581.00907931023,-21489.66543153158,-447.7013631569077,124.04699999999998
Europe & Central Asia,2020-04-06,925895167,88787.09792734186,5147267.939330159,5147267.939330159,5147267.939330159,85992.00650455736,84605.8290223541,83921.72515768734,5147267.939330159,87241.82948017218,54509.056000000004
Middle East & North Africa,2020-04-06,472721233,16774.65154000027,313258.06040171813,313258.06040171813,313258.06040171813,13943.632508960463,11889.756013188105,11286.875605871197,313258.06040171813,14917.05049531991,4316.0250000000005
East Asia & Pacific,2020-04-06,2400504322,-102291.50041723838,-86805.94790829503,-87867.42711547861,-102291.50041723838,-3841425.4026889917,-3841425.4026889917,-3841425.4026889917,-3841425.4026889917,-98498.08724843568,4050.025
North America,2020-04-06,371050850,42964.34942571391,171860.21529041472,171860.21529041472,171860.21529041472,42964.10833224955,42963.44869042429,42963.24865857803,171860.21529041472,42965.05382260368,15026.998000000001
Other,2020-04-06,17189,-1.0669042122896135,1.531622727163408,1.281676907815701,0,-1.2812900628504873,-2.0553597983816143,-2.154763015286283,0,0,0
Latin America & Caribbean,2020-04-13,655680793,21011.021977562203,937768.4846294384,937768.4846294384,937768.4846294384,20022.4699789578,17997.45056783685,17900.320102595604,937768.4846294384,21808.56940998694,3669.05
South Asia,2020-04-13,1877243630,359.14801464332936,29468.26167220419,26402.6850886302,359.14801464332936,-102601.0717521771,-175657.26630386335,-181182.18949119322,-53.204844614720784,-6.650605576840098,519.015
Sub-Saharan Africa,2020-04-13,1165571063,9172.345732458081,44250.35853283858,39284.968896677216,9172.345732458081,-65835.65609211885,-119617.0940012599,-138389.9777218574,-60510.17601957403,-1260.6286670744585,191.07899999999998
Europe & Central Asia,2020-04-13,925895167,124132.0898929366,7122442.547562912,7122442.547562912,7122442.547562912,120694.11147888338,119331.52141509464,118239.50477610457,7122442.547562912,120719.36521293072,83179.089
Middle East & North Africa,2020-04-13,472721233,19232.244411837266,352143.4804617827,352143.4804617827,352143.4804617827,15816.419490375149,13139.80881815005,12901.694203821922,352143.4804617827,16768.737164846796,5564.034000000001
East Asia & Pacific,2020-04-13,2400504322,-107940.35841443148,-89503.38842622626,-92822.31067098002,-107940.35841443148,-3947539.9138135137,-3947539.9138135137,-3947539.9138135137,-3947539.9138135137,-101218.97214906444,4555.033
North America,2020-04-13,371050850,65261.37194258353,261048.3471695614,261048.3471695614,261048.3471695614,65261.03615137888,65260.41870968907,65260.130054318455,261048.3471695614,65262.08679239035,30887.003
Other,2020-04-13,17189,-1.2321179379955587,1.604852288061678,1.2903490191531704,0,-1.4035029648016972,-2.232802571129485,-2.506386630968848,0,0,0
Latin America & Caribbean,2020-04-20,655680793,29144.165081372797,1296909.7483516189,1296909.7483516189,1296909.7483516189,27850.994584409993,25681.484379632846,25467.882840055277,1296909.7483516189,30160.691822130673,6829.067
South Asia,2020-04-20,1877243630,-9384.123960915844,22288.58561181312,13072.860334160587,-64.62190389869797,-122522.45482763945,-200878.6580097774,-210285.0394543107,-64.62190389869797,-8.077737987337246,934.0169999999999
Sub-Saharan Africa,2020-04-20,1165571063,6944.406534313331,47584.62434330128,41290.88366835196,6944.406534313331,-120583.48660761656,-143555.20027723472,-163439.26327075646,-120583.48660761656,-2512.1559709920116,339.087
Europe & Central Asia,2020-04-20,925895167,149192.11626146908,8492241.755795663,8492241.755795663,8492241.755795663,145117.85263322762,143237.5424326433,141821.17155287458,8492241.755795663,143936.3009456892,109347.105
Middle East & North Africa,2020-04-20,472721233,20032.158608295573,367433.72052184737,367433.72052184737,367433.72052184737,16109.947632778285,13770.741598736959,13056.618232175922,367433.72052184737,17496.843834373685,6503.042
East Asia & Pacific,2020-04-20,2400504322,-113800.11721663689,-92731.35879612318,-97868.08981433194,-113800.11721663689,-4053063.9649380352,-4053063.9649380352,-4053063.9649380352,-4053063.9649380352,-103924.71704969322,6321.042
North America,2020-04-20,371050850,85644.19035707891,342579.67904870847,342579.67904870847,342579.67904870847,85643.80195900887,85643.20266322486,85642.80947881585,342579.67904870847,85644.91976217712,47435.003000000004
Other,2020-04-20,17189,-1.3984165295143387,1.6645991228708779,1.3569108586250027,0,-1.5429458934421698,-2.4155742738103956,-2.795182957540258,0,0,0
Latin America & Caribbean,2020-04-27,655680793,39122.41032732097,1736832.9620738006,1736832.9620738006,1736832.9620738006,37570.8588716579,35359.90046732503,35014.67970215354,1736832.9620738006,40391.464234274434,11880.078
