continent_alt,date,population,estimated_daily_excess_deaths,estimated_daily_excess_deaths_ci_95_top,estimated_daily_excess_deaths_ci_90_top,estimated_daily_excess_deaths_ci_50_top,estimated_daily_excess_deaths_ci_50_bot,estimated_daily_excess_deaths_ci_90_bot,estimated_daily_excess_deaths_ci_95_bot,estimated_daily_excess_deaths_raw_estimate,daily_excess_deaths,daily_covid_deaths
"W. Europe, NA, and Aus/NZ",2021-11-01,1062311981,5147.203033754322,5183.418892051967,5179.457523259654,5156.246787268129,5125.206086662893,5109.6047604231,5102.94288701736,234813.08505557766,5104.632283816905,2936.1440000000002
"W. Europe, NA, and Aus/NZ",2021-11-08,1062311981,5389.846695210402,5431.931708952819,5425.671328074215,5403.813666150789,5376.265894423865,5356.845316739219,5352.227946688388,246158.1307698633,5351.263712388332,2971.1903333333335
"W. Europe, NA, and Aus/NZ",2021-11-15,1062311981,5422.814227754234,5457.9781636005355,5456.415559681807,5443.116249800552,5417.961666883583,5400.926970140931,5400.728704507981,248246.53076986334,5396.663712388334,3115.569
"W. Europe, NA, and Aus/NZ",2021-11-22,1062311981,5573.110516330856,5601.750167197379,5600.885566007114,5587.597666001602,5562.337691311039,5546.509285174851,5544.07707022072,254792.33076986342,5538.963712388335,3226.857
"W. Europe, NA, and Aus/NZ",2021-11-29,1062311981,6349.142116340644,6395.096774803401,6392.7159918727,6373.087414522833,6348.238275282424,6339.659432969277,6335.03396111519,290217.3250555777,6309.072283816906,3074.714
"W. Europe, NA, and Aus/NZ",2021-12-06,1062311981,6138.539722938465,6182.3506832003695,6182.103305351708,6162.512626505382,6138.539722938465,6126.121331258105,6121.5733952712935,280382.07706786646,6095.262544953618,3945.453666666667
"W. Europe, NA, and Aus/NZ",2021-12-13,1062311981,5398.273483488422,5442.563985843835,5441.375638720973,5421.908672502949,5398.273483488422,5385.441874371617,5377.784592033749,246236.53992500922,5352.968259239331,3654.429
"W. Europe, NA, and Aus/NZ",2021-12-20,1062311981,5076.3359549308525,5155.511863824114,5152.218474786776,5110.652928737679,5076.3359549308525,5063.154005086789,5062.093400715389,231067.44849643786,5023.205402096475,3719.4063333333334
"W. Europe, NA, and Aus/NZ",2021-12-27,1062311981,4547.748417402331,4635.403066490268,4619.130540977058,4585.772447462522,4535.49340694623,4494.990597966933,4486.52287959729,204943.6542107236,4455.296830667904,3523.3106666666667
"W. Europe, NA, and Aus/NZ",2022-01-03,1062311981,4827.79558794971,5093.140665542925,5050.676595024659,4827.79558794971,4342.664442536358,4128.1298023194495,3894.312667551306,159122.80191516137,3459.191345981769,3390.9990000000003
"W. Europe, NA, and Aus/NZ",2022-01-10,1062311981,5749.066242806081,5974.910645267964,5953.41567707877,5749.066242806081,4853.353582194387,4514.584179568851,4436.833957766212,163467.39239129832,3553.638965028224,3841.5699999999997
"W. Europe, NA, and Aus/NZ",2022-01-17,1062311981,6153.688559298905,6585.634721399558,6371.592896807544,6153.688559298905,5304.346826809021,5075.024838838984,4885.722473767727,178840.15429606082,3887.829441218714,4365.1449999999995
"W. Europe, NA, and Aus/NZ",2022-01-24,1062311981,6877.114154131572,7079.569710193823,7007.195924998212,6877.114154131572,5952.499330260795,5683.304460594597,5518.138677608906,205043.7257246318,4457.472298361561,4786
"W. Europe, NA, and Aus/NZ",2022-01-31,1062311981,7095.230486197733,7416.928559702958,7255.385624675141,7095.230486197733,5665.285499135306,5256.038598290319,5183.723886761947,164345.25187498057,3572.722866847404,5251.093666666667
"W. Europe, NA, and Aus/NZ",2022-02-07,1062311981,5929.441093771295,6607.1992357424315,6403.297124604902,5929.441093771295,4916.482645537307,4433.916711498822,4285.280458479923,122519.46259846247,2663.466578227445,5466.9783333333335
"W. Europe, NA, and Aus/NZ",2022-02-14,1062311981,3990.7259287677903,4461.225067909688,4347.077354033301,4020.6503275668106,3577.1627164872234,3157.117710841166,3047.1292036690247,71084.34478144805,1545.3118430749576,5354.713
"W. Europe, NA, and Aus/NZ",2022-02-21,1062311981,3211.239305327001,7869.687240474579,6338.188285029584,4029.0525305206293,2999.6026149714185,2585.228168946727,2555.3748797403014,-4675.224664963667,-101.635318803558,4562.43
"W. Europe, NA, and Aus/NZ",2022-02-28,1062311981,2407.1602327530477,7092.048380357166,6224.5146890499655,3385.3600494852303,2384.4293471445267,1744.7303546683836,1555.9406930208336,-20086.192812368943,-436.6563654862814,4194.951666666667
"W. Europe, NA, and Aus/NZ",2022-03-07,1062311981,1886.0475642470471,7296.397384423805,4724.623133336367,2878.2523957165386,1886.0475642470471,1234.041718405378,1088.8751772356654,-17705.477717798418,-384.90168951735694,3334.158
