continent_alt,date,population,estimated_daily_excess_deaths,estimated_daily_excess_deaths_ci_95_top,estimated_daily_excess_deaths_ci_90_top,estimated_daily_excess_deaths_ci_50_top,estimated_daily_excess_deaths_ci_50_bot,estimated_daily_excess_deaths_ci_90_bot,estimated_daily_excess_deaths_ci_95_bot,estimated_daily_excess_deaths_raw_estimate,daily_excess_deaths,daily_covid_deaths
W. Europe,2020-08-10,530152257,1615.0707114880654,1615.1849113268638,1615.180686236869,1615.0781590850518,1614.9603986735583,1614.8632291339834,1614.8326944092853,66217.8189440655,1615.0687547333048,130.6
W. Europe,2020-08-17,530152257,979.4490154013976,979.5673664365999,979.5520886269578,979.4606749615602,979.3358796449676,979.2657798373298,979.2543448029485,40157.04751549469,979.4401833047486,153.85999999999999
W. Europe,2020-08-24,530152257,661.1249399219766,661.2807555490685,661.248645141387,661.1609670174232,661.0347405172885,660.9414262380972,660.9192752060127,27106.04465835116,661.1230404475892,155.43
W. Europe,2020-08-31,530152257,461.45004463661934,461.64956337079616,461.59585769911274,461.506451245803,461.3700812430865,461.2928701143175,461.25346615278744,18919.281801208548,461.44589759045243,151.715
W. Europe,2020-09-07,530152257,1015.1653497569034,1015.3763714070222,1015.3106496192166,1015.2185696582826,1015.0766883917208,1015.0067387127241,1014.9975810486918,41621.421401822605,1015.1566195566488,185.428
W. Europe,2020-09-14,530152257,1109.3126755598614,1109.5042560533145,1109.4836499744376,1109.3601564775734,1109.2247933524222,1109.145834612381,1109.1271092379795,45481.27854468023,1109.2994766995178,191.572
W. Europe,2020-09-21,530152257,669.8286572125586,670.014926329122,669.9768747330609,669.8898195934423,669.7483430239113,669.6601059699548,669.6422755886862,27462.24711610903,669.8109052709519,321.573
W. Europe,2020-09-28,530152257,968.6275749206267,968.7771086437675,968.7587485938259,968.6568039023196,968.5356910942296,968.4497987285556,968.4237654552182,39713.74997325154,968.6280481280863,375.144
W. Europe,2020-10-05,530152257,929.1717097830041,929.3318944090114,929.321555891825,929.2121124747378,929.0818597544255,928.9942690854277,928.9643181497411,38096.270372637104,929.1773261618805,439
W. Europe,2020-10-12,530152257,1580.2415840223814,1580.3844254570035,1580.3458759275654,1580.2852356465887,1580.1406096927385,1580.0612462492456,1580.004490477932,64789.61322978,1580.2344690190243,584.8580000000001
