custom_regions,date,population,cumulative_estimated_daily_excess_deaths,cumulative_estimated_daily_excess_deaths_ci_95_top,cumulative_estimated_daily_excess_deaths_ci_90_top,cumulative_estimated_daily_excess_deaths_ci_50_top,cumulative_estimated_daily_excess_deaths_ci_50_bot,cumulative_estimated_daily_excess_deaths_ci_90_bot,cumulative_estimated_daily_excess_deaths_ci_95_bot,cumulative_estimated_daily_excess_deaths_raw_estimate,cumulative_daily_excess_deaths,cumulative_daily_covid_deaths
Latin America and Caribbean,2021-08-02,658737988,1922265.0472229614,1959677.8660803225,1959262.5187888702,1941486.1477162538,1901178.5735864446,1882054.943148615,1879584.5106870085,83475935.3640668,1739081.9867513918,1358102.8696666667
Asia,2021-08-02,4678110154,6782772.2641697535,9384542.427356247,9221308.900570925,7625810.122838116,5753821.89063416,3485251.6901102862,3133538.7182353544,16854445.67495965,337088.9134991929,900571.4946666666
Oceania,2021-08-02,43430556,-14439.54173287262,-3087.45189164521,-3734.9710018147643,-8654.869019249476,-14439.54173287262,-16302.572314197765,-17301.267261333367,-234935.22671551417,-10214.575074587572,1569.9996666666666
European Union,2021-08-02,447045744,831519.6004289017,831519.6004289017,831519.6004289017,831519.6004289017,831519.6004289017,831519.6004289017,831519.6004289017,22451029.211580347,831519.6004289017,746231.29
North America,2021-08-02,370982987,724358.4129086046,724358.4129086046,724358.4129086046,724358.4129086046,724358.4129086046,724358.4129086046,724358.4129086046,1448716.8258172092,724358.4129086046,636888.007
Latin America and Caribbean,2021-08-09,658737988,1950008.1488497527,1987835.5904898932,1987307.4756297758,1969445.6357031001,1928771.83881501,1909079.954344409,1906493.8864051485,84584199.09812199,1762170.814544208,1374392.8636666667
Asia,2021-08-09,4678110154,6963859.793050567,9640068.620262397,9455149.466158899,7836716.373604742,5922721.841994621,3627108.7170006405,3254552.2998812455,18251463.740211226,365029.27480422455,933222.5046666666
Oceania,2021-08-09,43430556,-14398.836042730352,-2986.561592041803,-3612.5461695897325,-8679.7283832109,-14398.836042730352,-16354.27480348976,-17332.438457093827,-237846.39109036443,-10341.147438711498,1664.9966666666667
European Union,2021-08-09,447045744,838886.0911724764,838886.0911724764,838886.0911724764,838886.0911724764,838886.0911724764,838886.0911724764,838886.0911724764,22649924.461656865,838886.0911724764,747874.6333333333
North America,2021-08-09,370982987,738352.1452389372,738352.1452389372,738352.1452389372,738352.1452389372,738352.1452389372,738352.1452389372,738352.1452389372,1476704.2904778745,738352.1452389372,640578.008
Latin America and Caribbean,2021-08-16,658737988,1979078.2939116855,2017858.1482569037,2016390.8050193586,1998923.214255114,1957500.8220518627,1937546.5548869055,1934964.0944378155,85770034.83217718,1786875.725670358,1389395.8726666667
Asia,2021-08-16,4678110154,7144122.098203692,9886918.25316595,9770587.989628147,8045753.5754089495,6085736.659278143,3766859.960027015,3367223.2665431746,19759363.805462807,395187.27610925614,967067.5326666667
Oceania,2021-08-16,43430556,-14424.34488175195,-2851.9521507471527,-3512.0161699592354,-8513.480684002872,-14424.34488175195,-16401.39762214495,-17388.085377695774,-240504.09546521463,-10456.69980283542,1811.0026666666668
European Union,2021-08-16,447045744,846117.1819160511,846117.1819160511,846117.1819160511,846117.1819160511,846117.1819160511,846117.1819160511,846117.1819160511,22845163.91173338,846117.1819160511,749715.6333333333
North America,2021-08-16,370982987,755755.6775692698,755755.6775692698,755755.6775692698,755755.6775692698,755755.6775692698,755755.6775692698,755755.6775692698,1511511.3551385396,755755.6775692698,645806.007
Latin America and Caribbean,2021-08-23,658737988,2007582.5804161932,2047046.34483856,2045169.1054739815,2026712.0888817026,1985132.2654334167,1965552.5056231024,1962843.4394935837,86918756.96623237,1810807.4367965076,1404641.3826666668
Asia,2021-08-23,4678110154,7325834.870422839,10117651.837451162,10034412.97420901,8254168.76284408,6231058.008361245,3903078.2835054854,3488267.737455653,21459127.87071439,429182.55741428776,998878.5426666667
Oceania,2021-08-23,43430556,-14560.633351126788,-2826.1401116571415,-3533.8420411284656,-8536.845793291799,-14560.633351126788,-16557.973711462935,-17524.961500392015,-245770.45984006496,-10685.672166959346,1978.0086666666666
European Union,2021-08-23,447045744,852397.272659626,852397.272659626,852397.272659626,852397.272659626,852397.272659626,852397.272659626,852397.272659626,23014726.361809902,852397.272659626,752462.6503333333
North America,2021-08-23,370982987,775422.0098996024,775422.0098996024,775422.0098996024,775422.0098996024,775422.0098996024,775422.0098996024,775422.0098996024,1550844.0197992048,775422.0098996024,653462.005
Latin America and Caribbean,2021-08-30,658737988,2034963.9955561482,2075222.0884708453,2072957.921135776,2053607.6748219924,2012252.8754281404,1992437.330808374,1989603.5065253775,88037674.30028756,1834118.214589324,1418623.3646666666
Asia,2021-08-30,4678110154,7492312.982297297,10419761.165155211,10217745.255954148,8440191.71147807,6336380.014694954,4032201.48759262,3589585.0349581745,23037396.935965966,460747.93871931935,1028034.5366666666
Oceania,2021-08-30,43430556,-14616.20803998165,-2719.830093654997,-3471.3715715524504,-8453.130219652368,-14616.20803998165,-16626.23896808139,-17622.299924372564,-249275.02421491517,-10838.04453108327,2157.0126666666665
European Union,2021-08-30,447045744,859085.0434032006,859085.0434032006,859085.0434032006,859085.0434032006,859085.0434032006,859085.0434032006,859085.0434032006,23195296.171886418,859085.0434032006,755580.6463333333
North America,2021-08-30,370982987,796194.1422299349,796194.1422299349,796194.1422299349,796194.1422299349,796194.1422299349,796194.1422299349,796194.1422299349,1592388.2844598698,796194.1422299349,663110.007
Latin America and Caribbean,2021-09-06,658737988,2058453.4986747052,2099465.0045277784,2097804.7952725296,2077357.7454677292,2035640.2481639863,2014919.661249289,2012236.605134023,88957190.55047178,1853274.8031348288,1432180.3696666667
Asia,2021-09-06,4678110154,7655587.617701804,10708390.442816228,10388423.876881428,8614183.349191502,6449947.359404437,4155526.204229417,3687502.362510706,24595329.958206795,491906.5991641359,1055157.5486666667
Oceania,2021-09-06,43430556,-14801.439592347337,-2771.757378817409,-3518.8991578264004,-8558.9774724678009,-14801.439592347337,-16821.423675126178,-17801.861731388275,-255084.03031019555,-11090.610013486763,2327.007666666667
European Union,2021-09-06,447045744,871421.5984478506,871421.5984478506,871421.5984478506,871421.5984478506,871421.5984478506,871421.5984478506,871421.5984478506,23528383.158091966,871421.5984478506,758932.6383333333
North America,2021-09-06,370982987,817217.4745602675,817217.4745602675,817217.4745602675,817217.4745602675,817217.4745602675,817217.4745602675,817217.4745602675,1634434.949120535,817217.4745602675,673262.002
Latin America and Caribbean,2021-09-13,658737988,2079938.138542645,2121800.0934700374,2120300.08560979,2098551.320270476,2056590.717907497,2035015.8539287073,2032866.39261138,89792159.600656,1870669.9916803334,1443959.3676666666
Asia,2021-09-13,4678110154,7810793.71040911,10970230.728963945,10539187.36482669,8769766.087984543,6599213.5392138045,4272509.57615059,3777351.859737003,26073186.980447624,521463.7396089524,1078409.5606666666
Oceania,2021-09-13,43430556,-14899.120104533169,-2498.8658251485003,-3460.9506899787157,-8564.482073742287,-14899.120104533169,-16938.40940783143,-17904.720887023726,-258939.87640547586,-11258.255495890255,2462.7516666666666
European Union,2021-09-13,447045744,881832.4134925005,881832.4134925005,881832.4134925005,881832.4134925005,881832.4134925005,881832.4134925005,881832.4134925005,23809475.164297514,881832.4134925005,762397.6383333333
North America,2021-09-13,370982987,837499.8068906001,837499.8068906001,837499.8068906001,837499.8068906001,837499.8068906001,837499.8068906001,837499.8068906001,1674999.6137812003,837499.8068906001,686849.002
Latin America and Caribbean,2021-09-20,658737988,2098836.2823418225,2141839.641649354,2140077.252292631,2117290.266562807,2075076.6212309138,2052958.7052383665,2051168.9599981226,90515210.25084022,1885733.5468925047,1455345.8616666666
Asia,2021-09-20,4678110154,7961698.576568109,11207855.461238135,10679965.661134696,8923456.914712608,6732210.666121726,4378984.465008545,3864191.658680039,27473336.839644972,549466.7367928994,1098172.5626666667
Oceania,2021-09-20,43430556,-14985.044710446244,-2226.7763339003245,-3238.466712192386,-8688.087798666505,-14985.044710446244,-17065.703431196493,-17990.11339782579,-263831.64250075625,-11470.94097829375,2630.7586666666666
European Union,2021-09-20,447045744,890910.2285371505,890910.2285371505,890910.2285371505,890910.2285371505,890910.2285371505,890910.2285371505,890910.2285371505,24054576.170503065,890910.2285371505,766189.6503333333
North America,2021-09-20,370982987,856526.1392209327,856526.1392209327,856526.1392209327,856526.1392209327,856526.1392209327,856526.1392209327,856526.1392209327,1713052.2784418655,856526.1392209327,701246.007
Latin America and Caribbean,2021-09-27,658737988,2116001.6401279084,2159977.436445227,2157436.158078033,2134616.4212409942,2091469.775094332,2069271.1890306897,2067708.8771069732,91161780.10102445,1899203.7521046759,1465865.8536666667
Asia,2021-09-27,4678110154,8103098.372745575,11427321.33892774,10808959.428228877,9054639.750457948,6835621.913983355,4483723.981581851,3940542.423581266,28792415.69884232,575848.3139768464,1113610.5656666667
Oceania,2021-09-27,43430556,-14780.394114958835,-1629.190083736017,-3005.436644532816,-8561.206289858585,-14780.394114958835,-16933.29710047052,-17803.113696052427,-262751.2285960367,-11423.966460697246,2834.759666666667
European Union,2021-09-27,447045744,901038.2235818006,901038.2235818006,901038.2235818006,901038.2235818006,901038.2235818006,901038.2235818006,901038.2235818006,24328032.036708616,901038.2235818006,770193.6573333333
North America,2021-09-27,370982987,874566.2715512653,874566.2715512653,874566.2715512653,874566.2715512653,874566.2715512653,874566.2715512653,874566.2715512653,1749132.5431025305,874566.2715512653,716053.002
Latin America and Caribbean,2021-10-04,658737988,2127887.4497933662,2172695.905474861,2169643.5088995504,2146693.744382949,2102558.9540774,2080372.749388546,2078855.561216173,91578290.08364223,1907881.0434092132,1475476.8606666666
Asia,2021-10-04,4678110154,8219631.571662597,11625815.32992097,10925268.012381805,9156618.034745893,6912417.89764726,4567823.128225144,4007171.6903520194,29418171.43058667,588363.4286117334,1127106.5446666668
Oceania,2021-10-04,43430556,-14796.668104003487,-1417.378839463504,-3061.241226551449,-8414.991107346104,-14796.668104003487,-17012.39483169508,-17837.622863137753,-265421.2081465965,-11540.052528112892,3055.7636666666667
European Union,2021-10-04,447045744,912169.4820673108,912169.4820673108,912169.4820673108,912169.4820673108,912169.4820673108,912169.4820673108,912169.4820673108,24628576.015817393,912169.4820673108,774449.6573333333
North America,2021-10-04,370982987,889120.6038815979,889120.6038815979,889120.6038815979,889120.6038815979,889120.6038815979,889120.6038815979,889120.6038815979,1778241.2077631957,889120.6038815979,729677.998
Latin America and Caribbean,2021-10-11,658737988,2138134.390940349,2183581.6087588924,2179772.873011879,2156297.063436798,2111665.981520321,2090056.7031302934,2088521.665519544,91936285.66626002,1915339.2847137505,1484297.0123333333
Asia,2021-10-11,4678110154,8335208.02356741,11784142.173658332,11029893.634564664,9245284.16511259,6991991.215200346,4654236.486516819,4075572.6192384143,30115510.16233102,602310.2032466204,1138354.5576666666
Oceania,2021-10-11,43430556,-14791.939024002353,-1276.7559536605813,-3091.6205412075915,-8111.6578124505095,-14791.939024002353,-17002.798507193034,-17838.848180293993,-267761.8276971564,-11641.818595528539,3240.759666666667
European Union,2021-10-11,447045744,926616.7005528209,926616.7005528209,926616.7005528209,926616.7005528209,926616.7005528209,926616.7005528209,926616.7005528209,25018650.914926168,926616.7005528209,779500.6683333333
North America,2021-10-11,370982987,902442.1362119304,902442.1362119304,902442.1362119304,902442.1362119304,902442.1362119304,902442.1362119304,902442.1362119304,1804884.2724238608,902442.1362119304,740744.998
Latin America and Caribbean,2021-10-18,658737988,2145910.8037971733,2192175.8306141696,2187407.424859826,2163761.976040137,2118893.045265181,2097376.728089594,2095927.9261714246,92193496.44887781,1920697.8426849546,1491011.2
Asia,2021-10-18,4678110154,8450498.717588121,11894709.150366655,11128206.833795622,9360011.981600508,7067411.121695624,4736715.117708295,4143490.0241949065,30761670.894075368,615233.4178815073,1148571.5476666666
Oceania,2021-10-18,43430556,-14533.57400193061,-928.2271633387952,-2807.6754243587425,-7800.768064298988,-14533.57400193061,-16731.106252305424,-17351.40293065471,-266384.2672477163,-11581.924662944188,3458.7606666666666
European Union,2021-10-18,447045744,944921.7190383312,944921.7190383312,944921.7190383312,944921.7190383312,944921.7190383312,944921.7190383312,944921.7190383312,25512886.41403494,944921.7190383312,785294.6873333333
North America,2021-10-18,370982987,914838.468542263,914838.468542263,914838.468542263,914838.468542263,914838.468542263,914838.468542263,914838.468542263,1829676.937084526,914838.468542263,753343.997
Latin America and Caribbean,2021-10-25,658737988,2152834.1742123887,2199838.1866899906,2194151.0243494324,2170496.6511795726,2125618.340520142,2103880.065145953,2102251.0862493883,92424872.83149561,1925518.1839894918,1497284.2010000001
Asia,2021-10-25,4678110154,8570313.859216426,12021978.182261623,11227906.46575778,9489298.593003092,7140357.258111956,4817367.065521296,4210577.803284419,31384695.625819717,627693.9125163943,1159178.5496666667
Oceania,2021-10-25,43430556,-14379.446634381238,-691.7484252792685,-2648.7443827136617,-7592.235265790826,-14379.446634381238,-16737.350879247293,-17132.306121266167,-266867.86679827614,-11602.950730359833,3608.7566666666667
European Union,2021-10-25,447045744,964952.1375238413,964952.1375238413,964952.1375238413,964952.1375238413,964952.1375238413,964952.1375238413,964952.1375238413,26053707.713143717,964952.1375238413,792120.6813333334
North America,2021-10-25,370982987,926573.9544560947,926870.4605884034,926829.1367599237,926649.5604062483,926464.6887521989,926358.7034523004,926332.6669199539,1852289.9540336796,926144.9770168398,764990.996
Latin America and Caribbean,2021-11-01,658737988,2161287.792734341,2209021.399041105,2202303.903640333,2179204.573412172,2133670.84657047,2111769.7947567864,2110223.5224784007,92719051.30333516,1931646.902152816,1502939.2
Asia,2021-11-01,4678110154,8679458.32977614,12128024.333701193,11323293.70191686,9637759.426860515,7208905.160081025,4890855.760423715,4282962.759318751,31833699.884445783,636673.9976889157,1170881.5556666667
Oceania,2021-11-01,43430556,-14239.381984302854,-447.633821874248,-2466.2135760553147,-7391.467276728918,-14239.381984302854,-16463.469836455657,-17036.18313286775,-266594.30634883605,-11591.056797775482,3753.7546666666667
European Union,2021-11-01,447045744,986028.1859018247,986028.1859018247,986028.1859018247,986028.1859018247,986028.1859018247,986028.1859018247,986028.1859018247,26622761.019349266,986028.1859018247,800222.6843333333
North America,2021-11-01,370982987,937993.819362925,938514.2652089507,938491.8286152399,938116.2964570364,937757.2377222324,937543.2669448268,937525.1352690519,1874541.3709828332,937270.6854914166,774298.994
Latin America and Caribbean,2021-11-08,658737988,2169561.1052225134,2217653.2402574867,2210494.958075467,2187103.69394349,2142174.3266479275,2119532.856749967,2117912.1488670143,93014885.77517472,1937810.1203161401,1507703.204
Asia,2021-11-08,4678110154,8776050.039500017,12216890.83488139,11419894.098371945,9760456.127017647,7265950.491951483,4959463.290345735,4348482.031799464,32247323.143071853,644946.462861437,1180911.5756666667
Oceania,2021-11-08,43430556,-14234.878235199878,-361.3801151929595,-2417.2291874058446,-7305.578389180483,-14234.878235199878,-16517.35867918982,-17082.15304999298,-269609.74589939596,-11722.162865191127,3883.7586666666666
European Union,2021-11-08,447045744,1008388.0542798081,1008388.0542798081,1008388.0542798081,1008388.0542798081,1008388.0542798081,1008388.0542798081,1008388.0542798081,27226477.465554815,1008388.0542798081,809634.6883333334
North America,2021-11-08,370982987,949900.6929148417,950707.264807987,950600.3595924027,950107.5128371213,949627.3230926549,949325.8827221354,949174.8595663476,1897826.7879319869,948913.3939659934,782960.99
Latin America and Caribbean,2021-11-15,658737988,2177506.8417618233,2226297.8202180276,2218406.9662973834,2194939.033467418,2150639.5311655295,2127002.463667892,2125650.509169687,93303147.44701429,1943815.5718127976,1512580.223
Asia,2021-11-15,4678110154,8865819.153732438,12305445.243725296,11513662.611336205,9837825.803465469,7330800.533504836,5028040.413953697,4411098.740291246,32627724.401697922,652554.4880339584,1190776.5706666666
Oceania,2021-11-15,43430556,-14001.313704705844,-43.62199007549834,-2142.616173236322,-6934.381393161913,-14001.313704705844,-16349.88606751783,-16931.2129902867,-267620.3854499558,-11635.668932606775,3994.7646666666665
European Union,2021-11-15,447045744,1032521.3226577913,1032521.3226577913,1032521.3226577913,1032521.3226577913,1032521.3226577913,1032521.3226577913,1032521.3226577913,27878075.711760364,1032521.3226577913,820080.6693333334
North America,2021-11-15,370982987,960434.9128106078,961477.394587965,961306.6570364763,960806.2226156107,960142.955683696,959767.5672170175,959562.4812167978,1918537.8048811404,959268.9024405702,791657.993
Latin America and Caribbean,2021-11-22,658737988,2184495.7858969625,2234087.226364947,2225368.476176046,2202801.696464057,2157876.204739383,2133975.1215400742,2132506.702032587,93553784.31885384,1949037.1733094552,1516920.216
Asia,2021-11-22,4678110154,8961751.036788797,12385225.237801613,11620186.326661466,9941029.762984008,7394504.917129844,5099445.713212538,4472503.266559268,33023947.66032399,660478.9532064798,1200785.5696666667
Oceania,2021-11-22,43430556,-13814.222278070536,242.47984281702662,-1853.6075302981747,-6652.911623788262,-13814.222278070536,-16187.81733607513,-16790.487265337844,-267887.3250005157,-11647.275000022422,4167.7626666666665
European Union,2021-11-22,447045744,1058027.5910357747,1058027.5910357747,1058027.5910357747,1058027.5910357747,1058027.5910357747,1058027.5910357747,1058027.5910357747,28566744.957965918,1058027.5910357747,831883.6703333333
North America,2021-11-22,370982987,972037.7924798045,973264.1540405077,973059.8766758506,972534.0367123815,971674.2266508532,971132.1747669448,970963.6232649796,1941247.6218302941,970623.8109151471,799844.99
Latin America and Caribbean,2021-11-29,658737988,2192175.128160663,2243136.290800292,2232861.054594966,2211317.574525251,2165349.540796735,2141783.898205996,2139995.027464119,93833161.9906934,1954857.5414727794,1521696.225
Asia,2021-11-29,4678110154,9047064.6192054991,12463082.108058149,11722191.55420478,10016197.139914816,7447205.018594366,5154865.557681279,4527026.58984565,33412743.91895006,668254.8783790012,1210968.5816666665
Oceania,2021-11-29,43430556,-13695.798113981593,479.31019372228633,-1557.9597397747832,-6483.167256993811,-13695.798113981593,-16116.345610631666,-16730.76494466987,-266611.8845510756,-11591.82106743807,4226.765666666666
European Union,2021-11-29,447045744,1086745.959413758,1086745.959413758,1086745.959413758,1086745.959413758,1086745.959413758,1086745.959413758,1086745.959413758,29342140.904171467,1086745.959413758,844376.6683333333
North America,2021-11-29,370982987,985426.6116371447,986761.6217633914,986683.1152432628,986075.9116531591,985090.4807940652,984454.61657652,984316.718847319,1967469.4387794477,983734.7193897238,806424.99
Latin America and Caribbean,2021-12-06,658737988,2199624.4264091155,2251988.4023519666,2241110.5490163737,2219243.951652348,2172821.2994716708,2148741.6798542277,2147600.9481789316,94115460.05882515,1960738.7512255239,1526140.231
Asia,2021-12-06,4678110154,9136389.01117928,12559849.87918437,11828128.324818656,10081906.607897477,7495819.987611455,5194575.185068476,4586694.589587774,33669503.899764016,673390.0779952803,1222856.5836666666
Oceania,2021-12-06,43430556,-13512.709075751369,721.3023558442388,-1261.4141911234076,-6306.416064943096,-13512.709075751369,-16021.223706189237,-16647.603264255384,-265028.7041016355,-11522.987134853716,4294.770666666666
European Union,2021-12-06,447045744,1113398.0449960425,1113398.0449960425,1113398.0449960425,1113398.0449960425,1113398.0449960425,1113398.0449960425,1113398.0449960425,30061747.214893144,1113398.0449960425,857731.6743333334
North America,2021-12-06,370982987,999552.4244155068,1001116.1666168533,1000997.9387926218,1000358.3613470932,999270.5718728716,998581.5157643921,998384.2432756446,1995122.4557286012,997561.2278643006,818214.992
Latin America and Caribbean,2021-12-13,658737988,2206252.0949789365,2259492.966500119,2248904.3527347427,2225716.970273693,2179386.8648997257,2154830.848698013,2154470.8653598162,94349194.12695688,1965608.2109782684,1530181.233
Asia,2021-12-13,4678110154,9215103.797182282,12634951.683923276,11932077.019336693,10148910.187953176,7539931.994480844,5237790.25952187,4645662.0972903175,33916878.880577974,678337.5776115594,1231900.5976666666
Oceania,2021-12-13,43430556,-13490.371190427504,817.8940170181335,-1085.4757810702617,-6186.554728441876,-13490.371190427504,-16085.344709875777,-16726.121965478902,-265720.6836521953,-11553.073202269363,4382.774666666666
European Union,2021-12-13,447045744,1136708.5905783267,1136708.5905783267,1136708.5905783267,1136708.5905783267,1136708.5905783267,1136708.5905783267,1136708.5905783267,30691131.945614822,1136708.5905783267,871600.6763333334
North America,2021-12-13,370982987,1012535.3903928985,1014332.3985362748,1014254.0424228512,1013460.5580328476,1012249.8487502941,1011491.3233680965,1011265.8686978132,2020457.0726777548,1010228.5363388774,827465.996
Latin America and Caribbean,2021-12-20,658737988,2213809.661366913,2268344.2385097924,2257335.7021199656,2233264.838328443,2186885.5011520125,2162047.115753011,2161750.17916619,94618488.99508862,1971218.5207310128,1534171.233
Asia,2021-12-20,4678110154,9289055.007592304,12708345.27940373,12035376.845059514,10218873.501463573,7584894.683551738,5281189.412005974,4698685.562525037,34161197.86139193,683223.9572278386,1240211.6276666666
Oceania,2021-12-20,43430556,-13234.626204503349,1141.351216668168,-679.1124517894029,-5818.4041073029875,-13234.626204503349,-15912.136619563349,-16555.36788292228,-261167.28320275524,-11355.09926968501,4428.778666666667
European Union,2021-12-20,447045744,1157569.7361606113,1157569.7361606113,1157569.7361606113,1157569.7361606113,1157569.7361606113,1157569.7361606113,1157569.7361606113,31254382.876336504,1157569.7361606113,885683.6753333333
North America,2021-12-20,370982987,1025945.1094632625,1028135.7972679231,1028061.0019878716,1027114.7159826558,1025739.2257956074,1024817.863891906,1024630.0777485397,2046535.6896269084,1023267.8448134542,837065.999
Latin America and Caribbean,2021-12-27,658737988,2221658.0673180264,2278241.3730266155,2265490.019052136,2241249.8620036463,2194217.0895410553,2169914.233959492,2169138.604099664,94859014.64973721,1976229.471869525,1537162.263
Asia,2021-12-27,4678110154,9358069.326520994,12781238.225341637,12118375.282071188,10291137.320911136,7633619.109845582,5322656.592667272,4744782.0222307015,34371282.59647939,687425.6519295878,1248555.6416666666
Oceania,2021-12-27,43430556,-13156.847937979055,1283.1820461336129,-460.2191265681104,-5592.536296089649,-13156.847937979055,-15823.928982183064,-16520.23473256293,-260550.5627533151,-11328.285337100657,4478.779666666666
European Union,2021-12-27,447045744,1174708.5817428955,1174708.5817428955,1174708.5817428955,1174708.5817428955,1174708.5817428955,1174708.5817428955,1174708.5817428955,31717131.70705818,1174708.5817428955,897652.6813333334
North America,2021-12-27,370982987,1041157.8912073411,1043786.4705860362,1043718.7198201088,1042463.4385792454,1040914.0168187062,1039940.0858543371,1039546.2111690409,2075669.106576062,1037834.553288031,847827.995
Latin America and Caribbean,2022-01-03,658737988,2247060.4148117243,2299781.867816547,2288634.1356400284,2266137.9054491697,2218510.557503552,2194294.450515042,2190302.0462145675,95487289.61508349,1989318.5336475729,1540056.266
Asia,2022-01-03,4678110154,9408000.343696551,12844948.819633277,12189036.727654772,10385852.272740003,7687199.598144487,5367767.9778431235,4793998.898929951,34404324.593178526,688086.4918635705,1255663.6376666666
Oceania,2022-01-03,43430556,-12610.223983468832,1873.8362765441368,282.3023982014517,-4928.536447684899,-12610.223983468832,-15137.264986828948,-16093.976480022668,-259444.05278140155,-11280.176207887023,4553.777666666667
European Union,2022-01-03,447045744,1183379.2089907092,1183379.2089907092,1183379.2089907092,1183379.2089907092,1183379.2089907092,1183379.2089907092,1183379.2089907092,31951238.642749146,1183379.2089907092,909559.6743333334
North America,2022-01-03,370982987,1057441.3277732003,1060692.271727465,1060018.4640123765,1058808.0955491834,1057121.4036303072,1055700.3824639993,1055611.9495197108,2106497.300643872,1053248.650321936,857682.994
Latin America and Caribbean,2022-01-10,658737988,2281626.6589540234,2328709.1223356044,2321181.4317931114,2296588.8544720467,2246789.7211764506,2223367.6664470397,2216591.583068158,96187253.38042952,2003901.1120922817,1543384.262
Asia,2022-01-10,4678110154,9502425.077331737,12937131.478926659,12326375.954372128,10492461.82149061,7768508.563570523,5441439.372707985,4863438.581885589,34472729.923210874,689454.5984642175,1263140.6526666665
Oceania,2022-01-10,43430556,-11501.612873403526,2324.413140996653,1174.2616428161793,-4140.615520528987,-11501.612873403526,-14048.240983682808,-15341.169982938858,-260265.70947615762,-11315.900412006853,4711.774666666666
European Union,2022-01-10,447045744,1188891.136238521,1188891.136238521,1188891.136238521,1188891.136238521,1188891.136238521,1188891.136238521,1188891.136238521,32100060.678440064,1188891.136238521,920820.6653333333
North America,2022-01-10,370982987,1078753.8576293392,1082834.2361885929,1081765.8564380985,1080513.3110014785,1078464.6315167756,1077110.0080636146,1076595.0962106297,2147119.494711669,1073559.7473558346,870793.994
Latin America and Caribbean,2022-01-17,658737988,2320327.810805314,2362034.000199371,2353116.434521261,2327461.33297374,2277316.874052675,2252303.092931584,2246230.4580842606,96964873.94577555,2020101.5405369906,1549107.259
Asia,2022-01-17,4678110154,9651527.086041205,13142561.11497459,12540801.083374446,10656321.377368566,7871777.924137796,5527495.046780749,4952680.283716699,34514451.91990989,690289.0383981979,1270326.6426666665
Oceania,2022-01-17,43430556,-10650.564918011354,3060.2344235470373,2231.523431969469,-3433.3727807289797,-10650.564918011354,-12893.919869330477,-14873.880610842052,-260481.699504247,-11325.291282793347,5108.772666666667
European Union,2022-01-17,447045744,1194901.5634863328,1194901.5634863328,1194901.5634863328,1194901.5634863328,1194901.5634863328,1194901.5634863328,1194901.5634863328,32262342.214130983,1194901.5634863328,933497.6723333333
North America,2022-01-17,370982987,1102112.6707096545,1107042.7242413894,1105881.2832954256,1104382.2155748263,1102031.7673313208,1100263.0003524756,1100004.2480578478,2191726.355446133,1095863.1777230664,885168.991
Latin America and Caribbean,2022-01-24,658737988,2361464.6998980627,2398548.6282416442,2390452.8347428497,2366255.7244922295,2310530.540453432,2284480.09458968,2277742.5285088075,97787324.11112158,2037235.9189816997,1558026.267
Asia,2022-01-24,4678110154,9832920.973078804,13412253.54581616,12747768.827658156,10837769.089340879,8007081.017793897,5638659.057057593,5058385.745057613,34588482.24994224,691769.6449988448,1279170.6526666665
Oceania,2022-01-24,43430556,-9823.327745958715,4384.178711745574,4246.412693520597,-2537.2647542633,-9823.327745958715,-11721.230803048114,-14176.355562359613,-260444.68953233637,-11323.682153579843,5599.773666666667
European Union,2022-01-24,447045744,1204755.657400811,1204755.657400811,1204755.657400811,1204755.657400811,1204755.657400811,1204755.657400811,1204755.657400811,32528402.7498219,1204755.657400811,945426.6803333333
North America,2022-01-24,370982987,1125696.3597598234,1131182.0718139738,1130091.767235757,1128596.8889160117,1125696.3597598234,1123336.7226267569,1123021.8171428104,2236698.8828472635,1118349.4414236317,902418.986
Latin America and Caribbean,2022-01-31,658737988,2403505.966679936,2435471.3478873363,2431695.4091486763,2403505.966679936,2345120.301930309,2316749.4115080643,2303750.3675708463,98586062.2764676,2053876.2974264086,1571451.273
Asia,2022-01-31,4678110154,10029954.729627006,13660170.347820364,12898964.563165335,10990850.247902507,8191936.632215778,5719392.7299345,5156444.510665922,34687953.21901952,693759.0643803903,1290588.6746666667
Oceania,2022-01-31,43430556,-8968.879505232893,6764.871517236694,5459.78388877494,-1275.5409189281816,-8968.879505232893,-10946.408137706498,-13351.302556739374,-259890.17956042578,-11299.573024366338,6237.781666666667
European Union,2022-01-31,447045744,1216100.5445086972,1217489.3210163682,1217365.9992032752,1216694.009785978,1215384.3011040662,1214658.7761968453,1213951.1824309004,32769931.237198215,1213701.1569332671,957923.33
North America,2022-01-31,370982987,1145460.2206438328,1151190.2166113285,1150340.564082737,1148212.9245554435,1145302.1178964328,1142346.67801109,1141992.1334546816,2274393.7435817276,1137196.8717908638,921298.98
Latin America and Caribbean,2022-02-07,658737988,2440125.8713316317,2467559.5353492787,2466983.1656467146,2440125.8713316317,2373787.9766485053,2343057.9604837834,2327317.84647067,99217951.38026376,2067040.653755495,1587418.287
Asia,2022-02-07,4678110154,10228091.639394782,13894077.63242998,13068815.705716481,11148406.378339339,8335302.602474164,5783572.073403738,5245833.869954434,34786596.48218898,695731.9296437796,1305482.6796666665
