custom_regions,date,population,cumulative_estimated_daily_excess_deaths,cumulative_estimated_daily_excess_deaths_ci_95_top,cumulative_estimated_daily_excess_deaths_ci_90_top,cumulative_estimated_daily_excess_deaths_ci_50_top,cumulative_estimated_daily_excess_deaths_ci_50_bot,cumulative_estimated_daily_excess_deaths_ci_90_bot,cumulative_estimated_daily_excess_deaths_ci_95_bot,cumulative_estimated_daily_excess_deaths_raw_estimate,cumulative_daily_excess_deaths,cumulative_daily_covid_deaths
Oceania,2020-07-06,43430556,-5564.933694597097,-2634.863072487279,-2676.2717400271486,-3947.7529995638743,-5564.933694597097,-6199.794143052341,-6529.660393148264,-82202.55468595769,-3574.024116780769,134.18066666666667
European Union,2020-07-06,447045744,142072.05731930098,142072.05731930098,142072.05731930098,142072.05731930098,142072.05731930098,142072.05731930098,142072.05731930098,3835945.5476211263,142072.05731930098,135522.90966666667
North America,2020-07-06,370982987,180598.66279886247,180598.66279886247,180598.66279886247,180598.66279886247,180598.66279886247,180598.66279886247,180598.66279886247,361197.32559772494,180598.66279886247,139499.01
Latin America and Caribbean,2020-07-13,658737988,317054.50022736046,324838.3559709281,323505.9134440026,319744.8131160133,313055.29378405865,309066.5152196628,308284.4631790163,15027317.164247049,313069.1075884802,179765.033
Asia,2020-07-13,4678110154,505463.093424295,585811.308201013,561916.9867022154,505463.093424295,124527.92001205891,-58626.332549149614,-156438.58528320972,-3849770.097905112,-76995.40195810224,71593.30966666667
Oceania,2020-07-13,43430556,-6179.1090464918525,-3014.1309736762587,-3193.41443274297,-4475.258060865717,-6179.1090464918525,-6828.847729148339,-7236.06612335394,-94189.01764451367,-4095.174680196247,136.18266666666668
European Union,2020-07-13,447045744,141802.67763504674,141802.67763504674,141802.67763504674,141802.67763504674,141802.67763504674,141802.67763504674,141802.67763504674,3828672.296146262,141802.67763504674,136208.91666666666
North America,2020-07-13,370982987,191618.1120466124,191618.1120466124,191618.1120466124,191618.1120466124,191618.1120466124,191618.1120466124,191618.1120466124,383236.2240932248,191618.1120466124,145043.01
Latin America and Caribbean,2020-07-20,658737988,350248.98320907686,358413.74368295685,357515.34648472106,353190.93838437455,346133.30807614053,341244.62144744594,341159.860203889,16555870.840339992,344913.9758404165,199359.034
Asia,2020-07-20,4678110154,589990.272631064,680961.2473015101,657125.4324000999,589990.272631064,186969.89544485472,-3952.9850650022713,-72978.02338427652,-3475081.936724822,-69501.63873449645,81452.31966666666
Oceania,2020-07-20,43430556,-6711.496969018337,-3342.6022800856913,-3625.4610860345715,-4967.905974294523,-6711.496969018337,-7394.316279317966,-7851.329341803896,-104077.42060306962,-4525.1052436117225,154.17966666666666
European Union,2020-07-20,447045744,141511.89795079242,141511.89795079242,141511.89795079242,141511.89795079242,141511.89795079242,141511.89795079242,141511.89795079242,3820821.2446713955,141511.89795079242,136880.13266666667
North America,2020-07-20,370982987,203785.76129436225,203785.76129436225,203785.76129436225,203785.76129436225,203785.76129436225,203785.76129436225,203785.76129436225,407571.5225887245,203785.76129436225,150700.011
Latin America and Caribbean,2020-07-27,658737988,382720.90817805956,391231.9369979613,390801.48989312595,385773.39776579704,378444.3181385787,373222.9443682929,372744.2907898435,18046601.316432938,375970.8607590195,220125.045
Asia,2020-07-27,4678110154,673717.2472837223,783015.5225471538,747303.4059817462,673717.2472837223,233708.9408468867,53597.817047837074,-4858.884330666173,-3054306.775544532,-61086.13551089064,91237.31866666666
Oceania,2020-07-27,43430556,-7156.624601386842,-3564.3432721000104,-3930.303441793937,-5368.55471279571,-7156.624601386842,-7963.041553559642,-8382.481990162822,-111998.40356162553,-4869.495807027197,195.17866666666666
European Union,2020-07-27,447045744,147199.21826653805,147199.21826653805,147199.21826653805,147199.21826653805,147199.21826653805,147199.21826653805,147199.21826653805,3974378.8931965274,147199.21826653805,137487.973
North America,2020-07-27,370982987,215830.61054211218,215830.61054211218,215830.61054211218,215830.61054211218,215830.61054211218,215830.61054211218,215830.61054211218,431661.22108422435,215830.61054211218,157842.013
Latin America and Caribbean,2020-08-03,658737988,413570.6895486444,423019.94702160143,421626.03247829864,416571.90200478013,408467.88192824146,403369.9632161584,402855.98991876736,19465911.405429106,405539.82094643975,240708.055
Asia,2020-08-03,4678110154,753446.7972747539,888179.954742212,834477.0326223252,753446.7972747539,301850.10114767187,104549.85685552476,48446.394542249385,-2649095.4692029506,-52981.909384059014,101105.58966666667
Oceania,2020-08-03,43430556,-7663.568861205725,-3876.607933345255,-4319.940929315925,-5831.673382456045,-7663.568861205725,-8583.788501861856,-8978.091253712239,-121303.48200405244,-5274.064434958802,263.93266666666665
European Union,2020-08-03,447045744,151569.64632421927,151569.64632421927,151569.64632421927,151569.64632421927,151569.64632421927,151569.64632421927,151569.64632421927,4092380.45075392,151569.64632421927,138200.979
North America,2020-08-03,370982987,227192.0597898621,227192.0597898621,227192.0597898621,227192.0597898621,227192.0597898621,227192.0597898621,227192.0597898621,454384.1195797242,227192.0597898621,165141.018
Latin America and Caribbean,2020-08-10,658737988,442579.6773986942,451891.26233015466,451631.62514428585,445502.93207877007,436953.22236501676,431474.38656611484,431061.97789455595,20792489.494425274,433176.86446719326,262438.071
Asia,2020-08-10,4678110154,836458.4980267767,1001349.2521505522,952091.6553122192,836458.4980267767,385151.12585203245,160101.40256567844,100367.78773528081,-2261147.16286137,-45222.9432572274,111412.59266666666
Oceania,2020-08-10,43430556,-8073.998107779988,-4113.092914293568,-4634.555159996962,-6193.4011509822585,-8073.998107779988,-9036.593056587752,-9480.60460646642,-128528.9004464793,-5588.213062890404,363.93466666666666
European Union,2020-08-10,447045744,162509.6743819004,162509.6743819004,162509.6743819004,162509.6743819004,162509.6743819004,162509.6743819004,162509.6743819004,4387761.208311311,162509.6743819004,139013.182
North America,2020-08-10,370982987,238898.30903761205,238898.30903761205,238898.30903761205,238898.30903761205,238898.30903761205,238898.30903761205,238898.30903761205,477796.6180752241,238898.30903761205,172484.018
Latin America and Caribbean,2020-08-17,658737988,469621.28045450017,479717.02942263946,478575.64057386,472727.9150568588,463325.8325028705,457582.0247136314,457216.05934401235,22025937.983421445,458873.70798794675,282496.06
Asia,2020-08-17,4678110154,924158.4078991698,1118158.5386551742,1057907.5886883012,924158.4078991698,466408.272012356,202280.09523802268,151827.7177933923,-1862939.8565197885,-37258.79713039577,121925.59866666666
Oceania,2020-08-17,43430556,-8647.804958051915,-4558.053054981242,-5095.694668299034,-6730.578822096321,-8647.804958051915,-9677.518896548188,-10139.231848480547,-139464.67888890626,-6063.681690822012,470.93666666666667
European Union,2020-08-17,447045744,168730.70243958166,168730.70243958166,168730.70243958166,168730.70243958166,168730.70243958166,168730.70243958166,168730.70243958166,4555728.965868704,168730.70243958166,140002.198
North America,2020-08-17,370982987,249660.35828536196,249660.35828536196,249660.35828536196,249660.35828536196,249660.35828536196,249660.35828536196,249660.35828536196,499320.7165707239,249660.35828536196,179599.014
Latin America and Caribbean,2020-08-24,658737988,494722.89611914096,505866.04714009835,503323.1204026266,497984.51256942446,487825.1024197304,481652.8000795659,481400.1391072581,23162333.672417615,482548.61817536695,302565.06
Asia,2020-08-24,4678110154,1007471.9603382878,1223727.759371806,1180373.210040491,1007471.9603382878,537478.9309258071,248741.01630554526,203549.17361089276,-1500317.5501782077,-30006.351003564152,132366.60266666667
Oceania,2020-08-24,43430556,-9310.21008023975,-5094.6867829622215,-5640.071508973296,-7279.2580357710385,-9310.21008023975,-10406.205995452217,-10892.116533967324,-152346.25733133312,-6623.750318753614,558.9406666666666
European Union,2020-08-24,447045744,172480.31049726278,172480.31049726278,172480.31049726278,172480.31049726278,172480.31049726278,172480.31049726278,172480.31049726278,4656968.383426095,172480.31049726278,141009.204
North America,2020-08-24,370982987,258371.20753311185,258371.20753311185,258371.20753311185,258371.20753311185,258371.20753311185,258371.20753311185,258371.20753311185,516742.4150662237,258371.20753311185,185635.009
Latin America and Caribbean,2020-08-31,658737988,517444.92691687145,529121.2706626088,525928.2789879757,520688.5960484457,510140.75597006024,503559.7368856869,503425.7962788619,24198518.961413782,504135.8116961205,320811.064
Asia,2020-08-31,4678110154,1090510.0765776937,1327347.9747064866,1310686.6604582095,1090510.0765776937,605216.0128175517,316955.2555306684,253035.63085021652,-1196820.2438366269,-23936.404876732533,143237.59566666666
Oceania,2020-08-31,43430556,-9818.367023249379,-5440.635955213045,-6046.880822445679,-7710.055201021915,-9818.367023249379,-10986.105305738158,-11604.810388075257,-161831.65577376002,-7036.158946685219,692.9416666666667
European Union,2020-08-31,447045744,177100.17855494397,177100.17855494397,177100.17855494397,177100.17855494397,177100.17855494397,177100.17855494397,177100.17855494397,4781704.820983487,177100.17855494397,141991.213
North America,2020-08-31,370982987,266160.2567808617,266160.2567808617,266160.2567808617,266160.2567808617,266160.2567808617,266160.2567808617,266160.2567808617,532320.5135617234,266160.2567808617,191974.006
Latin America and Caribbean,2020-09-07,658737988,536479.8208901334,548422.133960915,545316.425868541,539525.6414407394,528630.1038323644,521670.98890183575,521441.12959316134,25044081.259214796,521751.6929003083,339177.048
Asia,2020-09-07,4678110154,1182327.031163239,1490372.3431811845,1441288.9394964078,1182327.031163239,686431.8791211671,409415.48656753823,302911.86241133243,-953373.3837316056,-19067.46767463211,154644.61366666667
Oceania,2020-09-07,43430556,-10347.853804566563,-5768.6882510042005,-6468.136787045053,-8157.444318683739,-10347.853804566563,-11573.8449737436,-12274.049100435515,-172002.35034521914,-7478.363058487789,807.9446666666666
European Union,2020-09-07,447045744,183478.26317176488,183478.26317176488,183478.26317176488,183478.26317176488,183478.26317176488,183478.26317176488,183478.26317176488,4953913.105637651,183478.26317176488,143226.209
North America,2020-09-07,370982987,273016.3060286116,273016.3060286116,273016.3060286116,273016.3060286116,273016.3060286116,273016.3060286116,273016.3060286116,546032.6120572232,273016.3060286116,197652.007
Latin America and Caribbean,2020-09-14,658737988,553925.3884432232,566074.5972211973,563168.595132499,556731.4773178122,545759.2619980704,538273.6755266659,537667.8045415253,25813197.15701581,537774.9407711627,354535.048
Asia,2020-09-14,4678110154,1280667.7933695298,1657692.781159883,1574602.4579875842,1280667.7933695298,775469.4748709742,498684.6934897639,355083.6839552679,-724168.5236265835,-14483.37047253167,167045.61766666666
Oceania,2020-09-14,43430556,-10950.146407977296,-6160.567200311548,-6981.539905902904,-8669.758765638237,-10950.146407977296,-12251.039045880212,-13022.286733066214,-183721.8649166783,-7987.907170290361,858.4426666666667
European Union,2020-09-14,447045744,190883.34778858584,190883.34778858584,190883.34778858584,190883.34778858584,190883.34778858584,190883.34778858584,190883.34778858584,5153850.3902918175,190883.34778858584,144465.209
North America,2020-09-14,370982987,279946.3552763615,279946.3552763615,279946.3552763615,279946.3552763615,279946.3552763615,279946.3552763615,279946.3552763615,559892.710552723,279946.3552763615,202861.008
Latin America and Caribbean,2020-09-21,658737988,571356.4493760448,583737.1117731595,580501.246368598,574188.1535231416,562554.0871071841,554920.0173170541,553957.8262038978,26580136.254816826,553752.8386420172,368939.06
Asia,2020-09-21,4678110154,1371334.244745902,1825609.829583353,1711304.9020322757,1371334.244745902,850915.2114636782,549000.3571389265,404265.5472145605,-501278.3048259093,-10025.566096518185,179779.60466666665
Oceania,2020-09-21,43430556,-11312.312570011602,-6305.808889050675,-7219.34458390923,-8952.417364646268,-11312.312570011602,-12677.231541517891,-13516.4560774899,-189841.7994881375,-8253.991282092935,898.4476666666667
European Union,2020-09-21,447045744,195340.41240540685,195340.41240540685,195340.41240540685,195340.41240540685,195340.41240540685,195340.41240540685,195340.41240540685,5274191.134945985,195340.41240540685,146530.223
North America,2020-09-21,370982987,287818.2045241114,287818.2045241114,287818.2045241114,287818.2045241114,287818.2045241114,287818.2045241114,287818.2045241114,575636.4090482228,287818.2045241114,208223.008
Latin America and Caribbean,2020-09-28,658737988,587270.586650423,599688.0172203064,596536.4712041889,589978.5436417985,577841.702933648,570177.3225235073,568823.6519330563,27280101.75261784,568335.4531795384,383606.062
Asia,2020-09-28,4678110154,1457781.2501860978,1930387.1054306652,1822339.8793715066,1457781.2501860978,930150.3646955366,589847.5726863253,449121.88506854564,-244082.08602523565,-4881.641720504712,191856.58566666665
Oceania,2020-09-28,43430556,-11621.117396249034,-6394.187169964235,-7393.60954803602,-9201.418946201864,-11621.117396249034,-13026.637203836779,-13870.689854196693,-195181.11405959667,-8486.135393895507,930.4446666666666
European Union,2020-09-28,447045744,201481.3970222278,201481.3970222278,201481.3970222278,201481.3970222278,201481.3970222278,201481.3970222278,201481.3970222278,5439997.71960015,201481.3970222278,148910.23
North America,2020-09-28,370982987,293679.25377186126,293679.25377186126,293679.25377186126,293679.25377186126,293679.25377186126,293679.25377186126,293679.25377186126,587358.5075437225,293679.25377186126,213596.005
Latin America and Caribbean,2020-10-05,658737988,604563.3413961494,616721.3881850395,613920.3405787782,607116.9507025338,594416.7149366426,586760.6345556028,584961.8403582704,28043161.877515633,584232.539114909,400608.2266666667
Asia,2020-10-05,4678110154,1540993.2297316343,2053737.5407111004,1909489.3418028795,1540993.2297316343,1006653.4317885315,626855.6910922824,506756.141328611,13918.917721674865,278.37835443349843,204022.59966666665
Oceania,2020-10-05,43430556,-12069.64629542115,-6727.69841420636,-7710.407621150531,-9579.60851038221,-12069.64629542115,-13558.893347991418,-14382.689147202083,-203305.72863105586,-8839.37950569808,946.4466666666667
European Union,2020-10-05,447045744,207685.57862829606,207685.57862829606,207685.57862829606,207685.57862829606,207685.57862829606,207685.57862829606,207685.57862829606,5607510.622963994,207685.57862829606,151598.23
North America,2020-10-05,370982987,301724.5030196111,301724.5030196111,301724.5030196111,301724.5030196111,301724.5030196111,301724.5030196111,301724.5030196111,603449.0060392222,301724.5030196111,218783.999
Latin America and Caribbean,2020-10-12,658737988,621239.9637866091,633297.8377438599,630813.8074079542,623809.2749210569,610553.6170226682,602627.4126998194,600566.7485994197,28783005.20241342,599645.9417169463,413365.25066666666
Asia,2020-10-12,4678110154,1616592.1797918975,2170015.898848506,2008610.8699810477,1616592.1797918975,1073465.67545058,662470.112868572,550401.4448608548,321206.9214685854,6424.138429371707,215556.61166666666
Oceania,2020-10-12,43430556,-12445.051921913686,-7025.320783689195,-7946.327374542712,-9841.289415094398,-12445.051921913686,-13984.405603356638,-14837.36798919555,-209940.86320251503,-9127.863617500652,952.4456666666666
European Union,2020-10-12,447045744,217989.56023436433,217989.56023436433,217989.56023436433,217989.56023436433,217989.56023436433,217989.56023436433,217989.56023436433,5885718.126327837,217989.56023436433,155136.24
North America,2020-10-12,370982987,307847.552267361,307847.552267361,307847.552267361,307847.552267361,307847.552267361,307847.552267361,307847.552267361,615695.104534722,307847.552267361,223979
Latin America and Caribbean,2020-10-19,658737988,638916.1089879913,650946.8297074321,648585.4612707348,641223.5688529959,627683.178810138,619485.2872976044,617143.9223912202,29567574.12731121,615991.1276523168,425213.2476666667
Asia,2020-10-19,4678110154,1692840.492674604,2252639.010248043,2153017.7184670437,1692840.492674604,1133058.3504716328,698014.5178740325,589179.8026385634,628283.9252154959,12565.678504309917,226411.60966666666
Oceania,2020-10-19,43430556,-12703.744266106396,-7201.605885509918,-8092.819746036184,-9991.815718470007,-12703.744266106396,-14248.517541002557,-15087.190396990658,-214552.45777397417,-9328.367729303225,963.4426666666667
European Union,2020-10-19,447045744,237737.9418404326,237737.9418404326,237737.9418404326,237737.9418404326,237737.9418404326,237737.9418404326,237737.9418404326,6418924.42969168,237737.9418404326,159989.249
North America,2020-10-19,370982987,315404.60151511093,315404.60151511093,315404.60151511093,315404.60151511093,315404.60151511093,315404.60151511093,315404.60151511093,630809.2030302219,315404.60151511093,229435.997
Latin America and Caribbean,2020-10-26,658737988,656345.5718939839,668481.7475427525,665903.7981215348,658452.0094341529,644583.6571682828,636061.3276562741,633535.5483962982,30345359.052209,632194.9802543542,437193.2646666667
Asia,2020-10-26,4678110154,1772250.3027049291,2333281.1527474187,2280081.080361174,1772250.3027049291,1194406.0624114852,734369.5755999229,638805.9506896075,1012775.9289624068,20255.51857924814,236740.60666666666
Oceania,2020-10-26,43430556,-13030.077108938498,-7471.562347463257,-8262.85206996352,-10184.429309610865,-13030.077108938498,-14644.828791579775,-15544.95189731625,-219927.19234543332,-9562.051841105796,973.4456666666666
European Union,2020-10-26,447045744,265356.98344650085,265356.98344650085,265356.98344650085,265356.98344650085,265356.98344650085,265356.98344650085,265356.98344650085,7164638.553055523,265356.98344650085,167668.249
North America,2020-10-26,370982987,323920.8507628608,323920.8507628608,323920.8507628608,323920.8507628608,323920.8507628608,323920.8507628608,323920.8507628608,647841.7015257216,323920.8507628608,235482.002
Latin America and Caribbean,2020-11-02,658737988,674458.592005991,686614.5168406334,684347.0816739106,676349.4917394471,662222.2694766066,653289.2033165841,650544.8801732081,31151683.270010013,648993.401458542,448417.2746666667
Asia,2020-11-02,4678110154,1864049.748565922,2451608.313984979,2392714.012813726,1864049.748565922,1261915.3678575493,781795.7329310734,693980.9443781422,1482452.2310964135,29649.04462192827,246803.61766666666
Oceania,2020-11-02,43430556,-13202.186538338448,-7557.445764729828,-8299.80037486342,-10256.952706819005,-13202.186538338448,-14807.353909486286,-15709.594593058979,-222500.37358355912,-9673.929286241702,987.4456666666666
European Union,2020-11-02,447045744,299730.25472998846,299730.25472998846,299730.25472998846,299730.25472998846,299730.25472998846,299730.25472998846,299730.25472998846,8092716.877709689,299730.25472998846,179676.23799999998
North America,2020-11-02,370982987,336735.1000106107,336735.1000106107,336735.1000106107,336735.1000106107,336735.1000106107,336735.1000106107,336735.1000106107,673470.2000212214,336735.1000106107,241816.00100000002
Latin America and Caribbean,2020-11-09,658737988,692612.3539131386,704752.5040493264,702701.8517102177,694208.5292603993,679685.8335429397,670568.760815805,667662.9320927912,31960946.68781103,665853.0559960632,459287.29466666665
Asia,2020-11-09,4678110154,1956522.2220244596,2565136.785814629,2510888.2037299927,1956522.2220244596,1328982.6821531467,825798.93721776,750743.4369465959,2002346.5332304202,40046.9306646084,257816.62666666665
Oceania,2020-11-09,43430556,-13260.576738526219,-7527.791403345714,-8208.01553047531,-10238.195795079295,-13260.576738526219,-14860.459624633319,-15758.11844248292,-222479.15482168496,-9673.006731377607,998.4426666666667
European Union,2020-11-09,447045744,336224.9260134761,336224.9260134761,336224.9260134761,336224.9260134761,336224.9260134761,336224.9260134761,336224.9260134761,9078073.002363855,336224.9260134761,198929.255
North America,2020-11-09,370982987,349870.1492583607,349870.1492583607,349870.1492583607,349870.1492583607,349870.1492583607,349870.1492583607,349870.1492583607,699740.2985167213,349870.1492583607,249752.006
Latin America and Caribbean,2020-11-16,658737988,710961.3581104933,722953.2424807848,721003.6095513777,712350.476312127,697390.5056031534,688073.8906374623,685185.8848097157,32780729.305612043,682931.8605335843,471183.3186666667
Asia,2020-11-16,4678110154,2043377.5239911492,2670983.6621591696,2632344.30627793,2043377.5239911492,1396816.8057091858,890826.2801621591,801632.0874141991,2475837.835364427,49516.756707288536,268698.63066666666
Oceania,2020-11-16,43430556,-13474.661260031433,-7643.625295588055,-8264.178922092544,-10372.972870018662,-13474.661260031433,-15078.526398944634,-15955.999364268166,-226075.83605981077,-9829.384176513513,1005.4426666666667
European Union,2020-11-16,447045744,371821.59729696374,371821.59729696374,371821.59729696374,371821.59729696374,371821.59729696374,371821.59729696374,371821.59729696374,10039183.127018021,371821.59729696374,220444.245
North America,2020-11-16,370982987,365804.5985061106,365804.5985061106,365804.5985061106,365804.5985061106,365804.5985061106,365804.5985061106,365804.5985061106,731609.1970122212,365804.5985061106,258382.005
Latin America and Caribbean,2020-11-23,658737988,729637.8983902503,741540.0220245937,739669.1557275909,730463.0427534704,715437.3515457875,706025.1962632795,703054.4955601778,33615860.72341306,700330.4317377721,482101.31666666665
Asia,2020-11-23,4678110154,2129768.9546509013,2775284.1133734607,2734290.0050877454,2129768.9546509013,1465176.1229845376,955810.9173804012,856160.6848039523,2890352.1374984332,57807.04274996867,280819.6346666667
Oceania,2020-11-23,43430556,-13656.19090702394,-7722.961994485455,-8284.256625916874,-10469.915229508788,-13656.19090702394,-15254.301446055846,-16120.726060852925,-228879.9372979366,-9951.301621649418,1017.4406666666666
European Union,2020-11-23,447045744,406656.36858045135,406656.36858045135,406656.36858045135,406656.36858045135,406656.36858045135,406656.36858045135,406656.36858045135,10979721.951672187,406656.36858045135,244110.251
North America,2020-11-23,370982987,383064.04775386053,383064.04775386053,383064.04775386053,383064.04775386053,383064.04775386053,383064.04775386053,383064.04775386053,766128.0955077211,383064.04775386053,270239.004
Latin America and Caribbean,2020-11-30,658737988,749089.2768212453,760937.8171278747,759311.9044752438,749302.4218196484,734165.4830543622,724941.532420749,721619.2095865106,34482644.94121407,718388.4362752932,494453.32066666667
Asia,2020-11-30,4678110154,2207557.338152209,2872100.903625393,2824316.9765118277,2207557.338152209,1532012.0273661606,1023643.3914356282,900831.028461755,3234481.43963244,64689.6287926488,292777.66466666665
Oceania,2020-11-30,43430556,-13631.385433387704,-7602.073533175833,-8093.81993583333,-10359.983992885516,-13631.385433387704,-15223.48129518056,-16075.00090195721,-227038.4985360624,-9871.239066785321,1025.4416666666666
European Union,2020-11-30,447045744,440224.939863939,440224.939863939,440224.939863939,440224.939863939,440224.939863939,440224.939863939,440224.939863939,11886073.376326352,440224.939863939,269008.25
North America,2020-11-30,370982987,403448.0970016104,403448.0970016104,403448.0970016104,403448.0970016104,403448.0970016104,403448.0970016104,403448.0970016104,806896.1940032208,403448.0970016104,281927.002
Latin America and Caribbean,2020-12-07,658737988,772171.4143146155,784476.2623124089,782722.1765039499,772171.4143146155,756579.388568171,747549.6332506374,743768.8860248069,35521621.45320864,740033.7802751799,507131.3146666667
Asia,2020-12-07,4678110154,2284539.829079691,2973888.515738462,2906765.176753662,2284539.829079691,1595900.2821278204,1073504.8848372132,946995.8293205522,3587670.604669673,71753.41209339346,304124.6786666667
Oceania,2020-12-07,43430556,-13779.131372213975,-7616.954147307972,-8084.264260840803,-10429.101291280609,-13779.131372213975,-15369.748363873936,-16200.687700047525,-229232.76343010223,-9966.641888265314,1029.4386666666667
European Union,2020-12-07,447045744,471517.03566355567,471517.03566355567,471517.03566355567,471517.03566355567,471517.03566355567,471517.03566355567,471517.03566355567,12730959.962916002,471517.03566355567,292858.23
North America,2020-12-07,370982987,427969.9462493603,427969.9462493603,427969.9462493603,427969.9462493603,427969.9462493603,427969.9462493603,427969.9462493603,855939.8924987206,427969.9462493603,298892.006
Latin America and Caribbean,2020-12-14,658737988,796750.4719662563,809720.0888369809,807640.5708330564,796750.4719662563,780802.3704527573,771530.432034577,767469.8198306888,36631486.7652032,763155.9742750668,520155.33266666665
Asia,2020-12-14,4678110154,2351241.277474796,3076355.6763279648,2982510.466097223,2351241.277474796,1655463.369006901,1104194.8921774179,978370.1634241211,3902178.7697069054,78043.57539413811,314712.6616666667
Oceania,2020-12-14,43430556,-13806.478896071587,-7530.417567008928,-7959.699361981763,-10359.294084377314,-13806.478896071587,-15390.768457000802,-16192.74047990826,-228569.04832414203,-9937.784709745307,1047.4426666666666
European Union,2020-12-14,447045744,498695.7314631723,498695.7314631723,498695.7314631723,498695.7314631723,498695.7314631723,498695.7314631723,498695.7314631723,13464784.749505652,498695.7314631723,315796.243
North America,2020-12-14,370982987,452488.79549711023,452488.79549711023,452488.79549711023,452488.79549711023,452488.79549711023,452488.79549711023,452488.79549711023,904977.5909942205,452488.79549711023,317692.004
Latin America and Caribbean,2020-12-21,658737988,824098.1424358919,837576.0261191681,835336.1400565038,824098.1424358919,807737.3455664157,798259.049393972,794034.2306022138,37874452.07719777,789051.0849416201,534397.3436666667
Asia,2020-12-21,4678110154,2414445.3186552785,3177310.577834196,3056309.7272379245,2414445.3186552785,1705923.090246115,1126214.5348498845,991823.5681235234,4161827.4998918525,83236.54999783705,324860.6666666666
Oceania,2020-12-21,43430556,-13794.916418788009,-7407.35345874132,-7789.332413383871,-10170.33754765593,-13794.916418788009,-15367.780236710329,-16145.976789070313,-227062.61321818182,-9872.287531225298,1058.4466666666667
European Union,2020-12-21,447045744,522079.62726278894,522079.62726278894,522079.62726278894,522079.62726278894,522079.62726278894,522079.62726278894,522079.62726278894,14096149.936095301,522079.62726278894,339992.247
North America,2020-12-21,370982987,478062.04474486015,478062.04474486015,478062.04474486015,478062.04474486015,478062.04474486015,478062.04474486015,478062.04474486015,956124.0894897203,478062.04474486015,338057.006
Latin America and Caribbean,2020-12-28,658737988,855728.1252752531,869725.7459609595,867505.1785223067,855728.1252752531,839028.2891433327,829163.1348407094,825036.1102805114,39322683.092563115,819222.5644283982,547624.3476666666
Asia,2020-12-28,4678110154,2472624.8584399843,3266905.954164937,3116852.03448755,2479345.350149111,1742678.7526577602,1142094.4538073023,998336.3946394204,4410065.8101329785,88201.31620265958,334355.66966666665
Oceania,2020-12-28,43430556,-13839.73420136401,-7329.572907616832,-7676.964439577184,-10088.853916594666,-13839.73420136401,-15426.92652549255,-16163.0023437149,-226782.7797414353,-9860.120858323275,1066.4476666666667
European Union,2020-12-28,447045744,547056.0215736416,547056.0215736416,547056.0215736416,547056.0215736416,547056.0215736416,547056.0215736416,547056.0215736416,14770512.582488323,547056.0215736416,359183.237
North America,2020-12-28,370982987,506431.86264725646,506431.86264725646,506431.86264725646,506431.86264725646,506431.86264725646,506431.86264725646,506431.86264725646,1012863.7252945129,506431.86264725646,355265.00800000003
Latin America and Caribbean,2021-01-04,658737988,893668.2736568996,908627.7654186944,906217.2358019806,893668.2736568996,876781.2516688278,866082.3827333811,862442.7174897422,41002219.114029385,854212.8982089456,562547.8506666666
Asia,2021-01-04,4678110154,2519807.517197451,3356261.6752200658,3173601.432413993,2527569.7388685853,1780347.4384223209,1143168.9199332206,988181.0266677286,4522764.77670398,90455.2955340796,342873.65466666664
Oceania,2021-01-04,43430556,-13883.664224965261,-7246.757390540756,-7582.89719068743,-10089.599704798256,-13883.664224965261,-15480.138703270053,-16181.806238286741,-226531.25523608364,-9849.185010264506,1074.4486666666667
European Union,2021-01-04,447045744,566799.0958129809,566799.0958129809,566799.0958129809,566799.0958129809,566799.0958129809,566799.0958129809,566799.0958129809,15303575.586950485,566799.0958129809,380205.245
North America,2021-01-04,370982987,530914.6867696361,530914.6867696361,530914.6867696361,530914.6867696361,530914.6867696361,530914.6867696361,530914.6867696361,1061829.3735392722,530914.6867696361,375290.006
Latin America and Caribbean,2021-01-11,658737988,940698.109974312,956200.0375024789,953771.0698425006,940698.109974312,923044.5056588744,911927.4464510522,909090.5117602046,43103355.93549522,897986.5819894838,582699.8706666667
Asia,2021-01-11,4678110154,2563783.475945797,3434955.603023802,3227799.685914445,2572396.899565454,1806486.2041793065,1141098.8798405884,974617.0125441048,4641937.076608197,92838.74153216394,350478.3846666667
Oceania,2021-01-11,43430556,-14053.066975256099,-7327.994043188764,-7609.792197125576,-10234.41806403488,-14053.066975256099,-15638.387560395937,-16296.114402714364,-229099.53073074375,-9960.84916220625,1077.4516666666666
European Union,2021-01-11,447045744,585085.4700523185,585085.4700523185,585085.4700523185,585085.4700523185,585085.4700523185,585085.4700523185,585085.4700523185,15797307.691412602,585085.4700523185,403826.241
North America,2021-01-11,370982987,555274.6775586774,555274.6775586774,555274.6775586774,555274.6775586774,555274.6775586774,555274.6775586774,555274.6775586774,1110549.3551173548,555274.6775586774,399235.004
Latin America and Caribbean,2021-01-18,658737988,990761.1804867801,1006824.5316762617,1004741.8880773133,990761.1804867801,973558.8014369505,960780.6304821116,958790.3298675801,45344877.55696105,944684.9491033553,604024.6146666667
Asia,2021-01-18,4678110154,2608181.31735404,3479520.511525586,3284516.1018048814,2615395.7009383617,1831143.4029495418,1136324.2664236205,966064.6371230143,4751231.04317908,95024.6208635816,358785.38266666664
