custom_regions,date,population,cumulative_estimated_daily_excess_deaths,cumulative_estimated_daily_excess_deaths_ci_95_top,cumulative_estimated_daily_excess_deaths_ci_90_top,cumulative_estimated_daily_excess_deaths_ci_50_top,cumulative_estimated_daily_excess_deaths_ci_50_bot,cumulative_estimated_daily_excess_deaths_ci_90_bot,cumulative_estimated_daily_excess_deaths_ci_95_bot,cumulative_estimated_daily_excess_deaths_raw_estimate,cumulative_daily_excess_deaths,cumulative_daily_covid_deaths
Latin America and Caribbean,2020-08-10,649993496,504977.96707319905,550325.9160780407,535013.0719319513,504977.96707319905,456845.4769126257,427558.52568028384,420677.3537012056,18931357.15563066,420696.8256806813,263843.16
Latin America and Caribbean,2020-08-17,649993496,533994.3088951794,579658.7246326084,562813.0716962798,533994.3088951794,484504.9130607201,456916.7124872222,447265.8159761406,19978693.917910274,443970.97595356166,283965.15
Latin America and Caribbean,2020-08-24,649993496,561821.1996845544,606929.0623147663,589155.1959314964,561821.1996845544,511218.77180714544,483171.2478719963,474483.89539956936,20937500.680189893,465277.7928931087,303999.143
Latin America and Caribbean,2020-08-31,649993496,586950.6230461757,632396.7032095316,613997.3194604103,586950.6230461757,533983.8949131178,505979.9604594893,498115.1687394007,21811314.176340476,484695.8705853439,322305.137
Latin America and Caribbean,2020-09-07,649993496,607637.6440428288,653201.5269616699,634521.1654106725,607637.6440428288,553380.161197163,524124.3554401157,518400.0629629362,22448677.21179399,498859.49359542195,344693.125
Latin America and Caribbean,2020-09-14,649993496,626689.5994342426,671778.719177202,653108.8507549744,626689.5994342426,570748.272266898,540238.938116547,537056.5549070998,23014740.747247502,511438.6832721667,359958.123
Latin America and Caribbean,2020-09-21,649993496,648447.2862703376,691868.115816653,679088.2364243257,648447.2862703376,591233.6289638265,561217.3431857746,554783.3501004544,23579105.532701015,523980.12294891145,374393.138
Latin America and Caribbean,2020-09-28,649993496,670113.9439285435,719853.9679974061,699901.2848766292,670113.9439285435,611945.5031695302,580432.1852794657,575630.0769349581,24083771.00041259,535194.9111202798,389051.131
Latin America and Caribbean,2020-10-05,649993496,691577.4283732956,747947.2102366885,723829.1948421764,691577.4283732956,635392.8202919125,600033.1217280469,594751.8726203287,24601101.050382234,546691.1344529386,408339.127
Latin America and Caribbean,2020-10-12,649993496,711906.8790577793,772198.9786120333,747564.0450729659,711906.8790577793,653578.9820033794,619485.7545130018,612778.0399121162,25096575.350351878,557701.674452264,421140.139
Latin America and Caribbean,2020-10-19,649993496,731907.5718958558,793358.3360086248,770471.4010409758,731907.5718958558,673094.8210560164,638007.556261188,631875.0526204506,25635068.90032152,569668.1977849227,432927.131
Latin America and Caribbean,2020-12-07,649993496,875137.5643548025,928128.6438902875,920701.2831126319,875137.5643548025,811480.0493161558,773207.6193876344,762277.6049807454,30254674.591543943,672326.1020343099,515744.166
Latin America and Caribbean,2020-12-14,649993496,900584.5843697157,953112.5946616235,945957.0682402898,900584.5843697157,834832.833366184,796998.4488321757,785545.0725617891,31177825.50230335,692840.5667178523,528715.18
Latin America and Caribbean,2020-12-21,649993496,928961.0612215755,982657.2802778764,974220.5849852107,928961.0612215755,861593.6959745508,824042.3760755252,812116.1694878796,32248608.66306276,716635.7480680613,542893.19
