custom_regions,date,population,cumulative_estimated_daily_excess_deaths,cumulative_estimated_daily_excess_deaths_ci_95_top,cumulative_estimated_daily_excess_deaths_ci_90_top,cumulative_estimated_daily_excess_deaths_ci_50_top,cumulative_estimated_daily_excess_deaths_ci_50_bot,cumulative_estimated_daily_excess_deaths_ci_90_bot,cumulative_estimated_daily_excess_deaths_ci_95_bot,cumulative_estimated_daily_excess_deaths_raw_estimate,cumulative_daily_excess_deaths,cumulative_daily_covid_deaths
Latin America and Caribbean,2020-04-20,649993496,45860.557068000155,86934.48735622564,78216.81043431794,45860.557068000155,15662.554716015344,-2274.4837264673124,-9008.180478754455,1268331.7414148664,28185.149809219252,6967.058
Latin America and Caribbean,2020-04-27,649993496,62261.71754255687,104752.21365054793,94587.1659183177,62261.71754255687,31776.714188999955,13224.395347374213,6716.021132675173,1978149.066597709,43958.86814661576,12797.064
Latin America and Caribbean,2021-04-26,649993496,1635031.0729139708,1688577.8719623005,1681044.3069703123,1635031.0729139708,1542035.2989773317,1490859.9223742865,1487883.089311454,58484808.24920823,1299662.4055379606,1009059.275
Latin America and Caribbean,2021-05-03,649993496,1670706.5678459154,1727249.6667791058,1722823.9357912953,1670706.5678459154,1577370.01973173,1521902.3150833277,1520255.211146856,59578718.19093077,1323971.5153540173,1042366.283
Latin America and Caribbean,2021-05-10,649993496,1706945.6335384492,1769829.8352152375,1764964.350269015,1706945.6335384492,1612199.5816852427,1552979.632176356,1551580.141189403,60432256.579282515,1342939.035095167,1072561.28
Latin America and Caribbean,2021-05-17,649993496,1742319.7979289317,1814229.1328858442,1804946.2159216125,1742319.7979289317,1645235.8203515727,1584592.0184658063,1581824.5464632504,61227333.21763426,1360607.4048363168,1101710.288
Latin America and Caribbean,2021-05-24,649993496,1788023.66497247,1873068.223764177,1851310.231201177,1788023.66497247,1687347.1595155506,1623953.5158134913,1623263.4758284101,62060374.055424176,1379119.4234538705,1129976.288
Latin America and Caribbean,2021-05-31,649993496,1831760.4931811944,1935511.9223545014,1895031.5531510732,1831760.4931811944,1727726.4375876337,1664514.7159509482,1663010.8081933856,62822931.34276297,1396065.1409502882,1158613.267
Latin America and Caribbean,2021-06-07,649993496,1872334.9983343414,1991493.7179039016,1940985.9379078269,1874685.340714186,1768163.2151769483,1701353.7174436294,1698567.1309042468,63556349.0010695,1412363.3111348778,1189446.272
Latin America and Caribbean,2021-06-14,649993496,1912327.845059345,2047053.7156627509,1986801.9597833636,1918012.3847364404,1808567.2266156676,1737994.130878426,1734696.9461562547,64267694.15937604,1428170.9813194675,1218168.252
Latin America and Caribbean,2021-06-21,649993496,1950878.5207109312,2101972.2105279355,2030717.6374065639,1956983.865167257,1850146.9596961588,1773526.4876507942,1770254.9893282775,64958763.06768258,1443528.068170724,1246980.259
Latin America and Caribbean,2021-06-28,649993496,1991338.1059369573,2150423.8856459805,2087198.6441894544,1999465.4801933113,1890286.9839469164,1808412.8845656572,1805767.2564137299,65639506.72598911,1458655.7050219802,1273206.263
Latin America and Caribbean,2021-07-05,649993496,2036795.805119499,2197347.1062116055,2149209.053906527,2042881.2638082404,1930919.4130758287,1838445.2393221075,1837546.9451484866,65705025.05668472,1460111.667926327,1297571.268
Latin America and Caribbean,2021-07-12,649993496,2078402.51040303,2243658.6731506307,2205338.2297718413,2084086.7774728967,1959787.8019151588,1868917.680459726,1863597.3080640528,65728063.787454,1460623.6397212,1318868.264
Latin America and Caribbean,2020-07-20,649993496,403440.66047332657,441921.27765505447,439515.973426628,403440.66047332657,359041.52294334146,329654.40631055937,326195.320561564,15271250.038146649,339361.11195881444,201168.128
Latin America and Caribbean,2020-07-27,649993496,439906.91559763806,482685.36214138527,474013.52040551975,439906.91559763806,393984.8653452197,364164.8650573655,362003.8666622696,16595748.381071426,368794.4084682539,221578.14
Latin America and Caribbean,2021-03-29,649993496,1470138.8749961723,1522738.0872642861,1514381.697108609,1470138.8749961723,1382537.420749222,1336181.7583355925,1332390.018459153,52659304.40944079,1170206.7646542399,868973.259
Latin America and Caribbean,2021-04-05,649993496,1511368.2595467225,1561921.665682546,1555690.7366195293,1511368.2595467225,1422952.872677937,1375897.4108964433,1371251.5345444866,54197059.386721365,1204379.0974826969,899544.268
Latin America and Caribbean,2021-04-12,649993496,1555237.2532808846,1606169.536747364,1601070.9535790773,1555237.2532808846,1464877.3167362665,1417787.5094309829,1413165.980048195,55793740.36400193,1239860.8969778207,938834.281
Latin America and Caribbean,2021-04-19,649993496,1598683.2910164502,1649780.8170005162,1644353.7631516918,1598683.2910164502,1506083.5423830103,1459098.5534819083,1454935.9152785277,57356645.8412825,1274592.1298062778,974443.281
Latin America and Caribbean,2020-01-01,649993496,-249.61207014409024,2961.6295073798847,2418.535645863424,-249.61207014409024,-3725.424915655241,-5103.965246811285,-6110.661995319068,-96549.04051384491,-2145.534233640998,0
Latin America and Caribbean,2020-01-06,649993496,1966.0405313918234,8403.686889753051,7248.683887026277,1966.0405313918234,-4783.82495184628,-8083.989367683153,-8963.284678105027,-83140.5810280081,-1847.568467289069,0
Latin America and Caribbean,2020-01-13,649993496,3478.572827969493,19718.753883010784,12846.66901498382,3478.572827969493,-5977.3787080497605,-11495.817361922602,-11652.027262783551,-86723.371542171,-1927.1860342704665,0
Latin America and Caribbean,2020-01-20,649993496,4870.070515523942,24046.996642182112,16916.916525741104,4870.070515523942,-8119.429360550961,-13296.63882587781,-15782.07184554707,-100611.16205633405,-2235.803601251868,0
Latin America and Caribbean,2020-01-27,649993496,6163.784923798676,25252.413753256344,21125.022371201958,6163.784923798676,-9696.19806704826,-17051.276451654892,-20138.112652563494,-133083.95257049732,-2957.421168233274,0
Latin America and Caribbean,2020-02-03,649993496,7731.969251509538,33898.01998116404,26193.218952416984,7731.969251509538,-11570.985625490288,-20099.615248162263,-23670.90769272144,-143709.24308466027,-3193.5387352146727,0
Latin America and Caribbean,2020-02-10,649993496,9001.254180431904,35203.50343848479,27572.99529818747,9001.254180431904,-13842.685214832445,-23180.75082546818,-28778.006515305377,-174813.28359882336,-3884.7396355294077,0
Latin America and Caribbean,2021-02-15,649993496,1253326.7858790504,1306068.7883144368,1292950.8159738854,1253326.7858790504,1171415.1491179045,1127961.6166792149,1124194.5317599068,44432459.96821429,987387.9992936508,714525.203
Latin America and Caribbean,2021-02-22,649993496,1283389.3968401344,1337552.560332152,1323816.280032731,1283389.3968401344,1199015.2670540472,1155904.557915671,1153315.7897487758,45523071.82142504,1011623.8182538899,737433.221
Latin America and Caribbean,2020-10-26,649993496,750946.3386539259,810729.3194893859,793026.5220884485,750946.3386539259,691667.6592323761,655870.4243842964,648158.8943082468,26163431.45029116,581409.587784248,444917.14400000003
Latin America and Caribbean,2020-11-02,649993496,771570.0832121223,829117.5741645758,815815.7536373762,771570.0832121223,711601.9148277565,676874.8274396075,666175.5012099339,26765038.235744674,594778.6274609928,456169.154
Latin America and Caribbean,2020-11-09,649993496,790901.5442890135,847525.2036262574,839900.3708591118,790901.5442890135,730453.2118261749,697512.8045026351,684145.2298444281,27371425.521198187,608253.9004710709,467826.17
Latin America and Caribbean,2021-07-19,649993496,2124874.6383610573,2290696.350232488,2255828.964201623,2126584.686112717,1991846.2905880283,1898470.5262263515,1892390.149515943,65728063.787454,1460623.6397212,1338340.2550000001
Latin America and Caribbean,2020-08-03,649993496,474341.2284845632,518980.14743143466,505435.16461091506,474341.2284845632,426766.8986646992,396442.1054698319,392215.50268821605,17805099.39335104,395668.8754078009,242246.144
