custom_regions,date,population,estimated_daily_excess_deaths_per_100k,estimated_daily_excess_deaths_ci_95_top_per_100k,estimated_daily_excess_deaths_ci_90_top_per_100k,estimated_daily_excess_deaths_ci_50_top_per_100k,estimated_daily_excess_deaths_ci_50_bot_per_100k,estimated_daily_excess_deaths_ci_90_bot_per_100k,estimated_daily_excess_deaths_ci_95_bot_per_100k,estimated_daily_excess_deaths_raw_estimate_per_100k,daily_excess_deaths_per_100k,daily_covid_deaths_per_100k
Latin America and Caribbean,2020-03-02,649993496,0.01856089209128297,0.060162425100318564,0.05726548771819766,0.02999442551198363,0.002075911670224421,-0.015452740743434553,-0.01846587835917896,0.7107303528025303,0.015794007840056225,0
Latin America and Caribbean,2020-03-09,649993496,0.01890501087692275,0.050678067587955636,0.04889161175790884,0.029450598072807276,0.0029435215388129254,-0.015798424110300156,-0.03211633476764134,0.6042615864185916,0.01342803525374648,2.2000220137587344e-5
Latin America and Caribbean,2020-03-16,649993496,0.010567093148023616,0.03557524290007096,0.03257986589813215,0.020341158496803877,-0.004645883714115476,-0.016795724374072063,-0.021605525293115057,0.2030456680471591,0.004512125956603536,1.540015409631114e-4
Latin America and Caribbean,2020-03-23,649993496,0.07492233063036498,0.09296901845963579,0.09116854820303971,0.07985360552121025,0.05880427527500387,0.04196325878784612,0.02583413407534848,3.0107122459392355,0.06690471657642745,0.0028574132071007676
Latin America and Caribbean,2020-06-15,649993496,0.6257070740766665,0.6834759461969714,0.6704186828267414,0.6258590229409675,0.5842091265233138,0.5495105473051272,0.5487932152197378,24.338262554496655,0.5408502789888144,0.3769706951036938
Latin America and Caribbean,2020-06-22,649993496,0.6099031271471125,0.6791906736476043,0.6710645038912031,0.6218539253485857,0.5914399314572146,0.5481844074881644,0.5436764273253784,23.86348307850545,0.5302996239667878,0.420839749448816
Latin America and Caribbean,2020-06-29,649993496,0.6559443226310064,0.7122451698418218,0.7105140467923073,0.6559443226310064,0.6102166123736547,0.5663149869242987,0.5631458967359844,24.313651035631654,0.5403033563473701,0.4046197409950699
Latin America and Caribbean,2020-07-06,649993496,0.7660623303492596,0.852782089617339,0.8461494607298028,0.7821107929404025,0.7218143200525603,0.6788971713800371,0.6694116909170077,28.745430758227055,0.6387873501828235,0.4062459111129321
Latin America and Caribbean,2020-07-13,649993496,0.8089879878960222,0.882768467845744,0.8682370200916226,0.8163619225774167,0.7457883525736607,0.6916555960437603,0.6880800099083563,29.268622806553996,0.6504138401456444,0.4231908498973657
Latin America and Caribbean,2020-05-04,649993496,0.4514627865325022,0.47552869533906733,0.47307271382481975,0.45220615017572185,0.42728827249822227,0.40527816773521286,0.40100074585445106,18.965865160453685,0.42146367023230413,0.16619966301939734
Latin America and Caribbean,2020-05-11,649993496,0.48911517661883946,0.5082451468237184,0.5071204745003017,0.48911517661883946,0.46373470001272715,0.4441160407291087,0.43258637646068243,20.68503071433705,0.45966734920749,0.21800202751567224
Latin America and Caribbean,2020-05-18,649993496,0.5209287510740408,0.5418926903348644,0.539927113374308,0.5223210781837958,0.49823733089761274,0.4784683840585469,0.4677835648866907,22.087808487010992,0.49084018860024425,0.2578491954633343
Latin America and Caribbean,2020-05-25,649993496,0.5531020631049877,0.5917350738541024,0.5867249334525806,0.5569019988858814,0.5285174064552611,0.5087462995981149,0.5039565250647438,23.003938533070045,0.5111986340682232,0.30637691180836063
Latin America and Caribbean,2020-06-01,649993496,0.5906955776548112,0.6361193687265926,0.6234236941510737,0.5906955776548112,0.5482013803184198,0.5197419135693451,0.5177227519589082,23.386511272885155,0.519700250508559,0.31769548660222285
Latin America and Caribbean,2020-06-08,649993496,0.6282383209562363,0.6793701852397533,0.6640787823098303,0.6282383209562363,0.5852759971555161,0.5505511078169164,0.5500913251212867,24.40866435784903,0.5424147635077563,0.3862677112079903
Latin America and Caribbean,2020-02-17,649993496,-0.006437250096046251,0.07538042238831234,0.0718754636249717,0.00944709780615978,-0.04643803758055594,-0.0906041391552881,-0.09782368753104104,-0.7668547175336033,-0.017041215945191188,0
Latin America and Caribbean,2020-02-24,649993496,-0.006559148729330978,0.05036884884441876,0.041431765403965606,0.010780000683283416,-0.03156574330495474,-0.047397873171191936,-0.05706332053221055,-0.774662867972881,-0.017214730399397356,0
Latin America and Caribbean,2021-03-01,649993496,0.8306692015385078,0.875855818974078,0.8725966537064318,0.8308855911528428,0.7980850266219482,0.7785437125602669,0.7704104612795224,31.979531368004203,0.7106562526223157,0.4968622024488688
Latin America and Caribbean,2021-03-08,649993496,0.821897994937294,0.8691877051636163,0.8588954100724876,0.8225608851815345,0.7888003852304484,0.7699907771095326,0.7687368420393674,31.491334175335666,0.6998074261185703,0.5551703243504456
Latin America and Caribbean,2021-03-15,649993496,0.8060091992756035,0.8563669852068132,0.8484092922814785,0.8097899655611185,0.7767640260278275,0.7545663995988973,0.7527166202035427,30.83370122133278,0.6851933604740619,0.5444892943974935
Latin America and Caribbean,2021-03-22,649993496,0.8117184663602777,0.8487064518913966,0.8471013767901417,0.8164299317255862,0.7834385168671761,0.7631380206956355,0.7512444657091852,31.01045573721844,0.6891212386048542,0.6037425026788268
Latin America and Caribbean,2020-03-30,649993496,0.15474203933100206,0.16840489621506552,0.1678170240146838,0.15474203933100206,0.12941053329411495,0.10931597637504353,0.10552837004132955,6.283478705193787,0.13963286011541748,0.010703337868476149
Latin America and Caribbean,2020-04-06,649993496,0.16764072928476625,0.19557261030360218,0.1942190618607529,0.1731872322375517,0.1446061579584208,0.12455142721296034,0.1216920826071694,6.916013499517554,0.15368918887816788,0.02430793553663497
Latin America and Caribbean,2020-04-13,649993496,0.17038854764022804,0.20341270530825067,0.1997712113495869,0.17797711494596738,0.1478526056405487,0.13274959800656777,0.11920456459305045,6.937211513825943,0.15416025586279875,0.045539532598646196
Latin America and Caribbean,2020-04-20,649993496,0.2073724307923275,0.2382109408637537,0.23645327265163024,0.21640928871009085,0.18879945458389705,0.16660243313747816,0.16298521305492758,8.593854464076538,0.19097454364614527,0.06953946505335494
Latin America and Caribbean,2020-04-27,649993496,0.3604686722798645,0.391602298527841,0.38714551794123986,0.368400271886225,0.3448952717490559,0.3317396164055057,0.3244768591967513,15.600536874621342,0.34667859721380756,0.1281332821213337
Latin America and Caribbean,2021-04-26,649993496,0.7988603429155493,0.879444404737896,0.8696043104889744,0.8081751853116709,0.7520569295242318,0.7069387222637764,0.7022573748743782,24.79502629901766,0.5510005844226147,0.760798689591811
Latin America and Caribbean,2021-05-03,649993496,0.7840846573628026,0.8891008875437072,0.8499380610242993,0.8088146639850614,0.7434493462238503,0.7012265599465843,0.6919377466027193,24.04221731127999,0.534271495806222,0.7320294786457371
Latin America and Caribbean,2021-05-10,649993496,0.7964709518643647,0.9971637544070121,0.95587987898737,0.8625590429821721,0.7432686310147831,0.679351101917927,0.6628274735439987,18.759273166453433,0.41687273703229855,0.6636329481056839
Latin America and Caribbean,2021-05-17,649993496,0.777461941831986,0.9625304927659958,0.9476426395001865,0.8224194404410323,0.7158338248171346,0.6335616473731434,0.6295442202565482,17.474386683307984,0.38831970407351074,0.6406439488434512
Latin America and Caribbean,2021-05-24,649993496,1.0044906454514146,1.241069530402802,1.1441032160369031,1.0189995430698116,0.8900528466289229,0.8122674636460685,0.7545351510459203,18.308773041936345,0.40686162315414104,0.6212369854236203
Latin America and Caribbean,2021-05-31,649993496,0.9612585901216557,1.3253915979894446,1.1480754948046494,1.0448728495294157,0.8863052541256475,0.8042092197772625,0.7832807067899723,16.75966852045447,0.37243707823232164,0.6293904516238421
Latin America and Caribbean,2021-06-07,649993496,0.8917562890538524,1.1812400211769793,1.1228621527165565,0.99364491346123,0.8537072582119715,0.7712364735561121,0.7510616232431735,16.119230704832777,0.35820512677406174,0.6776552422610702
