custom_regions,date,population,estimated_daily_excess_deaths,estimated_daily_excess_deaths_ci_95_top,estimated_daily_excess_deaths_ci_90_top,estimated_daily_excess_deaths_ci_50_top,estimated_daily_excess_deaths_ci_50_bot,estimated_daily_excess_deaths_ci_90_bot,estimated_daily_excess_deaths_ci_95_bot,estimated_daily_excess_deaths_raw_estimate,daily_excess_deaths,daily_covid_deaths
North America,2020-07-06,375152636,1355.949892535699,1355.949892535699,1355.949892535699,1355.949892535699,1355.949892535699,1355.949892535699,1355.949892535699,2711.899785071398,1355.949892535699,537.4280000000001
Latin America and Caribbean,2020-07-13,655119303,4645.084743517987,4778.004250355611,4755.936407613511,4662.195653617012,4581.328789867571,4523.680101470897,4516.605927538681,214697.70193674456,4472.868790348845,2755.141
Asia,2020-07-13,4666863690,10195.424144398106,16037.53163754141,15764.64238845751,12449.874750694118,9082.705939123505,6735.560779167062,5723.143647692891,51972.13209316906,1060.6557570034502,1165.857
Oceania,2020-07-13,44446737,-65.04633309532109,-39.85982346579873,-45.43303733905234,-56.02359743493994,-67.73263993637755,-77.5968985544249,-78.73216908013484,-1298.4741400792768,-56.45539739475117,0.286
European Union,2020-07-13,447593544,-38.176030334875065,-38.176030334875065,-38.176030334875065,-38.176030334875065,-38.176030334875065,-38.176030334875065,-38.176030334875065,-1030.7528190416267,-38.176030334875065,98.429
North America,2020-07-13,375152636,1574.207035392847,1574.207035392847,1574.207035392847,1574.207035392847,1574.207035392847,1574.207035392847,1574.207035392847,3148.414070785694,1574.207035392847,795.4280000000001
Latin America and Caribbean,2020-07-20,655119303,4596.278526360494,4725.716726893174,4717.345684850354,4647.917604822047,4541.7249000269,4482.842109909753,4479.209011903094,212725.35907960104,4431.778314158355,2799.143
Asia,2020-07-20,4666863690,10996.296613723787,17373.029126842845,15815.67623861074,13239.164661854358,9675.772716376136,7269.649288776391,6241.327467275782,52494.19209316894,1071.3100427177335,1408.43
Oceania,2020-07-20,44446737,-52.97816177970266,-27.985934296801794,-34.78552064441668,-45.737321834426886,-56.61223351719912,-66.8702557210944,-67.71159965226454,-1013.9312829364113,-44.08396882332223,2.571
European Union,2020-07-20,447593544,-41.6617446206019,-41.6617446206019,-41.6617446206019,-41.6617446206019,-41.6617446206019,-41.6617446206019,-41.6617446206019,-1124.8671047562514,-41.6617446206019,96.459
North America,2020-07-20,375152636,1738.2356068214046,1738.2356068214046,1738.2356068214046,1738.2356068214046,1738.2356068214046,1738.2356068214046,1738.2356068214046,3476.4712136428093,1738.2356068214046,815.4280000000001
Latin America and Caribbean,2020-07-27,655119303,4519.377805383549,4664.433686989344,4632.331661066865,4537.647424053013,4444.78800944752,4391.017694715925,4381.785020987951,207474.2733653154,4322.380695110737,2966.573
Asia,2020-07-27,4666863690,10206.568416709311,16344.067782832773,15742.740638125275,13200.281356398693,9524.592543087228,7264.109775620914,6598.978626727318,58946.37209316894,1202.9871855748763,1397.857
Oceania,2020-07-27,44446737,-44.671080781235425,-17.28167980212031,-23.664306488408094,-36.90869106067532,-47.6445287693533,-58.322964216197505,-59.816977175905905,-827.3027115078356,-35.96968310903633,5.857
European Union,2020-07-27,447593544,813.6382553793919,813.6382553793919,813.6382553793919,813.6382553793919,813.6382553793919,813.6382553793919,813.6382553793919,21968.232895243582,813.6382553793919,88.26233333333333
North America,2020-07-27,375152636,1720.6927496785618,1720.6927496785618,1720.6927496785618,1720.6927496785618,1720.6927496785618,1720.6927496785618,1720.6927496785618,3441.3854993571235,1720.6927496785618,1021.1429999999999
Latin America and Caribbean,2020-08-03,655119303,4231.64560260278,4328.451763563766,4305.223435457161,4231.64560260278,4145.821994426613,4084.0975839905914,4082.85209329352,193743.2724436571,4036.3181759095232,2940.43
Asia,2020-08-03,4666863690,10018.602129446419,15412.790216653151,15037.051145263817,12801.937370828524,9478.599885844475,6636.450288753551,5409.5686927768975,56738.34854478201,1157.9254805057553,1409.753
Oceania,2020-08-03,44446737,-47.933272019602015,-29.534740741543924,-33.72228651398933,-41.795436896589095,-52.117104204722594,-62.116755057021656,-65.59663059285317,-878.6658451483954,-38.20286283253893,9.822
European Union,2020-08-03,447593544,625.6536470844719,625.6536470844719,625.6536470844719,625.6536470844719,625.6536470844719,625.6536470844719,625.6536470844719,16892.648471280743,625.6536470844719,103.287
North America,2020-08-03,375152636,1623.0641782499904,1623.0641782499904,1623.0641782499904,1623.0641782499904,1623.0641782499904,1623.0641782499904,1623.0641782499904,3246.128356499981,1623.0641782499904,1042.2849999999999
Latin America and Caribbean,2020-08-10,655119303,3943.212227769061,4018.880490888646,4004.9622145349776,3943.212227769061,3856.5098707588445,3814.855798894462,3795.523659778173,180540.4153007995,3761.25865209999,3104.288
Asia,2020-08-10,4666863690,10832.789081565414,15495.715664511068,15265.381098193673,13166.383103921096,9927.89689416098,6866.508982944509,6262.178426529198,54321.52854478192,1108.6026233628963,1472.429
Oceania,2020-08-10,44446737,-44.38134283687471,-25.12259472580083,-26.946832542905536,-36.15832629727952,-47.44607783346268,-55.95785678257014,-61.06524844867974,-732.7801308626736,-31.860005689681458,14.286000000000001
European Union,2020-08-10,447593544,1565.882218513035,1565.882218513035,1565.882218513035,1565.882218513035,1565.882218513035,1565.882218513035,1565.882218513035,42278.819899851944,1565.882218513035,117.172
North America,2020-08-10,375152636,1672.321321107133,1672.321321107133,1672.321321107133,1672.321321107133,1672.321321107133,1672.321321107133,1672.321321107133,3344.642642214266,1672.321321107133,1054.857
Latin America and Caribbean,2020-08-17,655119303,3656.7886285720374,3721.9368402299474,3707.0915921397363,3656.7886285720374,3561.950118457367,3523.663846106742,3515.835773195572,166915.04387222824,3477.3967473380885,2865.427
Asia,2020-08-17,4666863690,9872.53101378186,16860.624928403886,16154.076615437232,13844.251861852843,9872.53101378186,7489.447534530935,6391.038621800889,55757.78854478202,1137.914051934327,1501.858
Oceania,2020-08-17,44446737,-61.48075340941258,-44.52173541648832,-45.5864012790668,-55.09168754365517,-65.1244882132288,-78.68251191049929,-81.00608599662365,-1194.094416576976,-51.91714854682505,15.286
European Union,2020-08-17,447593544,887.8822185130509,887.8822185130509,887.8822185130509,887.8822185130509,887.8822185130509,887.8822185130509,887.8822185130509,23972.819899852377,887.8822185130509,141.85999999999999
North America,2020-08-17,375152636,1537.435606821419,1537.435606821419,1537.435606821419,1537.435606821419,1537.435606821419,1537.435606821419,1537.435606821419,3074.871213642838,1537.435606821419,1012.571
Latin America and Caribbean,2020-08-24,655119303,3361.2389130257984,3397.3511983614203,3391.2311267090527,3361.2389130257984,3269.333758805522,3224.855305861016,3222.7098846732306,152672.98672937095,3180.6872235285614,2867
Asia,2020-08-24,4666863690,12340.065676645876,17581.362387901878,17146.292944195073,14206.331522851595,11159.826667121055,8269.750551088335,6918.252386867896,50775.88854478193,1036.2426233628964,1491.572
Oceania,2020-08-24,44446737,-74.53365450795769,-55.196654634602574,-57.66008509671774,-67.67016387780866,-78.00583889956492,-90.96498114514884,-94.71319883661936,-1490.465845148389,-64.80286283253865,12.572000000000001
European Union,2020-08-24,447593544,534.8222185130345,534.8222185130345,534.8222185130345,534.8222185130345,534.8222185130345,534.8222185130345,534.8222185130345,14440.199899851932,534.8222185130345,145.144
North America,2020-08-24,375152636,1244.4070353928403,1244.4070353928403,1244.4070353928403,1244.4070353928403,1244.4070353928403,1244.4070353928403,1244.4070353928403,2488.8140707856805,1244.4070353928403,864.1429999999999
Latin America and Caribbean,2020-08-31,655119303,3001.8865715492216,3075.1607474137995,3058.858561542905,3011.0007643643908,2949.9421312231007,2916.1287240254733,2910.497899125408,137964.07244365674,2874.2515092428484,2606.572
Asia,2020-08-31,4666863690,11558.427393575881,15842.609731953346,15605.741644727956,13273.306476389953,10514.664867297264,8152.6299232845,5859.217246491556,42498.388544781934,867.3140519343252,1552.999
Oceania,2020-08-31,44446737,-56.27189878161396,-33.93995981114588,-39.619944985287525,-48.019655913351016,-59.08153779985681,-71.87795581032837,-72.46283932877924,-1075.80870229125,-46.77429140396739,19.429
European Union,2020-08-31,447593544,660.0022185130401,660.0022185130401,660.0022185130401,660.0022185130401,660.0022185130401,660.0022185130401,660.0022185130401,17820.059899852084,660.0022185130401,141.43
North America,2020-08-31,375152636,1112.7213211071246,1112.7213211071246,1112.7213211071246,1112.7213211071246,1112.7213211071246,1112.7213211071246,1112.7213211071246,2225.442642214249,1112.7213211071246,904.572
Latin America and Caribbean,2020-09-07,655119303,2561.441445045212,2640.412387086673,2627.240321639019,2571.398087594369,2500.0099912004453,2457.509595562217,2449.113664629223,116557.8221027135,2428.287960473198,2623.712
Asia,2020-09-07,4666863690,12831.464598424307,17406.71180300438,17133.237380844814,14895.414158231913,11951.973814360035,9566.6932195856225,6594.094216305894,34093.45467381413,695.7847892615129,1629.5739999999998
Oceania,2020-09-07,44446737,-55.3510661041651,-33.54558843639947,-34.9364447724861,-43.69956965451279,-55.3510661041651,-65.95572103207348,-66.83228145488779,-1024.687227636868,-44.55161859290731,16.143
European Union,2020-09-07,447593544,911.1760126758575,911.1760126758575,911.1760126758575,911.1760126758575,911.1760126758575,911.1760126758575,911.1760126758575,24601.75234224815,911.1760126758575,176.571
North America,2020-09-07,375152636,979.4356068214129,979.4356068214129,979.4356068214129,979.4356068214129,979.4356068214129,979.4356068214129,979.4356068214129,1958.8712136428258,979.4356068214129,808.857
Latin America and Caribbean,2020-09-14,655119303,2330.876173554033,2383.125719617296,2374.9655133987903,2330.876173554033,2263.4508884502916,2223.759797897272,2218.8858872680667,105475.07924557074,2197.397484282724,2194
Asia,2020-09-14,4666863690,13104.756490115127,18706.027544685534,17653.963319167287,15608.790558923372,12394.641164993152,9538.937437882596,7234.88547927071,32106.57467381423,655.2362178329435,1771.572
Oceania,2020-09-14,44446737,-69.06072958983461,-47.63544809037358,-48.401533585916795,-57.190560370843215,-69.06072958983461,-79.65743860134562,-81.09167113909567,-1334.8586562083,-58.03733287862174,7.356999999999999
European Union,2020-09-14,447593544,1057.4617269615828,1057.4617269615828,1057.4617269615828,1057.4617269615828,1057.4617269615828,1057.4617269615828,1057.4617269615828,28551.466627962734,1057.4617269615828,177.715
North America,2020-09-14,375152636,990.0070353928405,990.0070353928405,990.0070353928405,990.0070353928405,990.0070353928405,990.0070353928405,990.0070353928405,1980.014070785681,990.0070353928405,744.858
Latin America and Caribbean,2020-09-21,655119303,2327.5364232352204,2381.713242365011,2367.3781938477205,2327.5364232352204,2257.4516833611933,2215.7302860495274,2210.4932807421796,104889.82210271357,2185.2046271398663,2057.716
Asia,2020-09-21,4666863690,12443.271313607871,17306.62450206713,16949.617898656325,14576.193416909451,11514.489498946472,8829.01181362494,6916.677974030067,31215.524891205543,637.0515283919499,1819.1409999999998
Oceania,2020-09-21,44446737,-38.30051712387601,-7.694448234019926,-15.02188395583978,-27.177769259808432,-38.30051712387601,-47.90969969843895,-49.515584355159675,-688.887227636873,-29.951618592907522,5.572
European Union,2020-09-21,447593544,637.6017269615882,637.6017269615882,637.6017269615882,637.6017269615882,637.6017269615882,637.6017269615882,637.6017269615882,17215.24662796288,637.6017269615882,296.43
North America,2020-09-21,375152636,1124.5498925356978,1124.5498925356978,1124.5498925356978,1124.5498925356978,1124.5498925356978,1124.5498925356978,1124.5498925356978,2249.0997850713957,1124.5498925356978,760.714
Latin America and Caribbean,2020-09-28,655119303,2117.896348419013,2160.8492424501296,2149.869440520846,2120.4713400437345,2054.562951396504,2022.3707299759428,2007.888311505052,95409.02210271358,1987.6879604731996,2095.286
Asia,2020-09-28,4666863690,11292.443153709199,16612.57703487468,15774.427690401746,13019.397373793316,10397.129187974611,8475.963187895262,6545.191119573841,36018.364891205456,735.0686712490909,1725.283
Oceania,2020-09-28,44446737,-20.9926734897378,1.6072118871400598,-0.5844127834153596,-13.039957839139957,-23.8449353167861,-31.50785664933258,-33.35896776287954,-428.65865620830095,-18.63733287862178,4.571
European Union,2020-09-28,447593544,876.5902983901508,876.5902983901508,876.5902983901508,876.5902983901508,876.5902983901508,876.5902983901508,876.5902983901508,23667.938056534073,876.5902983901508,341.42900000000003
North America,2020-09-28,375152636,837.2927496785519,837.2927496785519,837.2927496785519,837.2927496785519,837.2927496785519,837.2927496785519,837.2927496785519,1674.5854993571038,837.2927496785519,763
Latin America and Caribbean,2020-10-05,655119303,2254.445679596414,2289.7727478379134,2280.82838472687,2254.445679596414,2185.1065705250203,2144.520358097678,2138.9201318212786,101318.16864649236,2110.7951801352574,2428.8806666666665
Asia,2020-10-05,4666863690,10648.170898999013,15570.184750098195,14937.335868371429,12210.756643680666,9661.170065546798,8330.807017258167,7317.42099948341,36208.25456862485,738.9439707882623,1738.002
Oceania,2020-10-05,44446737,-51.59278053086015,-23.704792387333544,-30.540002607291555,-40.20305402595908,-51.59278053086015,-62.651471532364056,-63.045400415682934,-928.4815133511582,-40.36876145005036,2.286
European Union,2020-10-05,447593544,886.3327254254823,886.3327254254823,886.3327254254823,886.3327254254823,886.3327254254823,886.3327254254823,886.3327254254823,23930.983586488022,886.3327254254823,385.14300000000003
North America,2020-10-05,375152636,1149.321321107126,1149.321321107126,1149.321321107126,1149.321321107126,1149.321321107126,1149.321321107126,1149.321321107126,2298.642642214252,1149.321321107126,754.4290000000001
Latin America and Caribbean,2020-10-12,655119303,2190.1280031830224,2210.847890092713,2205.4802243821528,2190.1280031830224,2104.872949666726,2072.1234151219714,2070.2121837335,97902.96864649236,2039.6451801352575,1822.432
Asia,2020-10-12,4666863690,10736.296569117729,14986.244009379334,14370.485663806314,11680.850816289365,9402.100120606654,7923.413521721714,7341.182014078067,43108.43456862485,879.7639707882622,1647.7160000000001
Oceania,2020-10-12,44446737,-39.09051748774703,-13.222357681884725,-17.58921158915883,-26.31120034744255,-39.09051748774703,-47.35278613296614,-47.87530516079821,-714.9100847797299,-31.083047164336083,0.857
European Union,2020-10-12,447593544,1471.7327254254817,1471.7327254254817,1471.7327254254817,1471.7327254254817,1471.7327254254817,1471.7327254254817,1471.7327254254817,39736.783586488,1471.7327254254817,509.572
North America,2020-10-12,375152636,874.7213211071278,874.7213211071278,874.7213211071278,874.7213211071278,874.7213211071278,874.7213211071278,874.7213211071278,1749.4426422142556,874.7213211071278,737.4290000000001
Latin America and Caribbean,2020-10-19,655119303,2319.526609652196,2340.2624119865914,2338.518943850307,2319.526609652196,2245.79595792613,2212.12656144051,2202.8055924416926,104374.62578934942,2174.471370611446,1692.571
Asia,2020-10-19,4666863690,9191.183529211938,13492.367658742016,13423.572181264837,11116.218365504228,8733.887639498458,7367.943418102548,6063.410965413093,43078.89456862485,879.1611136454051,1550.714
Oceania,2020-10-19,44446737,-18.646458286059644,4.804730740502229,-0.22256962165215993,-10.367847696886649,-20.84853493868986,-25.771637672558985,-29.005686697005846,-388.9672276368721,-16.911618592907484,1.571
European Union,2020-10-19,447593544,2821.075582568339,2821.075582568339,2821.075582568339,2821.075582568339,2821.075582568339,2821.075582568339,2821.075582568339,76169.04072934516,2821.075582568339,696.573
North America,2020-10-19,375152636,1079.5784639642704,1079.5784639642704,1079.5784639642704,1079.5784639642704,1079.5784639642704,1079.5784639642704,1079.5784639642704,2159.156927928541,1079.5784639642704,778.5709999999999
Latin America and Caribbean,2020-10-26,655119303,2292.8661426771832,2308.827576659318,2307.1388253295286,2292.8661426771832,2213.156163943353,2181.569337811102,2181.097538156085,103348.79721792093,2153.0999420400194,1711.431
Asia,2020-10-26,4666863690,9580.181051124066,14341.439575895422,14138.668948719453,11589.714909215227,9172.619071506522,6652.844440833646,5864.692687342533,53916.99456862492,1100.3468279311207,1475.571
Oceania,2020-10-26,44446737,-29.151315871053587,-4.154268682529513,-6.943523625748634,-16.365209531306228,-29.151315871053587,-36.462002655892036,-38.230872334502784,-486.88151335115845,-21.16876145005037,1.429
European Union,2020-10-26,447593544,3945.5984397111965,3945.5984397111965,3945.5984397111965,3945.5984397111965,3945.5984397111965,3945.5984397111965,3945.5984397111965,106531.15787220231,3945.5984397111965,1100.429
North America,2020-10-26,375152636,1216.6070353928405,1216.6070353928405,1216.6070353928405,1216.6070353928405,1216.6070353928405,1216.6070353928405,1216.6070353928405,2433.214070785681,1216.6070353928405,874.7149999999999
Latin America and Caribbean,2020-11-02,655119303,2411.4039314904808,2431.6591386562086,2429.983104350685,2411.4039314904808,2331.2225926146198,2302.3493731627573,2299.9759686072034,108638.96495985636,2263.3117699970076,1603.43
Asia,2020-11-02,4666863690,10109.480743694532,14858.536077038074,14652.535368033987,12237.481148965093,9283.91187411428,6788.092766299256,6499.255256886442,65798.89655787207,1342.8346236300422,1437.573
Oceania,2020-11-02,44446737,-5.722925588955747,18.59393824656357,16.900363401215504,3.6499485692208835,-6.482228098433156,-12.273325692478481,-15.23578851003425,-123.89770382734729,-5.386856688145534,2
European Union,2020-11-02,447593544,4911.774107913959,4911.774107913959,4911.774107913959,4911.774107913959,4911.774107913959,4911.774107913959,4911.774107913959,132617.9009136769,4911.774107913959,1727.427
North America,2020-11-02,375152636,1830.6070353928476,1830.6070353928476,1830.6070353928476,1830.6070353928476,1830.6070353928476,1830.6070353928476,1830.6070353928476,3661.214070785695,1830.6070353928476,917.857
Latin America and Caribbean,2020-11-09,655119303,2409.260359210225,2450.007496901538,2431.249557591131,2409.260359210225,2338.773339174609,2307.275127367802,2302.0673944047558,109409.70781699923,2279.3689128541505,1552.86
Asia,2020-11-09,4666863690,10402.371197385353,15558.172420435434,15140.120097058732,12799.658187522735,9656.23037675042,6830.522855771979,6612.934996560235,72829.41655787207,1486.3146236300422,1573.287
Oceania,2020-11-09,44446737,11.544180946101475,36.493007294230104,34.54244719946553,22.128688315721465,11.185216192460253,6.093558299480825,4.8198654071915215,282.87372474408,12.298857597568695,1.571
European Union,2020-11-09,447593544,5214.402679342533,5214.402679342533,5214.402679342533,5214.402679342533,5214.402679342533,5214.402679342533,5214.402679342533,140788.8723422484,5214.402679342533,2762.145
North America,2020-11-09,375152636,1876.4356068214192,1876.4356068214192,1876.4356068214192,1876.4356068214192,1876.4356068214192,1876.4356068214192,1876.4356068214192,3752.8712136428385,1876.4356068214192,1144.571
Latin America and Caribbean,2020-11-16,655119303,2423.027363865933,2454.596630188421,2454.1685183453637,2423.027363865933,2365.962792295371,2338.413511491132,2330.6239963244007,110637.25067414215,2304.9427223779617,1699.432
Asia,2020-11-16,4666863690,10780.56779468724,15816.41668603924,14478.950837849668,12174.580434485926,8718.504126061205,6523.882557713917,6061.183067425618,66332.99655787209,1353.7346236300425,1554.572
Oceania,2020-11-16,44446737,-5.071601047738369,19.262918200656394,16.884727863117188,5.50026651698262,-5.509141584192573,-10.383782648622075,-12.354299588901007,-96.29770382734765,-4.18685668814555,1
European Union,2020-11-16,447593544,5085.54553648539,5085.54553648539,5085.54553648539,5085.54553648539,5085.54553648539,5085.54553648539,5085.54553648539,137309.72948510552,5085.54553648539,3096.427
North America,2020-11-16,375152636,2276.349892535705,2276.349892535705,2276.349892535705,2276.349892535705,2276.349892535705,2276.349892535705,2276.349892535705,4552.69978507141,2276.349892535705,1266.5720000000001
Latin America and Caribbean,2020-11-23,655119303,2471.4958818838977,2513.283433842492,2504.4744889212243,2471.4958818838977,2415.849294006305,2392.5519145930944,2384.891212446232,112920.67924557073,2352.51415094939,1559.7140000000002
Asia,2020-11-23,4666863690,10667.777220329966,15873.362780328147,14351.344354052942,12194.818106981216,9236.331058835845,6967.954072929709,6183.211383061304,58076.216557872074,1185.228909344328,1731.572
Oceania,2020-11-23,44446737,-3.5424951211985523,18.817931843404864,18.631199643078443,6.915490508739595,-3.5424951211985523,-9.461625382352798,-11.442596733759558,-61.46913239877518,-2.6725709738597905,1.714
European Union,2020-11-23,447593544,4976.559822199676,4976.559822199676,4976.559822199676,4976.559822199676,4976.559822199676,4976.559822199676,4976.559822199676,134367.11519939126,4976.559822199676,3406.287
North America,2020-11-23,375152636,2465.6356068214186,2465.6356068214186,2465.6356068214186,2465.6356068214186,2465.6356068214186,2465.6356068214186,2465.6356068214186,4931.271213642837,2465.6356068214186,1718.714
Latin America and Caribbean,2020-11-30,655119303,2601.586357773187,2624.8363282301675,2620.7945682651566,2601.586357773187,2525.553206942825,2496.611060345061,2495.8514972303346,117576.45067414216,2449.5093890446283,1764.572
Asia,2020-11-30,4666863690,9483.53223294539,15595.42465054356,14226.048082138586,11839.06616905023,9230.633816605745,6513.843276975446,5609.526459006151,48222.316557872065,984.1289093443279,1708.29
Oceania,2020-11-30,44446737,23.801252283882434,47.16691320118119,45.68373624362559,35.32857705185544,23.801252283882434,18.35321155931129,17.301787454491166,558.8737247440806,24.298857597568723,1.143
European Union,2020-11-30,447593544,4797.531250771104,4797.531250771104,4797.531250771104,4797.531250771104,4797.531250771104,4797.531250771104,4797.531250771104,129533.34377081982,4797.531250771104,3573.143
North America,2020-11-30,375152636,2912.0070353928336,2912.0070353928336,2912.0070353928336,2912.0070353928336,2912.0070353928336,2912.0070353928336,2912.0070353928336,5824.014070785667,2912.0070353928336,1700.286
Latin America and Caribbean,2020-12-07,655119303,3110.8899913100877,3151.3428542781257,3143.6036162665855,3110.8899913100877,3038.401401782541,3008.562834649051,3002.5967438547527,141570.41565110066,2949.3836593979304,1811.142
Asia,2020-12-07,4666863690,9209.168835030681,14653.491912986512,13544.88914029573,11131.760166084461,8849.497581708622,7197.293332037455,4782.940701068619,49476.74553636673,1009.7295007421782,1621.002
Oceania,2020-12-07,44446737,-4.35204221374555,19.121851999310003,17.196927106967813,7.3068306029336165,-4.35204221374555,-9.609176211156168,-12.150177381282145,-85.49441657696448,-3.717148546824543,0.571
European Union,2020-12-07,447593544,4472.891895932395,4472.891895932395,4472.891895932395,4472.891895932395,4472.891895932395,4472.891895932395,4472.891895932395,120768.08119017465,4472.891895932395,3440.141
North America,2020-12-07,375152636,3503.121321107133,3503.121321107133,3503.121321107133,3503.121321107133,3503.121321107133,3503.121321107133,3503.121321107133,7006.242642214266,3503.121321107133,2431.714
Latin America and Caribbean,2020-12-14,655119303,3326.832342637391,3375.4167113760363,3367.9049197379195,3326.832342637391,3260.6503639062817,3226.622927125572,3218.164269623912,151743.55850824318,3161.3241355883997,1860.5739999999998
Asia,2020-12-14,4666863690,8375.485642880996,13396.477855864476,12713.215725517111,10346.095359202835,7892.6968908199715,6465.375712845917,4163.766699393997,44061.405536366736,899.2123578850354,1512.569
Oceania,2020-12-14,44446737,14.224580066669056,38.60443351020506,37.339388187837294,25.912798649068595,14.224580066669056,9.076598613443867,6.005239033004164,344.93415485160784,14.99713716746121,2.5719999999999996
European Union,2020-12-14,447593544,3884.977610218109,3884.977610218109,3884.977610218109,3884.977610218109,3884.977610218109,3884.977610218109,3884.977610218109,104894.39547588894,3884.977610218109,3309.0009999999997
North America,2020-12-14,375152636,3502.692749678562,3502.692749678562,3502.692749678562,3502.692749678562,3502.692749678562,3502.692749678562,3502.692749678562,7005.385499357124,3502.692749678562,2625.286
Latin America and Caribbean,2020-12-21,655119303,3717.789493395629,3771.809931516056,3759.138359312277,3717.789493395629,3655.4487333338125,3617.0322108604,3608.9889838297263,170753.27279395747,3557.359849874114,2034.5729999999999
Asia,2020-12-21,4666863690,7531.805829559313,12626.635326353146,12273.73555848532,9524.616288943926,7035.494272765693,5501.700301397168,3611.6033080320503,36381.08465704677,742.4711154499341,1449.965
Oceania,2020-12-21,44446737,18.719581845977373,44.213434173423956,41.00879680750832,29.90735784872322,18.57248302833534,13.53543646701775,12.996094839875976,445.4770119944637,19.368565738889725,1.572
European Union,2020-12-21,447593544,3342.434753075252,3342.434753075252,3342.434753075252,3342.434753075252,3342.434753075252,3342.434753075252,3342.434753075252,90245.73833303181,3342.434753075252,3430.8579999999997
North America,2020-12-21,375152636,3653.3213211071334,3653.3213211071334,3653.3213211071334,3653.3213211071334,3653.3213211071334,3653.3213211071334,3653.3213211071334,7306.642642214267,3653.3213211071334,2857
Latin America and Caribbean,2020-12-28,655119303,4338.366276440962,4382.890830780456,4380.158989912291,4345.040088524972,4281.701479905417,4245.999531124225,4244.448051356182,200191.22592397366,4170.650540082785,1889.5720000000001
Asia,2020-12-28,4666863690,10003.585577429667,13578.995333386596,13505.756106320816,11692.403033822931,9678.49278901582,7551.017110940786,5817.519763984669,34776.635696372505,709.7272591096429,1356.429
Oceania,2020-12-28,44446737,12.974935808854331,35.00506373767462,32.483092020044914,23.556231510435754,12.52947181231016,5.562230217771226,5.067388777369202,319.6433843860892,13.897538451569096,1.143
European Union,2020-12-28,447593544,3603.6987859805527,3603.6987859805527,3603.6987859805527,3603.6987859805527,3603.6987859805527,3603.6987859805527,3603.6987859805527,97299.86722147492,3603.6987859805527,2762.713
North America,2020-12-28,375152636,4057.2597003423266,4057.2597003423266,4057.2597003423266,4057.2597003423266,4057.2597003423266,4057.2597003423266,4057.2597003423266,8114.519400684653,4057.2597003423266,2441.571
Latin America and Caribbean,2021-01-04,655119303,5578.681521912726,5653.3542883443115,5638.110182370093,5578.681521912726,5451.244590749113,5399.943305983839,5390.269750321517,245773.85577781367,5120.288662037785,2131.929
Asia,2021-01-04,4666863690,6201.6257985656075,10589.183441408148,10039.667690372,8024.798694399765,5450.704077052894,3926.208417848323,3060.3460879852687,21179.108615246838,432.22670643360897,1216.712
Oceania,2021-01-04,44446737,11.507266755106736,33.50339131475194,29.490579064924503,21.16545317009215,11.195639249903712,3.9896867919166032,3.723106901351504,282.6641944864701,12.289747586368264,1.143
European Union,2021-01-04,447593544,2805.0351842715822,2805.0351842715822,2805.0351842715822,2805.0351842715822,2805.0351842715822,2805.0351842715822,2805.0351842715822,75735.94997533273,2805.0351842715822,3017.573
North America,2021-01-04,375152636,3499.6891603399476,3499.6891603399476,3499.6891603399476,3499.6891603399476,3499.6891603399476,3499.6891603399476,3499.6891603399476,6999.378320679895,3499.6891603399476,2822
Latin America and Caribbean,2021-01-11,655119303,6853.308569075026,6960.1696050302835,6952.145732473423,6853.308569075026,6743.705783447609,6677.420261075511,6651.473778370142,306602.8843491982,6387.560090608296,2878.86
Asia,2021-01-11,4666863690,6311.08250001691,9829.304473414484,9751.674209387427,7620.320891815314,5079.1517437408465,3722.828593352776,2188.159042237195,22134.375281897002,451.7219445285103,1086.39
Oceania,2021-01-11,44446737,-6.2006476216625295,15.153383371311705,11.50674135798972,3.049673722160662,-6.2006476216625295,-11.914800260206865,-15.247080439734505,-114.90723408641745,-4.995966699409454,0.572
European Union,2021-01-11,447593544,2579.006612842777,2579.006612842777,2579.006612842777,2579.006612842777,2579.006612842777,2579.006612842777,2579.006612842777,69633.17854675498,2579.006612842777,3381.143
North America,2021-01-11,375152636,3481.855827005894,3481.855827005894,3481.855827005894,3481.855827005894,3481.855827005894,3481.855827005894,3481.855827005894,6963.711654011788,3481.855827005894,3387.429
Latin America and Caribbean,2021-01-18,655119303,7294.962787341149,7421.1795989023,7402.17512856225,7309.578486383413,7205.853705140344,7134.916464713404,7100.042277889446,327347.2272063415,6819.733900132115,3046.392
Asia,2021-01-18,4666863690,5720.424534394363,10119.760217750241,9671.31426861356,7305.194646207645,4934.304346769059,3239.5261270854403,2150.6246595045945,20744.408615230346,423.35527786184383,1186.856
Oceania,2021-01-18,44446737,28.179102473796068,48.214887397409925,46.13249284870026,37.58600450218038,28.179102473796068,23.746505667387044,20.444490181462577,712.5451468659638,30.980223776781035,0.429
European Union,2021-01-18,447593544,2983.9351842713495,2983.9351842713495,2983.9351842713495,2983.9351842713495,2983.9351842713495,2983.9351842713495,2983.9351842713495,80566.24997532644,2983.9351842713495,3405.57
North America,2021-01-18,375152636,3165.712969863032,3165.712969863032,3165.712969863032,3165.712969863032,3165.712969863032,3165.712969863032,3165.712969863032,6331.425939726064,3165.712969863032,3442.429
