custom_regions,date,population,estimated_daily_excess_deaths,estimated_daily_excess_deaths_ci_95_top,estimated_daily_excess_deaths_ci_90_top,estimated_daily_excess_deaths_ci_50_top,estimated_daily_excess_deaths_ci_50_bot,estimated_daily_excess_deaths_ci_90_bot,estimated_daily_excess_deaths_ci_95_bot,estimated_daily_excess_deaths_raw_estimate,daily_excess_deaths,daily_covid_deaths
Latin America and Caribbean,2021-01-25,655119303,6158.814024938389,6302.389541521672,6287.5562391091535,6206.10046575641,6094.09073676194,6013.280233508593,5999.899498875702,275090.2557777697,5731.046995370202,3670.001
Asia,2021-01-25,4666863690,6222.147119769855,9981.717951176299,9844.213494098238,7418.201660980629,5338.141238800775,2982.0154127633773,1521.7037238581995,21218.075281897018,433.0219445285106,1128.144
Oceania,2021-01-25,44446737,-9.660446550761426,9.407305347224105,8.291649555939658,0.49861418060763596,-9.660446550761426,-14.534566221220997,-15.79138130795553,-178.97866265784427,-7.781680985123664,0.286
European Union,2021-01-25,447593544,2297.9828033189638,2297.9828033189638,2297.9828033189638,2297.9828033189638,2297.9828033189638,2297.9828033189638,2297.9828033189638,62045.53568961202,2297.9828033189638,3469.145
North America,2021-01-25,375152636,2631.9272555773273,2631.9272555773273,2631.9272555773273,2631.9272555773273,2631.9272555773273,2631.9272555773273,2631.9272555773273,5263.854511154655,2631.9272555773273,3259.714
Latin America and Caribbean,2021-02-01,655119303,5365.301347204112,5506.030696070218,5497.581703040707,5420.181797896271,5305.732659250788,5242.946221962834,5209.992489514341,238753.21748124936,4974.025364192695,3733.572
Asia,2021-02-01,4666863690,5596.725235880179,8863.951746395058,7839.85916901717,6249.781990518473,4820.6468859176875,3030.8388387934606,1784.9196661618605,13689.15092149473,279.3704269692802,1165.001
Oceania,2021-02-01,44446737,20.833940622421917,41.05628932704241,40.02449451928563,30.58540487085867,20.35934278957706,15.103250500550008,14.578434083134367,515.7077746534517,22.422077158845724,0.429
European Union,2021-02-01,447593544,1363.6580602181614,1363.6580602181614,1363.6580602181614,1363.6580602181614,1363.6580602181614,1363.6580602181614,1363.6580602181614,36818.76762589036,1363.6580602181614,3389.428
North America,2021-02-01,375152636,2304.6415412916035,2304.6415412916035,2304.6415412916035,2304.6415412916035,2304.6415412916035,2304.6415412916035,2304.6415412916035,4609.283082583207,2304.6415412916035,3268.857
Latin America and Caribbean,2021-02-08,655119303,4593.6794487088255,4741.82726743299,4723.96098807418,4639.152528822018,4528.381777090181,4447.313514808308,4436.3399861917615,203361.73176696338,4236.70274514507,3482.998
Asia,2021-02-08,4666863690,4848.672855780714,8294.295645723521,7548.423602828203,5792.421711983735,4212.929874505267,2476.6147135704814,1599.7280641146845,9020.384254828145,184.08947458832947,956.428
Oceania,2021-02-08,44446737,3.517798632578974,22.46414260855244,20.62474428421141,13.551365595466786,2.960709197320067,-2.712938629534272,-3.8512116226770723,111.01729846297859,4.826839063607765,0.572
European Union,2021-02-08,447593544,899.9175840276918,899.9175840276918,899.9175840276918,899.9175840276918,899.9175840276918,899.9175840276918,899.9175840276918,24297.774768747677,899.9175840276918,3231.1420000000003
North America,2021-02-08,375152636,1499.9272555773225,1499.9272555773225,1499.9272555773225,1499.9272555773225,1499.9272555773225,1499.9272555773225,1499.9272555773225,2999.854511154645,1499.9272555773225,3040.286
Latin America and Caribbean,2021-02-15,655119303,4324.3590658014755,4425.77445156546,4424.025874654873,4364.169034546865,4269.156491448777,4207.941171513842,4198.34306914276,192139.8460526778,4002.9134594307875,3581.285
Asia,2021-02-15,4666863690,5604.007679155028,9239.556633213933,8190.423537003844,6204.502449235084,4665.440462657718,2701.7517650874483,2322.022277161917,17151.234254828112,350.0251888740431,854.716
Oceania,2021-02-15,44446737,-6.780019077315476,9.722579427510698,7.901820871665767,0.6057419293969131,-8.802361895010236,-15.21814376692156,-15.661537754843506,-158.4112729655944,-6.887446650678018,0
European Union,2021-02-15,447593544,759.369964980068,759.369964980068,759.369964980068,759.369964980068,759.369964980068,759.369964980068,759.369964980068,20502.989054461836,759.369964980068,2806.002
North America,2021-02-15,375152636,1270.0463031963698,1270.0463031963698,1270.0463031963698,1270.0463031963698,1270.0463031963698,1270.0463031963698,1270.0463031963698,2540.0926063927395,1270.0463031963698,2461.143
Latin America and Caribbean,2021-02-22,655119303,4090.2458345647437,4230.312749554034,4204.008680624651,4146.927593594808,4051.456030378241,4011.7676121793056,3997.107375431658,181137.33176696344,3773.6944118117385,3176.574
Asia,2021-02-22,4666863690,5558.803127646537,8825.588918099476,7942.234009752939,6208.1794821649255,4650.866012253968,2921.153968049767,2291.2671878857577,11231.684254828118,229.2180460169004,859.001
Oceania,2021-02-22,44446737,2.865582896683788,19.057601436762027,17.851773349546786,10.406584496157533,0.79141663599878,-6.248363765104571,-8.920875845519005,37.0887270344046,1.612553349321939,0.572
European Union,2021-02-22,447593544,295.08425069435435,295.08425069435435,295.08425069435435,295.08425069435435,295.08425069435435,295.08425069435435,295.08425069435435,7967.274768747568,295.08425069435435,2347.716
North America,2021-02-22,375152636,947.570112720178,947.570112720178,947.570112720178,947.570112720178,947.570112720178,947.570112720178,947.570112720178,1895.140225440356,947.570112720178,1979.857
Latin America and Caribbean,2021-03-01,655119303,5457.92611185641,5564.10071713882,5548.4368408523615,5476.137793738942,5382.861553168163,5310.662653042716,5303.775462863672,242941.16735081712,5061.27431980869,3242.572
Asia,2021-03-01,4666863690,7489.222719843613,10470.868385237109,9368.93578532852,7489.222719843613,5316.679048811389,3953.19942077119,2717.572591626143,34913.08952648535,712.5120311527623,960.004
Oceania,2021-03-01,44446737,10.961969431966487,30.52775727999675,29.48326479406033,18.09034421472949,8.34115682258193,-0.19472325935856005,-1.4208914796029504,302.18378864989785,13.13842559347382,0.714
European Union,2021-03-01,447593544,-55.74659651412613,-55.74659651412613,-55.74659651412613,-55.74659651412613,-55.74659651412613,-55.74659651412613,-55.74659651412613,-1505.1581058814056,-55.74659651412613,2204.855
North America,2021-03-01,375152636,552.2637164328204,552.2637164328204,552.2637164328204,552.2637164328204,552.2637164328204,552.2637164328204,552.2637164328204,1104.5274328656408,552.2637164328204,2032.571
Latin America and Caribbean,2021-03-08,655119303,5369.40325195278,5484.024747699113,5473.918225970491,5395.821533259255,5303.2167605988225,5233.23432260054,5221.374138828638,238737.1673508171,4973.690986475356,3321.714
Asia,2021-03-08,4666863690,6373.686269233528,10082.326012196763,9773.745634901587,7371.904931165907,5598.4886987474465,3513.835306518673,2519.6650283120393,35815.24952648529,730.9234597241896,827.289
Oceania,2021-03-08,44446737,5.598964260328836,27.211830769378555,26.315620031762325,15.32412885660589,4.985329941542267,-2.9612230005354903,-5.083334895534842,253.55521722132903,11.024139879188219,0.572
European Union,2021-03-08,447593544,626.5562606287264,626.5562606287264,626.5562606287264,626.5562606287264,626.5562606287264,626.5562606287264,626.5562606287264,16917.019036975613,626.5562606287264,2187.57
North America,2021-03-08,375152636,230.07604719037,230.07604719037,230.07604719037,230.07604719037,230.07604719037,230.07604719037,230.07604719037,460.15209438074,230.07604719037,1610.286
Latin America and Caribbean,2021-03-15,655119303,5301.728824956071,5404.995683040473,5387.788456443948,5319.021451567125,5227.485151363211,5157.9072241534195,5144.131227464286,234825.39592224552,4892.195748380115,3537.288
Asia,2021-03-15,4666863690,9753.227386734387,11701.453370248571,11322.839842941654,9753.227386734387,6848.464298707369,5000.415928826334,2752.2043710589487,41167.86952648522,840.1606025813311,828.628
Oceania,2021-03-15,44446737,13.66724915098754,43.56674125225078,41.53187561192838,29.021689896011175,13.66724915098754,7.03122644832656,6.382811092775132,361.3266457927581,15.709854164902525,1.429
European Union,2021-03-15,447593544,1276.2419749144372,1276.2419749144372,1276.2419749144372,1276.2419749144372,1276.2419749144372,1276.2419749144372,1276.2419749144372,34458.5333226898,1276.2419749144372,2143.572
North America,2021-03-15,375152636,155.84747576179615,155.84747576179615,155.84747576179615,155.84747576179615,155.84747576179615,155.84747576179615,155.84747576179615,311.6949515235923,155.84747576179615,1238.429
Latin America and Caribbean,2021-03-22,655119303,5397.494765976539,5538.610080498291,5498.516336283447,5427.095696824273,5331.2013279433595,5265.166308441925,5249.1393660488875,238128.13877938865,4961.002891237264,3921.289
Asia,2021-03-22,4666863690,8147.226887903492,13546.116828946231,12812.865160803936,9874.163331932152,6923.258127305168,4772.877172991255,3538.708053296931,26982.874633323077,550.6709108841444,1266.714
Oceania,2021-03-22,44446737,2.7023541503163715,27.957641079400062,27.496006137701432,19.166224782184738,2.7023541503163715,-3.520305894179516,-6.189460867499413,149.72664579275602,6.5098541649024355,1.929
European Union,2021-03-22,447593544,1949.3562606287364,1949.3562606287364,1949.3562606287364,1949.3562606287364,1949.3562606287364,1949.3562606287364,1949.3562606287364,52632.619036975884,1949.3562606287364,2240.003
North America,2021-03-22,375152636,294.0474757617983,294.0474757617983,294.0474757617983,294.0474757617983,294.0474757617983,294.0474757617983,294.0474757617983,588.0949515235966,294.0474757617983,1050.142
Latin America and Caribbean,2021-03-29,655119303,5609.670469027699,5687.77462632615,5679.530757304045,5609.670469027699,5501.610094619983,5445.7187825291485,5414.294598373787,242199.45306510272,5045.821938856307,4474.572
Asia,2021-03-29,4666863690,17024.556948938636,26634.759193340884,23070.380636817805,18260.235440120636,12654.840115287228,9650.239461260599,7117.2797797920075,43748.01463332291,892.8166251698553,1127.5720000000001
Oceania,2021-03-29,44446737,26.0468601401558,46.832924720148085,44.00784341262056,32.682953497707324,22.04177904278511,11.338242755781408,10.244296270617685,367.2409315070407,15.966997022045248,2.286
European Union,2021-03-29,447593544,2510.6476892001506,2510.6476892001506,2510.6476892001506,2510.6476892001506,2510.6476892001506,2510.6476892001506,2510.6476892001506,67787.48760840406,2510.6476892001506,2514.142
North America,2021-03-29,375152636,91.9331900475123,91.9331900475123,91.9331900475123,91.9331900475123,91.9331900475123,91.9331900475123,91.9331900475123,183.8663800950246,91.9331900475123,996.2860000000001
Latin America and Caribbean,2021-04-05,655119303,5823.1338177138005,5912.398641252521,5857.488773399255,5823.1338177138005,5641.880121794321,5590.3415045822685,5579.620987658198,244182.15094528726,5087.1281446934845,4401.859
Asia,2021-04-05,4666863690,23060.220991265243,27292.911020812837,26684.813992088937,23060.220991265243,15689.260803273746,12861.748309425107,10911.22936573091,69010.81780536604,1408.3840368442047,1505
Oceania,2021-04-05,44446737,-15.598701930794116,12.88977357004393,8.563336326870141,-3.863796555663855,-15.671572509150671,-24.92406591059702,-28.336293497959105,-302.7953511350461,-13.165015266741134,2.571
European Union,2021-04-05,447593544,2470.7607153138274,2470.7607153138274,2470.7607153138274,2470.7607153138274,2470.7607153138274,2470.7607153138274,2470.7607153138274,66710.53931347335,2470.7607153138274,2378.572
North America,2021-04-05,375152636,474.6474757617952,474.6474757617952,474.6474757617952,474.6474757617952,474.6474757617952,474.6474757617952,474.6474757617952,949.2949515235904,474.6474757617952,812
Latin America and Caribbean,2021-04-12,655119303,6141.2377615147925,6200.620400019945,6184.882728596853,6141.2377615147925,5942.925003676902,5848.882209469927,5829.486056263636,253931.4080881444,5290.2376685030085,5550.431
Asia,2021-04-12,4666863690,27074.833207540498,35174.189330513975,33707.13594435784,27074.833207540498,17919.076643006014,14522.60866529678,12660.31912334132,67683.61780536606,1381.2983225584908,2154.716
Oceania,2021-04-12,44446737,23.93903917809996,53.282104774111104,51.34120915864249,36.96448785886141,23.93903917809996,17.347324780649586,16.24654262042049,537.690363150665,23.37784187611587,0.572
European Union,2021-04-12,447593544,2398.406429599546,2398.406429599546,2398.406429599546,2398.406429599546,2398.406429599546,2398.406429599546,2398.406429599546,64756.97359918774,2398.406429599546,2619.428
North America,2021-04-12,375152636,257.8474757617976,257.8474757617976,257.8474757617976,257.8474757617976,257.8474757617976,257.8474757617976,257.8474757617976,515.6949515235953,257.8474757617976,1016.4290000000001
Latin America and Caribbean,2021-04-19,655119303,6058.378347132631,6165.576169211314,6131.683270356933,6058.378347132631,5869.206323114343,5789.452466203564,5749.795104104197,248666.7223738585,5180.556716122052,5107.856
Asia,2021-04-19,4666863690,29554.82084221033,44214.931132995356,37294.7314473042,29554.82084221033,23005.59717705229,17147.569164848763,16350.16347850646,77853.35780536603,1588.8440368442048,2856.434
Oceania,2021-04-19,44446737,27.912891454298556,53.59870487092123,49.001962958996636,36.26186845995278,22.050115871420637,12.719175198101977,11.721282400874793,428.6046488649539,18.634984733258865,3.143
European Union,2021-04-19,447593544,2388.806429599542,2388.806429599542,2388.806429599542,2388.806429599542,2388.806429599542,2388.806429599542,2388.806429599542,64497.77359918763,2388.806429599542,2471.858
North America,2021-04-19,375152636,584.2474757617947,584.2474757617947,584.2474757617947,584.2474757617947,584.2474757617947,584.2474757617947,584.2474757617947,1168.4949515235894,584.2474757617947,777.7149999999999
Latin America and Caribbean,2021-04-26,655119303,5961.44851209838,6025.831477218421,6019.464113620608,5961.44851209838,5775.100102361314,5716.858540753165,5703.138722828214,239533.92237385857,4990.290049455387,4913.857
Asia,2021-04-26,4666863690,36392.17050537163,58952.08211135853,58023.24317768203,43523.65277807676,29321.392681038767,20006.255142552305,19283.810490219592,79164.59780536602,1615.6040368442045,4167.287
Oceania,2021-04-26,44446737,42.464839490562774,69.16895710029804,64.58998471709256,52.70600698711135,39.55818834491751,28.769326547093943,28.0524284802629,746.0046488649542,32.43498473325888,2.143
European Union,2021-04-26,447593544,2035.0921438852506,2035.0921438852506,2035.0921438852506,2035.0921438852506,2035.0921438852506,2035.0921438852506,2035.0921438852506,54947.48788490177,2035.0921438852506,2275.572
North America,2021-04-26,375152636,645.5046186189413,645.5046186189413,645.5046186189413,645.5046186189413,645.5046186189413,645.5046186189413,645.5046186189413,1291.0092372378826,645.5046186189413,762.286
Latin America and Caribbean,2021-05-03,655119303,5194.424297327837,5307.1085360827,5264.900599385206,5194.424297327837,5020.168134307952,4948.653477526965,4926.0348271274615,201834.12587616275,4204.877622420057,4760.429
Asia,2021-05-03,4666863690,56398.34228810556,80007.77294133362,79259.24572769743,56885.40653920831,37747.706571221555,23923.046374435293,22363.7737606093,82491.55140751654,1683.5010491329906,5148.429
Oceania,2021-05-03,44446737,44.0144859163527,65.21837783920157,60.50724912447621,51.64032234973469,38.68709978867611,31.507821448685636,30.584203754387573,815.4123600784677,35.452711307759465,1.715
European Union,2021-05-03,447593544,1799.7228965734355,1799.7228965734355,1799.7228965734355,1799.7228965734355,1799.7228965734355,1799.7228965734355,1799.7228965734355,48592.51820748276,1799.7228965734355,1932.713
North America,2021-05-03,375152636,516.4189043332257,516.4189043332257,516.4189043332257,516.4189043332257,516.4189043332257,516.4189043332257,516.4189043332257,1032.8378086664513,516.4189043332257,744.7149999999999
Latin America and Caribbean,2021-05-10,655119303,5076.5833520986325,5198.495387162306,5185.054985844137,5076.5833520986325,4910.570417239695,4839.626903644782,4812.28683113689,194827.38301901997,4058.9038128962493,4308.571
Asia,2021-05-10,4666863690,53974.76373578239,80236.844178239975,76213.5353011981,59667.21134262259,36627.95948312979,23638.401667403385,21708.57620484609,82844.07140751653,1690.6953348472762,5554.784
Oceania,2021-05-10,44446737,12.936323101730517,38.693767424935494,34.08722166559771,25.84668982735657,12.936323101730517,4.7581403953400825,4.094610466991093,287.0695029356105,12.481282736330892,1
European Union,2021-05-10,447593544,1208.0514680020062,1208.0514680020062,1208.0514680020062,1208.0514680020062,1208.0514680020062,1208.0514680020062,1208.0514680020062,32617.38963605417,1208.0514680020062,1647.285
North America,2021-05-10,375152636,552.9046186189441,552.9046186189441,552.9046186189441,552.9046186189441,552.9046186189441,552.9046186189441,552.9046186189441,1105.8092372378883,552.9046186189441,698.2850000000001
Latin America and Caribbean,2021-05-17,655119303,4878.848443301004,5124.619779641008,5039.193383780795,4917.6188247810405,4774.166961025114,4689.132205493825,4650.34416627091,185568.75444759143,3866.015717658155,4183.715
Asia,2021-05-17,4666863690,56909.27524187984,87006.16601977717,79093.74416890735,60339.50530373031,38572.15040449133,20874.508920734515,19390.84837176614,82619.79140751655,1686.1181919901335,5607.427
Oceania,2021-05-17,44446737,30.588547557235966,53.30030934003671,49.83548392365833,41.31858239134263,27.70143248121631,21.01985441041776,19.471346129065832,478.29807436418196,20.795568450616607,2.2859999999999996
European Union,2021-05-17,447593544,857.0228965734362,857.0228965734362,857.0228965734362,857.0228965734362,857.0228965734362,857.0228965734362,857.0228965734362,23139.618207482778,857.0228965734362,1283.568
North America,2021-05-17,375152636,691.5617614760888,691.5617614760888,691.5617614760888,691.5617614760888,691.5617614760888,691.5617614760888,691.5617614760888,1383.1235229521776,691.5617614760888,617
Latin America and Caribbean,2021-05-24,655119303,4817.463793223954,5034.8214820699895,4981.784318307227,4858.217526258216,4705.658567333455,4637.141568943628,4605.601430123367,182006.81159044852,3791.8085748010108,3985.143
Asia,2021-05-24,4666863690,60857.744447121164,90920.94111102626,90266.57878122845,67132.14065231734,41684.3300301738,19152.77699557475,17063.278158828358,78599.97140751651,1604.08104913299,5518.002
Oceania,2021-05-24,44446737,30.02246938862277,61.95836310710985,55.53665950772684,42.22526579192308,29.612524132072974,22.46124878295429,19.24375735005856,571.6123600784716,24.852711307759638,2.857
European Union,2021-05-24,447593544,536.422896573428,536.422896573428,536.422896573428,536.422896573428,536.422896573428,536.422896573428,536.422896573428,14483.418207482557,536.422896573428,994.145
North America,2021-05-24,375152636,444.10461861894265,444.10461861894265,444.10461861894265,444.10461861894265,444.10461861894265,444.10461861894265,444.10461861894265,888.2092372378853,444.10461861894265,590.571
Latin America and Caribbean,2021-05-31,655119303,4823.25541184277,5045.445530273138,4958.243977567504,4865.345266307983,4718.869087696791,4631.047640703364,4615.80223540369,181714.0115904484,3785.7085748010086,4107.1410000000005
Asia,2021-05-31,4666863690,36203.67464808662,70925.16129565536,69609.27708274662,52969.65580509125,31985.192256114162,14929.106332841244,13901.898122542754,72891.19140751651,1487.5753348472758,4825.004
Oceania,2021-05-31,44446737,9.913674179183396,28.488970778517093,27.077278584764702,14.948688862798264,4.837726651622604,-5.132821265854059,-8.863694147186486,70.21236007847224,3.052711307759663,1
European Union,2021-05-31,447593544,702.2686108591365,702.2686108591365,702.2686108591365,702.2686108591365,702.2686108591365,702.2686108591365,702.2686108591365,18961.252493196687,702.2686108591365,774.998
North America,2021-05-31,375152636,571.5046186189345,571.5046186189345,571.5046186189345,571.5046186189345,571.5046186189345,571.5046186189345,571.5046186189345,1143.009237237869,571.5046186189345,636
Latin America and Caribbean,2021-06-07,655119303,4600.70751502618,4752.9487452472,4706.330031690894,4600.70751502618,4457.216697445173,4362.832529089572,4333.207653344497,167032.4595167157,3479.8429065982436,3801.713
Asia,2021-06-07,4666863690,33726.5289649982,62811.82333751738,62047.954045607294,47537.57695249883,28301.042088925304,15368.914469005911,13609.055520651384,85211.46613869931,1739.00951303468,4053.713
Oceania,2021-06-07,44446737,26.612033896114454,48.05785057120594,42.492748865963875,32.33610434567227,21.847030105642997,13.725727779576854,11.012308027368118,434.9351250554305,18.910222828496977,0.286
European Union,2021-06-07,447593544,599.0045248376327,599.0045248376327,599.0045248376327,599.0045248376327,599.0045248376327,599.0045248376327,599.0045248376327,16173.122170616083,599.0045248376327,592.289
North America,2021-06-07,375152636,421.1331900475101,421.1331900475101,421.1331900475101,421.1331900475101,421.1331900475101,421.1331900475101,421.1331900475101,842.2663800950202,421.1331900475101,518.285
Latin America and Caribbean,2021-06-14,655119303,4575.939219881519,4750.354943489271,4739.533959789055,4575.939219881519,4420.44681637593,4347.50749625355,4322.861003363424,168826.51665957278,3517.219097074433,4174.425
Asia,2021-06-14,4666863690,28998.026543896776,44546.99780392397,43546.022108187615,32136.447340690822,21169.248249863485,13156.23235552828,11986.834252437806,78116.96613869932,1594.2237987489657,3828
Oceania,2021-06-14,44446737,29.901308061150438,50.46416646903308,46.85795698356978,37.42459937883411,26.796522667555376,20.385830651336505,18.63433794792877,565.0494107697161,24.56736568563983,0.143
European Union,2021-06-14,447593544,942.4902391233487,942.4902391233487,942.4902391233487,942.4902391233487,942.4902391233487,942.4902391233487,942.4902391233487,25447.236456330415,942.4902391233487,548.575
North America,2021-06-14,375152636,514.3617614760811,514.3617614760811,514.3617614760811,514.3617614760811,514.3617614760811,514.3617614760811,514.3617614760811,1028.7235229521623,514.3617614760811,352.14300000000003
Latin America and Caribbean,2021-06-21,655119303,4455.067162414391,4578.437584229088,4552.438388776663,4455.067162414391,4301.597800387635,4211.705232671616,4187.69986555175,164525.6023738585,3427.616716122052,4121.259
Asia,2021-06-21,4666863690,20255.005356551377,36104.48873885755,35580.25329684972,28322.46943198619,17597.864385409885,11718.723440993846,11084.912943263704,77392.55779421768,1579.4399549840343,2963.145
Oceania,2021-06-21,44446737,8.205524461174166,30.151876720882875,28.172596807354402,15.609687505841709,6.237648925076945,-2.4991138835396067,-4.581749069824679,65.62083934115095,2.853079971354389,1.572
European Union,2021-06-21,447593544,786.1473819804805,786.1473819804805,786.1473819804805,786.1473819804805,786.1473819804805,786.1473819804805,786.1473819804805,21225.979313472973,786.1473819804805,385.288
North America,2021-06-21,375152636,479.61890433322446,479.61890433322446,479.61890433322446,479.61890433322446,479.61890433322446,479.61890433322446,479.61890433322446,959.2378086664489,479.61890433322446,322.14300000000003
Latin America and Caribbean,2021-06-28,655119303,4298.801711195403,4451.508324044518,4449.2372639656505,4369.40695011712,4223.060382418903,4146.674999019208,4118.099642943821,166500.80237385855,3468.766716122053,3730.286
Asia,2021-06-28,4666863690,18277.64618418759,31066.687945649686,30516.468654586515,23626.471880569537,17215.413391846014,12548.526223060664,11841.956370225069,79822.11779421772,1629.0228121268922,2490.0029999999997
Oceania,2021-06-28,44446737,5.474932554885434,27.483177834670858,23.105299909273878,13.382883406037067,3.922244385863564,-7.025454876290475,-10.895628531207286,-64.49344637314064,-2.8040628857887233,1.429
European Union,2021-06-28,447593544,536.9988105519202,536.9988105519202,536.9988105519202,536.9988105519202,536.9988105519202,536.9988105519202,536.9988105519202,14498.967884901846,536.9988105519202,340.858
North America,2021-06-28,375152636,695.047475761788,695.047475761788,695.047475761788,695.047475761788,695.047475761788,695.047475761788,695.047475761788,1390.094951523576,695.047475761788,306.571
Latin America and Caribbean,2021-07-05,655119303,3516.332741780688,3726.5116344646635,3708.572695781917,3587.469172823748,3446.4536652258,3349.2731713817057,3330.857618444212,133556.3341710936,2782.42362856445,3529.571
Asia,2021-07-05,4666863690,17636.678995582486,30878.69595862599,28676.0042649969,22972.259631384433,16600.04204955223,12453.39335238665,12338.254344879966,99279.77241787364,2026.117804446401,2323.143
Oceania,2021-07-05,44446737,13.09993596001896,40.685848990529145,38.67935717661691,28.351524442361566,13.09993596001896,11.610134207471027,11.180777759953836,180.40037851165033,7.8434947178978405,2.429
European Union,2021-07-05,447593544,251.55948643518104,251.55948643518104,251.55948643518104,251.55948643518104,251.55948643518104,251.55948643518104,251.55948643518104,6792.106133749889,251.55948643518104,270.856
North America,2021-07-05,375152636,515.5331900475134,515.5331900475134,515.5331900475134,515.5331900475134,515.5331900475134,515.5331900475134,515.5331900475134,1031.0663800950267,515.5331900475134,245.714
Latin America and Caribbean,2021-07-12,655119303,3492.5088839677046,3691.2770286318637,3665.1949250612824,3534.999660123022,3431.2621948670917,3340.2201031479735,3312.4561082329606,134832.7913139506,2809.0164857073046,3089.427
Asia,2021-07-12,4666863690,20554.20830370037,32510.427462101852,31115.845378245,24461.87699123486,18274.680403914983,14276.114949701121,13263.668723133022,104456.1324178736,2131.7578044464,3105.8579999999997
Oceania,2021-07-12,44446737,30.728922057714584,63.92553652510103,59.02449647665311,44.87627256998456,30.728922057714584,24.584768690523266,23.67088745305666,382.14323565451303,16.614923289326654,4.857
European Union,2021-07-12,447593544,613.9252007208847,613.9252007208847,613.9252007208847,613.9252007208847,613.9252007208847,613.9252007208847,613.9252007208847,16575.98041946389,613.9252007208847,162.001
North America,2021-07-12,375152636,569.4189043332254,569.4189043332254,569.4189043332254,569.4189043332254,569.4189043332254,569.4189043332254,569.4189043332254,1138.8378086664509,569.4189043332254,264.286
Latin America and Caribbean,2021-07-19,655119303,3530.1970045034623,3685.8582499881236,3675.9701997731863,3555.5403342711616,3437.261761343779,3374.8676079907286,3366.1865389867858,138235.9913139509,2879.91648570731,2795.2870000000003
Asia,2021-07-19,4666863690,21651.28881933663,33065.300210428286,31614.41769413665,25421.433375854136,19472.956159455523,15082.015068632541,14155.736509021652,104357.85241787367,2129.752090160687,3008.286
Oceania,2021-07-19,44446737,23.532603160534325,62.045088992639414,58.49434942641385,47.24082251695561,23.532603160534325,18.27639702560745,16.287832422863886,112.05752136878331,4.87206614646884,9.429
European Union,2021-07-19,447593544,563.6109150066192,563.6109150066192,563.6109150066192,563.6109150066192,563.6109150066192,563.6109150066192,563.6109150066192,15217.494705178717,563.6109150066192,113.286
North America,2021-07-19,375152636,800.6760471903707,800.6760471903707,800.6760471903707,800.6760471903707,800.6760471903707,800.6760471903707,800.6760471903707,1601.3520943807414,800.6760471903707,274.715
Latin America and Caribbean,2021-07-26,655119303,3715.894918915137,3927.5553446989297,3875.8185956294587,3785.2018802413827,3666.5179429416617,3594.289511505847,3579.8486959718844,150953.01988537924,3144.854580945401,2603.286
Asia,2021-07-26,4666863690,22599.647980845493,34425.222852506435,33003.98843905791,26480.104658683686,20470.25525052213,16494.53654378456,15569.163763215676,119666.71241787361,2442.1778044464004,4017.432
Oceania,2021-07-26,44446737,22.66204060115104,58.7617310760818,57.13578754209601,45.608347216158954,22.66204060115104,21.572398854204355,20.562164136134896,186.31466422593672,8.100637575040727,13.714
European Union,2021-07-26,447593544,551.3394864351784,551.3394864351784,551.3394864351784,551.3394864351784,551.3394864351784,551.3394864351784,551.3394864351784,14886.166133749817,551.3394864351784,131.146
North America,2021-07-26,375152636,1099.8474757617955,1099.8474757617955,1099.8474757617955,1099.8474757617955,1099.8474757617955,1099.8474757617955,1099.8474757617955,2199.694951523591,1099.8474757617955,289.857
Latin America and Caribbean,2021-08-02,655119303,4064.3512024603046,4166.977303961557,4155.884760839644,4078.482863214259,3989.500173673314,3925.5701003408603,3919.5743123859497,166116.0908531213,3460.7518927733604,2420.284
Asia,2021-08-02,4666863690,32599.232391516034,37580.07674316742,36313.76814732719,32599.232391516034,24151.754471629745,20266.378665470438,18405.21259715759,206340.21338561559,4211.024762971747,4282.714
Oceania,2021-08-02,44446737,11.813648697441003,64.47105680864685,58.65468796508509,39.17751846022564,11.813648697441003,11.700788695316481,8.230614040560383,63.38655362686006,2.755937114211307,10
European Union,2021-08-02,447593544,656.8924818268764,656.8924818268764,656.8924818268764,656.8924818268764,656.8924818268764,656.8924818268764,656.8924818268764,17736.097009325662,656.8924818268764,185.857
North America,2021-08-02,375152636,1591.30461861894,1591.30461861894,1591.30461861894,1591.30461861894,1591.30461861894,1591.30461861894,1591.30461861894,3182.60923723788,1591.30461861894,406.429
Latin America and Caribbean,2021-08-09,655119303,4285.469928388148,4390.334844796365,4366.103251525243,4297.8025842809675,4207.091742570062,4153.734018937919,4141.077045114791,179570.37656740707,3741.0495118209806,2326.571
Asia,2021-08-09,4666863690,26748.37675472345,37961.965582221455,36018.41027467269,29634.454539283364,24116.351841548912,19219.59788784053,17910.14204683565,205093.93338561562,4185.590477257461,4664.573
Oceania,2021-08-09,44446737,2.5829922695344663,48.217766991248354,38.57687821079477,30.203228517355548,2.5829922695344663,2.5829922695344663,-0.25944024205133104,-127.1848749445737,-5.529777171503205,13.571
European Union,2021-08-09,447593544,1044.5267675411746,1044.5267675411746,1044.5267675411746,1044.5267675411746,1044.5267675411746,1044.5267675411746,1044.5267675411746,28202.222723611714,1044.5267675411746,235.90633333333332
North America,2021-08-09,375152636,2017.1046186189399,2017.1046186189399,2017.1046186189399,2017.1046186189399,2017.1046186189399,2017.1046186189399,2017.1046186189399,4034.2092372378797,2017.1046186189399,540.857
