region,date,population,estimated_daily_excess_deaths_per_100k,estimated_daily_excess_deaths_ci_95_top_per_100k,estimated_daily_excess_deaths_ci_90_top_per_100k,estimated_daily_excess_deaths_ci_50_top_per_100k,estimated_daily_excess_deaths_ci_50_bot_per_100k,estimated_daily_excess_deaths_ci_90_bot_per_100k,estimated_daily_excess_deaths_ci_95_bot_per_100k,estimated_daily_excess_deaths_raw_estimate_per_100k,daily_excess_deaths_per_100k,daily_covid_deaths_per_100k
EURO,2020-01-27,933468778,-0.09765400202523496,-0.09099476870515266,-0.09127660820885279,-0.09417633162181774,-0.09771674392802222,-0.1005180638101226,-0.1011146940319611,-4.948941845752297,-0.09337626124060938,0
AMRO,2020-01-27,1032012460,-0.035463908690682465,-0.03277454422931938,-0.03285638594519786,-0.03400838650008093,-0.035463908690682465,-0.0359648987916274,-0.03614353643911045,-1.224628147340503,-0.034989375638300076,0
WPRO,2020-01-27,1927284137,-0.045262561926663294,-0.041530226243263725,-0.04195545425640074,-0.04352328224268557,-0.04527500894772302,-0.046749308872650275,-0.046858135465504755,-1.2211052797868422,-0.045226121473586754,6.745243086074339e-4
SEARO,2020-01-27,2044764457,0.030635291375224402,0.09581787670677451,0.08038361567458172,0.03895409065324328,0.003171614601725494,-0.023644555908063008,-0.030253918236998297,0.030403692614594396,0.0030403692614594394,0
Other,2020-02-03,44924020,0.07801502830047256,0.08664022071437567,0.0860726285344436,0.0821385799743824,0.0769474180383793,0.07129073483086949,0.06943756297574602,3.029827094615066,0.0841618637393074,0
EMRO,2020-02-03,774669408,0.009684367910748158,0.03692292733841779,0.03432591181501346,0.020688115756516405,0.006251257250918396,-0.0036667499067791053,-0.00934590897936912,0.13151101756055278,0.0062624294076453705,0
AFRO,2020-02-03,1191645942,0.02914531116370217,0.0959248933162637,0.08957002330309789,0.04065398116387417,0.008497773907536279,-0.006129206199082005,-0.011228205895912438,0.29512302124895806,0.006279213218062938,0
EURO,2020-02-03,933468778,-0.112557949241827,-0.10607115367242526,-0.10709569824788606,-0.10998983013963419,-0.11324656535860962,-0.11596411480570364,-0.11708813397263422,-5.731375744155883,-0.10813916498407328,4.28509243616073e-5
AMRO,2020-02-03,1032012460,-0.01559565002221583,-0.012412663752405732,-0.012704112286161228,-0.013811543090006725,-0.01559565002221583,-0.01559565002221583,-0.01562992056537574,-0.4935456749439598,-0.014101304998398852,0
WPRO,2020-02-03,1927284137,0.031838901368222504,0.03445599262145543,0.03426426519034041,0.03295263085798418,0.031251622758398843,0.030449562558984723,0.03018628291855681,0.8623646912116915,0.031939433007840426,0.0025683810212359984
SEARO,2020-02-03,2044764457,0.013691597384900724,0.06751711214754814,0.06488454513449803,0.02285336676582469,-0.011429719518142995,-0.03744021881731958,-0.05874082081397822,-0.014846692190884133,-0.001484669219088413,0
Other,2020-02-10,44924020,0.07846138225159362,0.08749347913109722,0.08720607412579572,0.08200375839751856,0.07565608952859004,0.07092047630652853,0.06901772127662051,3.029827094615066,0.0841618637393074,3.1831523536851776e-4
EMRO,2020-02-10,774669408,0.002687591847664646,0.023972675198322312,0.022061395837270466,0.010054464681817537,-0.00831350144714648,-0.02481192799834824,-0.03129416462899977,-0.05778908708486063,-0.0027518612897552684,0
AFRO,2020-02-10,1191645942,0.025153918967913417,0.1099470691594264,0.08100417164746145,0.04517975762037906,0.006248672458863304,-0.020009687800011094,-0.029896663611636305,0.0713409076024475,0.0015178916511159044,0
EURO,2020-02-10,933468778,-0.09881124146164601,-0.09354928304853458,-0.09400362410561494,-0.09652240204776466,-0.10004494253489729,-0.1031090994248477,-0.1043317176661185,-5.012194396953602,-0.09456970560289814,0
AMRO,2020-02-10,1032012460,-0.02653690316627119,-0.024672399272830062,-0.024802884261294175,-0.02580236037878282,-0.02728059167416157,-0.02833583767543741,-0.028773549033873712,-0.9180197166624073,-0.026229134761783065,0
WPRO,2020-02-10,1927284137,-0.04534167964573721,-0.042534000511784645,-0.04282663063706652,-0.04393027770642525,-0.04587189098756224,-0.04689198232043583,-0.04728568652306486,-1.218806430013559,-0.04514097888939107,0.00434362522852021
SEARO,2020-02-10,2044764457,0.011868660458839634,0.0700693150540459,0.06365594853556293,0.015312631329596905,-0.02023880315074464,-0.058948627880252416,-0.07367562889223615,-0.014846692190884133,-0.001484669219088413,0
Other,2020-02-17,44924020,0.07823580642302894,0.08790232424527683,0.0858233477973813,0.08091054112475272,0.0754843547109724,0.070181150501322,0.06849381138576882,3.029827094615066,0.0841618637393074,0.001112990333456356
EMRO,2020-02-17,774669408,0.012340375871890966,0.03612627020112156,0.03382565300313313,0.019223720974656137,4.3642491729234276e-4,-0.015295442231253892,-0.01859345902768678,0.08705334355879253,0.004145397312323453,0
AFRO,2020-02-17,1191645942,0.025407564343509954,0.09379057293862982,0.08280121010394033,0.041462582062252236,-0.006298494923299596,-0.03495965343031098,-0.05044787919973543,0.11134559934118932,0.002369055305131688,0
EURO,2020-02-17,933468778,-0.1397693304242967,-0.13431710335353994,-0.1344502842261914,-0.13669484704442242,-0.14067104597952226,-0.14307478330706683,-0.1436637360070745,-7.179877273342522,-0.13546938251589663,3.570910363467275e-5
AMRO,2020-02-17,1032012460,-0.020979893287614508,-0.019047429684506133,-0.01973264299739508,-0.020838741211158345,-0.022390281869770944,-0.0237078748841093,-0.024006908896011387,-0.7396142479274097,-0.021131835655068845,0
WPRO,2020-02-17,1927284137,-0.08904428132407953,-0.08619673931162508,-0.0862767254485703,-0.0877217459834778,-0.08961561500199484,-0.0909608550914198,-0.09129871644706518,-2.396737765196091,-0.08876806537763302,0.0063256889661205155
SEARO,2020-02-17,2044764457,0.007977701996673933,0.06717446757838151,0.06293404010277029,0.01784542684334632,-0.024650230589195955,-0.06759597394870528,-0.0721914594994538,-0.014846692190884133,-0.001484669219088413,0
Other,2020-02-24,44924020,0.07907810455532632,0.08704524531899195,0.08576550508261427,0.08006470608751157,0.07395424309654937,0.06720552698788818,0.06442503660239486,3.029827094615066,0.0841618637393074,3.1831523536851776e-4
EMRO,2020-02-24,774669408,0.001514546327005134,0.03252269732035075,0.030125978756084977,0.011101432857248555,-0.010486006258647538,-0.025224718665975168,-0.03415117327685942,0.05323839216909401,0.0025351615318616196,2.212556714257135e-4
AFRO,2020-02-24,1191645942,-0.05874620717828333,0.04967644196255595,0.04230985371213481,-0.006423429491069953,-0.06538430372400851,-0.11540899007841333,-0.12244112700552173,-0.23827286860088498,-0.005069635502146489,0
EURO,2020-02-24,933468778,-0.13340740576185886,-0.12379454407845117,-0.12697253628652425,-0.13087098960640664,-0.13513499452083622,-0.1400517597219869,-0.14026684474949194,-6.83898287309412,-0.12903741269988905,2.0279199954130657e-4
