region,date,population,cumulative_estimated_daily_excess_deaths_per_100k,cumulative_estimated_daily_excess_deaths_ci_95_top_per_100k,cumulative_estimated_daily_excess_deaths_ci_90_top_per_100k,cumulative_estimated_daily_excess_deaths_ci_50_top_per_100k,cumulative_estimated_daily_excess_deaths_ci_50_bot_per_100k,cumulative_estimated_daily_excess_deaths_ci_90_bot_per_100k,cumulative_estimated_daily_excess_deaths_ci_95_bot_per_100k,cumulative_estimated_daily_excess_deaths_raw_estimate_per_100k,cumulative_daily_excess_deaths_per_100k,cumulative_daily_covid_deaths_per_100k
EURO,2020-12-14,933468778,124.54450137384154,125.10475441524432,125.0954208893496,124.68232938306632,124.30104037065881,123.9381514393684,123.80074152356705,6498.08694749484,122.60541410367621,55.208341704886315
AMRO,2020-12-14,1032012460,117.40922312833652,118.0795931882272,117.82118230027353,117.40922312833652,116.05568732430115,115.51467322579335,115.36787629068877,4013.171174496107,114.66203355703163,81.22311846893787
WPRO,2020-12-14,1927284137,-7.454205814296728,19.436777870958934,17.74115038164211,2.98927718963134,-7.8820476786574005,-13.130233758128027,-14.149944667614987,-168.4463943272354,-6.238755345453163,0.8767947778042998
SEARO,2020-12-14,2044764457,66.19261725595874,113.69858838191321,103.95730673827065,80.6231733426918,55.811046910147695,42.50960424362699,33.45530407022927,-0.4247834546680234,-0.042478345466802354,8.511145023944113
Other,2020-12-21,44924020,-0.764382517214739,1.9200917495084278,1.6180869747759061,0.07754075638466583,-2.2408006841316253,-4.206723526738299,-5.428025327938364,-66.84250517446269,-1.8567362548461848,6.3484152427439335
EMRO,2020-12-21,774669408,75.95976618812149,106.48633278658286,103.96460318784867,85.2976665682382,71.69616566473503,59.01166830806019,56.84434765655778,650.2372046675948,30.963676412742608,14.889200925650425
AFRO,2020-12-21,1191645942,15.031827221793948,74.44181888836725,56.68870608747574,34.100615109407066,7.293899263704548,-10.852617887243348,-23.410153034135163,404.459546619381,8.605522268497468,3.2163910701813703
EURO,2020-12-21,933468778,131.4126791529367,132.00258889308142,131.97336390538965,131.56480668662937,131.14729155086007,130.77905733296913,130.64977858495624,6855.73940364582,129.35357365369472,59.25314747556203
AMRO,2020-12-21,1032012460,122.40599036263441,123.13092282041372,122.83351390770983,122.40599036263441,121.01813948725261,120.45045323360225,120.31173778383085,4184.586761884421,119.55962176812632,84.54119982233547
WPRO,2020-12-21,1927284137,-7.492795891148492,20.49798566888607,18.640519095938284,3.374737324917429,-7.698308908498022,-12.83882506830311,-14.290355347399084,-167.32047617739028,-6.197054673236678,0.9111827015814155
SEARO,2020-12-21,2044764457,67.79999001320272,116.41453871961203,106.00204723031351,82.71181461133769,57.4256949425226,43.86867338321406,34.24421975968372,-0.016952763402554517,-0.0016952763402554797,8.708380504353286
Other,2020-12-28,44924020,0.4830593005774523,3.149628781987106,2.9110801756655826,1.304914580504252,-0.99867270450946,-3.1258724451046507,-4.239295881414728,-25.679445904912946,-0.7133179418031361,6.9049215393754455
EMRO,2020-12-28,774669408,77.78274373916754,108.2147662915441,105.6069404167579,87.48859097943193,73.38297828476057,60.354234283544955,58.06508806617803,663.238815342807,31.58280073060986,15.29866604293049
AFRO,2020-12-28,1191645942,16.886013281281688,77.46407828380573,59.23913775089364,36.672030363259644,9.401172274726955,-8.962841045611464,-21.72318789655232,448.45270912263464,9.541547002609246,3.4516973722608175
EURO,2020-12-28,933468778,138.2725335827651,138.85813705239045,138.8438517797774,138.43471790231172,138.01963426785375,137.64659497792078,137.49998138267725,7215.81792434593,136.14750800652695,62.843108003054525
AMRO,2020-12-28,1032012460,128.10103350780926,128.84766819796775,128.55721541005897,128.10103350780926,126.70513781042925,126.09262697553356,125.98812493831068,4380.276207360773,125.15074878173638,87.47750090149106
WPRO,2020-12-28,1927284137,-6.296308986228141,21.55636058477816,19.617327338151917,4.599687977738998,-6.318340358398166,-11.288312600516493,-13.711221922328543,-166.13646644332334,-6.153202460863827,0.946776830481777
SEARO,2020-12-28,2044764457,69.2004006193701,119.14831242723754,107.99998565857746,84.77056119264843,58.8601059023341,45.2481704466131,34.81587671409469,0.3908779278629143,0.039087792786291396,8.893193918292631
Other,2021-01-04,44924020,1.5023215388499305,4.1848596927918615,3.93210231815954,2.378605093914813,-0.007903894887722727,-2.2833314634607906,-3.278310748627096,7.1464247475120395,0.19851179854200238,7.383502930800345
EMRO,2021-01-04,774669408,79.45849494725253,109.59742813141048,106.98150261202046,88.99805619215219,74.80153191755633,61.75894992562985,58.95233971239531,674.1083791046686,32.10039900498422,15.666951787860798
AFRO,2021-01-04,1191645942,19.279725138703686,81.92337557476036,62.183965458093446,39.162556772919324,11.748521230362462,-6.359925070769659,-19.618043708931495,500.81751883565994,10.655691890120423,3.7439830988545975
EURO,2021-01-04,933468778,142.99823843555487,143.59436311819323,143.5785164439505,143.14835901773796,142.750079806376,142.36341156417407,142.21056975754811,7463.449054815633,140.81979348708742,66.62941578677346
AMRO,2021-01-04,1032012460,134.23415323541857,134.9665288295542,134.70251506404668,134.23415323541857,132.81078317318386,132.16367282895436,132.1018862802651,4585.2503302094965,131.00715229169987,90.84010632972397
WPRO,2021-01-04,1927284137,-6.143386214598057,21.241857284719895,20.043894714619956,4.860503901218764,-6.284824261502131,-11.207912085910552,-13.754768727108567,-165.03702744572695,-6.1124824979898875,0.9828376783172095
