custom_regions,date,population,estimated_daily_excess_deaths,estimated_daily_excess_deaths_ci_95_top,estimated_daily_excess_deaths_ci_90_top,estimated_daily_excess_deaths_ci_50_top,estimated_daily_excess_deaths_ci_50_bot,estimated_daily_excess_deaths_ci_90_bot,estimated_daily_excess_deaths_ci_95_bot,estimated_daily_excess_deaths_raw_estimate,daily_excess_deaths,daily_covid_deaths
Latin America and Caribbean,2021-07-19,649993496,6638.875422575302,8683.574705000432,8599.846609896385,6665.622157288346,4497.437887440809,3578.1325072458026,3395.130561955925,0,0,2781.7129999999997
Latin America and Caribbean,2020-08-03,649993496,4919.187555275024,5028.464674730237,4979.122420782491,4919.187555275024,4497.046333126345,4333.930155304817,4315.94800370664,172764.4303256594,3839.209562792431,2952.572
Latin America and Caribbean,2020-08-10,649993496,4376.676941233692,4611.448126162054,4571.32371896793,4420.428953396261,4213.455617511765,4067.73964360997,4018.5851911585846,160893.96603994526,3575.421467554339,3085.288
Latin America and Caribbean,2020-08-17,649993496,4145.1916888543465,4342.797275293992,4266.693660199072,4190.401222081086,3957.238490559495,3813.6455763374906,3796.1682523475065,149619.53746851676,3324.8786104114834,2874.57
Latin America and Caribbean,2020-08-24,649993496,3975.2701127678406,4440.6816750964435,4297.050774696,4014.632236115727,3763.1606050309415,3614.9176862237136,3548.1266510406767,136972.3946113737,3043.83099136386,2861.999
Latin America and Caribbean,2020-08-31,649993496,3589.917623088766,3868.756515940054,3805.207378142911,3631.81682489397,3389.494339621984,3246.823757222359,3238.6936026084177,124830.4994500835,2774.0110988907445,2615.142
Latin America and Caribbean,2020-09-07,649993496,2955.288713807584,3433.865456719231,3211.5102749511884,3003.921865611622,2740.1534335362126,2608.139811925155,2579.2350634679824,91051.86220764468,2023.3747157254372,3198.284
Latin America and Caribbean,2020-09-14,649993496,2721.707913059111,2932.5633677316205,2910.14647025372,2755.5714130931674,2497.838055193784,2361.18790533087,2307.4264072680894,80866.21935050184,1797.0270966778187,2180.714
Latin America and Caribbean,2020-09-21,649993496,3108.2409765850043,3642.3298280339254,3556.321628965141,3108.2409765850043,2755.1505825696,2508.8811911851667,2482.4038260745765,80623.54077907336,1791.6342395349634,2062.145
Latin America and Caribbean,2020-09-28,649993496,3095.2368083151296,3997.9788829647296,3894.081316768868,3341.735225779233,2689.5087896170394,2353.6241450755892,2348.035512104234,72095.06681593963,1602.1125959097697,2093.9990000000003
Latin America and Caribbean,2020-10-05,649993496,3066.2120635360043,3976.6466549668708,3740.180675821644,3277.274885150028,2726.065100102468,2451.897985684715,2331.1872682330136,73904.29285280606,1642.3176189512458,2755.428
Latin America and Caribbean,2020-10-12,649993496,2904.2072406405423,3498.326812962177,3464.538339334976,3027.197414438807,2561.05671094242,2226.182748201046,2225.816935510749,70782.04285280606,1572.9342856179126,1828.716
Latin America and Caribbean,2020-10-19,649993496,2857.2418340109266,3356.0199925819547,3339.61299058413,2949.044722808063,2631.109302990002,2397.807013033787,2347.2746433832044,76927.6499956632,1709.50333323696,1683.856
Latin America and Caribbean,2020-12-07,649993496,3379.9310451045826,3525.15358195509,3506.180322768127,3379.9310451045826,3161.875824003583,3050.3043120495213,3024.358052647961,122526.09439420127,2722.802097648917,1808.5710000000001
Latin America and Caribbean,2020-12-14,649993496,3635.288573559021,3695.964422084714,3690.3034460119843,3635.288573559021,3423.0975776996615,3298.576557853332,3267.318189551287,131878.70153705834,2930.63781193463,1853.002
Latin America and Caribbean,2020-12-21,649993496,4053.782407408551,4231.437420934882,4206.772667222203,4056.395592680246,3895.695231333616,3790.3803363275733,3747.5932950516276,152969.0229656298,3399.3116214584397,2025.4299999999998
Latin America and Caribbean,2020-11-16,649993496,2737.645832555673,2909.2188098066977,2848.302088301197,2737.645832555673,2486.8020848187325,2357.17894288007,2344.281900434009,88054.8622076447,1956.774715725438,1693.43
Latin America and Caribbean,2020-11-23,649993496,2710.6280838268963,2849.6580526356265,2846.4905520970838,2710.6280838268963,2498.9972064065687,2362.1168413795135,2346.2937454243897,89866.21935050187,1997.0270966778191,1575.999
Latin America and Caribbean,2020-11-30,649993496,3205.51219076841,3365.20333861669,3321.6231943290177,3205.51219076841,2972.4018045235084,2839.9544708054,2802.7596906154718,111445.54838275998,2476.5677418391106,1767.4279999999999
Latin America and Caribbean,2021-01-18,649993496,7452.527837194207,7718.508172390043,7675.235838694671,7452.527837194207,7147.345222187312,6978.841101993854,6957.408558899243,286415.3147404219,6364.784772009376,3046.142
Latin America and Caribbean,2021-01-25,649993496,6347.5354223001405,6593.355725303786,6521.939464153067,6347.5354223001405,6027.7282326350405,5858.633714678134,5850.630429277437,237518.95759756476,5278.199057723661,3677.858
Latin America and Caribbean,2021-02-01,649993496,5655.943745643137,5881.830191019328,5806.196970122312,5655.943745643137,5344.717787686082,5217.170667995889,5215.839963268125,209251.9433158225,4650.043184796055,3672
Latin America and Caribbean,2020-12-28,649993496,4811.7731972903,4973.719409026762,4946.96073791187,4811.7731972903,4574.5448565955185,4471.138740245318,4453.764106321308,184275.77611243905,4095.01724694309,1895.001
Latin America and Caribbean,2021-01-04,649993496,5652.980198965032,5926.089277310222,5884.543611241802,5652.980198965032,5404.441046417049,5232.602871027622,5201.355804002911,213970.99331190358,4754.910962486746,2470
Latin America and Caribbean,2021-01-11,649993496,7030.2832247523565,7266.853111057397,7154.225267653732,7030.2832247523565,6691.937976345877,6495.653594030412,6480.114917689078,267520.56474042166,5944.901438676036,2863.717
Latin America and Caribbean,2021-02-08,649993496,4849.111151558513,5043.984784586034,5012.216258412196,4849.111151558513,4554.623514069787,4461.064824951275,4455.974008922053,175936.94331582251,3909.7098514627223,3380.57
Latin America and Caribbean,2021-07-26,649993496,6700.2908414363865,9643.897418767645,8864.26398127481,6700.2908414363865,4066.461635739252,2731.6180273466307,2448.4493454808794,0,0,2499.999
Latin America and Caribbean,2021-08-02,649993496,6700.2908414363865,9643.897418767645,8864.26398127481,6700.2908414363865,4066.461635739252,2731.6180273466307,2448.4493454808794,0,0,2498.712
Asia,2021-07-26,4640537428,21428.654709385057,35100.92961337589,33047.24449055458,23538.46562469173,12840.67146729194,8040.7897005223585,7719.500094979769,0,0,4062.004
Asia,2020-08-03,4640537428,18710.017314153585,23032.270862145328,20861.195793000377,18710.017314153585,8389.483575752367,5975.578544450373,5233.414601751809,52995.96443498574,1039.13655754874,1411.432
Asia,2020-08-10,4640537428,19687.347254066575,23981.15524919914,22120.29494792515,19687.347254066575,8541.993936854593,5530.7050507127215,5342.92094204869,56956.47872070001,1116.7937004058826,1465.286
Asia,2021-08-02,4640537428,21428.654709385057,35100.92961337589,33047.24449055458,23538.46562469173,12840.67146729194,8040.7897005223585,7719.500094979769,0,0,4237.287
Asia,2020-11-16,4640537428,16808.540750436605,22799.750385949803,21208.141589155694,16846.87441663819,8810.474504566413,5638.51932876591,3880.764253649617,50871.02080645432,997.4709962049866,1565.286
Asia,2020-11-23,4640537428,17040.61623539271,23446.061932704342,21602.539924087487,17246.50452688392,9642.542119031705,6026.887950541648,5838.693776882485,48933.02080645432,959.4709962049867,1728.286
Asia,2020-11-30,4640537428,17405.226775549978,24375.693731325242,22301.44246536989,17405.226775549978,8997.6916469139,6393.748126879124,4645.659298123813,51707.42080645431,1013.8709962049866,1727.149
Asia,2020-12-07,4640537428,17672.6670084555,22861.648592034566,22088.29294010589,17672.6670084555,9650.15427330907,6583.836007876304,5368.745670928118,62250.867811062635,1220.6052511973066,1618.716
Asia,2020-08-17,4640537428,20460.176456813533,29728.035993223897,25299.820270730932,20460.176456813533,9396.621074909106,6062.212739333512,5837.322296796705,58278.107292128625,1142.7079861201692,1499.4279999999999
Asia,2020-08-24,4640537428,19460.032127901537,29126.106171631134,25393.647452079622,19460.032127901537,9179.144684562114,6044.0739928784615,5665.310987245089,57195.45014927145,1121.479414691597,1428.858
Asia,2020-11-09,4640537428,17873.735135361036,22749.22185143387,21448.283712742428,17873.735135361036,8911.850940094278,5662.449093398836,5312.8121543341485,50598.5350921686,992.1281390621293,1581.145
Asia,2020-08-31,4640537428,19167.784463531083,30723.291988929697,25085.20785298564,19167.784463531083,9477.451996870588,7041.355047240937,6680.90789392442,55104.45014927145,1080.479414691597,1547.859
Asia,2020-09-07,4640537428,19764.52368265368,30790.884772158755,25003.07864164038,19764.52368265368,10713.512387237497,7190.08396575166,6396.046643501348,36974.30111701334,724.9862964120263,1629.7169999999999
Asia,2020-09-14,4640537428,20726.83905584392,30495.019504309596,25349.233685570736,20726.83905584392,10971.652669436435,7629.715090733319,6679.003498235663,37600.8725455848,737.2720106977413,1772.143
Asia,2020-09-21,4640537428,20873.371783048246,25717.00493781116,25335.164239997262,20873.371783048246,10338.375934842456,7817.279037186281,6698.695575051528,48042.1722350258,942.0033771573686,1819.855
Asia,2020-09-28,4640537428,18446.520064446555,26085.036521273974,22313.653322051312,18446.520064446555,10109.350656469549,6562.578170272011,6188.826707048991,47229.086520740064,926.0605200145111,1724.569
Asia,2020-10-05,4640537428,18431.819033031865,25119.27579064403,22488.797030985734,18431.819033031865,9484.923501906173,6824.334510101761,4507.784462724325,45188.75905530232,886.0540991235749,1737.001
Asia,2020-10-12,4640537428,18391.0577317015,21611.7767413369,20675.94594207744,18391.0577317015,8561.224993937612,5880.808492232029,5148.842586885615,43244.93048387374,847.939813409289,1647.859
Asia,2020-10-19,4640537428,18140.933496090096,21951.55461202413,20221.629386395693,18140.933496090096,8537.474544398545,5598.697447867967,5275.650406195676,44387.33048387374,870.339813409289,1551
Asia,2020-10-26,4640537428,17030.762601866318,21536.60860666524,20322.913239665304,17030.762601866318,8470.859398100585,5269.70817967189,4400.514296715034,43482.44476958803,852.5969562664319,1476.4279999999999
Asia,2020-11-02,4640537428,17799.093337295424,22623.182087626526,20781.404027774086,17799.093337295424,9295.063795497912,6612.557939594307,5823.284137599796,51561.70652074002,1011.0138533478436,1438.146
Asia,2021-07-12,4640537428,20606.47404014185,33947.01207131469,31853.760411468804,21850.920160100344,11379.342397736744,7775.162916847631,6530.045738873931,0,0,3107.43
Asia,2021-07-19,4640537428,22096.604345687087,33471.85687755583,31826.061043992366,22096.604345687087,12278.101008348003,8467.688759822826,7613.896181258767,0,0,3021.716
Asia,2020-07-27,4640537428,17522.770976247702,21457.38035375134,20847.176542473284,17522.770976247702,8214.834022555757,5036.507644307119,4570.682552833733,53302.38747646031,1045.144852479614,1383.5729999999999
Asia,2021-03-29,4640537428,11268.53650213076,20923.97616563029,20038.09217164214,13109.526036816584,6131.560485967071,2903.58379305424,2051.7427516954126,4970.619496578442,97.46312738389102,1304.429
Asia,2021-04-05,4640537428,13463.96952923533,23211.44868079058,21795.119626043215,15105.874993069468,7715.118967673797,3438.372956972251,3333.950106076136,7250.160595389094,142.16001167429596,1503.144
Asia,2020-12-14,4640537428,17706.52595228044,22627.643065981032,21867.65557697008,17706.52595228044,10036.961604347192,6716.353340356162,5838.992361640504,60908.83923963408,1194.2909654830212,1509.2839999999999
Asia,2020-12-21,4640537428,15375.731141291513,23276.101436427067,21877.49812188261,17276.491171857204,9640.03305906394,6449.786755613728,5663.650332681323,30057.542577546166,589.3635799518856,1451.144
Asia,2020-12-28,4640537428,10466.176673252608,19568.143945195436,18618.899665747686,12632.489839238473,7779.511953998994,3885.466011021528,3510.2514038548256,31111.045707676367,610.0205040720856,1343.716
Asia,2021-01-04,4640537428,9639.951458005422,20243.421901444868,19117.31213437729,13118.762688804907,6770.117017064153,3050.993180901764,2704.924442129995,6688.688079208668,131.15074665115034,1237.713
Asia,2021-01-11,4640537428,9499.942059508763,20049.511080428118,18455.175925811836,12722.70412642286,6685.329811163934,2894.4515779814483,2827.6634077015087,7212.640446604883,141.4243224824487,1088.711
Asia,2021-01-18,4640537428,9400.495386759181,20821.500032590986,18395.169272310282,12051.630110469632,6596.673321588633,2822.8504688755743,2408.8479269694044,6601.854732319175,129.44813200625833,1189.571
Asia,2021-01-25,4640537428,9191.91051890082,19530.772950219147,19107.203019657896,11972.365539421398,6178.915563578491,2807.7326071217994,1751.0643873270915,4677.211875176307,91.7100367681629,1130.573
Asia,2021-02-01,4640537428,9183.864200143662,19134.118019931106,16824.44998023572,11307.690550690804,5868.036931754188,2432.7030574987775,1518.2235842773566,-4243.44357532562,-83.20477598677687,1149.571
Asia,2021-02-08,4640537428,8501.022713258117,17024.962056513228,16096.840939788763,11051.098494902977,5060.05671564655,2368.6931324345423,1726.7987456855203,-6164.443575325606,-120.87144265344325,957.285
Asia,2021-02-15,4640537428,7959.477159704945,17453.527271496772,16841.226343047227,10680.724836915413,4886.417641069884,2499.7778162221166,2226.5566160531375,-3752.8721467541827,-73.58572836772908,860.288
Asia,2021-02-22,4640537428,7973.284392957501,18676.97008054688,17163.67165769893,11211.87623090693,5487.613303466485,2564.472296941649,2284.7171712453355,-5619.229289611332,-110.1809664629673,857.144
Asia,2021-03-01,4640537428,8488.74050641774,19373.84138874115,17597.901475182458,11516.857715639411,5755.197940170836,3428.6947626327637,3038.166883596072,3055.933782292769,59.920270241034686,959.147
Asia,2021-03-08,4640537428,8750.08002732921,19505.81238963766,18312.820281974437,11554.34934706371,5427.7381802028995,2907.7686115438282,2245.436438591956,5314.505210864172,104.20598452674848,828.289
Asia,2021-03-15,4640537428,9829.213797848397,20557.26179942029,19423.206005233737,11538.287125785324,5654.632050732142,3148.743051546721,2513.993010159659,5779.333782292743,113.32027024103418,843.571
Asia,2021-03-22,4640537428,9929.017240806746,21455.322575439775,20926.884009493686,11733.13783294442,5650.888369186541,3052.190535302778,1162.6262693188144,5362.590925149937,105.14884166960661,1266.714
Asia,2020-03-30,4640537428,2656.7628235146517,8232.316032668685,6366.342631478568,4291.044650692466,2062.1144830678372,-48.22777875143937,-888.3198460201123,143932.3064523639,2822.202087301253,209.718
Asia,2020-04-06,4640537428,367.6206859344407,9016.524733643348,8392.629204330531,2992.771843643848,-379.48065382068853,-3880.754851466628,-5608.0205845263645,-23773.04284560004,-466.13809501176553,294.288
Asia,2021-04-12,4640537428,16885.518265710056,32840.702089783226,28253.84072799982,19004.177432636996,9394.052812951953,4395.7693279966,2822.925754059274,9057.01773824625,177.58858310286766,2154.573
Asia,2021-04-19,4640537428,25660.643641951247,39374.78285034364,38224.62826965828,26678.85786591677,18491.07762080731,11438.07274469992,10332.604615401624,6922.303452531953,135.73144024572457,2857.861
Asia,2021-04-26,4640537428,25981.350661945078,40973.459707530135,39386.868824526755,26982.020605137342,18942.041300950863,11053.198918401817,9801.610338292372,7116.103452531929,139.5314402457241,4343.1449999999995
Asia,2021-05-03,4640537428,25440.885988440947,36904.14211964646,33381.03861866481,26855.974164627365,18448.539875035985,11182.488803515645,10235.749729955714,11245.58765912427,220.50171880635824,5153.715
Asia,2021-05-10,4640537428,25995.64939980306,36652.07427434722,33282.75159259368,27291.880943509917,18465.918545039738,11264.453299227624,10014.48586250364,11309.701944838556,221.7588616635011,5558.713
Asia,2021-05-17,4640537428,24980.82532164704,37458.58967473501,35179.978084252,26846.43732430739,18271.55421104848,12908.155454882097,9454.375621483348,11121.730516267127,218.0731473777868,5607.856
Asia,2021-05-24,4640537428,24805.75376728972,37066.373132090084,34509.70339352601,26467.584028938552,17545.2069761481,11631.258992253659,8927.208997385032,10872.559087695694,213.18743309207244,5521.717
Asia,2021-05-31,4640537428,24089.33408865673,32682.742514357386,30467.79713567109,24089.33408865673,15776.203116285682,8232.44485726465,7260.840577740825,10753.073373409976,210.84457594921523,4821.859
Asia,2021-06-07,4640537428,24400.08455328791,32324.41545059964,30825.100593174076,24400.08455328791,15801.000405136105,8392.375804135496,7088.155712060441,11145.1421129265,218.53219829267647,4055.284
Asia,2021-06-14,4640537428,24635.285260304052,33952.89309265615,30214.20109173118,24635.285260304052,16032.645976779046,9941.757314801447,8771.282052929202,11369.5421129265,222.93219829267647,4881.572
Asia,2021-06-21,4640537428,17357.09878579338,25796.496223610615,24534.690467489356,18201.29978992,9521.965488673419,5926.944283556311,4740.833060502489,11438.027827212209,224.2750554355335,2983.002
