region,date,population,cumulative_estimated_daily_excess_deaths_per_100k,cumulative_estimated_daily_excess_deaths_ci_95_top_per_100k,cumulative_estimated_daily_excess_deaths_ci_90_top_per_100k,cumulative_estimated_daily_excess_deaths_ci_50_top_per_100k,cumulative_estimated_daily_excess_deaths_ci_50_bot_per_100k,cumulative_estimated_daily_excess_deaths_ci_90_bot_per_100k,cumulative_estimated_daily_excess_deaths_ci_95_bot_per_100k,cumulative_estimated_daily_excess_deaths_raw_estimate_per_100k,cumulative_daily_excess_deaths_per_100k,cumulative_daily_covid_deaths_per_100k
Micronesia,2020-05-04,539140,6.184914112902903,24.417795580931656,21.963607557779536,10.557688412043388,1.75957849037575,-4.146657071129944,-6.229587059695841,0,0,1.2983640612827836
Central Asia,2020-05-04,76551056,-14.418856313563776,-13.191510527983333,-13.314929350846155,-13.855917775894191,-14.715453409624603,-15.324011020631431,-15.862043112630761,-69.37167077273094,-13.874334154546185,0.0365768958170871
Other,2020-05-04,25675511,-6.698450899169195,-6.698450899169195,-6.698450899169195,-6.698450899169195,-6.698450899169195,-6.698450899169195,-6.698450899169195,-13.39690179833839,-6.698450899169195,0.06621095097192028
Latin America and the Caribbean,2020-05-11,660258572,10.84256022013205,11.421801380402005,11.17559400951003,10.84256022013205,10.32899893412784,9.977882461693504,9.870908300275952,532.4787813920433,10.866913905960066,4.619705262985969
Southern Asia,2020-05-11,2007549683,2.5473095815042606,6.0704700223483234,4.930004187697909,2.5473095815042606,-4.146166933592957,-8.136301524855583,-10.264841434954386,7.9337062753052034,0.8815229194783559,0.4802869927279404
Sub-Saharan Africa,2020-05-11,1166766649,2.459920783788476,8.744705027606544,6.975240507511515,2.459920783788476,-6.363779315826521,-13.600252191626254,-14.697483217416464,-36.62151579926761,-0.7180689372405414,0.11116190209170095
Southern Europe,2020-05-11,149750531,67.52730448956767,67.52738186651428,67.52734207346384,67.52730448956767,67.52710999514736,67.52704835467665,67.5270307472018,1080.4351661994353,67.52719788746471,40.24827130663063
Western Asia,2020-05-11,293775379,1.1713683116412414,4.208952476615876,3.6467260158885084,1.4641772495537273,-0.37830997145984296,-1.3592802961934414,-2.0519319836560723,-2.529276356452329,-0.1405153531362405,1.619264356391146
Polynesia,2020-05-11,723699,-3.8263714939943565,3.2990811977700982,1.4637189256724865,-1.410191220059859,-4.0013786434532594,-6.492796188061198,-7.410128411338079,-6.547164454839071,-0.6547164454839072,0
Australia and New Zealand,2020-05-11,31362699,2.414811301794142,2.414811301794142,2.414811301794142,2.414811301794142,2.414811301794142,2.414811301794142,2.414811301794142,4.829622603588284,2.414811301794142,0.3889971331867835
Western Europe,2020-05-11,198806318,17.578592719206547,17.578592719206547,17.578592719206547,17.578592719206547,17.578592719206547,17.578592719206547,17.578592719206547,158.20733447285895,17.578592719206547,21.131873686227618
Eastern Europe,2020-05-11,289626123,-1.2298398865550846,-1.2298398865550846,-1.2298398865550846,-1.2298398865550846,-1.2298398865550846,-1.2298398865550846,-1.2298398865550846,-12.29839886555085,-1.2298398865550846,1.7039208856170753
Northern America,2020-05-11,376870770,33.597291807281955,33.597980044273214,33.597824794538106,33.5975845420232,33.59729144842707,33.59712515406701,33.597066934713354,167.98826065688195,33.59765213137639,22.392291129396956
South-eastern Asia,2020-05-11,680786410,-4.890201702140806,-0.8835172542808208,-2.2199016757959864,-4.762986087738718,-7.588157329809501,-9.07053357935982,-10.07376222393887,-31.635106045771995,-2.8759187314338175,0.27438855602302636
Eastern Asia,2020-05-11,1613237280,-6.71066087832835,-4.740263687012779,-5.116239230168316,-6.353312736067816,-7.493519535751846,-8.93696138469,-9.57355092433419,-33.32692158526642,-5.554486930877735,0.34167323482631146
Northern Europe,2020-05-11,106550176,57.220273088080106,57.280777227580685,57.27317036616042,57.22767426997538,57.17416704661551,57.15016904803591,57.138380829501386,799.9537522628759,57.13955373306257,47.41240408650287
Northern Africa,2020-05-11,259969965,6.156913178308414,6.479819516516139,6.156913178308414,6.156913178308414,2.3013204709509267,1.3147121750758286,0.6299999684772999,18.483768003946004,2.6405382862780002,0.5027503850300553
Melanesia,2020-05-11,12413369,7.145084749309415,22.251154488821964,17.81470223415205,7.145084749309415,-3.3216982211546315,-8.757854421208558,-9.861202211805443,0,0,0
Micronesia,2020-05-11,539140,6.644622774035839,25.950328127171765,23.192547628157435,10.732660750780662,1.7545537157968316,-5.136454095967635,-6.894489087442382,0,0,1.2983640612827836
Central Asia,2020-05-11,76551056,-13.511979172173561,-12.267755259443337,-12.382758753065007,-12.920341438281811,-13.796305194694703,-14.423800757768117,-14.889323689460184,-64.99517474408553,-12.999034948817107,0.06531588538765552
Other,2020-05-11,25675511,-7.874532200225026,-7.874532200225026,-7.874532200225026,-7.874532200225026,-7.874532200225026,-7.874532200225026,-7.874532200225026,-15.749064400450052,-7.874532200225026,0.07400047461567562
Latin America and the Caribbean,2020-05-18,660258572,14.298992601781285,14.875627427324392,14.612264266231504,14.298992601781285,13.698234779948407,13.389932071965356,13.21324416678666,697.8420743391645,14.241674986513557,6.642700581250462
Southern Asia,2020-05-18,2007549683,3.5112963358343094,7.390014274771351,6.486755252800882,3.5112963358343094,-3.646739065006185,-8.405108316053376,-9.91073481105241,8.137527427477641,0.9041697141641822,0.5533113374011576
Sub-Saharan Africa,2020-05-18,1166766649,2.6268895028545733,9.881585623675443,7.355539045134194,2.6268895028545733,-6.827377638670777,-14.392150418519533,-16.24332549440253,-41.545661125488444,-0.8146208063821262,0.1349027246664127
Southern Europe,2020-05-18,149750531,68.06028664757174,68.06037460828354,68.06033458700074,68.06028664757174,68.06008601725169,68.06001744933764,68.06000206319345,1088.9629434904784,68.0601839681549,41.67130465801153
Western Asia,2020-05-18,293775379,1.9401012266343718,4.959765312677592,4.35164499608341,2.232541775898265,0.19304240195905323,-0.9072883198004147,-1.6504247447592628,0.6431696710561227,0.035731648392006835,1.8197576727490155
Polynesia,2020-05-18,723699,-4.42667064436076,3.3935433068001677,1.0733336868725654,-1.8141435735446805,-4.768891145234708,-7.525906317248436,-8.505538427350706,-10.238101126502475,-1.0238101126502475,0
Australia and New Zealand,2020-05-18,31362699,2.042952361975154,2.042952361975154,2.042952361975154,2.042952361975154,2.042952361975154,2.042952361975154,2.042952361975154,4.085904723950308,2.042952361975154,0.39537413537017335
Western Europe,2020-05-18,198806318,18.029474492302132,18.029474492302132,18.029474492302132,18.029474492302132,18.029474492302132,18.029474492302132,18.029474492302132,162.2652704307192,18.029474492302132,21.93818608923686
Eastern Europe,2020-05-18,289626123,0.23298787009769725,0.23298787009769725,0.23298787009769725,0.23298787009769725,0.23298787009769725,0.23298787009769725,0.23298787009769725,2.3298787009769715,0.23298787009769725,2.1158312435788122
Northern America,2020-05-18,376870770,35.92557120372707,35.92629994913851,35.92613419179818,35.92587398249008,35.92556062399433,35.925386044034404,35.925315977224194,179.62969571066932,35.92593914213386,25.343435363798577
South-eastern Asia,2020-05-18,680786410,-5.037066981204016,-1.1660587712343973,-2.0772456287183654,-5.037066981204016,-7.925072440145351,-9.54099201011639,-10.504350877488074,-33.687928581468086,-3.0625389619516437,0.31772079586606317
Eastern Asia,2020-05-18,1613237280,-6.936785776469439,-4.492988966801748,-4.759386796924822,-6.4205411111546375,-7.6928577686081745,-9.205054487755591,-10.0587944654655,-33.616846133819195,-5.6028076889698655,0.35028945029090824
Northern Europe,2020-05-18,106550176,60.030184704195776,60.08912586737235,60.08137546731916,60.034981532941,59.98024846349889,59.95416846651481,59.94350783728726,839.2588690669869,59.94706207621335,50.96190549699327
Northern Africa,2020-05-18,259969965,7.5391758950904375,8.18315342017598,7.5391758950904375,7.5391758950904375,3.5868507722488236,2.4340568013276074,1.8427669666659028,25.9124630659212,3.7017804379887433,0.5739124517711113
Melanesia,2020-05-18,12413369,7.430805192768204,22.182687172592818,18.46800179993384,7.430805192768204,-3.4408133257139335,-9.606019839525887,-10.651606910006393,0,0,0
Micronesia,2020-05-18,539140,6.911162504093025,27.43337664897078,23.875078523558074,11.014670982092932,1.532358656370003,-6.062117788787655,-7.785930260406079,0,0,1.2983640612827836
Central Asia,2020-05-18,76551056,-12.601108548509092,-11.315109264967829,-11.432617854310235,-12.002546944029396,-12.88543100709032,-13.497450144194394,-13.91555521705171,-60.618678715440126,-12.123735743088027,0.09536119266597708
Other,2020-05-18,25675511,-9.050613501280859,-9.050613501280859,-9.050613501280859,-9.050613501280859,-9.050613501280859,-9.050613501280859,-9.050613501280859,-18.101227002561718,-9.050613501280859,0.07789523643755328
Latin America and the Caribbean,2020-05-25,660258572,17.91561159328344,18.523499487934515,18.270841831119487,17.91561159328344,17.24093904239301,16.89648401283482,16.705646883109182,870.7229321876114,17.769855758930845,8.961489105816561
Southern Asia,2020-05-25,2007549683,4.479604855402547,9.365337119819758,7.663092073203171,4.479604855402547,-3.008240132757804,-8.564606933783379,-9.754850173136429,8.203386365142832,0.911487373904759,0.6492491872242248
Sub-Saharan Africa,2020-05-25,1166766649,2.777915753669506,10.918802834769668,8.6766269377277645,2.777915753669506,-7.265934778162421,-15.676869968673305,-17.604257609193823,-46.553730688045576,-0.9128182487852075,0.16198611792853876
Southern Europe,2020-05-25,149750531,68.32642336262248,68.32652557204027,68.32648409753719,68.32642336262248,68.32621783278375,68.32614231088915,68.32612714165437,1093.2212200610204,68.32632625381378,42.69767831407556
Western Asia,2020-05-25,293775379,2.3651466118097466,6.021206474340764,5.015771130681237,2.814529527285385,0.7205002622067788,-0.6126440168864679,-1.2784179770899644,2.691900017816529,0.1495500009898072,1.9821266233478334
Polynesia,2020-05-25,723699,-5.022801875644413,3.253906057355902,0.9097656715764221,-2.3812221832419347,-5.532145624182045,-8.548086563470122,-9.402905307671626,-13.929037798165876,-1.3929037798165878,0
Australia and New Zealand,2020-05-25,31362699,1.4102740328555181,1.4102740328555181,1.4102740328555181,1.4102740328555181,1.4102740328555181,1.4102740328555181,1.4102740328555181,2.8205480657110362,1.4102740328555181,0.4081281397369531
Western Europe,2020-05-25,198806318,17.912969870766133,17.912969870766133,17.912969870766133,17.912969870766133,17.912969870766133,17.912969870766133,17.912969870766133,161.2167288368952,17.912969870766133,22.47891337135473
Eastern Europe,2020-05-25,289626123,1.7313096626251372,1.7313096626251372,1.7313096626251372,1.7313096626251372,1.7313096626251372,1.7313096626251372,1.7313096626251372,17.313096626251365,1.7313096626251372,2.5450052376663552
Northern America,2020-05-25,376870770,37.84571201312302,37.846461066088324,37.84629571687005,37.84601487128144,37.84567338745486,37.84548650138888,37.84541336170565,189.2303781743845,37.8460756348769,27.796265547471354
South-eastern Asia,2020-05-25,680786410,-5.151090343707873,0.1670918879697711,-2.077673787053654,-5.151090343707873,-8.288206364756197,-10.102846399731227,-10.83813616635142,-35.74075111716418,-3.2491591924694707,0.3578214788394498
Eastern Asia,2020-05-25,1613237280,-7.162496680127415,-3.968230561359916,-4.610474383585738,-6.552472686083448,-7.959237771356566,-9.517624102779152,-10.427203999502225,-33.96241035863832,-5.660401726439721,0.3552484232201725
Northern Europe,2020-05-25,106550176,61.92430653337357,61.98398975694786,61.97776544683782,61.92931657422187,61.86979549369594,61.8414774926235,61.83368382145547,865.7546968465541,61.8396212033253,53.80657466018639
Northern Africa,2020-05-25,259969965,9.082152278878702,9.711602684174172,9.082152278878702,9.082152278878702,4.820089086038674,3.5761897840297894,3.0784042748614877,33.17367724217177,4.739096748881683,0.6608455711412663
Melanesia,2020-05-25,12413369,7.777804561104329,22.06896083341682,19.132556397281867,7.777804561104329,-3.8347128577354717,-10.502177996840171,-11.443093775665263,0,0,0
Micronesia,2020-05-25,539140,6.950114774977739,28.07557817836533,24.579331081103884,11.311499813678564,1.321556925383347,-6.614785213833576,-8.910417117751729,0,0,1.2983640612827836
Central Asia,2020-05-25,76551056,-11.69641844967282,-10.359855892434203,-10.468637342566382,-11.051545540042984,-11.953063498259523,-12.616159541527063,-12.984916648874345,-56.242182686794735,-11.248436537358945,0.10319909891249573
Other,2020-05-25,25675511,-10.226694802336688,-10.226694802336688,-10.226694802336688,-10.226694802336688,-10.226694802336688,-10.226694802336688,-10.226694802336688,-20.453389604673376,-10.226694802336688,0.07789523643755328
Latin America and the Caribbean,2020-06-01,660258572,21.6628877075219,22.330429388553156,22.073210744734812,21.6628877075219,20.948083703140295,20.504804241248074,20.32347605640226,1047.7363899148581,21.382375304384855,11.417345142775368
Southern Asia,2020-06-01,2007549683,5.6851576958834,10.831359386988284,9.394716956812044,5.6851576958834,-2.1654694105180257,-7.208007319585545,-9.500447317375126,8.888059281346857,0.9875621423718732,0.7578392768474264
Sub-Saharan Africa,2020-06-01,1166766649,3.0052536033339527,11.680943843407213,9.141313933671311,3.0052536033339527,-7.887370108649844,-16.86792528747861,-18.90258692898718,-51.318313743915745,-1.0062414459591322,0.2007256551262634
Southern Europe,2020-06-01,149750531,68.37583520848698,68.37594528260917,68.37590214207678,68.37583520848698,68.37561786357107,68.37553784520016,68.37552300242258,1094.011806556343,68.37573790977143,43.40952887839843
Western Asia,2020-06-01,293775379,2.8710635191252,6.935170026926224,6.0152997118926095,3.5946193709144736,1.2779519339238112,-0.21247331924195834,-0.8327814221150689,3.4048678838407227,0.18915932688004017,2.171727263774545
Polynesia,2020-06-01,723699,-5.068007931789955,3.614005716886046,1.2805685855554576,-2.331666088959465,-5.829372316742995,-8.960745961692623,-9.838531748231272,-13.55127169556503,-1.3551271695565026,0
Australia and New Zealand,2020-06-01,31362699,0.3841346690207262,0.3841346690207262,0.3841346690207262,0.3841346690207262,0.3841346690207262,0.3841346690207262,0.3841346690207262,0.7682693380414524,0.3841346690207262,0.41131664082864805
Western Europe,2020-06-01,198806318,18.133207322049493,18.133207322049493,18.133207322049493,18.133207322049493,18.133207322049493,18.133207322049493,18.133207322049493,163.1988658984454,18.133207322049493,22.893387120624606
Eastern Europe,2020-06-01,289626123,4.65275298774655,4.65275298774655,4.65275298774655,4.65275298774655,4.65275298774655,4.65275298774655,4.65275298774655,46.5275298774655,4.65275298774655,3.0525561397650582
Northern America,2020-06-01,376870770,39.361480781500454,39.36227579671814,39.362105645188045,39.36178261570316,39.36142926427226,39.36122116947679,39.3611704554117,196.80927864202073,39.361855728404144,29.796155324011995
South-eastern Asia,2020-06-01,680786410,-4.883112751684947,0.8207084069404341,-0.8408299754528582,-4.883112751684947,-8.22399940233024,-9.938073546177996,-10.863625870483666,-36.19362671938336,-3.290329701762124,0.40629483188420285
Eastern Asia,2020-06-01,1613237280,-7.18021488785757,-3.1196472363256524,-4.15805906890843,-6.351277805988809,-7.955001338530562,-9.436055992911122,-9.985127680480101,-34.16139262257507,-5.693565437095846,0.35989746034135783
Northern Europe,2020-06-01,106550176,62.88898775560778,62.946553988516506,62.94361793932411,62.89329919137952,62.832654934824376,62.804138719013075,62.79370872720609,879.250034048426,62.80357386060185,55.96236650045515
Northern Africa,2020-06-01,259969965,13.697527420938858,14.350864768729538,13.697527420938858,13.697527420938858,8.988952298140733,7.642430977304823,6.872063941355084,57.68558565282784,8.240797950403977,0.7981691269604932
Melanesia,2020-06-01,12413369,8.132403314756914,22.13313088257713,19.824963955792956,8.132403314756914,-3.8174536483072514,-11.401221160587628,-12.23744420918714,0,0,0
Micronesia,2020-06-01,539140,7.025039993781818,29.520420787732466,25.12956257978945,11.544800809645425,0.8749636287318947,-7.352506640720929,-10.1367688068181,0,0,1.2983640612827836
Central Asia,2020-06-01,76551056,-9.348725401316864,-7.987896301669915,-8.113693764827419,-8.682300106437022,-9.626720104284365,-10.23959843497371,-10.629973119493506,-44.97517960364378,-8.995035920728755,0.11103700515901439
Other,2020-06-01,25675511,-10.443745866453925,-10.443745866453925,-10.443745866453925,-10.443745866453925,-10.443745866453925,-10.443745866453925,-10.443745866453925,-20.88749173290785,-10.443745866453925,0.08178999825943094
Latin America and the Caribbean,2020-06-08,660258572,25.6067013952176,26.295647179297507,26.106362764381878,25.6067013952176,24.854054151899998,24.363241296910253,24.120436535609983,1234.1544106370602,25.18682470687878,14.100839269376422
Southern Asia,2020-06-08,2007549683,7.483244620256958,13.373183925466694,11.441401145846246,7.483244620256958,-1.182417330608653,-5.714558845806707,-9.029977851333001,9.767252912682796,1.0852503236314217,0.9126050605443472
Sub-Saharan Africa,2020-06-08,1166766649,3.3192656673328553,12.571381490642686,9.583987442945299,3.3192656673328553,-8.305867091612928,-17.475338428357755,-19.940059216429468,-53.973426151040975,-1.058302473549823,0.30691655465719436
Southern Europe,2020-06-08,149750531,67.99880569055617,67.99892455122531,67.99887695610333,67.99880569055617,67.99857973995132,67.99849305564041,67.99847839249769,1087.9793120704035,67.99870700440022,43.96578734001284
Western Asia,2020-06-08,293775379,3.5352330904789904,8.120445553707327,7.058707891857242,4.651059403054672,1.9882162090067512,0.17080867245342332,-0.2458312661213021,3.9082878966392727,0.2171271053688485,2.4208972256997754
Polynesia,2020-06-08,723699,-5.112414018911855,3.987153484391015,1.5432093669815055,-2.318166325531812,-6.137071059199899,-9.50699078959191,-10.453562935960507,-13.17350559296418,-1.3173505592964179,0
Australia and New Zealand,2020-06-08,31362699,-0.35822809765321567,-0.35822809765321567,-0.35822809765321567,-0.35822809765321567,-0.35822809765321567,-0.35822809765321567,-0.35822809765321567,-0.7164561953064313,-0.35822809765321567,0.41131664082864805
Western Europe,2020-06-08,198806318,18.354350177154064,18.354350177154064,18.354350177154064,18.354350177154064,18.354350177154064,18.354350177154064,18.354350177154064,165.18915159438657,18.354350177154064,23.189655371012908
Eastern Europe,2020-06-08,289626123,7.492297623087137,7.492297623087137,7.492297623087137,7.492297623087137,7.492297623087137,7.492297623087137,7.492297623087137,74.92297623087138,7.492297623087137,3.555963769193568
Northern America,2020-06-08,376870770,40.68264820991057,40.68347451626419,40.683318044036106,40.682940362823416,40.68258133831962,40.68235922783927,40.6823232049995,203.41516653030516,40.68303330606103,31.576871827974347
South-eastern Asia,2020-06-08,680786410,-4.5263632167432,2.149353752258413,0.4632090323020809,-4.195411488640163,-7.856044377778338,-9.775895296321954,-10.449514325817528,-36.64650232160255,-3.3315002110547765,0.448451960138276
Eastern Asia,2020-06-08,1613237280,-7.305331897974665,-2.2053360453565287,-3.4180798214706907,-6.154269714948025,-7.889728849412106,-9.435712735558571,-10.046332600718511,-34.373392190451135,-5.728898698408523,0.36163310086660033
Northern Europe,2020-06-08,106550176,63.947098608459875,64.00553739843274,64.00124282978122,63.9492478377935,63.88716658831235,63.85647658708609,63.84787434751169,894.0303996297911,63.85931425927079,57.58038353686061
Northern Africa,2020-06-08,259969965,17.932905899408865,18.862659310072527,17.932905899408865,17.932905899408865,13.16434213271572,11.633931832898153,10.746885283271803,82.25296200955992,11.750423144222843,0.9670347880379182
Melanesia,2020-06-08,12413369,8.523931804844732,22.515801730786663,20.59486915007637,8.523931804844732,-4.424602404755873,-12.270528987472668,-13.09188373754255,0,0,0
Micronesia,2020-06-08,539140,7.139450641424268,31.19132629144181,25.758336291465326,11.94119015382557,0.49154784828788356,-7.9009617127272005,-10.483544296698883,0,0,1.2983640612827836
Central Asia,2020-06-08,76551056,-6.989320981809464,-5.666947267539857,-5.720063927278965,-6.294682401684761,-7.251333316805748,-7.8210320055677665,-8.268462993309221,-33.70817652049283,-6.7416353040985655,0.1332444061908173
Other,2020-06-08,25675511,-10.66079693057116,-10.66079693057116,-10.66079693057116,-10.66079693057116,-10.66079693057116,-10.66079693057116,-10.66079693057116,-21.32159386114232,-10.66079693057116,0.08178999825943094
Latin America and the Caribbean,2020-06-15,660258572,29.565127548393306,30.32003368899406,30.104944973230953,29.565127548393306,28.765521706190174,28.237747836538183,27.936524842257246,1420.794947718101,28.99581525955308,16.986678364548368
Southern Asia,2020-06-15,2007549683,9.157567441576022,15.914022346965924,13.773723277783178,9.157567441576022,0.037341452159846585,-4.3257710693570806,-8.234681532647022,10.401114633097352,1.1556794036774836,1.102687529352667
Sub-Saharan Africa,2020-06-15,1166766649,4.138415471059287,14.010545142749658,11.313119888869313,4.138415471059287,-7.837634437614148,-17.316970099309682,-19.891358639618108,-49.8280527825396,-0.9770206427948942,0.4021369657781502
Southern Europe,2020-06-15,149750531,67.91893516658408,67.91906750666264,67.91901312531307,67.91893516658408,67.91870060692527,67.9186100754467,67.91859402594328,1086.7013917101476,67.91883698188423,44.435902534462464
Western Asia,2020-06-15,293775379,4.3507584411799956,9.619254133038607,8.31913556924838,5.8534389403155656,2.8129769631315056,0.8318021171477542,0.37990855514531396,4.346760329198295,0.2414866849554609,2.719424625438063
Polynesia,2020-06-15,723699,-5.148667792376475,4.3791616680776375,1.8796594495261558,-2.1691851640754622,-6.425969463598971,-9.998611317697732,-11.085725909157828,-12.795739490363331,-1.2795739490363334,0
Australia and New Zealand,2020-06-15,31362699,-1.440485080701839,-1.440485080701839,-1.440485080701839,-1.440485080701839,-1.440485080701839,-1.440485080701839,-1.440485080701839,-2.880970161403678,-1.440485080701839,0.41131664082864805
Western Europe,2020-06-15,198806318,18.123998326743294,18.123998326743294,18.123998326743294,18.123998326743294,18.123998326743294,18.123998326743294,18.123998326743294,163.1159849406896,18.123998326743294,23.40242526899975
Eastern Europe,2020-06-15,289626123,9.963850590770042,9.963850590770042,9.963850590770042,9.963850590770042,9.963850590770042,9.963850590770042,9.963850590770042,99.6385059077004,9.963850590770042,4.048322671501562
Northern America,2020-06-15,376870770,42.066102641920324,42.06696579524753,42.0668143668456,42.06642172431304,42.06605252349173,42.06581020690898,42.06577071020144,210.33256703603135,42.066513407206266,33.09144935809164
South-eastern Asia,2020-06-15,680786410,-4.219149641592651,4.105673585459852,2.0815346470559684,-3.4502253030116803,-7.589387277331966,-9.617592935435331,-10.828527652680517,-37.09937792382173,-3.3726707203474295,0.5025070932306066
Eastern Asia,2020-06-15,1613237280,-7.436984665363748,-1.6375932685680714,-3.067110851066062,-5.960582738762371,-7.831861126773594,-9.43523752758189,-9.965812920737935,-34.639097435151136,-5.773182905858522,0.3624389339676058
Northern Europe,2020-06-15,106550176,64.25271694083129,64.31162303135025,64.3081188265771,64.25416911747955,64.19096874484583,64.15937145724111,64.15215781312321,898.2992856242994,64.16423468744996,58.820175013131845
Northern Africa,2020-06-15,259969965,22.142979164982275,23.554651144372823,22.442671586590908,22.142979164982275,17.261798132742005,15.367273893944425,14.696963236960375,106.83326293625143,15.261894705178777,1.1332078303737896
Melanesia,2020-06-15,12413369,8.87398900937417,22.889395539160528,21.24268568743928,8.87398900937417,-4.62206354732581,-12.717969296718923,-14.036214125094606,0,0,0
Micronesia,2020-06-15,539140,7.2606955634541634,32.16926995229032,26.577610435217974,12.336926508494818,0.2479951903472338,-8.710149876801415,-11.247050595541703,0,0,1.2983640612827836
Central Asia,2020-06-15,76551056,-4.613131358832916,-3.206693493900538,-3.345358169533676,-3.9226068508388945,-4.906231591336715,-5.453695930282089,-5.791757176556394,-22.44117343734188,-4.488234687468377,0.1606770780536326
Other,2020-06-15,25675511,-10.877847994688397,-10.877847994688397,-10.877847994688397,-10.877847994688397,-10.877847994688397,-10.877847994688397,-10.877847994688397,-21.755695989376793,-10.877847994688397,0.08957952190318627
Latin America and the Caribbean,2020-06-22,660258572,33.50662350940102,34.37679480204708,34.10599596308178,33.50662350940102,32.61417951920265,32.05967817896296,31.74112361097598,1605.7786717771062,32.7709933015736,19.93173668330655
Southern Asia,2020-06-22,2007549683,11.581131161408544,19.394608157438554,17.16415904529332,11.581131161408544,1.784053518813807,-2.5187574244441446,-6.396033120067947,11.674971473373658,1.2972190525970733,1.4045978656857978
Sub-Saharan Africa,2020-06-22,1166766649,5.029779747185617,15.024210700941932,13.143629799020404,5.029779747185617,-7.449006894774,-17.0427820634348,-19.81561680259141,-43.41672503295788,-0.8513083339795662,0.5172413871421859
Southern Europe,2020-06-22,149750531,69.00086780271762,69.00100614028463,69.00094643137176,69.00086780271762,69.00062419749426,69.0005334019758,69.00051427964357,1104.0122535158794,69.00076584474246,44.78515004397547
Western Asia,2020-06-22,293775379,5.278254778664319,11.334985463398194,9.872995874416224,7.447607846862339,3.9555920587486253,1.8359973692451144,1.4036841491078338,4.803614152391146,0.2668674529106193,3.1367502720505382
Polynesia,2020-06-22,723699,-5.191738082287724,4.8150763783050285,2.2435844213948517,-2.1423070150668098,-6.705293277573762,-10.474319049302084,-11.53479020304857,-12.417973387762485,-1.2417973387762484,0
Australia and New Zealand,2020-06-22,31362699,-2.7701697484659866,-2.7701697484659866,-2.7701697484659866,-2.7701697484659866,-2.7701697484659866,-2.7701697484659866,-2.7701697484659866,-5.540339496931973,-2.7701697484659866,0.41131664082864805
Western Europe,2020-06-22,198806318,18.679235191878274,18.679235191878274,18.679235191878274,18.679235191878274,18.679235191878274,18.679235191878274,18.679235191878274,168.11311672690445,18.679235191878274,23.546786878272147
Eastern Europe,2020-06-22,289626123,12.73192377254979,12.73192377254979,12.73192377254979,12.73192377254979,12.73192377254979,12.73192377254979,12.73192377254979,127.31923772549791,12.73192377254979,4.590055573129361
Northern America,2020-06-22,376870770,43.60504830953887,43.6059449416513,43.60578676822807,43.60539041239475,43.6050091539559,43.60475675977358,43.604688740636746,218.02742237063697,43.60548447412739,34.352359032779326
South-eastern Asia,2020-06-22,680786410,-3.8448703156146236,5.71270645471056,3.4586883350178685,-2.489229645984156,-7.298065636973187,-9.658884077153179,-10.929665169131175,-37.55225352604091,-3.4138412296400826,0.5624377842677559
Eastern Asia,2020-06-22,1613237280,-7.567381970260736,-0.17898126005060666,-2.5185477686526916,-5.705186963458495,-7.787178811699347,-9.399531487496624,-10.16511494667272,-34.885462685427,-5.8142437809045004,0.36442252313931156
Northern Europe,2020-06-22,106550176,64.34720921055474,64.40547805681214,64.40338962826044,64.34903438845626,64.28303307450075,64.25312440818203,64.24232423334504,899.5968391265931,64.25691708047094,59.73523685216625
Northern Africa,2020-06-22,259969965,26.385382563670078,28.22820654056506,27.285719711757658,26.385382563670078,21.479240014436783,19.149463459430468,18.69073977645766,131.72913877945302,18.81844839706472,1.4328578303266688
Melanesia,2020-06-22,12413369,9.179340862074822,23.121834060492144,21.855331886797636,9.179340862074822,-5.0026358577325425,-13.763999925576028,-15.040840611072111,0,0,0
Micronesia,2020-06-22,539140,7.444058026541185,33.886077512544055,27.619733799621407,12.689666792633417,0.0577413477488044,-9.497558312266152,-11.842746033266097,0,0,1.2983640612827836
Central Asia,2020-06-22,76551056,-2.1118566995972974,-0.6346494618485665,-0.8439459992795358,-1.4672935105392653,-2.4776459813415284,-3.014565353831514,-3.4397516648502706,-10.965157882592104,-2.193031576518421,0.22207401031802879
Other,2020-06-22,25675511,-11.09489905880563,-11.09489905880563,-11.09489905880563,-11.09489905880563,-11.09489905880563,-11.09489905880563,-11.09489905880563,-22.18979811761126,-11.09489905880563,0.09736904554694159
Latin America and the Caribbean,2020-06-29,660258572,37.59532782909297,38.53209244501128,38.26119284925609,37.59532782909297,36.67951431190219,36.066890760908635,35.738031946426005,1798.153179599133,36.69700366528843,22.81939324825608
Southern Asia,2020-06-29,2007549683,13.735581222979464,22.46813625389147,20.334422511966217,13.735581222979464,3.5344742098377315,-1.2838756525650314,-5.263270813756243,12.741073554934985,1.4156748394372205,1.6429481312119536
Sub-Saharan Africa,2020-06-29,1166766649,6.0761846397552635,16.518196202955515,14.5459106190524,6.0761846397552635,-6.470753364284392,-16.46175425867357,-19.69954459821902,-33.64842782992377,-0.6597730947043876,0.642973469153385
Southern Europe,2020-06-29,149750531,70.363003297343,70.36314429148754,70.36307824939449,70.363003297343,70.36275207462859,70.36266441945361,70.36263667978324,1125.8063047668627,70.36289404792892,44.972795455396415
Western Asia,2020-06-29,293775379,6.488270407227967,12.756565814707473,11.632624929268879,8.828545518716854,5.202375750233603,2.907771984811727,2.3622282208544867,5.249439141203701,0.2916355078446501,3.6020717719846767
