world,date,population,cumulative_estimated_daily_excess_deaths_per_100k,cumulative_estimated_daily_excess_deaths_ci_95_top_per_100k,cumulative_estimated_daily_excess_deaths_ci_90_top_per_100k,cumulative_estimated_daily_excess_deaths_ci_50_top_per_100k,cumulative_estimated_daily_excess_deaths_ci_50_bot_per_100k,cumulative_estimated_daily_excess_deaths_ci_90_bot_per_100k,cumulative_estimated_daily_excess_deaths_ci_95_bot_per_100k,cumulative_estimated_daily_excess_deaths_raw_estimate_per_100k,cumulative_daily_excess_deaths_per_100k,cumulative_daily_covid_deaths_per_100k
World,2021-12-20,7868684247,223.29731934747122,265.1575883402806,257.8017150844351,236.52547627550837,203.51909291536327,169.48006393456532,163.331455329688,19452.856095893105,86.84310757095136,67.82573359751693
World,2021-12-27,7868684247,225.49060214437836,267.6299043193625,260.0196004723927,238.5879099238961,205.48406849258572,171.1826434103853,164.84120913069,19614.432216609668,87.56442953843602,68.40560265272009
World,2022-01-03,7868684247,227.4205427629787,270.0520065495514,262.1267262288891,240.71464605253843,207.04713751458698,172.73095427573978,166.54853004298744,19703.850377874558,87.96361775836857,68.9458837806127
World,2022-01-10,7868684247,229.91381214091933,272.8654711445482,264.9196005618209,243.19217376497667,209.45959705216654,174.33175040012014,168.76889509663104,19784.8870616357,88.32538866801654,69.52265141514198
World,2022-01-17,7868684247,233.13433401795646,276.4870629120764,269.45489567883277,245.98256133422092,212.21031144399765,176.21375290026236,171.52138905515508,19865.40303162107,88.68483496259408,70.1701420806802
World,2022-01-24,7868684247,236.95987892786567,280.24192775637823,274.5835022406615,249.91374331421702,216.36099497466478,178.2676627613096,174.13098080465804,19918.412038107323,88.92148231297911,70.91538803488604
World,2022-01-31,7868684247,240.99590260834646,283.7080762074544,278.75549295092526,254.18503655100787,219.76728044640714,180.13063235597235,176.22362891032265,19960.254354498345,89.10827836829618,71.76941954626128
World,2022-02-07,7868684247,244.60817796656585,288.1641863708724,283.09947701580666,258.6431641330364,222.5169219626304,183.14662732567595,178.31251796442552,19969.208022267318,89.14825009940768,72.72365871310328
World,2022-02-14,7868684247,246.98999303421476,292.16672238060215,286.88308601040495,261.8752638280454,225.10399185661842,186.18034068040637,180.01426508294853,19969.208022267318,89.14825009940768,73.67358917992176
World,2022-02-21,7868684247,249.36262736874775,296.39248063588803,290.6768463922232,265.36674010667866,227.5047123701948,189.20975878083874,181.6958544877638,19969.208022267318,89.14825009940768,74.42785765908495
