world,date,population,estimate,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,B25,B26,B27,B28,B29,B30,B31,B32,B33,B34,B35,B36,B37,B38,B39,B40,B41,B42,B43,B44,B45,B46,B47,B48,B49,B50,B51,B52,B53,B54,B55,B56,B57,B58,B59,B60,B61,B62,B63,B64,B65,B66,B67,B68,B69,B70,B71,B72,B73,B74,B75,B76,B77,B78,B79,B80,B81,B82,B83,B84,B85,B86,B87,B88,B89,B90,B91,B92,B93,B94,B95,B96,B97,B98,B99,B100
World,2021-05-10,7882631890,9512400.080594862,5814090.865543372,6068534.774257209,6069346.042271258,6361647.6471875245,6590233.579118931,6911817.070385953,7026691.576602291,7284218.111045224,7484102.647459185,7595722.454578604,7667843.926427254,7729174.802341563,7736575.891171667,7843612.477884517,8042370.988570599,8096092.761063519,8101304.763335074,8109455.735117644,8166843.071549988,8238405.213606713,8268627.661701292,8291287.369580976,8339342.374025755,8341457.662885925,8351487.945048391,8434071.512454666,8495014.100215575,8495935.777187657,8513929.587030169,8521386.952570522,8525277.897709452,8543428.817062814,8574138.498241,8639490.148748768,8674143.802678218,8694646.868831987,8724176.537499892,8732044.388488946,8773049.995532064,8814224.115515675,8825777.956699038,8852888.753507504,8860520.485314649,8889006.612289956,8890810.11794646,8893290.83141165,8894435.158822995,8908968.736892926,8914510.039794473,8925407.425271025,8937134.67735746,8938311.025971705,8945062.984601883,8963811.931350468,8966985.003871495,8974993.967066381,9038439.34150843,9072712.416933052,9079124.098620765,9104639.490371445,9127934.857566634,9176675.076036088,9210161.412855012,9225008.126670782,9228234.00413097,9333060.730340034,9358334.176289914,9360596.909480043,9422153.598620657,9429209.765834358,9466547.450968828,9469566.447239181,9486271.844001107,9487137.78158256,9492168.257159013,9512400.080594862,9536181.889551593,9563084.103820426,9641467.646156494,9670123.045953916,9708747.593740232,9773414.480324438,9789364.505327156,9869550.830670768,9881277.853486754,9909917.289968401,9993261.678693308,9999424.58751166,10080573.568439273,10093696.777319202,10115404.307827141,10118033.786071671,10136251.810160963,10158822.686212806,10236660.819914551,10325742.374706082,10359767.46190854,10500808.951191192,10831164.901123436,11666334.531710023
World,2021-05-17,7882631890,9992617.446731824,5998119.610023907,6247262.48383047,6293915.927782404,6559418.342765673,6791905.760520079,7129791.84662288,7252172.137324033,7507371.09211242,7677800.417572673,7854958.117317901,7931081.563009992,7949390.93471785,8041950.620786102,8200901.593304608,8293421.177355495,8364892.8702339195,8396282.241463868,8418774.232706584,8543432.628088892,8587665.181064129,8628995.422833143,8655418.747923171,8774133.641490085,8780158.499961782,8784860.23630625,8815564.453951448,8837581.908235837,8854840.33158363,8890625.61493265,8905078.388066586,8907908.688838212,8965833.420923369,9018921.386871116,9061908.777521132,9079763.891051322,9096233.118487293,9155175.945692917,9177401.811124757,9180009.330246795,9190518.017164158,9201133.711638894,9201732.937771,9205065.147491332,9205945.699304203,9217741.58884184,9249131.829015087,9264239.724111972,9299486.99072109,9305363.895189991,9310498.799823932,9310954.017559286,9316823.477163307,9325484.984591175,9343601.904885892,9356453.288795324,9425713.363698065,9474721.798230534,9490230.230595987,9517429.290457692,9533592.900083011,9602584.027324181,9620738.437567474,9621516.393049074,9646715.12251812,9672351.370324552,9718364.373986349,9781803.903429214,9811600.369966745,9868721.957558906,9871592.4943585,9899136.914533848,9964958.458796134,9968343.730098035,9992617.446731824,9995720.886136165,9997352.716063537,10013063.800952286,10013343.383897763,10028563.645019602,10106749.687666807,10119217.281956146,10122436.648920214,10284950.888116106,10364829.021743642,10379626.241604079,10421711.604115663,10561167.099491356,10575766.648170006,10579150.41350265,10590482.489486268,10591292.732404934,10715908.572290014,10767138.724125778,10770130.181292461,10867859.106332285,10924747.803866664,10943415.058577677,11118890.158155633,11380876.000034476,12415438.420945259
World,2021-05-24,7882631890,10545825.278013604,6167824.2508720625,6421713.683583077,6501613.782412688,6732607.208600657,6973061.567531222,7328295.48915828,7473523.007640914,7708194.69641154,7866964.203479206,8110773.921149914,8141131.369794391,8162387.119124335,8353560.679843119,8474823.409289408,8568529.93652865,8573206.130646689,8618676.236061031,8834428.018703045,8834697.706716992,8968854.620866071,9009207.437408395,9011156.800524723,9060533.613423172,9106023.838617656,9207196.568397548,9231194.244730007,9312507.4313784391,9318307.195926582,9327527.219881836,9344704.246233003,9345978.356004737,9347381.101026576,9393728.297145154,9399369.433704793,9431618.840683578,9442790.865934575,9457944.494188083,9464198.327391379,9519984.338050455,9553809.773092544,9557214.081183057,9604910.935214853,9631013.781722836,9685084.269500952,9727887.82983812,9738416.19915701,9742645.044244982,9746962.287964923,9750462.859361472,9758640.535796015,9794439.021219665,9817603.002022022,9829126.573261498,9841736.460478654,9880212.544420343,9906664.511928089,9913982.756667202,9967849.604995616,9996318.93520929,10032571.702181486,10055505.97444189,10112885.062151277,10122313.80145867,10183424.5833096,10193414.125970256,10228743.408007106,10245198.059674831,10257440.975982746,10272754.76383121,10326089.821738962,10330621.430808399,10339236.098358775,10357905.886790223,10406757.929490853,10460129.50373944,10509598.730608279,10545825.278013604,10605376.69448347,10644958.138817497,10654764.047434716,10685238.262399651,10742233.554672219,10745883.30972365,10771226.194522168,10878573.6971476,11031030.452441793,11092383.320593288,11107660.43207502,11167990.638453979,11177469.014695656,11298843.638113027,11332246.486951455,11350497.606052963,11424442.428168282,11550894.491331004,11561649.68660256,11563931.183479656,11733962.284946403,11973630.217100851,13167514.620924838
World,2021-05-31,7882631890,10946843.815246278,6330968.155262792,6588760.635540572,6661676.890780044,6898538.756534575,7136291.72805736,7483543.447043053,7655651.320905824,7899497.71606579,8048867.386567908,8315587.996815942,8332831.955707403,8389565.88522351,8628979.73959185,8643255.255979892,8776761.050643472,8806090.623119652,8914417.863789283,9125012.331043297,9185765.200942455,9210215.560927939,9211672.001642449,9242376.402120136,9348323.354492966,9379538.167483076,9502173.36284588,9578443.026862815,9614361.923064314,9622706.852758074,9653744.427426215,9692284.41333241,9700798.229159122,9704125.228921019,9731680.279737731,9733528.676151894,9769454.952889094,9798663.388232285,9849974.848197626,9852622.631481333,9890841.96340256,9894175.680253634,9900411.373304471,9907262.753711928,9980724.016201222,10026687.10801819,10026714.588709934,10043725.85163868,10096998.132690143,10097593.105425527,10136149.873074915,10137270.916434675,10141667.7201127,10150241.519873839,10192053.135544555,10238548.647796102,10245139.556283837,10282443.474283487,10323332.703731544,10331147.411459208,10380797.85908458,10451681.852053953,10523596.136187948,10551765.720118407,10600742.510602867,10609013.209802406,10611677.62628303,10616208.60224138,10652117.755903296,10656376.535892395,10672009.147137705,10681782.1647275,10691172.570435284,10707436.235671028,10721951.903416853,10726580.959910996,10837680.555024104,10888451.76785207,10946843.815246278,11121045.033133864,11146306.475226419,11181838.759185752,11195009.501118135,11220585.890719244,11224833.169457227,11292577.125780001,11294986.963972332,11440012.636762906,11508040.522617338,11527471.749612149,11571130.858484227,11666898.17758581,11773060.9180888,11837102.24291446,11936648.020199146,11976635.006858703,12055123.7747695,12076549.36166671,12182250.714360515,12283843.218051327,12527563.908168092,13777290.094954459
World,2021-06-07,7882631890,11303536.469198007,6482257.064252556,6748373.965005669,6821589.31549213,7058134.735830867,7290515.102484368,7635708.623069867,7823597.13402685,8081997.1537968805,8230583.614264162,8490218.385085853,8540778.660403835,8606322.871400483,8810994.481341187,8889306.84196676,8977489.622803954,8981472.521549458,9158459.320763385,9390261.444399858,9419239.28287277,9429910.892412812,9434547.565445028,9473923.465713168,9639732.966244971,9663933.475299986,9794832.724250043,9804930.71731349,9838359.754722673,9865563.716421911,9893025.054335335,9922725.91031631,9941793.592637038,9948449.763384046,10102091.767647514,10110560.90955004,10113763.792386472,10119800.785590507,10139855.07540135,10147846.40164939,10177888.258556822,10238505.665287197,10243969.121572655,10294993.211748859,10315807.87057845,10319165.0360966,10329750.9983516,10335370.420081243,10405361.716282608,10413903.592430685,10423204.17102356,10435782.583144931,10456995.097934937,10472489.468700083,10539543.578444302,10552308.12143928,10596310.798299959,10654455.363945225,10656144.607453944,10704685.326548036,10705253.98310392,10844879.571848359,10859717.449205013,10873941.83562978,10904002.410469549,10926292.16730708,10939237.407281728,10976392.979995593,11029143.982887251,11033460.245037423,11035325.443836682,11035518.200825367,11065567.43123495,11086854.484906904,11107620.168385465,11199259.967797985,11206277.96129909,11225110.636405807,11303536.469198007,11410031.802697405,11504770.792209174,11522061.835491596,11630394.750082362,11649497.783034498,11678400.737249007,11749375.523032049,11755519.465233669,11839675.71603753,11889157.59777602,11909511.39572064,11969401.092916721,12092982.48701012,12126099.553069528,12192557.50628304,12397387.800215608,12413724.449869994,12519337.770392703,12571143.594939167,12714151.118412051,12800551.834959242,13024196.94227038,14321191.630695628
World,2021-06-14,7882631890,11546754.791029975,6629341.7503044875,6909579.831096222,6972838.702302862,7214234.4540868085,7452828.016609284,7787749.647300774,7988505.760068062,8261604.952050142,8414819.494540434,8654741.741084607,8728700.635160241,8795964.430459827,8982582.410539456,9143668.206482148,9147838.996627457,9182407.686955184,9352888.615320401,9550108.808716532,9592843.514526384,9608735.518081432,9658859.397272257,9760551.078616101,9861121.158212619,9864860.528911404,10003026.9398816,10016943.983726766,10064371.047341269,10094521.707119111,10111526.79083317,10118797.88398204,10124811.749944115,10171500.657875927,10295426.424905306,10330194.273228958,10339494.820455728,10362705.690839896,10392120.980130732,10410428.409086728,10463178.42537588,10496565.170850025,10502032.36475659,10525549.88375231,10534746.566285465,10549276.113177644,10563118.967627566,10625414.986498049,10643586.899938501,10656754.125859799,10669505.791931575,10685551.400914619,10698671.678258304,10732661.325509343,10813525.2397637,10827226.48304963,10886898.584460039,10891329.103960538,10920304.255684068,10941970.50742575,10991792.028895145,11052664.52324915,11135396.16526623,11137234.520314949,11165944.502696069,11185723.528943544,11200608.948970526,11228015.764558317,11265304.580190849,11281940.238464879,11288731.600661932,11331192.991401494,11338642.530836733,11362977.14839573,11411864.28349019,11474281.126628755,11531688.117178198,11546754.791029975,11621149.793205025,11651481.804934772,11755372.473759301,11785908.098024238,11904457.86015224,11961542.818164157,11983843.359179363,11999786.779223878,12052988.175668636,12151159.965520654,12160855.173914347,12204344.900512328,12304629.005650822,12370964.032105586,12445140.871039338,12449611.237940665,12670001.285099544,12681543.630428383,12778284.44722777,12823776.201886738,13157737.328151831,13159728.399221985,13347750.192377618,14637581.562108772
World,2021-06-21,7882631890,11767035.335248316,6775284.332865392,7063207.325370792,7109608.818400708,7357397.491469005,7603610.202924395,7943165.263716952,8144949.337897336,8430745.608642023,8575293.112811143,8825273.356673988,8909049.478945253,8959836.29345211,9145028.780460991,9305884.120762544,9373557.600232653,9384832.713556267,9524805.444438795,9709817.717987206,9754685.49970695,9759349.884104934,9876978.093008304,10017103.36381476,10041811.58351151,10042705.469859494,10180446.978575468,10194603.726135682,10274712.114649815,10300884.254250959,10306320.714011906,10307132.063646302,10312082.670651024,10363365.201172343,10445905.438765198,10534477.086997773,10548984.849444209,10555080.00200326,10599020.98083126,10638816.843271075,10708311.972681386,10727662.120470375,10733993.118859341,10745873.325817067,10759584.638401022,10768784.435756516,10784291.949347924,10832021.394018026,10866035.845084436,10868998.207273297,10895081.986223465,10917745.34525168,10921871.946062896,11013018.010629315,11023302.11965349,11044566.137917526,11095804.991426552,11112205.681925215,11121783.859663982,11195486.785223104,11212084.619149614,11236768.032150652,11320279.191143502,11323398.817942375,11383246.132442694,11436393.231136804,11485368.652209386,11495261.060414527,11499456.245594667,11519558.00501953,11532097.391621063,11564052.074234666,11596448.707359808,11646728.067407303,11692585.1687498,11701260.818787016,11767035.335248316,11840684.494629536,11895759.569585117,11995673.029054146,12012874.672125382,12030929.07040615,12143957.562248807,12161061.633826364,12244832.426943792,12303864.290227331,12328315.6004299,12390547.819485763,12420129.486196106,12460465.934359293,12585812.11197311,12629540.37370657,12676308.53211449,12775119.745335726,12905033.89985166,12950880.549600955,12996721.973298064,13045234.376652436,13486851.710586952,13573456.617293932,13657456.71292016,14874690.406607935
World,2021-06-28,7882631890,11985570.812401036,6923275.071922496,7219204.5762417475,7255083.335875954,7495751.531563196,7767298.81666012,8110057.404533809,8299685.651996283,8604750.194450997,8721201.100549331,9001757.829472134,9084944.298541728,9135007.022576163,9315585.96443877,9466347.151060894,9572572.70539423,9574653.826687142,9712390.232691856,9886708.587846039,9915106.75363268,9924621.1042091,10077959.660214677,10234300.588972574,10242982.244175047,10247442.759769723,10361632.75249009,10410888.644255884,10442615.687448781,10475709.997884698,10513946.863596981,10518294.051569642,10524531.508588215,10547975.814068953,10614430.45599118,10749463.826739404,10771532.803711215,10796380.223088339,10812220.085741207,10833680.256985683,10904485.062719516,10940787.679082306,10959216.934173506,10983003.929153759,10985779.764092375,10989687.37809444,11029695.235819535,11050234.71286291,11070999.88082968,11090532.264673827,11128780.58174022,11165277.598666264,11208897.5285909,11248623.918913953,11266982.81076951,11268989.119697701,11325303.11661501,11327590.309657263,11335705.714818811,11423172.767252026,11423851.144310655,11440037.975153005,11526018.844292112,11526244.150780408,11604975.649042284,11671534.233264346,11723959.638973288,11737831.76178933,11763002.556330338,11771404.157558555,11777016.099052591,11803441.066001447,11863051.62945379,11875224.266328728,11898139.704898855,11961180.299998,11985570.812401036,12123399.834056031,12150810.250380937,12248253.182312706,12261471.063727455,12376081.285067355,12381405.295651084,12382495.419032492,12562552.313948972,12585953.501908638,12600748.984301973,12616496.436707933,12632210.096850635,12710081.028613878,12844097.29926359,12891913.66939364,12899490.9496428,13074628.33400099,13139094.504221596,13192730.27267573,13223745.2277082,13273581.746574506,13716832.344238563,13952041.303526387,13965033.140111268,15134955.94577609
World,2021-07-05,7882631890,12196605.429609193,7086654.735981475,7382516.2556397775,7395840.347754207,7636876.550044984,7930564.060733385,8289635.456247679,8464113.147898035,8789268.531089436,8867851.859835038,9166227.552500838,9261376.463175831,9304955.36229128,9496135.463717587,9636460.755998533,9767628.18713798,9769311.678514786,9904956.079664607,10062923.819149692,10088541.403222641,10099270.468664343,10275326.7026,10435881.470797323,10449243.834980404,10463510.686295604,10539002.861070547,10622381.755430698,10630007.709753962,10659024.106487494,10728103.992973171,10729551.893435564,10730486.560164249,10734135.233799139,10777391.180285998,10951684.860771017,10974518.386988115,11010084.884306254,11015806.18800304,11020255.143385988,11109446.377364816,11144775.4937377,11147617.966381097,11190129.575483743,11214435.807147948,11226212.873199062,11247681.081813749,11252903.219250612,11263372.255322866,11315921.521015244,11350962.03342765,11408143.989061788,11462042.896161139,11481359.380557435,11496495.455987684,11498741.158920977,11519166.647920117,11520651.59593392,11552128.331527915,11611136.941876283,11618236.718189936,11663165.248443581,11719047.406091679,11722803.728313413,11827766.382426074,11922299.015046949,11951023.24266207,11979376.53430071,12001490.664469922,12006100.300101679,12044917.52892567,12085050.906275323,12095200.347179918,12101460.352754556,12127388.417157447,12196605.429609193,12197646.802965626,12381408.606413294,12408248.621875977,12493156.41037007,12529634.175613409,12595636.69770056,12616620.314000864,12689170.776577946,12811932.78226542,12830593.547726402,12850927.955641922,12855448.451273011,12883447.08789067,12925799.470092863,13092632.48497861,13120912.408600647,13144163.909004258,13353108.870982055,13379891.896549627,13438270.96806586,13460091.49452056,13518296.252756298,13947951.240105696,14201915.598017577,14328475.562786413,15368719.121067155
World,2021-07-12,7882631890,12412285.797218828,7255876.320052611,7549129.9274339415,7556634.215136891,7787663.724932393,8107823.532708706,8490278.172009276,8640884.97998787,8985812.777388006,9034356.40016335,9345446.747894708,9446716.066972941,9486224.656690165,9688996.249316659,9825040.859137964,9971570.982311105,9995660.270595055,10108683.616916886,10260491.835181009,10266568.377258625,10292527.149443755,10483751.452912651,10645130.972332029,10685052.400395766,10693377.42521163,10738585.816413628,10819308.492903696,10856722.654744193,10865250.42470219,10921791.04445347,10952038.259907067,10953868.106603032,10963853.071782628,10968746.242791723,11155702.77063487,11219370.827553548,11228335.403327188,11232993.370770195,11289192.259766623,11314116.753907079,11348225.081914004,11397813.880242448,11438055.459700314,11459506.511945989,11472260.315586757,11475661.106811438,11487127.445422355,11495893.806904022,11554562.030396547,11579551.956440773,11660268.508502187,11683059.499965249,11721397.420477882,11722182.347934263,11750968.811819471,11757013.894103995,11779957.761166308,11791009.197666394,11809160.380524844,11856818.717457261,11881274.950515388,11940643.432665177,11953504.599057874,12062787.007488666,12194510.992988566,12202935.126459211,12230767.042444067,12237823.492987169,12251863.480491199,12318534.445149973,12329576.662611855,12330369.600718576,12371639.963776078,12412285.797218828,12415162.054858236,12459739.700412037,12659325.381578764,12679434.834712686,12767481.036702735,12800923.882676372,12828936.73563807,12844815.023806253,13002675.54389606,13050873.646362487,13068762.78105455,13109739.349137086,13148284.889928013,13160270.901478823,13190344.896553325,13361336.794082843,13387645.359753158,13411206.350764528,13618937.68672833,13630063.037444817,13691321.938557975,13722567.874673074,13782873.291844906,14197179.887094995,14501320.030547144,14692902.53624975,15613950.88429286
World,2021-07-19,7882631890,12642394.371240422,7435254.678815239,7706926.455677003,7734897.971315325,7945820.840243575,8294222.395529643,8687036.435791753,8826237.88300749,9185666.835704947,9203973.729600783,9529441.15346863,9645904.002329402,9678694.358844357,9879284.037542623,10017295.509712953,10182975.552792564,10228873.57589724,10320979.588765562,10458377.392415058,10469365.763216997,10495706.961971851,10693400.472949225,10854611.944715086,10918012.162597004,10936661.809423555,10955075.85709402,11021301.108832119,11070070.06358008,11086997.855129618,11121074.270260144,11153570.333295709,11191547.979602568,11212604.455376321,11214005.379425362,11372107.504544381,11441649.023683878,11462542.214237263,11474975.267384185,11517188.427797014,11563324.887637706,11575107.901655633,11605975.408430906,11693720.560185673,11710038.00214964,11713905.558129352,11729675.398361588,11737512.290750334,11771136.266566783,11801272.084168905,11812137.464756925,11913715.808453573,11916950.83937428,11917306.711876068,11969090.08387238,12002714.256551895,12004292.33692826,12013855.76537338,12040979.537995651,12092546.504173603,12106811.637104983,12136060.228457825,12160984.973713845,12195668.915851438,12298125.98550935,12468193.35888573,12478399.198773896,12492042.492053356,12492806.966192158,12501027.85569338,12562600.492304951,12567370.505559795,12599249.479109684,12626614.754235154,12642394.371240422,12715186.760033883,12716292.534698436,12951966.25514714,12961718.064967375,13053421.292134263,13069553.144810455,13072532.638852516,13074992.5630767,13289330.86738667,13296108.874146452,13319302.315727808,13352270.4012806,13417284.11629759,13467829.138504086,13504425.009014633,13604524.372392412,13659565.19073675,13671786.60014174,13889154.540198049,13898896.46285701,13945518.93838269,13993226.126183245,14048984.65331942,14449773.19828686,14816219.16067296,15071313.398476986,15868197.51060625
World,2021-07-26,7882631890,12892943.1167082,7628961.0092650335,7881485.697325664,7921741.459216611,8110491.041732467,8491678.818441313,8902069.707409777,9023991.574301822,9390777.862855868,9399232.643737445,9733018.031978741,9855419.570669664,9875816.607918445,10085001.4567943,10230188.435625453,10411757.017910304,10462286.105894811,10549425.580355277,10678711.150077436,10691277.132884497,10716634.897140585,10918983.375375904,11091805.582154464,11163151.729397943,11193479.387672769,11200254.245609026,11239911.810724432,11288936.537854996,11337922.640635742,11338074.793892328,11352787.667124106,11450180.294586573,11467123.999806004,11472914.843123984,11608627.07698789,11676133.393828856,11723011.485833442,11731428.946448885,11743895.845904985,11815137.962970497,11843210.547904829,11845926.463688714,11944544.823015165,11955874.484654002,11955895.880992733,12005269.117767379,12048670.544057656,12062185.350819902,12067251.435286915,12069750.636384038,12131889.23924121,12158628.11328236,12171487.865522018,12234735.219164094,12258483.919725472,12271805.39281978,12273643.171133861,12287367.74652057,12337706.365636325,12391704.060430009,12412492.969832111,12449488.76911496,12484100.510105602,12579475.316052787,12724801.821083251,12744781.051674478,12766344.159791425,12774513.61942614,12776281.73768893,12799444.174157158,12808211.043525888,12887829.990579758,12892943.1167082,12907707.679589236,13004839.41337859,13033105.062057124,13251017.68221053,13255930.8564663,13322155.913721219,13323202.70295258,13349635.872533247,13361124.70908327,13540597.905093582,13559963.064536765,13586285.398509115,13652791.18170609,13697493.63300943,13800083.78831558,13842687.334528415,13856383.670089792,13928928.663595855,13947341.994893087,14165331.667754803,14168045.476192039,14212168.318405896,14284256.714709263,14326565.337744873,14722223.758669173,15106756.96027809,15436503.177498471,16148818.893368183
World,2021-08-02,7882631890,13171441.980308246,7845363.961741513,8093662.727442469,8131951.456701241,8294991.25102835,8704544.409143582,9132170.829218253,9249990.249747397,9601918.254612386,9637717.802205445,9953256.763477268,10086876.070498692,10098333.288092036,10320022.80587796,10466717.297246067,10707398.501664916,10707711.121884236,10785076.27842532,10912301.012331748,10943708.11113243,10965611.841920257,11177268.096029086,11343707.956021203,11445605.477979936,11450977.906297632,11479142.138888707,11488573.029457089,11539061.641681274,11572578.873213897,11587771.641453044,11607205.013078442,11721733.65374264,11759319.846976921,11776226.627615562,11868257.778119888,11932103.609430857,11960053.183105221,12005442.662574902,12030966.433418836,12085040.11913841,12095852.528499281,12155195.93242724,12220044.521788228,12224212.544088148,12233394.341754057,12300363.443926565,12336527.02738145,12339864.873178085,12370958.937511476,12373792.506043892,12381148.249239387,12427171.502412153,12462080.015095565,12519465.425782794,12521988.757771341,12567755.049582243,12568153.643321985,12573295.121297661,12589267.545385418,12656442.651634505,12725559.5313082,12753339.087531775,12850446.656134862,12863170.179765172,13020209.801591987,13041760.635174006,13060097.500973217,13064385.930939559,13071044.703698834,13083037.61769085,13085404.540826585,13171441.980308246,13201023.433633635,13205946.807112034,13338202.703003637,13368984.756162634,13571518.389837556,13572187.625911407,13594944.300856786,13595403.313017828,13649660.581326816,13677832.033982506,13818425.355053544,13846590.891746419,13854136.86968815,13996014.908639608,13998264.967635036,14131039.316166496,14140461.803832324,14200886.836540157,14216527.92646902,14254044.866665797,14450901.426654229,14468167.337427545,14495614.124281859,14583510.714394338,14614014.185520243,15020447.982444944,15425574.238160871,15834726.591828266,16447190.452972848
World,2021-08-09,7882631890,13451280.694637552,8062884.959479199,8303032.683398288,8352523.322235521,8484085.811120521,8924973.025934646,9362401.501221003,9484199.834826184,9814832.847632196,9879116.937578654,10171336.968228279,10321681.510287026,10333884.627465686,10554375.917368978,10704906.854181392,10954897.405726703,10991987.252604539,11024955.61083057,11155747.347921852,11199876.943753041,11213031.73122381,11444714.30332979,11598248.371649677,11708871.199056914,11711229.288118076,11733719.539920337,11774997.072101152,11783304.108719748,11795816.847208414,11839412.278507324,11883626.88656574,11998919.78110611,12042685.984665576,12095634.800817112,12124251.632823672,12180325.209618365,12192313.21088807,12285792.671835046,12318567.067384714,12346190.485593097,12363964.815903619,12461255.1903262,12489224.179833183,12499258.49571251,12514272.126165733,12594951.834060613,12605337.11788249,12610087.429747807,12616367.143946482,12699840.595907796,12702768.62293135,12705505.757599095,12753113.57876075,12792184.921033915,12801650.856839715,12844939.554123076,12848097.200083723,12850858.335090738,12873267.880822921,12920008.49385116,13001152.902518665,13099480.40890076,13143394.908878708,13144923.338949878,13313897.084121492,13316522.8562359,13332535.115530245,13363326.9388259,13367652.588367546,13368023.38714805,13383177.280553844,13451280.694637552,13486240.849893318,13519299.247660303,13658790.96345902,13717760.685182165,13872123.929127682,13877239.67836079,13887499.121101845,13900635.047442336,13961413.529397856,13986066.500747195,14101826.9278937,14117336.363024129,14148466.923703616,14294420.45007257,14355928.294843951,14408568.213014109,14495014.603714263,14512613.02946433,14547293.678431923,14567907.394871712,14739331.240837723,14770771.973150264,14792820.778810328,14883072.865686415,14911993.11333608,15308755.473458672,15745204.840254763,16226449.775410544,16750112.309670333
World,2021-08-16,7882631890,13730107.494158575,8283380.827923484,8512087.9484342,8571327.103450617,8683218.466857122,9139842.332931524,9592887.250799386,9718602.90989882,10033527.526319254,10122096.876197012,10392624.38919169,10560571.395471053,10588574.38827968,10785760.158395417,10941824.915915549,11210107.219563637,11265490.77455289,11271712.423474368,11391651.853141865,11453286.878276879,11457154.973297795,11706667.493120832,11853617.635634577,11942202.663850904,11968093.179851355,12018595.534600252,12026198.941820046,12030986.96191635,12053608.014492156,12091793.402512372,12164711.514103908,12272124.969155917,12325086.46845424,12379999.176964883,12395282.08832994,12423744.60701583,12427006.346458768,12560810.082007414,12600033.623700561,12602404.83822713,12646260.478672173,12762245.984767698,12765564.845499033,12779181.953761263,12786747.234475173,12857589.513316458,12867893.841275275,12886455.426232211,12891900.681377105,12985598.083060918,13021343.166455034,13037377.528083647,13046551.679864718,13056957.14954648,13078171.503846774,13113694.936407305,13120571.478090813,13135406.12439752,13161309.425215965,13184284.955898402,13282142.114950009,13420968.64902566,13439345.749791404,13443994.889240682,13575464.307478257,13619044.33683152,13622577.516958037,13643338.228773136,13656933.453260513,13664797.046347622,13686863.296843736,13730107.494158575,13766942.038501902,13847942.438405054,13968443.957415974,14063187.041520292,14151795.511765443,14165849.755570207,14199059.616347626,14243402.621884214,14268131.097153492,14289858.289675828,14385977.996107832,14389040.910678124,14441114.70967522,14581528.334196929,14695020.85471991,14724408.247660872,14798996.036449052,14841832.750929682,14842455.680085633,14931687.40280325,15032266.389302135,15079207.26450511,15091504.989915993,15193778.928650668,15194109.395129848,15601176.411767084,16061859.028470831,16617596.315471105,17062931.899618853
World,2021-08-23,7882631890,14015167.673106946,8510214.391216088,8737689.163699763,8789390.602938505,8876599.142573517,9360533.146296522,9819146.923399411,9966277.616526857,10252112.755086482,10373611.111643143,10619814.303341856,10799485.90515729,10835063.18081417,11016314.976454973,11173552.747018289,11471736.290244235,11512466.256779548,11552576.051224936,11620156.845700422,11690098.784713138,11693061.302670842,11957160.376484325,12138717.446767341,12163998.034287704,12224199.088499742,12259092.288202131,12275244.98557955,12312125.351857316,12325750.799938202,12332229.753712583,12423350.633508062,12534757.783286477,12607208.843254931,12632922.286524631,12653048.488732774,12659670.234808177,12703408.886290433,12839510.236359956,12863320.592482507,12890394.942318387,12910161.09757314,13035995.571594741,13053824.205422962,13060223.75211506,13072172.091238933,13102741.967634236,13153554.258187167,13170137.437447775,13184189.524675159,13263620.139774572,13316748.60503388,13328876.914437687,13331416.068353122,13356331.63191105,13376906.100678744,13380607.08410026,13382830.178496214,13440174.582780402,13444527.8284037,13457105.04334769,13565007.809021685,13703281.555539006,13729105.959695663,13790592.76080478,13840257.638442526,13919219.767399598,13921971.60133282,13922752.251572799,13965355.171162458,13969701.252095526,13984449.560015734,14015167.673106946,14048821.425350888,14167481.892684126,14288815.361401146,14378585.16712979,14431807.928994246,14449959.380719367,14504346.890894437,14582075.368538732,14584223.84062472,14600556.430317761,14656901.824915728,14675577.641760139,14732914.334409492,14869449.564343182,14984028.67757621,15089839.802845445,15091001.237321217,15141961.829885818,15187403.123737628,15301674.957456654,15331613.420333875,15388127.18805446,15391278.734352594,15476021.384246547,15502136.238420205,15897935.950746376,16385488.42648659,17000557.354115296,17372105.235222016
