continent,date,population,estimated_daily_excess_deaths_per_100k,estimated_daily_excess_deaths_ci_95_top_per_100k,estimated_daily_excess_deaths_ci_90_top_per_100k,estimated_daily_excess_deaths_ci_50_top_per_100k,estimated_daily_excess_deaths_ci_50_bot_per_100k,estimated_daily_excess_deaths_ci_90_bot_per_100k,estimated_daily_excess_deaths_ci_95_bot_per_100k,estimated_daily_excess_deaths_raw_estimate_per_100k,daily_excess_deaths_per_100k,daily_covid_deaths_per_100k
Oceania,2020-06-15,43202462,-0.17581812674482059,-0.14010956419489765,-0.14846448874298485,-0.16669546935528864,-0.18904996417965528,-0.20103239399033826,-0.2077749821006732,-3.2737043428995536,-0.15589068299521686,0
Americas,2020-06-22,1026788511,0.44946381737774194,0.45650221339851416,0.4556397697887157,0.45090492138549015,0.4434119148056315,0.4379773896170026,0.4363287056469391,20.89756851497423,0.4353660107286297,0.32632981028748576
Asia,2020-06-22,4679006159,0.19019965030234895,0.313392432405597,0.29530897185648686,0.2287642019284044,0.14976350660531387,0.09292477391073518,0.07469257754501868,0.5856822009540072,0.011483964724588375,0.024107683590676804
Africa,2020-06-22,1371693397,0.25843472910220666,0.28390966179752863,0.2722669376588194,0.25843472910220666,0.1087432648401042,0.06268861679486867,0.05506054040699158,5.701419027991225,0.10366216414529501,0.016424078477939922
Europe,2020-06-22,747993718,0.2076818388539466,0.20775232036012878,0.20773954861552293,0.20770918660897095,0.20767916554937305,0.20766092017038412,0.20764476629262363,10.176771715455459,0.2076892186827645,0.08078717580887491
Oceania,2020-06-22,43202462,-0.19707615615742916,-0.16317953638037952,-0.16984510835333058,-0.18805476537209478,-0.21055400570858632,-0.2243001108056752,-0.2355534086807349,-3.719928912230827,-0.17713947201099173,0
Americas,2020-06-29,1026788511,0.47042260800081165,0.482300543019464,0.4798253417234058,0.4735926947439896,0.46512314019450146,0.45952576743175855,0.45834340171106147,21.875096287209285,0.4557311726501934,0.3146289586794958
Asia,2020-06-29,4679006159,0.1890491920251345,0.3374523487422934,0.3108341462167527,0.24717862374163937,0.16438490714250806,0.1105176089500456,0.10330827536092427,0.5140521544906667,0.010079454009620913,0.02049274925949077
Africa,2020-06-29,1371693397,0.265315791650397,0.30208368789745554,0.2806500295332819,0.265315791650397,0.11569639010632946,0.06440981685453524,0.04804664341640095,6.060682986743078,0.11019423612260142,0.01602792580913765
Europe,2020-06-29,747993718,0.1772470973453128,0.17731452641735393,0.17730455562817027,0.17727594160040291,0.17724529742525852,0.17722972201745785,0.17721500464663015,8.685478442321344,0.17725466208819068,0.050688259924664233
Oceania,2020-06-29,43202462,-0.19236511537311848,-0.1546957516814565,-0.16153074284302082,-0.18125958858548488,-0.20362261978022228,-0.21788112710773694,-0.22569032723375312,-3.6153515388394664,-0.17215959708759362,6.619993092060355e-4
Americas,2020-07-06,1026788511,0.6017189214509343,0.6134521868178394,0.6111289872177601,0.604490798620536,0.5960637008747632,0.5903541419816095,0.5885116173647692,28.022959755109845,0.5838116615647885,0.30924450030197115
Asia,2020-07-06,4679006159,0.18190607234074316,0.32644648024626016,0.30529957134471536,0.2396908643184055,0.16850688536014546,0.13262681943084872,0.11218914831909427,1.0517730983828721,0.020623001929075926,0.0228864199706218
Africa,2020-07-06,1371693397,0.21838925704407502,0.2602236032173181,0.23813770202308202,0.21838925704407502,0.08287539256658814,0.02665844119626493,0.020961297901991506,4.09520654295158,0.0744583007809378,0.01804863977193877
Europe,2020-07-06,747993718,0.17107703025306026,0.17114434778883472,0.17113497879382367,0.1711079389447257,0.17107698340238947,0.17105961738687417,0.17105028274711082,8.383151554459312,0.17108472560121044,0.05003878922951061
Oceania,2020-07-06,43202462,-0.1893452931674479,-0.15330291151243805,-0.16117347565054557,-0.1805241315405674,-0.19935806043584742,-0.21758962264476875,-0.22624502959787968,-3.548177947757335,-0.1689608546551112,6.619993092060355e-4
Americas,2020-07-13,1026788511,0.6295946517190776,0.6437908034423768,0.6398399889832033,0.6333064086376802,0.6236741103196569,0.6176314657047911,0.6160463053614186,29.30366861459687,0.6104930961374349,0.3455571387864896
Asia,2020-07-13,4679006159,0.22073909084109128,0.33157903151785584,0.32374518891962134,0.2593242493097518,0.19341053143177653,0.15527471154194297,0.1266517380112394,1.1559840563761268,0.02266635404659072,0.024916765663099014
Africa,2020-07-13,1371693397,0.20718285039265805,0.30716970674867355,0.29352639528227725,0.20795013105376917,0.1130162378490194,0.0629883214385045,0.05222245837076349,5.036785138927822,0.0915779116168695,0.019298554660899924
Europe,2020-07-13,747993718,0.16682954973805536,0.16689707426625358,0.16688589886187405,0.16686032099308523,0.166828127010652,0.16681282120889318,0.16680524896528032,8.17502146425462,0.1668371727398902,0.04690654367233603
Oceania,2020-07-13,43202462,-0.20149737092371692,-0.16260153472181435,-0.1670556892262063,-0.18912303700209737,-0.21147133012317282,-0.23014973412963777,-0.24000840573236085,-3.7863588180975825,-0.1803028008617896,6.619993092060355e-4
Americas,2020-07-20,1026788511,0.65068148454981,0.6656335793935032,0.6627700355214831,0.653243508204773,0.6412714357347223,0.633602805306649,0.6329375143473461,30.05675178077296,0.6261823287661035,0.3662877953647068
Asia,2020-07-20,4679006159,0.2239999840611782,0.34523007812367656,0.32361261849743794,0.2684086447872594,0.20037859104325104,0.1624738660839411,0.14293932993485678,1.168904932110936,0.02291970455119482,0.03010105035427033
Africa,2020-07-20,1371693397,0.22630648016149127,0.35601346768541076,0.3247641853815444,0.23546754529984992,0.13040281458789216,0.06963761963714678,0.05643030365159556,5.149513370883123,0.09362751583423862,0.020412943636849774
Europe,2020-07-20,747993718,0.16895612312232916,0.16902296719051693,0.16901006392660592,0.1689816636434652,0.16895178062665295,0.16892720844795306,0.16892185314003297,8.279086509356949,0.16896094917054996,0.041406096407884535
Oceania,2020-07-20,43202462,-0.1708441731813997,-0.1360069243407615,-0.14342623077355884,-0.16014820598617655,-0.18245847647279062,-0.20214514008046183,-0.20985206391965305,-3.1440343135357565,-0.14971591969217887,0.005951049734156355
Americas,2020-07-27,1026788511,0.6348018514050667,0.6513542031661407,0.6481855181314985,0.6381442393810457,0.626641425749267,0.6200460279183816,0.6195098147900282,29.304614698976444,0.6105128062286759,0.3883678047893545
Asia,2020-07-27,4679006159,0.24001530100435353,0.3575506028628528,0.33982094933841517,0.28468949400394916,0.21764638485627874,0.1764028942453051,0.1565876160464206,1.3117446060874611,0.025720482472303158,0.029875083564727574
Africa,2020-07-27,1371693397,0.20652676630229536,0.29584129973557227,0.2797840876301808,0.21223940947016975,0.11904937742752984,0.07210618768747912,0.04086055779124364,4.458021899254872,0.08105494362281586,0.028661069657390795
Europe,2020-07-27,747993718,0.28919204854537506,0.28925671965461447,0.28924688037917934,0.2892178812277271,0.28918560971925433,0.289169144129386,0.28915779181492385,14.170646684197834,0.2891968711060782,0.038140026197385796
Oceania,2020-07-27,43202462,-0.14392725616810506,-0.10927043712162537,-0.11814769524119809,-0.13596488523926514,-0.155845220664325,-0.1753093653341211,-0.18311610275722948,-2.5779554636776143,-0.12275978398464829,0.013557097741327797
Americas,2020-08-03,1026788511,0.6043366790155981,0.6167721838792684,0.614309264944936,0.605850554733948,0.5955507868028135,0.5889394445811095,0.5880185707681097,27.803475359944507,0.5792390699988438,0.3881174124278841
Asia,2020-08-03,4679006159,0.2279422763257333,0.357399175561765,0.34182925633101835,0.28831440541079306,0.21841701921715787,0.1653368135831878,0.15154826171214344,1.258482548029153,0.024676128392728494,0.030116352749173632
Africa,2020-08-03,1371693397,0.16461201536839504,0.26861804211135143,0.22803153831081613,0.16461201536839504,0.0752133504475619,0.02485007218232539,0.009755348104154534,2.6311844770046804,0.047839717763721465,0.02552654993935208
Europe,2020-08-03,747993718,0.19279956637995901,0.1928698568769731,0.1928529359062565,0.19282494723737842,0.1927917401792232,0.19276910711754566,0.19275726812402194,9.44722267828806,0.19280046282220534,0.03909511443249849
Oceania,2020-08-03,43202462,-0.16475470343116771,-0.1306885608242868,-0.1378923482422698,-0.15603997275614795,-0.17680690625686366,-0.1966328629977177,-0.20109049671429433,-2.9655588219037967,-0.14121708675732367,0.02248714436691131
Americas,2020-08-10,1026788511,0.5837542966758688,0.5980246490893835,0.5939741729418255,0.5867420371930135,0.5771378379394941,0.5710724443303918,0.5690540744426353,26.910026663046533,0.560625555480136,0.4045904249507132
Asia,2020-08-10,4679006159,0.24688001448332053,0.3812271708060495,0.35556317636597196,0.29404056736972184,0.23092220703473865,0.18001276249151044,0.14796812839111842,1.2089260535562523,0.023704432422671617,0.03146884081714243
Africa,2020-08-10,1371693397,0.15030746357012292,0.2439518674430499,0.2113676595567447,0.15030746357012292,0.057627300264352435,0.010106618511433529,0.0010757709240871401,2.103744660010566,0.038249902909283026,0.03095254383585838
Europe,2020-08-10,747993718,0.3262222338037653,0.3262915424156611,0.32627744805059017,0.32624707677627046,0.32621646838490354,0.32619658297898274,0.32618497359468224,15.984978119704685,0.3262240432592793,0.04064178517606214
Oceania,2020-08-10,43202462,-0.13506888331261965,-0.10949699665013736,-0.11154319083220066,-0.12571510831360655,-0.14935422813940233,-0.1665527690322198,-0.17297182733525118,-2.342677653696286,-0.1115560787474422,0.033067559899711274
Americas,2020-08-17,1026788511,0.5441047212646509,0.5548515820458211,0.5525600652191403,0.545675936245651,0.5358270317941515,0.5308163860974816,0.528427455451299,25.00165203490729,0.5208677507272352,0.3780439650828933
Asia,2020-08-17,4679006159,0.2552724016680902,0.39107049823534595,0.37737796783857147,0.30621770348611355,0.2429812761731391,0.17609213541461743,0.14826544395995894,1.2407813531203398,0.024329046139614504,0.03209779916855202
Africa,2020-08-17,1371693397,0.1576017452305408,0.24998547943261068,0.22279710465012342,0.1576017452305408,0.060327495623562453,0.012973015917057169,0.0033839005976553983,2.0558580736718297,0.03737923770312418,0.02394332441333462
Europe,2020-08-17,747993718,0.2417142666239838,0.24178022094645962,0.24176715562116374,0.24173993834352756,0.24170589242566,0.24168847812867963,0.2416750997217283,11.844087727895392,0.2417160760794978,0.04220837587301769
Oceania,2020-08-17,43202462,-0.18770902347368973,-0.1536160189631353,-0.16037134481491824,-0.179777434754312,-0.2018761693872781,-0.21820458126023634,-0.22750952185112233,-3.48469590256371,-0.16593790012208143,0.03538224279903308
Americas,2020-08-24,1026788511,0.4838634398016617,0.4954823001340868,0.4934795131009059,0.4881390833354106,0.4786942605795973,0.47291928255043725,0.4715533225918323,22.18120754319834,0.4621084904832988,0.37215891676450596
Asia,2020-08-24,4679006159,0.2457579891719949,0.3832843130964108,0.35856329689939326,0.30603010344471776,0.22861931173903421,0.16486691261628808,0.13069425452249744,1.1290900520287446,0.022139020628014597,0.03052543534811791
Africa,2020-08-24,1371693397,0.1455093543056012,0.22485282539480803,0.1951670256144438,0.1455093543056012,0.04370912461208506,7.154047014891262e-4,-0.01843010928424368,1.501038127168248,0.027291602312149964,0.02195417727158455
Europe,2020-08-24,747993718,0.19936913992626568,0.19943920180349467,0.19942637552436654,0.1993979842904167,0.1993639064390283,0.19935004651586205,0.19933894433587493,9.769318966267775,0.1993738564544444,0.041921876140676356
Oceania,2020-08-24,43202462,-0.21464387267745005,-0.17878715695438405,-0.18670586156747487,-0.20667039534941783,-0.22859060762978467,-0.24627453863423354,-0.255973546939045,-4.063412921052114,-0.19349585338343403,0.0291001934102737
Americas,2020-08-31,1026788511,0.4405858392665463,0.4519355676402686,0.4503227910177298,0.44398306741334154,0.43585634888944363,0.42970758070503573,0.4288734796403093,20.206640399699403,0.4209716749937375,0.34335912042553035
Asia,2020-08-31,4679006159,0.32666442826992464,0.4102444123715975,0.3821547429527353,0.32666442826992464,0.24075021543024694,0.15619487931473078,0.13150404176688227,0.9439032900208945,0.018507907647468517,0.03319078768496231
Africa,2020-08-31,1371693397,0.12956498561063784,0.18236589030274394,0.1702381626159658,0.12956498561063784,0.004593033872676109,-0.04638041060824508,-0.055097209030011744,1.2432754016606997,0.022605007302921816,0.018819511748367775
Europe,2020-08-31,747993718,0.17275620191286362,0.17282586619752485,0.1728168821765053,0.17278832837761487,0.17275564145503586,0.17273818443295574,0.17272483644966696,8.4653802077875,0.17276286138341837,0.041463316139775386
Oceania,2020-08-31,43202462,-0.16464587245071624,-0.13033204387184022,-0.14061926636406655,-0.15578588258640633,-0.17957602807216794,-0.19640904362100817,-0.2077379509951697,-3.0352770708313708,-0.14453700337292244,0.044309974741717266
Americas,2020-09-07,1026788511,0.37695090530945113,0.38795369212351205,0.384935871749285,0.3770041098641981,0.36826173953957314,0.3597182149793682,0.35934515068857364,16.819431652200674,0.3504048260875141,0.3324092511198735
Asia,2020-09-07,4679006159,0.3179692065975462,0.42844252883099615,0.4186797611742266,0.3493872815471351,0.27380838666487134,0.17718623184012544,0.14759283407375115,0.7610918867098831,0.014923370327644769,0.034827353173398544
Africa,2020-09-07,1371693397,0.12593961715388743,0.1571131456675772,0.14188356059189935,0.12593961715388743,-0.014297470764076685,-0.07192821432313826,-0.09485307077745309,1.005207472959301,0.01827649950835093,0.017799021307091704
Europe,2020-09-07,747993718,0.3068626642178465,0.3069317838682065,0.3069216675812147,0.3068943970724546,0.3068608641278314,0.30684400282701035,0.3068377218390255,15.036581246636509,0.30686900503339815,0.04818596618213845
Oceania,2020-09-07,43202462,-0.17952233528077366,-0.13740457057299593,-0.14377461867214883,-0.16064740228342347,-0.18604804920274162,-0.200912258239847,-0.21355486638773455,-3.2338455033732405,-0.15399264301777335,0.038027925352957896
Americas,2020-09-14,1026788511,0.3556863551328765,0.36707934122686187,0.364377953697163,0.3556863551328765,0.34731314126064966,0.33928833340977016,0.337923777681615,15.82047785136851,0.3295932885701773,0.28688624467867657
Asia,2020-09-14,4679006159,0.3400680475179704,0.43480524373535195,0.4201672358284024,0.36086365096282086,0.2717208044484919,0.18367592853531828,0.1332823437053721,0.7145904366081244,0.014011577188394596,0.03786214293803412
Africa,2020-09-14,1371693397,0.10893879829057235,0.14833005303036195,0.12810896074479056,0.10893879829057235,-0.02107360951678307,-0.07492451831609731,-0.09534510998139108,0.9250146250236184,0.016818447727702152,0.013247566868618527
Europe,2020-09-14,747993718,0.31973377025033334,0.3198058880782447,0.31979686733161145,0.3197648791805495,0.31973377025033334,0.3197180274836464,0.31971031437111996,15.66733520705956,0.3197415348379502,0.050305903772309486
Oceania,2020-09-14,43202462,-0.19508019019708253,-0.16277815297779383,-0.16883410817232794,-0.18611699496036052,-0.20837526889354444,-0.22514260205957873,-0.23514818008535784,-3.698819004189018,-0.17613423829471514,0.016202780295252617
Americas,2020-09-21,1026788511,0.3682040974204801,0.37822628517825496,0.37581109171726296,0.3682040974204801,0.3596324124025706,0.3515333510791561,0.3505889700199024,16.376586249708186,0.3411788802022539,0.2759229354096269
Asia,2020-09-21,4679006159,0.33054172153918426,0.4425512812378357,0.41347342053002445,0.3441361449723186,0.2554640901176555,0.1694148355758214,0.13068369062370527,0.6946450101392114,0.0136204903948865,0.03888184666097594
Africa,2020-09-21,1371693397,0.08634575876442183,0.15114140003073778,0.1363944572547517,0.08634575876442183,-0.008979911841489762,-0.06684100189313401,-0.08358146161729244,1.141306192027287,0.020751021673223395,0.01342464725737832
Europe,2020-09-21,747993718,0.26140211069700203,0.2614707263202812,0.2614621885236874,0.2614365143783411,0.26140039321830805,0.2613828920022374,0.2613785204037186,12.809083929607027,0.2614098761144291,0.07148669663025164
Oceania,2020-09-21,43202462,-0.10916518192551586,-0.08357978904147768,-0.08669907121702157,-0.10022509093500793,-0.12082239756291453,-0.13891157138830096,-0.15071986820371874,-2.001832383380235,-0.09532535158953499,0.0132284127696241
Americas,2020-09-28,1026788511,0.3265195451072504,0.3329792413238495,0.3313121931021053,0.3265195451072504,0.3162935144573933,0.3087333721417726,0.3068422876881388,14.378355866314385,0.2995490805482164,0.2794427449529575
Asia,2020-09-28,4679006159,0.34062887968334565,0.4371609327781461,0.41396983156644035,0.34372840355117246,0.262901432386598,0.17981659278003684,0.15051968256059572,0.8030383581329075,0.015745850159468774,0.03687285165635962
Africa,2020-09-28,1371693397,0.08173759103886243,0.15540511669803947,0.13345248257569733,0.08173759103886243,-0.014164992759005889,-0.07586144565235406,-0.09279101993641142,0.7938420380431095,0.014433491600783808,0.014320255563641821
Europe,2020-09-28,747993718,0.3008318117745714,0.3009038575299709,0.3008938669341859,0.3008643800290091,0.300831223339519,0.30081287576764143,0.30080721851609954,14.741137588913231,0.3008395426308823,0.08002393410475139
Oceania,2020-09-28,43202462,-0.09287113498963782,-0.06921758465859336,-0.07151349799867592,-0.08341225936897523,-0.10060448857129195,-0.11581575387891312,-0.12149284699898201,-1.779900586993252,-0.08475717080920249,0.01058041553279996
Americas,2020-10-05,1026788511,0.37747183692485325,0.38780299814614927,0.3862784435965812,0.3779471551696676,0.36822642084612417,0.35961805975079125,0.35774328686678475,16.76725412064465,0.3493177941800969,0.3442633962233728
Asia,2020-10-05,4679006159,0.29543102197383,0.3704797254314435,0.34964636385469194,0.3003992953642025,0.22808022611254888,0.16556215419446937,0.1556146459191502,0.8036807234631234,0.01575844555810046,0.03714468288649243
Africa,2020-10-05,1371693397,0.1371878743124284,0.15430087549598565,0.14020994983379365,0.1371878743124284,-0.005628000409233926,-0.06784531457541673,-0.077446131689711,0.9487126586534496,0.017249321066426355,0.012299760308607799
Europe,2020-10-05,747993718,0.48995415630838046,0.4900262624783762,0.49001988075320096,0.48998843578262863,0.48995415630838046,0.4899340658970001,0.48993020304083523,24.00791249965501,0.4899573979521431,0.0925523815696003
Oceania,2020-10-05,43202462,-0.14063614094351215,-0.11144622338289556,-0.11492334395557117,-0.1331096346103332,-0.15449431272401168,-0.1695693822443686,-0.18020914370715668,-2.6223525750304155,-0.12487393214430549,0.005291365107849641
Americas,2020-10-12,1026788511,0.3360331267239045,0.3467450806094148,0.34501284998647774,0.33695269813192735,0.3270600193591761,0.3196010748047094,0.3177148446773821,14.92783234817302,0.31099650725360456,0.2501283343634919
Asia,2020-10-12,4679006159,0.26502759084446015,0.3552493631487358,0.32302223341993086,0.2763162520626562,0.21719299954969506,0.15975545307764008,0.1532455352779218,0.9575758587215436,0.018775997229834186,0.03522425369818796
Africa,2020-10-12,1371693397,0.1479740815963442,0.18065780559767644,0.15660262458400276,0.1479740815963442,0.008153662047052349,-0.047048443619444484,-0.06123734813793756,1.2843770078699472,0.02335230923399904,0.017319686784203425
Europe,2020-10-12,747993718,0.5771844175306963,0.5772642169303109,0.5772584259373781,0.5772246438163904,0.5771844175306963,0.5771682125483676,0.5771649405881631,28.282253210093963,0.5771888410223258,0.11791542880310661
Oceania,2020-10-12,43202462,-0.11300038359051863,-0.08615555264878595,-0.08992452470432848,-0.1038540510164684,-0.12163376137077038,-0.13964932897226226,-0.14444813301408654,-2.1677951472616006,-0.10322834034579048,0.0019836832447187847
Americas,2020-10-19,1026788511,0.3647351652556503,0.3774873193030526,0.3760249624735459,0.3679511314151727,0.358085450269758,0.35017942170852673,0.34854603276610086,16.424281837426452,0.3421725382797177,0.2414602397124017
Asia,2020-10-19,4679006159,0.26713064931137726,0.320851112196846,0.31421121230335985,0.2704075010238643,0.21657399702850555,0.16027914857896702,0.13760786561940608,0.9575104602181856,0.018774714906238936,0.03314195252804325
Africa,2020-10-19,1371693397,0.11064274045478942,0.1769586114374026,0.16026874333733196,0.11064274045478942,0.015663066247679724,-0.03934611329425002,-0.04893146573782544,1.1958211915066865,0.021742203481939757,0.016965671811861906
Europe,2020-10-19,747993718,0.7727509013080306,0.7728670078755155,0.7728444725806344,0.7727981802287922,0.7727509013080306,0.7727346299504361,0.7727272557504036,37.86503422484041,0.772755800506947,0.16125041841594717
Oceania,2020-10-19,43202462,-0.08333069177841312,-0.0534495168664264,-0.055267378956466065,-0.06967901456904206,-0.08733629498264836,-0.09769374040493166,-0.10367948984814832,-1.5600520052156666,-0.07428819072455554,0.003636366834834552
Americas,2020-10-26,1026788511,0.37603133622191565,0.3850794311061738,0.3835625787082723,0.3776931101135538,0.3680932132704924,0.36075016211812294,0.3592772262344638,16.957873427531094,0.35328902974023113,0.2510604639985108
Asia,2020-10-26,4679006159,0.2670848886291069,0.3247088629984951,0.31742980693446726,0.2706072850571012,0.2164869924527802,0.1612405813824714,0.1476992027703798,1.1967288428572698,0.02346527142857392,0.03153599182941362
Africa,2020-10-26,1371693397,0.0980616124305557,0.1714898283980167,0.14824557710291505,0.0980616124305557,0.00917342684053467,-0.0407852451848708,-0.059077450149932854,0.9026590516961008,0.01641198275811092,0.01746556486485733
Europe,2020-10-26,747993718,0.9277892107486009,0.9279500010456365,0.9279292450122857,0.9278642611363072,0.9277892107486009,0.9277814859092989,0.9277754636851818,45.4627745042581,0.9278117245766958,0.23220221750578926
Oceania,2020-10-26,43202462,-0.0964709778350752,-0.07032582098463841,-0.07449839610135368,-0.08708168967685438,-0.10490054253548466,-0.12073135047149272,-0.1264198571164961,-1.7844836591339162,-0.0849754123397103,0.0033076818631308557
Americas,2020-11-02,1026788511,0.4414043971533804,0.4541697686655788,0.4514456793962674,0.44518300780687825,0.43611309046397906,0.4281425419384044,0.4270803933604604,20.15445952585807,0.4198845734553765,0.24454899651677148
Asia,2020-11-02,4679006159,0.28127568343016707,0.35314971862797745,0.3349347416592273,0.28127568343016707,0.2141470594343964,0.16710618671925598,0.15431034587253192,1.4648382533431503,0.028722318693002947,0.03072695250111125
Africa,2020-11-02,1371693397,0.1295522053443129,0.22487515284343473,0.2086224387341916,0.15700476545073244,0.08032782890467523,0.03573253336443036,0.013938213656180184,1.580732449058466,0.028740589982881197,0.018559249505521968
Europe,2020-11-02,747993718,1.2470756624281107,1.2472254440752477,1.247211287566794,1.2471330896793182,1.2470756624281107,1.2470522703164133,1.247034626025784,61.10690541835195,1.2470797024153457,0.3437383146578779
Oceania,2020-11-02,43202462,-0.05246741762735319,-0.01877366286393571,-0.021846679884563777,-0.037584948110099096,-0.05542882981663898,-0.06599601068870435,-0.07108997768088623,-0.93976328185541,-0.04475063246930524,0.004629365798643605
Americas,2020-11-09,1026788511,0.4507412014368536,0.4599139992431675,0.45908238124758394,0.4524059773262354,0.44267582938139477,0.4345939325234379,0.43355421832214847,20.50486691925949,0.42718472748457276,0.26103613074026694
Asia,2020-11-09,4679006159,0.2972603659541156,0.3557625303667291,0.3359226456696889,0.2972603659541156,0.21969318658566092,0.1820710992387185,0.15205397192643622,1.6211344479391316,0.03178694995959081,0.03362744024120443
Africa,2020-11-09,1371693397,0.13593453193928529,0.2451219364796916,0.2238509835482711,0.17058642039058128,0.09693723241681583,0.05467666186272357,0.02886253374811861,1.8916515766262385,0.03439366502956798,0.02312061869610356
Europe,2020-11-09,747993718,1.2971103940231792,1.2973118833458102,1.297278773775152,1.2972185366524909,1.2971103940231792,1.2971103940231792,1.2971103940231792,63.55879766806735,1.2971183197564766,0.5026019483227799
Oceania,2020-11-09,43202462,-0.017024295446584934,0.019117911602280067,0.015418826967508022,-1.3297931841412753e-4,-0.01922017964103803,-0.029950014632863096,-0.03521869758170512,-0.1778622587146503,-0.0084696313673643,0.003636366834834552
Americas,2020-11-16,1026788511,0.49011957784512217,0.5010012222715811,0.49707465665145306,0.4904114980196467,0.48210240520265246,0.47468482380696125,0.4737459687947176,22.364278898152293,0.46592247704483947,0.28638565473781386
Asia,2020-11-16,4679006159,0.2660366105338365,0.3394095303484254,0.31925357425638645,0.2738052084869048,0.19910355731111626,0.15803753157456832,0.14458043999090753,1.4752553006636966,0.02892657452281758,0.0332640938504907
Africa,2020-11-16,1371693397,0.14081900051946258,0.24251752288209857,0.22732214854018667,0.17962694988242506,0.09793553763263459,0.05543441010200839,0.03300025921331995,1.949619549562603,0.03544762817386551,0.02116281966763743
Europe,2020-11-16,747993718,1.2866797734409714,1.2868539896494233,1.28683615056953,1.2867799477124158,1.2866797734409714,1.2866797734409714,1.2866679359530093,63.048766646657086,1.2867095234011652,0.5754628543551485
Oceania,2020-11-16,43202462,-0.07086430577650496,-0.0352422828992329,-0.04115653449220936,-0.05515858068004424,-0.07253783274057193,-0.08594215165313691,-0.08783646234051977,-1.3026592668110821,-0.06203139365767058,0.0023146828993218026
Americas,2020-11-23,1026788511,0.5185790998639301,0.5275377026573634,0.5251944495082063,0.5185790998639301,0.509866494473994,0.5030656238002392,0.501423847655655,23.713306180252264,0.4940272120885888,0.31780079004019945
Asia,2020-11-23,4679006159,0.2762353043294812,0.3406014350782663,0.3344899288543541,0.2789174622107069,0.20604146613170832,0.16301068737968766,0.15064106993227494,1.293269951105927,0.025358234335410332,0.037019463987416394
Africa,2020-11-23,1371693397,0.13541245506950458,0.22957251273947665,0.2123147880274055,0.16338367112606136,0.08398447729378308,0.04768397469672238,0.027504955307813397,1.446466709371867,0.02629939471585213,0.024432938201276476
Europe,2020-11-23,747993718,1.2660071109626754,1.2662215527809517,1.2662078171664863,1.2661397584265646,1.2660071109626754,1.2660071109626754,1.2660071109626754,62.037407885486324,1.2660695486833944,0.63025769957068
Oceania,2020-11-23,43202462,-0.06189007540983824,-0.02503617393744908,-0.03327184778440642,-0.047319987234448316,-0.06426126644760044,-0.076400903974613,-0.08117631525818997,-1.1280858825442326,-0.053718375359249164,0.003967366489437569
Americas,2020-11-30,1026788511,0.5707507067333717,0.5805548579430247,0.5793007174906396,0.5722864918464778,0.5640024623230679,0.5574465525467189,0.5548259568115327,26.229645761138507,0.5464509533570522,0.3338287255144404
Asia,2020-11-30,4679006159,0.27349135863793345,0.33265106473137634,0.32268316211114567,0.2743749239367142,0.20572276484476676,0.16476957562388672,0.16246148773176217,1.0745119573744635,0.021068861909303207,0.03652187968834003
Africa,2020-11-30,1371693397,0.1566400086323822,0.2646193449400694,0.2424715548109871,0.19057006048530103,0.11517873717901704,0.06859801933074294,0.045790902261292024,2.189968970946975,0.03981761765358137,0.020881561479150285
Europe,2020-11-30,747993718,1.2331188905596162,1.2333351003427786,1.2333199109312727,1.2332558010135235,1.2331188905596162,1.2331188905596162,1.2331188905596162,60.4260841925245,1.2331853916841735,0.6630118516583584
Oceania,2020-11-30,43202462,0.00882852603215592,0.0469581903182291,0.042863330309198665,0.026332744311041364,0.007857349598672793,-0.0023836138085969304,-0.006570952588366848,0.3497465613567647,0.016654598159845938,0.0026456825539248204
Americas,2020-12-07,1026788511,0.6702781061860489,0.6838455614593195,0.6803898474880178,0.6728049705095838,0.6642664826025154,0.6571988311293187,0.6561140960197701,30.988890707843037,0.6456018897467299,0.41252049030766763
Asia,2020-12-07,4679006159,0.263796544816086,0.34549139756593483,0.31146434680113727,0.26421730639245666,0.19807952736258977,0.1464622838707187,0.14091055211495515,1.1038028938881106,0.021643193997806093,0.03468383979103029
Africa,2020-12-07,1371693397,0.23906514842779023,0.31198798498033997,0.2907643667273744,0.23906514842779023,0.15373346259298915,0.1103776251315818,0.08418320023795832,4.034067811327251,0.0733466874786773,0.022141536925397914
Europe,2020-12-07,747993718,1.1871037252535537,1.1873198330754866,1.1873098521799907,1.1872406829542028,1.1871037252535537,1.1871037252535537,1.1871037252535537,58.171340783868864,1.1871702200789565,0.6476561077214822
Oceania,2020-12-07,43202462,-0.04952746022507546,-0.011382987013375733,-0.016350943141838683,-0.03174763341443121,-0.05003184160128666,-0.06058809131062049,-0.06504609676163751,-0.8777208200907504,-0.04179622952813096,0.001321683935512749
Americas,2020-12-14,1026788511,0.6951322833190311,0.7069581522904952,0.7049211891567413,0.6967681606404923,0.68780057346993,0.6815946674353097,0.6800418387404757,32.015948779952076,0.6669989329156684,0.44211382883305356
Asia,2020-12-14,4679006159,0.2576224871259513,0.3313271157798267,0.30274360524305144,0.2576224871259513,0.19052691698400046,0.15150398019124348,0.13438210323598032,0.9800720397498126,0.019217098818623775,0.03238166286842026
