world,date,population,estimated_daily_excess_deaths,estimated_daily_excess_deaths_ci_95_top,estimated_daily_excess_deaths_ci_90_top,estimated_daily_excess_deaths_ci_50_top,estimated_daily_excess_deaths_ci_50_bot,estimated_daily_excess_deaths_ci_90_bot,estimated_daily_excess_deaths_ci_95_bot,estimated_daily_excess_deaths_raw_estimate,daily_excess_deaths,daily_covid_deaths
World,2022-06-27,7882631890,13278.447448300894,25980.425598149664,23588.10407562035,18029.852791110214,12078.421232677825,8476.784128416879,8002.536574737106,743015.7406286987,3244.610221086021,1453.572
World,2022-07-04,7882631890,10422.308728761474,24298.776283285242,23592.730215752952,16390.964432833305,9867.654317866038,6612.10014463724,6389.328244766767,339591.5159301342,1482.9323839743852,1426.7613333333334
World,2022-07-11,7882631890,11645.389467221881,23344.050388350934,22646.807526423097,16933.95895919858,10921.669433454252,7433.526741083449,6969.959418419469,583994.0485786011,2550.1923518716203,1894.6253333333334
World,2022-07-18,7882631890,13309.97054989657,24588.17020695459,23128.119691235814,18619.257938411316,12988.595852160885,9240.431652989468,8986.554481975347,853456.3416122856,3726.8835878265745,1928.718
World,2022-07-25,7882631890,12276.957747075923,24560.45179398802,22466.869547443792,18373.93976035944,11728.430663759927,8339.279768424782,7700.162099465559,637684.2539932347,2784.64739735037,2242.284
World,2022-08-01,7882631890,13180.940599305648,24482.5564590358,22854.549296834328,18965.297113765315,12946.334724828905,9177.345611953877,8698.814036933518,537462.951271472,2346.9997872116683,2350.435
World,2022-08-08,7882631890,12963.44676716569,23559.347625437822,22349.324921412,17768.803746296377,12371.807782830454,8989.290206526504,8290.843011305293,469096.643112029,2048.4569568210873,2441.151
World,2022-08-15,7882631890,14971.642674536293,26228.4680864998,25751.782992977776,20333.280262800177,14971.642674536293,11248.542641447313,10498.194275905858,420383.3023074358,1835.7349445739553,2441.006
World,2022-08-22,7882631890,13059.194194099602,22926.613639861378,21081.517364942054,18099.157593342155,12120.690115125753,8049.408725107242,7293.524120783227,168706.07314084188,736.7077429731087,2496.15
World,2022-08-29,7882631890,12594.387458830093,22115.269613286753,20749.437476799114,17200.17848862828,11167.812798806053,8204.637108382793,7049.105337725169,143946.72240514267,628.5883074460379,2210.864
World,2022-09-05,7882631890,10306.575448499225,25235.657456180867,23816.96834170328,16051.71184077244,8343.009822475684,3122.9480862337205,703.7452279867529,0,0,2049.148
World,2022-09-12,7882631890,10242.86796095933,23791.61888687115,23696.856666344545,15987.126250924095,7933.285171297794,2215.2801431623657,261.5265345886595,0,0,1710.951
World,2022-09-15,7882631890,10116.551679588028,24375.487716611373,23713.131281765007,15916.19273321898,7958.703267733187,1542.1762486011175,37.51986795401756,0,0,1864.6776666666667
