iso3c,date,population,cumulative_estimated_daily_excess_deaths_per_100k,cumulative_estimated_daily_excess_deaths_ci_95_top_per_100k,cumulative_estimated_daily_excess_deaths_ci_90_top_per_100k,cumulative_estimated_daily_excess_deaths_ci_50_top_per_100k,cumulative_estimated_daily_excess_deaths_ci_50_bot_per_100k,cumulative_estimated_daily_excess_deaths_ci_90_bot_per_100k,cumulative_estimated_daily_excess_deaths_ci_95_bot_per_100k,cumulative_estimated_daily_excess_deaths_raw_estimate_per_100k,cumulative_daily_excess_deaths_per_100k,cumulative_daily_covid_deaths_per_100k
ABW,2021-03-22,106766,85.12915507381271,226.1602773705319,218.53468060417163,126.53969144125854,12.085455363383366,-50.7561569686811,-68.74636128758254,85.12915507381271,0,0
ABW,2021-03-29,106766,87.03106710593875,230.67067281485137,222.68993048215984,128.80764319905765,13.52321049272284,-50.67500928222482,-70.22849452236136,87.03106710593875,0,0
ABW,2020-12-07,106766,56.24533092062096,167.54344770127358,159.60723891401986,105.25912762783166,5.926828437431345,-45.22265410899745,-49.86410421350213,56.24533092062096,0,0
ABW,2020-12-14,106766,58.38719570208567,170.3276935325046,163.11199693395244,107.60040698039816,5.79137041162377,-46.636713210924334,-50.614483186958594,58.38719570208567,0,0
ABW,2020-12-21,106766,60.52645531728616,174.57195027603498,166.62369517678988,110.87515118625748,5.866756036166688,-46.444721811887476,-51.09933424457208,60.52645531728616,0,0
ABW,2020-12-28,106766,62.48249713370612,178.89074797803596,170.10940295059797,114.9333204007187,5.887328320554189,-47.299305427101615,-51.95977618120967,62.48249713370612,0,0
ABW,2020-05-11,106766,7.649736818940112,61.396061918959155,54.34577021197436,26.86654939071209,-8.340595601375439,-25.445941625777877,-31.434469527829282,7.649736818940112,0,0
ABW,2020-05-18,106766,8.142503852963033,62.20482618040078,57.881030068332514,28.2093597311066,-8.79207538732388,-26.203526010279557,-31.611667022777137,8.142503852963033,0,0
ABW,2020-05-25,106766,8.651084553266127,65.83486835357422,60.49465870359408,30.5437040509074,-9.434492015089402,-24.525798344574817,-32.96268644077912,8.651084553266127,0,0
ABW,2020-06-01,106766,10.166609775218264,69.38454046746149,63.08521137769246,32.19505466986989,-9.839949783717238,-18.959924900157166,-32.61924653928378,10.166609775218264,0,0
ABW,2020-06-08,106766,11.733908685336589,72.92765846946884,66.3146484727196,33.41628317589323,-9.108499611586373,-19.543724999750076,-31.868828754962816,11.733908685336589,0,0
ABW,2020-06-15,106766,13.242005788737762,76.27769762924554,69.43794095683229,35.61656488179273,-8.358843355682842,-20.488697486107704,-31.100371926292834,13.242005788737762,0,0
ABW,2020-06-22,106766,14.733785670597925,79.80596729705248,72.56762950999813,37.81748527490066,-8.914021045754941,-21.483698962459613,-30.721216894949166,14.733785670597925,0,0
ABW,2020-06-29,106766,16.27292277317312,83.28894133347012,75.77170727409224,39.994138678088,-8.36708799199506,-22.48761462751213,-31.694749414438625,16.27292277317312,0,0
ABW,2020-07-06,106766,17.811633137684062,86.95430106210185,79.03882091116483,43.030246032420855,-8.178493605183464,-23.59032420915768,-32.36434871067058,17.811633137684062,0,0
ABW,2020-07-13,106766,19.33750954343804,90.63791741967445,82.08297314391646,46.551602610439744,-6.945964693249647,-25.36225164883092,-33.01789736936287,19.33750954343804,0,0
ABW,2020-07-20,106766,20.862977663263656,94.34089721244584,85.02615579449693,49.42708706358903,-6.7279998012372735,-27.14069031429527,-33.78078908730119,20.862977663263656,0,0
ABW,2020-07-27,106766,22.397190894967338,97.99878106656136,88.29107476531631,52.35874761446658,-6.517848481141636,-26.379048040964985,-34.54673190690201,22.397190894967338,0,0
ABW,2020-08-03,106766,24.382743268013424,101.52887724668332,91.30316767931293,55.237804779630245,-5.185064434356181,-27.054127929560224,-35.514414960295746,24.382743268013424,0,0
ABW,2021-04-12,106766,90.74433666867463,235.5583077211239,230.95963679477407,133.34304509208445,15.888156743630466,-52.07080872483781,-73.50977863665749,90.74433666867463,0,0
ABW,2021-04-19,106766,92.50897684545329,237.9502358980523,235.1293743543367,135.63288617818878,17.0448869091283,-53.46407977689775,-75.15208875970897,92.50897684545329,0,0
ABW,2021-04-26,106766,94.27108970662026,240.21572459073684,238.76163958265104,137.95216268500835,18.219471479548165,-54.85583074007201,-76.61603249604484,94.27108970662026,0,0
ABW,2020-01-06,106766,0.3425227756154351,5.73472892853619,5.393871337242257,1.7323555897485936,-1.0589861072049052,-2.9967751966547875,-4.26495065336111,0.3425227756154351,0,0
ABW,2020-01-13,106766,0.6989159357019483,8.724466211204067,8.115863150234853,2.6849809334330548,-1.445582929972358,-4.476096367377267,-6.022027558692774,0.6989159357019483,0,0
ABW,2020-01-20,106766,1.0761210689176612,11.647760547309321,11.030932926420332,3.537954007390919,-2.1671104155233643,-6.903236981593386,-8.263835151533913,1.0761210689176612,0,0
ABW,2020-01-27,106766,1.1238349507655416,14.554908097645177,13.935738489280633,4.40705543388903,-2.685437751277128,-8.365711390673983,-9.55340249291295,1.1238349507655416,0,0
ABW,2020-02-03,106766,1.2665994634912496,17.484171035964508,16.615913988030115,5.439440048998317,-3.1469180352532833,-9.855430833721982,-11.01137445476931,1.2665994634912496,0,0
ABW,2020-02-10,106766,1.2873838523167371,20.370215961115566,19.316246923919675,6.228468715568763,-3.681576400330498,-11.347371812637938,-13.12302096472455,1.2873838523167371,0,0
ABW,2020-02-17,106766,1.2905736791173763,23.261016435099553,21.981435013030964,7.025124575702786,-4.1007195532268685,-13.845254394459424,-15.24691335669916,1.2905736791173763,0,0
ABW,2020-02-24,106766,1.6378207016745467,26.18505576077133,24.71993093687694,7.995885432401647,-4.5636697078283905,-15.342756429011168,-17.31830363043486,1.6378207016745467,0,0
ABW,2020-03-02,106766,2.2509091724224533,29.02992049656092,27.47020782956813,9.29024982817905,-4.641633715098277,-16.748293452323775,-19.378460354714978,2.2509091724224533,0,0
ABW,2020-03-09,106766,2.456983795610898,31.919753935627163,30.054535145119033,10.279212858754255,-4.786072096495262,-18.128583493644918,-20.481224106610107,2.456983795610898,0,0
ABW,2020-03-16,106766,2.6595672336674907,34.519952234242865,32.67549045672095,10.87583321644407,-5.318350487833082,-19.676601980009103,-20.538558360178204,2.6595672336674907,0,0
ABW,2020-03-23,106766,2.8633072919222484,36.776903250874405,35.153882397228465,12.523289205179813,-5.789080454923108,-20.02746479197583,-21.235523999569708,2.8633072919222484,0,0
ABW,2020-03-30,106766,3.4265752801373868,39.0118546339951,37.65417009447475,15.017942577271091,-6.0925520708479945,-19.56177337832075,-23.715786744977105,3.4265752801373868,0,0
ABW,2021-04-05,106766,89.01570325475753,233.15320299782206,226.79185582132072,131.0484670060084,14.701577236772305,-51.0705188780822,-71.87710533888631,89.01570325475753,0,0
ABW,2020-04-13,106766,4.95285850483378,46.49329621552124,42.774125065844345,18.0400802377716,-7.28598685738987,-21.719947637989645,-26.31095497107865,4.95285850483378,0,0
ABW,2020-04-20,106766,5.758831706442154,50.4103295965983,45.36246470120095,19.671029441072736,-7.960538371201926,-22.089661918367543,-27.59278137664993,5.758831706442154,0,0
ABW,2020-04-27,106766,6.692270999406314,54.32736297767536,48.144134147492124,21.64830018524721,-8.585888874844757,-23.322378627248572,-28.874607782221215,6.692270999406314,0,0
ABW,2021-05-03,106766,94.76014886892642,241.8041644128609,235.7406651989119,139.616697645698,18.754738025314058,-56.6496414392965,-78.4605808891609,94.76014886892642,0,0
ABW,2021-05-10,106766,95.2696019062291,243.73595630912948,232.0413942496362,141.24876873550133,19.317246959733268,-58.22863694897412,-80.25690806904437,95.2696019062291,0,0
ABW,2020-05-04,106766,7.204914255294615,58.272287570752106,50.94358198704982,23.448362386918,-9.150816456186519,-24.374405585303865,-30.51161775517186,7.204914255294615,0,0
ABW,2020-04-06,106766,4.206463547955303,42.62348403950541,40.210698026655365,16.608059748097396,-6.673084039449373,-20.64312918393363,-25.014191873129768,4.206463547955303,0,0
AFG,2020-05-04,38928341,-1.1949519054770341,33.08991364654671,30.744481943266415,8.071024250580058,-6.120405236289954,-19.14291145415621,-21.02135762361929,-1.1949519054770341,0,0.29027951640682553
AFG,2020-05-18,38928341,0.5880049300392961,37.37863905642778,34.30303901084828,11.236436536973931,-6.629175911958577,-19.448668968676603,-19.8624365743364,0.5880049300392961,0,0.5034892188187521
AFG,2020-05-25,38928341,1.8321474222370056,41.0842041190036,37.05860398000952,11.928369967404697,-5.932511772948995,-19.12075028810116,-22.962329870714882,1.8321474222370056,0,0.6036655916058689
AFG,2020-06-01,38928341,3.7245322589727476,45.74734329808691,40.9044724434933,14.329164369573782,-4.533796109596032,-18.24612263562988,-25.971157514215182,3.7245322589727476,0,0.7218237222079409
AFG,2020-06-08,38928341,5.828805583130909,46.76285167309853,44.377459638614866,17.74438719482236,-2.7350402551950097,-17.35877748185871,-29.024703389444905,5.828805583130909,0,1.0403525801420614
AFG,2020-06-15,38928341,8.902235338356379,51.55378926787164,43.97995253314014,21.12473229058039,0.13656883174160908,-15.970737435667724,-29.596085678044208,8.902235338356379,0,1.3203465310787326
AFG,2020-05-11,38928341,-0.31609004965282383,34.81412589562743,33.946948074330066,9.481384157347795,-6.222038361458834,-19.62698700003105,-19.966130366538227,-0.31609004965282383,0,0.3724741313789868
AFG,2020-06-22,38928341,11.8065573970986,56.78078462166702,45.43708554784662,23.303198137582523,1.1332677929217265,-14.56206283136106,-27.370907346683246,11.8065573970986,0,1.687695861480457
AFG,2020-06-29,38928341,14.509397617036507,59.10873233818783,49.49719345827971,29.615871973888712,1.0708863784433382,-13.853659753843191,-25.32583437698292,14.509397617036507,0,2.0550451918821815
AFG,2020-07-06,38928341,17.663823062017755,59.83451425447211,52.1795065755691,31.946111939249562,2.7909841332793155,-12.317225445087077,-22.707325825288788,17.663823062017755,0,2.4660542302586177
AFG,2020-07-13,38928341,20.671126695954534,63.24109042360801,60.75752465250074,33.71819758885403,5.498971887893796,-9.697223729180774,-20.21714186584015,20.671126695954534,0,2.8256893865577264
AFG,2020-07-20,38928341,23.089994144725974,65.22068122855596,64.45931574849277,36.9603526578902,8.571148506925528,-8.934471776941411,-17.899058593398827,23.089994144725974,0,3.0722912132320257
AFG,2020-04-06,38928341,-1.3772285562187605,27.883691621961294,24.783460036957315,4.596554164668257,-6.179655110234472,-18.909558999035987,-21.26162654757255,-1.3772285562187605,0,0.04110629836498812
AFG,2020-04-13,38928341,-1.4439130154937072,28.71426166486961,26.85348761724917,4.905164965537894,-6.42719899387587,-18.047809498226837,-22.515518218462322,-1.4439130154937072,0,0.05908805617994355
AFG,2020-04-20,38928341,-1.5066767984741758,30.139491143864735,27.7814379029482,6.168442525256241,-6.644289095352686,-19.274492235237503,-22.909232813727904,-1.5066767984741758,0,0.09505157180985443
AFG,2020-04-27,38928341,-1.5838036333765277,31.651319708980687,29.284602802944804,7.144190071523374,-6.739172821347625,-19.607949979326257,-21.792294656110315,-1.5838036333765277,0,0.17981757814955432
AFG,2020-01-01,38928341,-0.08567183251041864,1.764076488493571,1.2488683268417542,0.23197411761361073,-0.47863016900098465,-1.6189029583850025,-1.7126907643758302,-0.08567183251041864,0,0
AFG,2020-01-06,38928341,-0.1970534893506568,3.510374025318547,3.111307482815715,0.4361574844253507,-0.9595968409916685,-3.2415894440421966,-3.4674136533865836,-0.1970534893506568,0,0
AFG,2020-01-13,38928341,-0.3063128337031049,5.373081951863545,5.23029267248698,0.627827725129464,-1.4626993145684675,-4.853658018925693,-5.28453893167773,-0.3063128337031049,0,0
AFG,2020-01-20,38928341,-0.40879203839022,7.338556668102795,6.945087521152466,0.7992660110001965,-2.010933307238932,-6.467617330187231,-7.108768972403064,-0.40879203839022,0,0
AFG,2020-01-27,38928341,-0.47987327443912203,8.86252927891137,8.688792281642062,1.0117266379881313,-2.4312936219442385,-8.085707599774143,-8.820938896822694,-0.47987327443912203,0,0
AFG,2020-02-03,38928341,-0.5858689691222269,10.677143394443359,9.693704008550183,1.1924193765022946,-2.8747887520793762,-9.52302245573981,-10.501227932159855,-0.5858689691222269,0,0
AFG,2020-02-10,38928341,-0.7124792972635688,12.469023439211616,11.032491175224301,1.3613370818580408,-3.33424505096751,-11.109069908790795,-12.307807959546626,-0.7124792972635688,0,0
AFG,2020-02-17,38928341,-0.8231006552264563,14.149383432263138,13.726781443823869,1.6413706912316408,-4.204684208863761,-11.984396079546057,-14.21541134409235,-0.8231006552264563,0,0
AFG,2020-02-24,38928341,-0.9292036513275328,16.34686062978798,15.689869661046353,2.375555512901443,-4.3271795632833285,-12.737638970752078,-16.09705733652092,-0.9292036513275328,0,0
AFG,2020-03-02,38928341,-0.9920541922442534,18.061371590892595,17.06353601625025,2.809284885355721,-4.77248358968287,-14.150423056218843,-17.363618999388667,-0.9920541922442534,0,0
AFG,2020-03-09,38928341,-1.0497228874625186,19.741172122919163,18.43379014084128,3.2752527950271606,-5.07312468559101,-15.371723290315197,-19.42955819212408,-1.0497228874625186,0,0
AFG,2020-03-16,38928341,-1.1592924844980308,21.739675973552913,19.84466218137471,3.6846278851495815,-5.564174759082282,-15.377168561362376,-21.616445780524547,-1.1592924844980308,0,0
AFG,2020-03-23,38928341,-1.230118534780338,24.450337334118608,21.538799438506526,4.105905079263749,-5.366674724924279,-16.621357088011308,-20.655569080223856,-1.230118534780338,0,0.0025713913675386264
AFG,2020-07-27,38928341,25.823960466892313,69.05248413511876,66.15767973052556,39.89591779224323,9.318578447318869,-11.841690592072673,-15.41192174439033,25.823960466892313,0,3.2932150897465675
AFG,2020-08-03,38928341,28.440532916980562,71.88874391420207,68.95099758747952,41.455933688912346,9.664311728500882,-12.951186346528335,-14.771493568434574,28.440532916980562,0,3.342017580456357
AFG,2020-08-10,38928341,31.028870726358285,75.95385069846873,73.13114851764378,45.51087799709341,10.22360031186563,-11.003360059792245,-16.92949235187002,31.028870726358285,0,3.4421939532434735
AFG,2020-08-17,38928341,33.60156431136177,78.97884842830582,75.51520731248085,48.05818703567852,11.475639807798677,-9.66476674812661,-14.800274242062791,33.60156431136177,0,3.568066257948162
AFG,2021-04-26,38928341,97.44636135400599,211.00338677753575,169.69518858491762,115.65208306063978,59.52275573892386,14.330015247427736,-3.7569635122036384,97.44636135400599,0,6.681481751302989
AFG,2021-05-03,38928341,98.54022550618917,214.44730678930927,170.9639845402622,116.85939173497343,60.42456862300074,14.526815135943073,-3.9883669773941417,98.54022550618917,0,6.809925447375217
AFG,2021-05-10,38928341,99.98285056211652,217.72086186382776,173.3002906624037,118.0547206286957,60.28464619730854,14.873731442496718,-4.23107020899831,99.98285056211652,0,6.9537795098948605
AFG,2020-09-07,38928341,44.158105926093974,88.34227667584312,81.75803465551762,56.66239524928937,14.46431260619473,-7.783945794541238,-14.639432565312083,44.158105926093974,0,3.650260872920323
AFG,2020-09-14,38928341,47.15915458602275,89.66267846514393,83.51697741357877,59.99115983660456,16.22380998620773,-7.647751058188529,-14.905169042084312,47.15915458602275,0,3.678510214447618
AFG,2020-09-21,38928341,50.78153438178605,94.0253661823772,86.16713016356395,62.38791247188485,17.97341900317302,-6.251050013995454,-14.976285916346436,50.78153438178605,0,3.727312705157407
AFG,2020-09-28,38928341,53.24393509993437,97.75225783477632,90.26294213932556,63.69324152649643,20.01557211040871,-4.952350642502839,-15.230194339473737,53.24393509993437,0,3.7581334380522406
AFG,2020-10-05,38928341,55.59372226020842,101.42899363745465,93.48497715596399,64.1675528550025,22.069969371033046,-3.6799512295704924,-13.025941224749312,55.59372226020842,0,3.783829369969812
AFG,2020-10-12,38928341,57.974409534635676,105.10714627657237,95.04000102371404,66.66342927435343,24.068017079178556,-2.244242084897596,-10.923742086111968,57.974409534635676,0,3.817221494232184
AFG,2020-10-19,38928341,60.33034540766211,108.784832656449,96.60509077711676,67.78199466662475,25.40592901977393,-1.8461246277557586,-8.830341917429019,60.33034540766211,0,3.8634525935744346
AFG,2020-10-26,38928341,62.70662978791882,112.54409728153998,98.0238882905064,70.20818025133848,26.901788946842974,-1.5641509066330632,-7.465497967113675,62.70662978791882,0,3.917397867019301
AFG,2020-11-02,38928341,65.51121727932986,116.27327751804013,102.54070617964045,73.63193870575387,29.314972010206056,-1.2617347438653503,-6.123070995915694,65.51121727932986,0,3.979057314566783
AFG,2020-11-09,38928341,67.93157542883029,120.12552895310135,106.51426498173886,75.84005080712576,31.559657764351055,-0.9640899214157518,-5.604103650760184,67.93157542883029,0,4.063823320906483
AFG,2020-11-16,38928341,70.38654689312749,123.34596826919187,110.65869380829758,78.73958072954014,33.3528664738578,1.6767428177406627,-5.062696900720402,70.38654689312749,0,4.212820166161204
AFG,2020-03-30,38928341,-1.2747368462513633,27.049575499332853,22.70229288712702,4.468987181837177,-5.659703069758077,-18.05329820541145,-19.896056234569933,-1.2747368462513633,0,0.010285565470154506
AFG,2021-04-05,38928341,95.27430121672283,199.98959921171206,166.3046160815228,109.4042891117245,56.24402219927021,14.721654490075114,-3.749122154424166,95.27430121672283,0,6.432290551503338
AFG,2021-04-12,38928341,95.8703524803163,203.53790170998954,167.20657422975498,112.80450167168668,56.85255535739001,14.556328408006912,-3.5173690545038516,95.8703524803163,0,6.486235824948205
AFG,2021-04-19,38928341,96.55005267906476,207.37609669510024,168.40371954391972,114.62553503511319,58.23806979567819,14.39751262270729,-3.6219220249944803,96.55005267906476,0,6.529913514680731
AFG,2020-08-31,38928341,40.08419234095696,85.0636542500897,79.9976834516894,54.50646122956275,13.520266004849613,-8.119766070093753,-14.302899012755237,40.08419234095696,0,3.622011531393028
AFG,2021-01-04,38928341,86.49071978709914,156.02915374128648,149.55814077948884,97.87621105647382,46.21619431045628,7.954770270144724,-2.7418729972468823,86.49071978709914,0,5.736144779455153
AFG,2021-01-11,38928341,87.37124418775855,159.59180003028683,153.0395282053915,97.8872545960209,47.564776528636884,8.318458395343857,-2.855477254686325,87.37124418775855,0,5.867159866894918
AFG,2021-01-18,38928341,88.27911939864781,161.1560214515443,154.06857960869715,98.87738274643064,48.45332557299249,8.674165365959052,-2.8796855666162395,88.27911939864781,0,6.008442538047023
AFG,2021-01-25,38928341,89.179603479949,164.4954624414795,155.26624288761505,101.1579926617815,49.27505963224887,9.070680095321956,-2.975998006804633,89.179603479949,0,6.116333084936756
AFG,2021-02-01,38928341,89.83471333921734,169.49490497655015,156.55730952546327,101.65593714287775,49.1995390801682,9.3813668736022,-3.0680077012987037,89.83471333921734,0,6.165135575646545
AFG,2021-02-08,38928341,90.37829624455605,172.70959559761192,157.7929377880737,101.82951744076188,49.35186690688369,9.678772940757773,-3.190561600234388,90.37829624455605,0,6.188260116196577
AFG,2021-02-15,38928341,90.92187914989478,175.62586955815172,158.98560520364026,101.92402637001365,51.50866821552082,9.993923919382853,-3.2281514402444773,90.92187914989478,0,6.224223631826488
AFG,2021-02-22,38928341,91.47180750683675,178.90376490753945,160.18654684756933,102.13037940427105,52.03733989701008,10.26446108622137,-3.1920508967566974,91.47180750683675,0,6.239633998273906
AFG,2021-03-01,38928341,92.06418646852907,182.52792085017379,161.3486743358678,102.41507112017987,52.73722671824218,10.644350663304147,-3.221038159828906,92.06418646852907,0,6.267883339801201
AFG,2021-03-08,38928341,92.66850983964767,186.10878423630402,163.94817896404334,104.24894849339098,53.411008228396305,11.399984326001503,-3.273544309787446,92.66850983964767,0,6.285865097616156
AFG,2021-03-15,38928341,93.27837020818816,189.430166291262,164.59302161877528,103.81216660059162,54.12024469601737,12.47535217762825,-3.4058530102170765,93.27837020818816,0,6.30641824679865
AFG,2021-03-22,38928341,93.94564788333726,192.8585181325457,165.1832243400652,103.93953326524907,55.00163227803298,13.526932984195074,-3.5150067663471063,93.94564788333726,0,6.319257221878528
AFG,2021-03-29,38928341,94.58357365220213,196.35200811549703,165.7888406289227,105.39372245138412,55.87043972839168,14.570419131606991,-3.610637355332979,94.58357365220213,0,6.339810371061023
AFG,2020-11-30,38928341,75.29992759906219,132.3208891515053,119.03978125803657,85.89257503630576,38.100623183106144,5.6564390616866795,-3.890141991068769,75.29992759906219,0,4.675203086614967
AFG,2020-12-07,38928341,78.43293682702894,137.3270147486289,130.06542273710167,89.03950972646791,40.449357447868465,6.000655082354758,-3.3920915737356543,78.43293682702894,0,4.9449294538393
AFG,2020-12-14,38928341,81.56062591983459,145.7953648400124,134.60143462911077,92.14873405468846,41.85085243664981,6.587613371866114,-3.179339271338929,81.56062591983459,0,5.122175640621315
AFG,2020-08-24,38928341,35.96584125965176,81.75928318608436,77.13726692337312,51.156860837087805,12.72650114219696,-8.757048163704493,-13.84479703637807,35.96584125965176,0,3.5988869908429955
AFG,2020-12-28,38928341,85.17894150316154,152.65861798706842,144.56887394993169,96.29709522389346,43.796154296761515,7.545635292742671,-2.6872640077296346,85.17894150316154,0,5.548613027202983
AFG,2020-11-23,38928341,72.84442731064101,127.7379082619813,114.65418368772234,82.70745875041695,35.754974459268894,5.242032314904313,-4.506633870859303,72.84442731064101,0,4.402905328023097
AFG,2020-12-21,38928341,84.27173166054446,149.31756572431578,139.5889130072326,94.63888462992989,42.26853086157831,7.133647171253249,-2.634560336848882,84.27173166054446,0,5.381634424133306
AGO,2020-01-06,32866268,1.1150056585098669,4.5609137432470614,4.418196229733109,1.530489640882517,-0.5860237910302816,-2.324732649708391,-4.361069753083458,1.1150056585098669,0,0
AGO,2020-01-20,32866268,2.2011347009791935,9.122346238496004,8.660913909675555,3.09423513311391,-1.2825879569189829,-5.36380800907013,-8.769108318092657,2.2011347009791935,0,0
AGO,2020-01-13,32866268,1.645953304945904,6.841889366872473,6.5594206070410115,2.3393913184349096,-1.0917280132117475,-4.187077776508443,-6.597940184268987,1.645953304945904,0,0
AGO,2020-02-03,32866268,3.2849379038366853,13.663075836444367,12.442923020832392,4.413375050775302,-1.843918930652727,-8.134137546829143,-13.180390691495049,3.2849379038366853,0,0
AGO,2020-01-01,32866268,0.5551813960332898,2.2804568716235307,2.1014933026345437,0.7652448204412585,-0.2890303757619899,-1.1173022466856157,-2.1899016192597887,0.5551813960332898,0,0
AGO,2020-02-10,32866268,4.015936102833166,15.957061231674183,14.918411195343076,5.27131958998044,-2.0352333333997397,-9.416967271363163,-14.945138633294548,4.015936102833166,0,0
AGO,2020-02-17,32866268,4.270725448249394,18.288475646421784,17.531278975685282,5.910761548429418,-2.1476344067051305,-10.520422594311812,-14.175011024349615,4.270725448249394,0,0
