iso3c,date,population,cumulative_estimated_daily_excess_deaths,cumulative_estimated_daily_excess_deaths_ci_95_top,cumulative_estimated_daily_excess_deaths_ci_90_top,cumulative_estimated_daily_excess_deaths_ci_50_top,cumulative_estimated_daily_excess_deaths_ci_50_bot,cumulative_estimated_daily_excess_deaths_ci_90_bot,cumulative_estimated_daily_excess_deaths_ci_95_bot,cumulative_estimated_daily_excess_deaths_raw_estimate,cumulative_daily_excess_deaths,cumulative_daily_covid_deaths
SLV,2020-09-07,6486201,7919.724863382602,10281.378218184547,9460.714719728749,8098.379567025295,7630.422376185523,7239.664883194896,7223.018181697509,7059.481642337923,8026.245598813607,763.994
SLV,2020-09-14,6486201,8127.0150153215845,10792.09502914133,9594.576087485413,8313.681464915782,7796.595732727762,7494.524122921671,7342.676548977074,7266.771794276907,8026.245598813607,787.997
SLV,2020-09-21,6486201,8360.986499699946,11278.500414914195,9919.653683007127,8684.58236536607,8009.144606936457,7509.682623703435,7401.1335929090965,7500.743278655267,8026.245598813607,812
SLV,2020-09-28,6486201,8567.447941002727,11416.048138013117,10014.343664185695,8954.3696737911,8130.318044764564,7520.470791368275,7436.690653301636,7707.204719958048,8026.245598813607,830.998
SLV,2020-10-05,6486201,8774.380319178825,11386.039923861861,10355.13755946927,9254.571906098103,8216.716303534726,7546.325790952028,7491.716025573288,7914.137098134146,8026.245598813607,864.997
SLV,2020-10-12,6486201,8985.229390426766,11481.088312505326,10922.919433316803,9641.617816051392,8313.48290113433,7548.728971956514,7526.847836408514,8124.9861693820885,8026.245598813607,893.998
SLV,2020-10-19,6486201,9153.489571291528,11575.228160567358,11398.332819956624,9837.574756247981,8318.405381485047,7581.494104900733,7547.205215772907,8293.246350246849,8026.245598813607,925.995
SLV,2020-10-26,6486201,9321.498413640482,12052.300881836481,11677.581809792904,10137.970500430547,8373.823992955802,7615.980131535111,7552.477361817874,8461.255192595805,8026.245598813607,952.994
SLV,2020-11-02,6486201,9479.215411066454,12312.409119298803,11778.635451118087,10302.793602774651,8437.077953450353,7655.259001822683,7584.757307547549,8618.972190021776,8026.245598813607,982.996
SLV,2020-11-09,6486201,9677.626872512996,12518.13159345711,11879.069849860267,10581.194808690125,8499.12911448693,7694.893213741073,7644.9095536006025,8817.383651468317,8026.245598813607,1013.999
SLV,2020-11-16,6486201,9876.600172066717,12890.929980382603,12151.333209454418,10777.640733118777,8581.88120982365,7739.675464959432,7697.809053602723,9016.356951022039,8026.245598813607,1046.997
SLV,2020-11-23,6486201,10085.255940207422,13261.36436922849,12576.827346435792,11011.076743939111,8634.563598747587,7805.909486342847,7732.685964908454,9225.012719162743,8026.245598813607,1080.996
