iso3c,date,population,estimated_daily_excess_deaths_per_100k,estimated_daily_excess_deaths_ci_95_top_per_100k,estimated_daily_excess_deaths_ci_90_top_per_100k,estimated_daily_excess_deaths_ci_50_top_per_100k,estimated_daily_excess_deaths_ci_50_bot_per_100k,estimated_daily_excess_deaths_ci_90_bot_per_100k,estimated_daily_excess_deaths_ci_95_bot_per_100k,estimated_daily_excess_deaths_raw_estimate_per_100k,daily_excess_deaths_per_100k,daily_covid_deaths_per_100k
MMR,2020-11-30,54806014,0.362001882999999,0.5920784619999989,0.5545407979999996,0.39677787000000003,0.2053809529999999,0.09981496099999979,0.07362224200000042,0.362001882999999,NA,0.04587635218280972
MNE,2020-11-30,628051,0.9069626194310858,2.381608630999996,2.1799384020000105,1.532840061000004,0.9069626194310858,0.9069626194310858,0.9069626194310858,1.2872127869999919,0.9069626194310858,1.2510130546723117
MNG,2020-11-30,3329282,-0.09129221969568704,0.3310844289999996,0.2791853920000001,0.10376908700000034,-0.12813923999999993,-0.17938017799999975,-0.1921878519999999,-0.0970024729999999,-0.09129221969568704,0
MOZ,2020-11-30,32163045,0.08234254499999985,0.35269043599999966,0.2989986380000044,0.20574387100000072,0.04903615799999966,-0.07314351300000038,-0.11866447999999946,0.08234254499999985,NA,0.0022199390636054514
MRT,2020-11-30,4775110,0.056959713999999724,0.42664780299999916,0.3763147040000022,0.24266360599999998,0.056959713999999724,-0.019232183000000146,-0.03814520799999944,0.056959713999999724,NA,0.023936621355319564
MSR,2020-11-30,4981,0.057078962999999504,0.30487114799999976,0.26411005699999923,0.16461605800000031,0.031091700999999996,-0.03116131099999988,-0.05817616399999982,0.057078962999999504,NA,NA
MUS,2020-11-30,1273428,0.013149172999891554,0.06800212499999979,0.014319543000000389,0.013149172999891554,-0.06798043700000003,-0.11822314500000038,-0.13477033699999985,-0.06798043700000003,0.013149172999891554,0
MWI,2020-11-30,19647681,-0.059432912000000386,0.15360053799999995,0.10493690800000005,0.026046081000000134,-0.059432912000000386,-0.11295987699999949,-0.16334247500000024,-0.059432912000000386,NA,0
MYS,2020-11-30,32776195,0.0236812337672812,0.31795147600000323,0.27429810600000004,0.07516760799999932,0.014309809999999942,-0.0026331480000001055,-0.020440925999999655,0.03491338099999972,0.0236812337672812,0.010025568861791309
"NAM",2020-11-30,2587344,0.1256027739999992,0.4776869199999985,0.4612085259999999,0.27780809199999984,0.12495822100000031,0.021288058999999786,-0.02707903199999935,0.1256027739999992,NA,0.03312276991385761
NCL,2020-11-30,288217,-0.15429499500000035,0.06938158000000035,0.06106497099999984,0.0019441389999998633,-0.15429499500000035,-0.15429499500000035,-0.15707246999999974,-0.15429499500000035,NA,NA
NER,2020-11-30,25130810,0.028852801999999664,0.2075731860000006,0.17961607500000001,0.08378271600000009,-0.023645624000000216,-0.10402600399999998,-0.1294237170000003,0.028852801999999664,NA,0.0011380452918151064
NGA,2020-11-30,211400704,0.025784045999999644,0.1873617460000003,0.14902901900000073,0.07301268800000013,-0.022622917000000072,-0.10045671199999952,-0.12979387200000014,0.025784045999999644,NA,3.377472196119082e-4
NIC,2020-11-30,6702379,0.5042411609999964,0.6358152949999998,0.6159678020000023,0.5042411609999964,0.22849482199999926,0.10613336400000013,0.08122759599999982,0.5042411609999964,NA,0.002133570781359872
NIU,2020-11-30,1614,-0.12203107900000026,0.09443251300000034,0.06669946300000011,0.011681846000000032,-0.12203107900000026,-0.12203107900000026,-0.16325367300000038,-0.12203107900000026,NA,NA
NLD,2020-11-30,17173094,0.4243482035960156,0.47756745699999986,0.4582176190000012,0.4243482035960156,0.3380073430000005,0.2828283389999994,0.2740350320000001,0.3786194879999987,0.4243482035960156,0.3593644802736187
NOR,2020-11-30,5465629,-0.08182830890466691,0.2453254420000006,0.22078658200000056,0.10373685700000049,-0.08182830890466691,-0.08182830890466691,-0.08182830890466691,0.06408852300000054,-0.08182830890466691,0.05488846754874874
NPL,2020-11-30,29674920,0.6539654000000005,0.8110498980000005,0.7563035850000024,0.6539654000000005,0.39065082400000056,0.3046253209999992,0.28536592400000016,0.6539654000000005,NA,0.08232204164324622
NRU,2020-11-30,10873,-0.13239395700000023,0.07709590299999962,0.051252568000000165,-0.005409049999999953,-0.13239395700000023,-0.14006106699999987,-0.16320778400000058,-0.13239395700000023,NA,NA
NZL,2020-11-30,4860642,0.08544653980458283,0.08544653980458283,0.08544653980458283,0.08544653980458283,-0.03465238100000039,-0.058873268999999756,-0.07164534900000027,-0.03465238100000039,0.08544653980458283,0
OMN,2020-11-30,5223376,0.09234826841070921,0.6396397110000007,0.5875280290000011,0.37563842699999966,0.09234826841070921,0.08887551599999931,0.06497159299999986,0.20356797399999876,0.09234826841070921,0.10119891809435123
PAK,2020-11-30,225199929,0.5018456679999982,0.6561532069999999,0.624714571999998,0.5311974190000011,0.35477880700000036,0.24245457399999995,0.2262649389999995,0.5018456679999982,NA,0.022011996282645364
PAN,2020-11-30,4381583,0.28265251518556955,1.0363150199999986,0.9839435640000018,0.5998772990000015,0.28265251518556955,0.28265251518556955,0.28265251518556955,0.4762737519999976,0.28265251518556955,0.34560568634669253
PCN,2020-11-30,47,-0.1279294079999997,0.09430232799999998,0.06759229300000007,0.01270982199999997,-0.1279294079999997,-0.1279294079999997,-0.15949312800000032,-0.1279294079999997,NA,NA
PER,2020-11-30,33359415,0.16805092613578465,0.6136825179999982,0.5729254660000032,0.4120329439999986,0.16805092613578465,0.16805092613578465,0.16805092613578465,0.24365047199999873,0.16805092613578465,0.2826368507960946
PHL,2020-11-30,111046910,1.442707385962614e-4,0.4767641289999975,0.40041514399999933,0.21958879400000014,1.442707385962614e-4,1.442707385962614e-4,-0.00230515299999972,0.07937003899999992,1.442707385962614e-4,0.028173679033482335
PLW,2020-11-30,18174,-0.14013131100000056,0.06736357399999966,0.04787417599999979,-0.014187281000000494,-0.14013131100000056,-0.14119757900000013,-0.15564554199999978,-0.14013131100000056,NA,0
PNG,2020-11-30,9119005,-0.02215895800000021,0.14568592199999997,0.123625316,0.04516818600000009,-0.033968119999999775,-0.08311477600000035,-0.10056926799999961,-0.02215895800000021,NA,0
POL,2020-11-30,37797000,1.8423565298630542,2.8108147359999998,2.7240289099999915,2.2092314790000103,1.8423565298630542,1.7874250080000027,1.7086803119999943,2.2092314790000103,1.8423565298630542,1.2759901579490436
PRK,2020-11-30,25670000,0.13337809099999984,0.39819372599999897,0.36605651999999994,0.21472654099999894,0.08897472399999959,0.017811040000000108,1.0381200000021103e-4,0.13337809099999984,NA,NA
PRT,2020-11-30,10167923,0.8176715015223562,1.1432633740000029,1.1098306950000003,0.924365676000001,0.7972486970000012,0.7116244660000007,0.667881419000002,0.8369204029999995,0.8176715015223562,0.7502613857323663
PRY,2020-11-30,7219641,0.22093545570872247,0.89244813,0.8375538520000012,0.5917195539999983,0.22093545570872247,0.22093545570872247,0.22093545570872247,0.46959555999999963,0.22093545570872247,0.18006435500047718
PSE,2020-11-30,5222756,0.7419417810000026,1.605162254000001,1.5567630219999997,1.2144008360000007,0.7419417810000026,0.6343314250000002,0.5534552970000004,0.7419417810000026,NA,0.2379778032900637
PYF,2020-11-30,282534,-0.15252332100000038,0.09734912400000006,0.07813240600000013,0.012189834000000085,-0.15252332100000038,-0.15252332100000038,-0.15252332100000038,-0.15252332100000038,NA,NA
QAT,2020-11-30,2930524,-0.03299117505203995,0.3486688710000001,0.2724264550000013,0.08208067000000047,-0.03299117505203995,-0.03299117505203995,-0.03299117505203995,0.012015131999999854,-0.03299117505203995,0.004879673396293632
ROU,2020-11-30,19127772,2.597996275642304,2.770260628000006,2.6786328719999988,2.597996275642304,2.153701490999997,1.7674724930000023,1.6789031070000022,2.2380031600000128,2.597996275642304,0.8618724648118976
RUS,2020-11-30,145912022,1.8313197919829867,2.472506701000008,2.0467984059999837,1.920215965999999,1.518490540000005,0.679272707999998,0.625444216000002,1.9176353449999946,1.8313197919829867,0.32299326233721853
RWA,2020-11-30,13276517,0.12104054899999865,0.338021566,0.2901914679999983,0.14999921500000035,0.0020906409999998663,-0.07745237399999949,-0.10126374000000055,0.12104054899999865,NA,0.0021541794432982683
SAU,2020-11-30,35340680,0.3152529480000005,0.688728031,0.6390666519999981,0.3736130850000008,0.15381596500000064,0.0798851060000004,0.07073412199999982,0.3152529480000005,NA,0.04042367039909815
SDN,2020-11-30,44909351,0.24196463999999923,0.5028734550000007,0.4522176300000019,0.3500344020000006,0.16779105900000063,0.0517944089999999,0.018305398000000486,0.24196463999999923,NA,0.01654221188812103
SEN,2020-11-30,17196308,-0.004282136000000084,0.28604351199999917,0.23619698199999964,0.14470276899999943,-0.004282136000000084,-0.026968410000000186,-0.07944524900000026,-0.004282136000000084,NA,0.0024947215413913264
SGP,2020-11-30,5896684,7.632146342106569e-4,0.1801328049999997,0.15270721500000023,0.021972879000000053,-0.012240338999999585,-0.031903124000000144,-0.0603848419999999,0.008727694999999612,7.632146342106569e-4,0.0024250917973559372
SHN,2020-11-30,6095,-0.020198625000000414,0.4059757949999999,0.2956942899999999,0.1511355800000004,-0.044319788000000394,-0.18909750299999978,-0.21758510799999953,-0.020198625000000414,NA,NA
SLB,2020-11-30,703995,-0.02486665500000037,0.15922187199999951,0.112747374,0.013399169000000434,-0.05376772800000011,-0.10310022500000045,-0.13734751299999948,-0.02486665500000037,NA,0
SLE,2020-11-30,8141343,-0.11164755300000014,0.1590109929999997,0.12050761399999993,0.03521309699999982,-0.11164755300000014,-0.16404958000000017,-0.19089555600000035,-0.11164755300000014,NA,0
SLV,2020-11-30,6518500,0.5294291060000004,0.7107800139999993,0.6747642050000008,0.5294291060000004,0.2987024399999995,0.21013525500000088,0.1957612100000004,0.5294291060000004,NA,0.07231725090128098
SMR,2020-11-30,34010,1.3603208949999972,1.9323989260000012,1.8691656519999982,1.4869118620000012,1.1673352039999936,0.9929706040000017,0.9265231849999993,1.3603208949999972,NA,0.42046456924433984
SOM,2020-11-30,16359500,0.15132108299999925,0.30517921600000003,0.25586763399999884,0.15132108299999925,-0.010036791999999966,-0.09402653500000063,-0.14689064699999937,0.15132108299999925,NA,0
SRB,2020-11-30,6804596,1.333910477348447,3.724480548999995,3.57473532300001,2.5004708610000095,1.333910477348447,1.333910477348447,1.333910477348447,2.5004708610000095,1.333910477348447,0.7704939426234857
SSD,2020-11-30,11381377,0.1672665439999992,0.3839451899999977,0.36372561599999975,0.21043802700000006,0.0392845320000002,-0.11666760399999968,-0.13494561900000024,0.1672665439999992,NA,0.001256438478402042
STP,2020-11-30,223364,0.002976476999999917,0.2737639360000007,0.22409573899999932,0.1331957549999999,0.002976476999999917,-0.07357042999999924,-0.1514394590000006,0.002976476999999917,NA,0
SUR,2020-11-30,591798,-0.052660349000000196,0.26932183699999757,0.22016408199999973,0.12949862799999964,-0.052660349000000196,-0.052660349000000196,-0.07282521199999974,-0.052660349000000196,NA,0.024163650434776727
SVK,2020-11-30,5460726,1.267604808612578,1.267604808612578,1.267604808612578,1.267604808612578,0.847006700000001,0.6518223650000025,0.5869628099999986,1.0180720640000023,1.267604808612578,0.38194555082968823
SVN,2020-11-30,2078723,2.671358157705455,2.7623468420000092,2.680712134000001,2.671358157705455,2.354211352999998,2.0712861030000003,2.0502009200000058,2.3762643900000113,2.671358157705455,2.322868414887409
SWE,2020-11-30,10160159,0.5643067029408932,0.6903846349999985,0.638781229999997,0.5741515560000011,0.5055525099999988,0.43797077399999895,0.41969435099999997,0.562333821999998,0.5643067029408932,0.38666717715736537
SWZ,2020-11-30,1172369,0.32074040500000056,0.5996773859999982,0.5162045380000014,0.37774916100000006,0.20711852500000028,0.04223909799999978,0.009735678000000029,0.32074040500000056,NA,0.024395049681456945
SXM,2020-11-30,43421,0.03593336299999955,0.2987258699999991,0.2622774809999995,0.1665327040000003,0.03593336299999955,-0.025558847999999867,-0.04816984499999956,0.03593336299999955,NA,NA
SYC,2020-11-30,98910,-0.015383858000000283,0.13556703700000036,0.10700432800000012,0.04184961399999996,-0.026321008000000364,-0.07678977900000006,-0.09630374299999993,-0.015383858000000283,NA,0
SYR,2020-11-30,18275704,0.18861574600000008,0.6852365409999995,0.6111192490000019,0.2679688320000009,0.10220199199999945,0.042672284000000296,0.01970793399999996,0.18861574600000008,NA,0.0289236463886699
TCA,2020-11-30,39226,0.04163092899999958,0.2690811779999996,0.24638884400000058,0.14170211500000002,0.03231429800000008,-0.029229224999999772,-0.05816382499999978,0.04163092899999958,NA,NA
TCD,2020-11-30,16914985,0.08614378400000003,0.3064581280000005,0.21710233300000012,0.10394056599999954,-0.05827116400000012,-0.1427708219999996,-0.18104323399999986,0.08614378400000003,NA,0
TGO,2020-11-30,8478242,0.01846437499999985,0.24540765200000114,0.19906475200000032,0.08890897599999997,-0.021148024000000158,-0.11283270500000002,-0.15670149599999988,0.01846437499999985,NA,0
THA,2020-11-30,69950844,0.11837179993817656,0.12146928599999988,0.11837179993817656,0.11837179993817656,0.014614615000000214,-0.03544640199999995,-0.046984212000000115,0.030192860999999724,0.11837179993817656,0
TJK,2020-11-30,9749625,0.5758709958754432,0.5786313819999993,0.5758709958754432,0.5758709958754432,0.3111595869999994,0.09191237400000035,0.05505991899999993,0.47252812599999966,0.5758709958754432,0
TKL,2020-11-30,1368,-0.11796648300000027,0.09278661999999999,0.06940833099999986,0.009885542999999948,-0.11796648300000027,-0.11796648300000027,-0.14543199000000037,-0.11796648300000027,NA,NA
TKM,2020-11-30,5942000,0.2364253870000002,0.6098606550000021,0.5350605639999982,0.276529726999999,0.08164304699999989,-0.02141279999999976,-0.05298120100000002,0.2364253870000002,NA,NA
TLS,2020-11-30,1343875,-0.03134629200000041,0.21261410600000016,0.17624126999999967,0.06373685999999952,-0.0321465470000001,-0.10917103599999993,-0.15323609599999988,-0.03134629200000041,NA,0
TON,2020-11-30,106759,-0.08518314000000027,0.12058914999999984,0.09850313200000002,0.014604450999999997,-0.08518314000000027,-0.11484827199999972,-0.13929035599999995,-0.08518314000000027,NA,NA
TTO,2020-11-30,1403374,0.17794587999999836,0.4939294560000019,0.46472663099999945,0.2610334240000002,0.11945839399999908,0.02201953399999984,0.016048661999999946,0.17794587999999836,NA,0.05087738550094273
TUN,2020-11-30,11935764,0.47602576884621955,0.83407821200000265,0.7584572770000004,0.5146236770000002,0.4286615549999999,0.3807392629999994,0.3648215320000012,0.4633561179999972,0.47602576884621955,0.4763582792019011
TUR,2020-11-30,85042736,1.864962569999987,2.123448394999996,1.9395689540000005,1.864962569999987,1.1346548349999974,0.6919964720000025,0.6140096309999992,1.864962569999987,NA,0.20745922379543386
TUV,2020-11-30,11925,-0.09397582200000029,0.1434744819999998,0.11423525699999966,0.028457989999999822,-0.09397582200000029,-0.09564331300000031,-0.13292193199999958,-0.09397582200000029,NA,NA
TWN,2020-11-30,23855008,-0.007271987432755517,0.07165816299999987,0.035629877999999594,-0.007271987432755517,-0.031089151000000325,-0.05466425799999989,-0.06359531000000024,-0.03106286700000022,-0.007271987432755517,0
TZA,2020-11-30,61498438,0.07657267799999969,0.2709562510000003,0.2128094029999999,0.11112291200000043,0.026650106999999864,-0.033104480000000006,-0.044051281000000005,0.07657267799999969,NA,0
UGA,2020-11-30,47123533,0.07209649900000023,0.3470271879999979,0.30763908999999995,0.174161083000001,0.035346113000000345,-0.04740172199999954,-0.11105764700000048,0.07209649900000023,NA,0.007276619093903676
UKR,2020-11-30,43466822,1.203555851520753,2.7459695050000033,2.574136675999999,2.0142666459999963,1.203555851520753,1.203555851520753,1.203555851520753,1.6687340039999963,1.203555851520753,0.42988419995370264
URY,2020-11-30,3485152,-0.07360822036124862,0.2508041170000005,0.2169439060000004,0.11012430999999996,-0.07360822036124862,-0.07360822036124862,-0.07360822036124862,-0.03701485900000036,-0.07360822036124862,0.02459003222814959
USA,2020-11-30,332915074,0.9330564930459454,0.9854704380000023,0.9630882320000007,0.9330564930459454,0.7381794659999985,0.5580803879999989,0.522860794999999,0.7714824740000014,0.9330564930459454,0.4756255044191841
UZB,2020-11-30,33935765,0.11847883842964789,0.6683107740000002,0.5670894969999993,0.3106838790000001,0.11847883842964789,0.11404377399999988,0.07120462000000058,0.2393881459999993,0.11847883842964789,0.0025253593075034554
VAT,2020-11-30,812,-0.198637614,0.5845054300000001,0.5400316089999988,0.2747501410000007,-0.198637614,-0.198637614,-0.198637614,-0.198637614,NA,0
VCT,2020-11-30,111269,0.07065768199999979,0.31748396199999895,0.29841152200000004,0.17007124800000067,0.04576416500000017,-0.032508194,-0.07246570399999964,0.07065768199999979,NA,0
VEN,2020-11-30,28704947,0.3123173159999996,0.6548292580000022,0.5860133879999996,0.3901771619999997,0.19705165000000033,0.09839990800000016,0.05044418100000008,0.3123173159999996,NA,0.011945676123352535
VGB,2020-11-30,30423,0.0396688909999996,0.300702751999999,0.2633017239999994,0.15383714600000017,0.025448546000000207,-0.037989424000000264,-0.044480587999999724,0.0396688909999996,NA,NA
VNM,2020-11-30,98168829,0.03904312399999963,0.12768566999999995,0.1092291100000002,0.0606974510000003,0.0010512970000002109,-0.03624840899999975,-0.053685446,0.03904312399999963,NA,0
VUT,2020-11-30,314464,-0.049356497000000506,0.08492384099999979,0.05715913399999976,-0.0015981379999993285,-0.058847591999999886,-0.10897635100000043,-0.14052542499999957,-0.049356497000000506,NA,0
WLF,2020-11-30,11094,-0.11248403800000031,0.09735021100000031,0.07976655699999993,0.00930795399999983,-0.11248403800000031,-0.11248403800000031,-0.15182671500000006,-0.11248403800000031,NA,NA
WSM,2020-11-30,200144,-0.08056135800000033,0.1667421780000004,0.13179916499999997,0.038832075999999986,-0.08056135800000033,-0.09410603500000034,-0.1039407129999996,-0.08056135800000033,NA,0
YEM,2020-11-30,30490639,0.3719125799999999,0.7029763559999992,0.5602918970000007,0.3719125799999999,0.1718614050000003,0.07980266100000012,0.05311090900000029,0.3719125799999999,NA,4.689964024696235e-4
ZAF,2020-11-30,60041996,0.5063122818235423,0.8669667070000003,0.787389828999998,0.5900068250000016,0.44846511399999867,0.26981407599999996,0.20793376199999963,0.46569822099999814,0.5063122818235423,0.1349055750911412
ZMB,2020-11-30,18920657,0.0927220240000001,0.4027332709999987,0.3044582519999991,0.19526544200000048,0.06069883599999999,-0.0014759930000000454,-0.0800764280000002,0.0927220240000001,NA,0
ZWE,2020-11-30,15092171,0.26794827600000093,0.5342496409999993,0.5125494939999996,0.3541282930000007,0.178974221,0.027675949000000245,0.003398723999999785,0.26794827600000093,NA,0.002842533390325355
ABW,2020-12-07,107195,0.10431030399999983,0.32958345299999947,0.2909108839999988,0.16081653199999965,0.04412983899999998,-0.01851525899999961,-0.0356536650000004,0.10431030399999983,NA,NA
AFG,2020-12-07,39835428,0.26847005300000043,0.5707653360000003,0.5125889059999974,0.39409431999999983,0.2545415319999993,0.12434658300000032,0.09354410400000039,0.26847005300000043,NA,0.037654923652383
AGO,2020-12-07,33933611,0.12469086599999868,0.34345879999999895,0.3006594749999991,0.1716155590000001,0.008831763999999796,-0.08404680999999997,-0.12297709999999976,0.12469086599999868,NA,0.0025255196094515256
AIA,2020-12-07,15125,0.04220772399999967,0.35134214999999897,0.3119041640000003,0.1777360689999998,0.04220772399999967,-0.0350346210000004,-0.05100656000000005,0.04220772399999967,NA,NA
ALB,2020-12-07,2872934,1.2595302453594648,2.3522071600000003,2.176215214000002,1.830985550999997,1.2595302453594648,0.9632757660000039,0.8408279249999993,1.7358153809999897,1.2595302453594648,0.5569219480851283
AND,2020-12-07,77354,0.7264096579999972,1.5469331329999976,1.3821986930000016,1.0945192920000042,0.7264096579999972,0.4856733729999975,0.35132921399999945,0.7264096579999972,NA,0.3697287793779248
ARE,2020-12-07,9991083,0.2882019450000008,0.5588916460000004,0.5138730979999983,0.31140470999999953,0.11692393199999944,0.045640983999999975,0.015694814999999775,0.2882019450000008,NA,0.03145805114420529
ARG,2020-12-07,45605823,0.3956962969999993,0.6899275979999948,0.6139379999999984,0.4980964820000007,0.3956962969999993,0.3287166239999997,0.31017933600000075,0.3956962969999993,NA,0.36273657423088274
ARM,2020-12-07,2968128,2.2542279990000145,2.796091639000011,2.745463664999999,2.3980775259999993,1.8738305230000003,1.601229471000001,1.4413360179999963,2.2542279990000145,NA,0.8663373008172154
ATG,2020-12-07,98728,0.1167055449999997,0.41414285800000006,0.36197363100000074,0.21868612400000073,0.11029933900000026,0.02372098999999998,0.005009753999999639,0.1167055449999997,NA,0
AUS,2020-12-07,25788217,-0.01666945806782554,0.02350806300000006,0.01805284800000004,0.005600136000000335,-0.01666945806782554,-0.041040594,-0.05982178699999988,-0.007233852000000387,-0.01666945806782554,0
AUT,2020-12-07,9043072,1.3615013676399537,1.370432039000004,1.3615013676399537,1.3615013676399537,1.0249742940000044,0.8378069710000002,0.809225789999998,1.1063111619999972,1.3615013676399537,1.1263539646704128
AZE,2020-12-07,10223344,1.6439172549999952,2.0581548720000042,1.917061831999999,1.6675051809999983,1.3542484029999928,1.0966411670000007,1.0390776120000018,1.6439172549999952,NA,0.39545768977352225
BDI,2020-12-07,12255429,0.2890824419999995,0.3682004600000012,0.3098720130000001,0.2890824419999995,0.009998545000000037,-0.07916546199999966,-0.1310406990000004,0.2890824419999995,NA,0
BEL,2020-12-07,11632334,0.712157419955596,0.8308983340000013,0.7637299100000005,0.712157419955596,0.5970946119999998,0.5374567980000008,0.5095390120000027,0.6246819850000009,0.712157419955596,0.9100237321246106
BEN,2020-12-07,12451031,-0.03941556900000023,0.2652301240000007,0.18505816999999997,0.09732334799999985,-0.03941556900000023,-0.08223959600000007,-0.13143771199999937,-0.03941556900000023,NA,0.0011484992688557275
BES,2020-12-07,26445,0.030577426999999758,0.38923138899999993,0.3096139249999998,0.1856291019999994,0.030577426999999758,-0.03011173099999977,-0.05985435800000005,0.030577426999999758,NA,NA
BFA,2020-12-07,21497097,0.003899471999999649,0.22676771800000053,0.19424206700000007,0.1060932980000004,0.003899471999999649,-0.07031758299999967,-0.10626640900000002,0.003899471999999649,NA,0
BGD,2020-12-07,166303494,0.6809892980000022,0.7533407720000014,0.6937438690000021,0.6809892980000022,0.33821304099999977,0.22366676800000018,0.18418313400000047,0.6809892980000022,NA,0.01975725176285232
BGR,2020-12-07,6896655,4.577764152636666,4.89117409600001,4.814403617000008,4.594629923000012,2.611670478000007,2.295702151000002,2.1944176830000126,4.344473348999999,4.577764152636666,2.0196167562390754
BHR,2020-12-07,1748295,0.14133792099999987,0.5472023940000007,0.47442339799999983,0.3165492519999995,0.11851031000000008,0.04051341999999949,0.011446512999999804,0.14133792099999987,NA,0
BHS,2020-12-07,396914,0.05651607699999923,0.36307609600000085,0.29571471400000066,0.18931977899999997,0.05651607699999923,-0.011264461999999734,-0.034002723000000144,0.05651607699999923,NA,0
BIH,2020-12-07,3263459,2.9016740077824807,2.9016740077824807,2.9016740077824807,2.9016740077824807,2.0610132519999986,1.739042011999999,1.6764202189999997,2.3360613640000216,2.9016740077824807,1.4489533957681098
BLR,2020-12-07,9442867,2.5195764434101595,2.5195764434101595,2.5195764434101595,2.5195764434101595,1.0570396979999983,0.5044692359999993,0.4233254160000005,2.0832580579999997,2.5195764434101595,0.08623440317437492
BLZ,2020-12-07,404915,1.667143804999997,2.0719864689999965,1.9972241340000008,1.7143554060000028,1.3837565939999985,1.100458016000007,1.0074475819999964,1.667143804999997,NA,0.9878616499759209
BMU,2020-12-07,62092,0.0391590519999997,0.43652847799999955,0.3535236810000003,0.17905823200000026,0.009232514000000525,-0.09518057200000003,-0.11958043400000021,0.0391590519999997,NA,NA
BOL,2020-12-07,11832936,0.06962040997172228,0.5593206840000031,0.47585495199999905,0.2485898920000002,0.06962040997172228,0.04100246500000012,0.029936157999999956,0.10334689999999926,0.06962040997172228,0.048288945364024616
BRA,2020-12-07,213993441,0.40267475308454176,0.9649800859999985,0.8606054560000024,0.5834263459999993,0.36753912599999694,0.3434916059999976,0.33000970799999924,0.36753912599999694,0.40267475308454176,0.2801819519318819
BRB,2020-12-07,287708,0.03641841699999951,0.14990566100000052,0.13206763800000024,0.0730615579999999,-8.034189999997259e-4,-0.03584738100000014,-0.047608383999999844,0.03641841699999951,NA,0
BRN,2020-12-07,441532,-0.015579462000000297,0.1691556280000003,0.14595836000000037,0.059805056999999634,-0.015579462000000297,-0.05873875600000013,-0.07363563399999995,-0.015579462000000297,NA,0
BTN,2020-12-07,779900,0.06433837099999976,0.33708808899999915,0.27668597999999966,0.1219554540000002,-0.005853835999999868,-0.07918941400000004,-0.12760958199999986,0.06433837099999976,NA,0
BWA,2020-12-07,2397240,0.05675052999999943,0.45906399900000183,0.4159147570000005,0.30729200799999945,0.05675052999999943,0.05675052999999943,0.042666497999999345,0.05675052999999943,NA,0.011930386611269625
CAF,2020-12-07,4919987,0.059525542999999716,0.38084693599999697,0.3304334579999993,0.19937137399999988,0.038610566999999874,-0.04646213999999996,-0.06742670599999977,0.059525542999999716,NA,0
CAN,2020-12-07,38067913,0.30589538466234395,0.4724396600000006,0.4439375760000007,0.34460025800000105,0.24832614099999922,0.19769577199999905,0.17682199000000037,0.24832614099999922,0.30589538466234395,0.24655147236466574
CHE,2020-12-07,8715494,1.454449280871339,1.454449280871339,1.454449280871339,1.454449280871339,1.1965497889999943,0.9472871020000017,0.9115265379999988,1.2628607889999948,1.454449280871339,1.0326437032714382
CHL,2020-12-07,19212362,0.14996930814653756,0.29903538999999946,0.261056708,0.20239007000000017,0.14636075200000015,0.12765535499999978,0.07266559800000098,0.14636075200000015,0.14996930814653756,0.18812366745952425
CHN,2020-12-07,1444216102,0.117643777,0.31815270799999934,0.2704928399999992,0.1744338460000008,0.07001645600000013,0.0020508210000002368,-0.017167762999999735,0.117643777,NA,0
CIV,2020-12-07,27053629,0.11559218599999961,0.4003626200000004,0.33161584899999924,0.18064044699999998,0.05548703600000012,-0.025920245000000057,-0.0592800499999999,0.11559218599999961,NA,0
CMR,2020-12-07,27224262,0.2560877340000004,0.42712451999999973,0.4100892939999998,0.2560877340000004,0.08550411400000023,-0.009351091999999898,-0.022300504000000013,0.2560877340000004,NA,0.003147927389179549
COD,2020-12-07,92377986,0.3256694310000006,0.46707843600000165,0.415916863999999,0.3256694310000006,0.04180258800000029,-0.107726562,-0.13939982400000034,0.3256694310000006,NA,0.0017006216177953913
COG,2020-12-07,5657017,0.38198815100000033,0.5055663979999975,0.44428211800000017,0.38198815100000033,0.10095905199999991,-0.02759314200000004,-0.0446307059999995,0.38198815100000033,NA,0
COK,2020-12-07,17572,-0.12623080100000017,0.09627495400000036,0.07037530000000035,0.012956374000000244,-0.12623080100000017,-0.12623080100000017,-0.15475069800000033,-0.12623080100000017,NA,NA
COL,2020-12-07,51265841,0.4670068867605736,0.8164463589999982,0.752870256999999,0.5406655240000023,0.42011244000000175,0.375338251,0.36316419600000127,0.4343394949999992,0.4670068867605736,0.34247170547733724
COM,2020-12-07,888456,0.2770751909999995,0.38567008499999905,0.3343565199999983,0.2770751909999995,0.036375260999999985,-0.04644115499999992,-0.06265380699999992,0.2770751909999995,NA,0
CPV,2020-12-07,561901,0.2789618029999991,0.6660229780000029,0.598704326999999,0.39323707899999977,0.21390670599999972,0.07719451000000058,0.02605782800000055,0.2789618029999991,NA,0.10161932440056165
CRI,2020-12-07,5139053,0.34906975540121765,0.6127737139999995,0.5766470329999979,0.4365879259999984,0.30705124699999753,0.2597140980000014,0.24365233500000064,0.30705124699999753,0.34906975540121765,0.27520634638327335
CUB,2020-12-07,11317498,0.4122777710095009,0.4122777710095009,0.4122777710095009,0.4122777710095009,0.14152639399999997,0.03762574399999964,0.025834951999999977,0.16680104099999996,0.4122777710095009,0.001263530154809835
CUW,2020-12-07,164796,0.05371956499999972,0.32537021999999916,0.2779593130000005,0.16815729499999982,0.04316265700000006,-0.025341417999999637,-0.04265890300000027,0.05371956499999972,NA,NA
