continent,date,population,cumulative_estimated_daily_excess_deaths,cumulative_estimated_daily_excess_deaths_ci_95_top,cumulative_estimated_daily_excess_deaths_ci_90_top,cumulative_estimated_daily_excess_deaths_ci_50_top,cumulative_estimated_daily_excess_deaths_ci_50_bot,cumulative_estimated_daily_excess_deaths_ci_90_bot,cumulative_estimated_daily_excess_deaths_ci_95_bot,cumulative_estimated_daily_excess_deaths_raw_estimate,cumulative_daily_excess_deaths,cumulative_daily_covid_deaths
Oceania,2020-11-09,43198762,-7731.537915661015,-4450.664957146821,-4936.558112872351,-6625.631363931714,-8512.790472703377,-9882.785730048445,-10727.904262212267,-120601.66428029913,-5742.936394299958,990.0310000000001
Americas,2020-11-16,1026788511,1119647.2817335108,1135121.7399753225,1132776.6183624484,1122034.8488400853,1104029.381755753,1091253.7279069403,1088547.8593658744,51807808.25804802,1079329.3387093337,733822.299
Asia,2020-11-16,4679006159,2007954.409915337,2669675.2624898693,2532719.715481701,2070544.0193549043,1572459.2381258155,1074249.9052014293,654851.0693502292,2533128.545371145,49669.18716414011,268123.261
Africa,2020-11-16,1371693397,426497.42440009763,564725.9980291935,486408.2110733815,426497.42440009763,34269.42587013254,-158385.81189215928,-204636.79286219814,6721263.265048254,122204.78663724099,47639.466
Europe,2020-11-16,748005174,764532.7967969362,764687.0076877627,764677.0417196741,764610.6331342685,764532.7967969362,764500.5375598366,764486.3748138146,37462398.957334764,764538.7542313217,326692.24
Oceania,2020-11-16,43198762,-7833.678257563753,-4521.603984222392,-4959.041099949076,-6669.817513292125,-8620.101011221597,-10014.313342946947,-10882.778394970415,-122215.39102141207,-5819.780524829146,997.0310000000001
Americas,2020-11-23,1026788511,1156920.1384819397,1173168.8762700737,1170497.8053331212,1159226.672307726,1140583.1080295679,1127533.952138802,1124931.2713035117,53512054.76356182,1114834.4742408711,756664.293
Asia,2020-11-23,4679006159,2097818.7256230186,2784992.6343228896,2641844.656529911,2160401.5821466907,1631725.4555915056,1136598.3368415546,715690.3572414997,2956714.4546872643,57974.79322916206,280248.262
Africa,2020-11-23,1371693397,439499.56847001874,590176.2206452807,505356.30306012504,439499.56847001874,40464.641197108234,-151576.72348130026,-200827.21834329382,6860152.980901681,124730.05419821238,49985.481
Europe,2020-11-23,748005174,830820.3724129748,830983.2726230809,830971.8765984613,830901.5274932608,830820.3724129748,830788.7049614344,830777.2095087732,40710650.353889085,830829.5990589609,359692.256
Oceania,2020-11-23,43198762,-7907.893682813434,-4582.569012732506,-4956.549237455393,-6692.3752751914835,-8702.08227878389,-10124.834138106855,-10985.468637991211,-123262.11776252501,-5869.624655358333,1009.029
Americas,2020-11-30,1026788511,1197942.4329806848,1214769.153546034,1212185.02860532,1200341.1559079327,1181221.9519824444,1167701.1091249888,1165139.1941002812,55397163.669075616,1154107.5764390754,780658.298
Asia,2020-11-30,4679006159,2186538.7659863024,2889255.770274429,2726369.320917699,2249470.2248994852,1702075.0060285034,1201740.8729490878,775656.8621630747,3308650.464003384,64875.49929418401,292210.289
Africa,2020-11-30,1371693397,454539.7438376908,616734.4757010126,528596.7376374966,454539.7438376908,53079.73345047193,-139682.07045729214,-193430.32395623697,7070432.6967551075,128553.32175918377,51990.498
Europe,2020-11-30,748005174,895385.9352709755,895557.7134032927,895546.0550342896,895474.7425880725,895385.9352709755,895354.2505530488,895344.6398036975,43874533.5504434,895398.6438866,394407.265
Oceania,2020-11-30,43198762,-7790.6052042020265,-4412.400359585882,-4757.202396014649,-6543.528021630248,-8601.606654002555,-10044.627153893663,-10885.588689681572,-120302.04450363795,-5728.668785887521,1017.03
Americas,2020-12-07,1026788511,1246115.9661376416,1263491.5073016058,1261020.0323471546,1248559.6582088578,1228931.1368277634,1214989.4192387236,1212574.2123730571,57624360.08201248,1200507.5017085932,810308.289
Asia,2020-12-07,4679006159,2272901.617654919,2989105.0178405126,2799691.092053259,2326714.455909896,1766872.879146924,1263437.1266094975,825053.1611056158,3670180.14638402,71964.3165957651,303570.30199999997
Africa,2020-12-07,1371693397,477494.4679618698,647394.4953771555,553094.7789730463,477494.4679618698,67402.66587900877,-121706.70355681104,-181384.3374202512,7457780.086802082,135596.0015782197,54116.496
Europe,2020-12-07,748005174,957542.1709774353,957722.7646413622,957710.532610686,957637.7600318565,957542.1709774353,957512.2078829001,957503.5189747004,46920359.37362138,957558.3545637017,428318.254
Oceania,2020-12-07,43198762,-7832.373799682768,-4401.217771946047,-4720.068745150813,-6544.013080325037,-8614.872976336645,-10113.833920147541,-10950.663869063523,-120688.2241479767,-5747.058292760795,1021.027
Americas,2020-12-14,1026788511,1296074.9315091681,1314076.7005318806,1311459.7180989345,1298477.6362393987,1278295.2102714663,1263912.4434852065,1261686.570704972,59925472.49494933,1248447.3436447778,842085.307
Asia,2020-12-14,4679006159,2357094.334118044,3067181.9806717886,2885293.7720860397,2413758.1476852023,1828994.3287275515,1315446.9348407444,871588.9528534824,3991184.208764656,78258.5138973462,314176.282
Africa,2020-12-14,1371693397,502216.5554119705,683738.6424865179,576275.3230392819,502216.5554119705,82006.17216399871,-103788.49373175068,-168110.99212884734,7890381.476849058,143461.48139725561,56643.496
Europe,2020-12-14,748005174,1015414.6530630679,1015603.05316623,1015591.0923692979,1015517.7042884753,1015414.6530630679,1015386.4613614782,1015376.3491037859,49756229.99679936,1015433.2652408032,461665.281
Oceania,2020-12-14,43198762,-7762.900373471665,-4230.57943843506,-4575.316877005191,-6438.993741081802,-8554.768863791494,-10072.202495416563,-10906.306852250807,-118756.00379231543,-5655.047799634068,1039.031
Americas,2020-12-21,1026788511,1349533.7722162658,1368491.233746935,1365338.1643000927,1352080.379389165,1331322.1508696503,1316442.5525803163,1314189.5374960431,62399780.9078862,1299995.4355809626,876563.317
Asia,2020-12-21,4679006159,2436918.072878121,3142257.633579509,2970192.86714676,2490023.8842748106,1893148.9547711771,1359607.885286008,912442.4583701106,4255986.847595961,83450.7225018816,324337.28599999996
Africa,2020-12-21,1371693397,531262.3939718755,725913.2092723706,608108.6686129724,531262.3939718755,106284.08642779135,-87495.57982482227,-146960.0596899371,8504614.866896033,154629.36121629152,59526.494999999995
Europe,2020-12-21,748005174,1071693.0601065469,1071890.0933806638,1071877.6023482708,1071801.4114478517,1071693.0601065469,1071666.1115251025,1071654.849019955,52514004.41997734,1071714.3759179048,496521.284
Oceania,2020-12-21,43198762,-7670.738676690228,-4045.7990975105695,-4409.007488818763,-6278.9133053945425,-8463.810339178257,-10002.582583085063,-10825.041419364987,-116328.18343665419,-5539.437306507342,1050.035
Americas,2020-12-28,1026788511,1410318.8693640665,1430082.8921500132,1426377.333762792,1412942.5511447422,1391595.5366385242,1376092.0128377134,1373814.8079121907,65207684.50733992,1358493.4272362483,906969.322
Asia,2020-12-28,4679006159,2514046.340686823,3219909.055767382,3050404.887380875,2561062.5161015606,1949024.8640593437,1392909.8487138723,954475.5818839998,4508823.240387939,88408.29883113607,333856.292
Africa,2020-12-28,1371693397,564396.7288605969,771611.7517863611,644051.6066704764,564396.7288605969,131068.56666912448,-61185.44085693786,-120506.67141436096,9249950.59168877,168180.91984888676,63349.509999999995
Europe,2020-12-28,748005174,1128122.5883414533,1128328.5422549858,1128314.4470267706,1128238.0629763352,1128122.5883414533,1128098.3090125408,1128084.074346342,55279206.52329577,1128147.0719039952,526150.275
Oceania,2020-12-28,43198762,-7620.519570816089,-3914.291319248834,-4293.227104737824,-6206.587610172736,-8405.888452961028,-9992.115709002564,-10812.308616833467,-114770.02263155488,-5465.239172931185,1058.036
Americas,2021-01-04,1026788511,1473713.2926456719,1494947.7681941583,1490923.2970394294,1476590.1699899223,1454753.4780712873,1437996.4938717003,1436373.8143652,68053826.0315607,1417788.0423241812,941895.325
Asia,2021-01-04,4679006159,2584836.086133885,3284515.3552816836,3113268.140793415,2615026.438357068,1984294.2176507406,1411939.1866540937,988518.6517437841,4625980.696436905,90705.50385170404,342392.274
Africa,2021-01-04,1371693397,601756.2880612467,824113.5497649626,686954.8351213251,601756.2880612467,161763.4355762974,-33833.913479526025,-89892.80274289454,10165357.380076911,184824.67963776205,67928.525
Europe,2021-01-04,748005174,1169291.7648323146,1169505.3732400108,1169494.0192451754,1169415.6561360208,1169291.7648323146,1169273.6925061892,1169256.5270832982,57296559.50875381,1169317.5409949757,557845.274
Oceania,2021-01-04,43198762,-7574.877477558183,-3772.268239581471,-4189.935927287476,-6089.3514913272475,-8378.766637566088,-9978.337761205103,-10796.321708725485,-113299.92361445824,-5395.234457831344,1066.037
Americas,2021-01-11,1026788511,1545723.327213475,1566886.5956373902,1563600.0708397727,1549391.9401862752,1526502.8258893152,1509544.5252311598,1507633.537952501,71307788.355781,1485578.924078771,985940.347
Asia,2021-01-11,4679006159,2652509.5400210265,3338202.60917397,3171189.105832928,2677010.673427908,2029353.5683397606,1429526.2890677128,1012353.1847416599,4747513.95248575,93088.50887226962,350012.257
Africa,2021-01-11,1371693397,641193.4266008817,880492.00208324,732143.0703560069,641193.4266008817,196620.44024715066,-4511.674547009125,-60673.85291857998,11209400.001798384,203807.27275997063,73390.52
Europe,2021-01-11,748005174,1206836.8319835246,1207064.2054423357,1207043.3795197948,1206969.1937016707,1206836.8319835246,1206821.340528692,1206801.4669194932,59136179.694211766,1206860.8100859544,593389.279
Oceania,2021-01-11,43198762,-7653.195977271499,-3777.4435935108863,-4208.95103930083,-6125.044642216357,-8430.755552109596,-10063.123917015439,-10886.98974735521,-114412.82459737011,-5448.22974273191,1069.04
Americas,2021-01-18,1026788511,1618823.6455852785,1642424.8002513547,1637082.454263321,1623627.6535799613,1599043.7693071489,1581642.4760454376,1579663.674009146,74590843.4800013,1553975.9058333605,1031440.347
Asia,2021-01-18,4679006159,2712521.4914636016,3387573.452810403,3238074.3277532845,2725051.015016584,2058229.7672264006,1451908.4456878635,1016799.2288882552,4860237.808534595,95298.78055950187,358340.255
Africa,2021-01-18,1371693397,680178.5448530313,919671.1067213429,777362.6468356961,680178.5448530313,230568.31622825222,21353.550020460363,-34162.62971366174,12089991.790186523,219818.03254884586,79630.53
Europe,2021-01-18,748005174,1248747.9434056026,1248987.6419805991,1248964.4947093383,1248886.866392477,1248747.9434056026,1248731.869899516,1248714.3471004025,61189733.879669726,1248770.0791769333,630424.284
Oceania,2021-01-18,43198762,-7522.2726784799115,-3563.3839202069116,-3975.1310873375746,-5923.257186982706,-8285.553047273786,-9906.940124404657,-10753.862911012275,-111056.22558028199,-5288.391694299142,1072.0430000000001
Americas,2021-01-25,1026788511,1680403.4206881272,1707275.9716488488,1699338.402774543,1685519.3754679523,1660869.7725043597,1643204.6868817757,1640212.622366351,77339124.20422159,1611231.7542546166,1080085.356
Asia,2021-01-25,4679006159,2764343.157295404,3435240.3438888285,3291568.6035961006,2781417.1877160883,2095854.0282621074,1473838.3549787963,1025000.0586248701,4977050.16458344,97589.2189134008,366253.265
Africa,2021-01-25,1371693397,713279.8328088206,944626.9264427841,816002.1766882057,713279.8328088206,258186.84307980214,43223.36489471237,-7469.895314044522,12652188.57857466,230039.7923377211,85953.546
Europe,2021-01-25,748005174,1286281.2568611214,1286531.78952221,1286508.636509968,1286426.6883088415,1286281.2568611214,1286266.1640593915,1286248.9726899115,63028766.065127686,1286301.348267912,669588.304
Oceania,2021-01-25,43198762,-7596.485609688048,-3545.893875091873,-4000.432258180518,-5934.371597456135,-8319.04131804579,-9957.852203779716,-10832.251482159247,-112095.62656319384,-5337.886979199707,1074.045
Americas,2021-02-01,1026788511,1734842.726350142,1764278.4752587532,1754654.5726648518,1740026.122604138,1715513.8374839032,1698215.5351340205,1693890.8770921268,79754496.81943187,1661552.0170714974,1129314.354
Asia,2021-02-01,4679006159,2812834.8869751524,3480817.5493691703,3334161.657369765,2837465.0739140846,2134775.0389849897,1484519.1811153037,1033321.2349049738,5049602.909063863,99011.82174635027,374423.266
Africa,2021-02-01,1371693397,741791.810390322,972030.3574658915,849330.6856252968,741791.810390322,276717.16750809905,59270.67293288487,13211.471907716763,13006983.512587566,236490.60931977394,91477.55399999999
Europe,2021-02-01,748005174,1312326.8366845918,1312587.7181872155,1312565.1606816773,1312478.8148126306,1312326.8366845918,1312316.541341355,1312294.4961828215,64304753.44441247,1312341.907028826,706640.291
Oceania,2021-02-01,43198762,-7479.710078760718,-3356.7843883864275,-3835.375920073499,-5789.202824493031,-8177.313556969754,-9845.318490371073,-10722.086872867592,-109113.1090255273,-5195.862334548919,1077.048
Americas,2021-02-08,1026788511,1777876.5275565132,1808301.7211755747,1799113.9966882765,1782997.6933505884,1758164.9638277465,1741725.938811826,1736197.176738682,81635123.83464216,1700731.7465550448,1175053.341
Asia,2021-02-08,4679006159,2861109.8399385563,3522614.8965746593,3376003.600860456,2888359.54673116,2162160.9600919145,1498338.016408969,1045649.212360348,5085377.8535442855,99713.29124596641,381129.25899999996
Africa,2021-02-08,1371693397,768221.7039022963,992221.0578157037,879355.382978852,768221.7039022963,294409.86297222314,73381.68873217177,20522.495782800674,13244417.613267139,240807.59296849344,95533.571
Europe,2021-02-08,748005174,1333566.1500330672,1333833.7186176626,1333809.146043457,1333722.4924812028,1333566.1500330672,1333557.2805756426,1333531.230324481,65345254.173697256,1333576.6157897399,739970.287
Oceania,2021-02-08,43198762,-7484.194273033661,-3293.765018123332,-3738.917073670161,-5754.988332740338,-8147.664433327288,-9857.689596745915,-10724.079774679783,-108437.09148786074,-5163.671023231464,1080.051
Americas,2021-02-15,1026788511,1817857.036172677,1849259.6745426736,1840764.8895125433,1823261.9626554772,1797656.8492637433,1781205.9864892736,1775604.320106058,83380863.64985242,1737101.3260385923,1217580.336
Asia,2021-02-15,4679006159,2911256.179510922,3563759.7036356195,3422934.0812185574,2934967.1713067973,2191021.4734815084,1515092.9610224438,1054252.1645439903,5182652.848024709,101620.64407891587,387122.274
Africa,2021-02-15,1371693397,794700.4030315274,1009843.8301743353,911678.7982743428,794700.4030315274,315275.9348535338,85045.84910236589,30988.877668912988,13467103.937816767,244856.43523303216,98943.565
Europe,2021-02-15,748005174,1352281.7170814336,1352561.3464859182,1352530.2475172253,1352444.6090863359,1352281.7170814336,1352272.5184316612,1352244.405299463,66262152.40298204,1352288.8245506538,768881.302
Oceania,2021-02-15,43198762,-7588.774190193675,-3283.4797656304854,-3741.759257498548,-5807.682389192766,-8182.124177736834,-9990.7615916772,-10818.373837564726,-109637.07395019419,-5220.813045247342,1081.052
Americas,2021-02-22,1026788511,1853969.2520782624,1886242.225493817,1878121.0572898183,1859430.6093734463,1833227.8681065056,1816218.8752592723,1810987.7514936216,84940765.06506272,1769599.2721888064,1253834.351
Asia,2021-02-22,4679006159,2965856.542941654,3608442.7743088207,3464138.6666318187,2976396.4124195836,2234276.936154939,1533715.5509477993,1068982.561726889,5236289.692505132,102672.34691186534,393142.281
Africa,2021-02-22,1371693397,819246.6293252391,1025975.4849064294,936653.8586413034,819246.6293252391,332162.24936975096,102162.44674703102,42323.386492701145,13651831.09569973,248215.1108309042,101669.554
Europe,2021-02-22,748005174,1366518.4877008267,1366807.1361732362,1366775.7200924417,1366684.4367759682,1366518.4877008267,1366510.531404048,1366478.9091771557,66959595.965600155,1366522.3666449012,793515.331
Oceania,2021-02-22,43198762,-7589.81367432697,-3191.920390334103,-3563.4720538276647,-5736.774219362324,-8146.445155057956,-9972.836157267704,-10791.799616047445,-108838.55641252764,-5182.788400596554,1085.056
Americas,2021-03-01,1026788511,1896381.4198039772,1929620.9580608066,1921151.6161258686,1902342.7692586628,1875508.2961433455,1857338.0283301994,1852541.5174661237,86801252.43141247,1808359.4256544264,1290899.358
Asia,2021-03-01,4679006159,3029927.525423322,3654873.97664626,3526801.143966608,3029927.525423322,2276612.0680606095,1557608.7941622832,1088170.8812792287,5426347.745214085,106398.97539635461,399863.31
Africa,2021-03-01,1371693397,844686.1466370133,1051002.1859758322,963641.4105041305,844686.1466370133,348702.546838277,121010.51708542794,56689.2568774057,13926881.524455639,253216.02771737525,104019.552
Europe,2021-03-01,748005174,1380204.9451938686,1380505.439618043,1380471.5252196123,1380376.8257826155,1380204.9451938686,1380195.5807499639,1380164.8431433188,67630263.34636337,1380209.4560482318,815507.329
Oceania,2021-03-01,43198762,-7584.236502762432,-3042.829273804634,-3482.149666257193,-5657.363420354616,-8157.133164551687,-9972.0854390723,-10710.123311810608,-107702.41099207714,-5128.68623771796,1090.054
Americas,2021-03-08,1026788511,1936294.6694931334,1970286.9307107262,1961528.648557434,1942165.1005934586,1914461.10674216,1896430.4185900318,1891099.636963638,88529701.7466344,1844368.7863882165,1325546.355
Asia,2021-03-08,4679006159,3090214.1125517245,3703738.7368746996,3590505.763598318,3090214.1125517245,2324875.1912224744,1575297.8579980717,1105165.1513038252,5623733.477923037,110269.28388084387,405657.336
Africa,2021-03-08,1371693397,870608.1732478482,1084030.350949992,992139.7946496566,870608.1732478482,360679.07959199755,142042.74657162986,72298.89023631038,14202481.953211548,258226.94460384635,106089.54299999999
Europe,2021-03-08,748005174,1397838.9529520378,1398150.9659764061,1398114.3753236742,1398015.7552470919,1397838.9529520378,1397829.0063628142,1397800.4255545896,68494241.60712656,1397841.6654515625,837298.336
Oceania,2021-03-08,43198762,-7506.775545676986,-2795.1111411529328,-3331.877595479866,-5405.365275203834,-8046.98839328517,-9937.497572415294,-10528.714241705184,-106272.26557162663,-5060.584074839364,1094.058
Americas,2021-03-15,1026788511,1974799.0420237377,2009539.538597589,2000593.4370883205,1981422.976221076,1952260.0510390862,1933581.0458987786,1928620.7453044914,90195693.4618563,1879076.9471220064,1359111.376
Asia,2021-03-15,4679006159,3159973.4087909004,3758243.647456868,3658295.30199059,3159973.4087909004,2366950.969793908,1595830.9808736162,1122395.0870247835,5860759.470631989,114916.85236533312,411464.333
Africa,2021-03-15,1371693397,896637.8075308114,1115892.3374422544,1021222.6983547092,896637.8075308114,375902.1724933259,159748.70944607555,91553.60311605709,14449130.381967457,262711.4614903174,108084.55
Europe,2021-03-15,748005174,1419679.1571348538,1420005.3663599798,1419963.3863362777,1419863.1646503187,1419679.1571348538,1419667.2856154498,1419642.560442568,69564255.06788976,1419678.674854893,858687.347
Oceania,2021-03-15,43198762,-7395.348947346955,-2507.140974790032,-3146.195051185422,-5210.695017453964,-7850.516218837367,-9876.220850493386,-10312.38323222212,-104317.12015117612,-4967.481911960767,1104.061
Americas,2021-03-22,1026788511,2014465.2674004456,2049812.418736728,2041772.4157570316,2021853.9078549636,1992045.7525799868,1972128.7248491046,1967719.5023418872,91926388.37707825,1915133.0911891304,1394050.399
Asia,2021-03-22,4679006159,3234600.7337733377,3830633.432877772,3737878.1053879987,3234600.7337733377,2408470.0588797415,1625730.4951262677,1140972.740734688,5993652.243405045,117522.59300794207,420334.334
Africa,2021-03-22,1371693397,922382.9704769979,1147712.2627037705,1053220.8899187779,922382.9704769979,390875.7766865636,182689.6465398278,103657.38244657264,14701828.810723366,267305.9783767885,110161.597
Europe,2021-03-22,748005174,1446673.3820140744,1447015.9742295325,1446970.2658888428,1446863.7792564093,1446673.3820140744,1446660.6799087522,1446637.6111736158,70886990.92865297,1446673.2842582238,880717.362
Oceania,2021-03-22,43198762,-7320.53423165104,-2447.6266759625328,-2999.404440292993,-5075.918438949999,-7774.380279959116,-9836.280405357054,-10143.234693598373,-103374.17473072563,-4922.579749082172,1115.065
Americas,2021-03-29,1026788511,2053876.9203064584,2090146.5660234438,2082535.2119516954,2062147.5244558346,2031204.6624672376,2010333.4449186444,2006295.058883035,93611689.6923002,1950243.535256254,1432481.407
Asia,2021-03-29,4679006159,3321094.274609211,3943611.1181438705,3844386.422549581,3321094.274609211,2476326.3524702424,1669714.6852939224,1180699.545075864,6250057.8361781,122550.15365055099,428236.33999999997
Africa,2021-03-29,1371693397,949395.9561810523,1180583.0760031624,1086406.3264271873,949395.9561810523,408383.3558005274,202937.90031611346,110995.1473581763,14957948.239479275,271962.6952632596,112223.601
Europe,2021-03-29,748005174,1476114.367168938,1476470.3702628221,1476424.9434576377,1476311.5065523973,1476114.367168938,1476102.099051151,1476079.7490171276,72329572.94941616,1476113.7336615543,904786.351
Oceania,2021-03-29,43198762,-6849.798769389235,-2320.596772782569,-2853.2076170617265,-4740.0754282997195,-7614.633662843575,-9697.584945184044,-9870.258147062596,-101410.62931027514,-4829.077586203578,1131.067
Americas,2021-04-05,1026788511,2099816.759313324,2137078.4641199545,2129179.3607566776,2108616.9749802826,2076556.7189720306,2054878.191276112,2051458.4973187915,95560776.1378447,1990849.5028717646,1469070.421
Asia,2021-04-05,4679006159,3454223.9110696767,4091501.3566674856,3950769.3592959843,3454223.9110696767,2573654.186653212,1745984.234444748,1234556.9458658297,6679360.799273736,130967.85880928895,438775.344
Africa,2021-04-05,1371693397,979546.3471471985,1213117.999468521,1122866.731555781,979546.3471471985,433852.8314492117,225629.21157550046,145073.3015341258,15352744.57361153,279140.81042930053,114079.616
Europe,2021-04-05,748005174,1505503.0209071806,1505990.1980200906,1505945.504462379,1505798.4560308547,1505503.0209071806,1505394.8744328995,1505358.2107691006,73752630.46749175,1505155.723826362,928358.361
Oceania,2021-04-05,43198762,-6774.856406938575,-2324.9133997940235,-2604.2863600007463,-4648.773474656724,-7634.204122794597,-9690.632158592132,-9875.148820423903,-102874.63163176012,-4898.791982464767,1149.064
Americas,2021-04-12,1026788511,2146731.328653182,2185345.8372628945,2177474.802215774,2156236.588666337,2123063.3026103773,2100717.0875949836,2097673.034479705,97520265.78338921,2031672.2038206086,1515056.438
Asia,2021-04-12,4679006159,3614859.6426821575,4276917.150656543,4153439.1960076243,3614859.6426821575,2701358.152832785,1825151.002422434,1302067.3932266687,7100126.362369373,139218.16396802693,453871.355
Africa,2021-04-12,1371693397,1012169.6255918861,1251426.9786723494,1158028.3674745858,1012169.6255918861,461918.22398917144,248787.61707121425,183689.43986659925,15758716.907743782,286522.1255953415,115971.632
Europe,2021-04-12,748005174,1534189.4926575846,1534887.1317913122,1534835.56574819,1534584.9785128955,1534189.4926575846,1533992.3658128837,1533904.4876526974,75143951.66556732,1533550.0339911699,953956.346
Oceania,2021-04-12,43198762,-6576.938168916788,-1957.204486722629,-2193.626337633576,-4343.418903094677,-7484.199432406882,-9418.477436764726,-9678.990400206585,-99609.43395324511,-4743.306378725958,1153.068
Americas,2021-04-19,1026788511,2195940.9821226997,2235821.9470583117,2228840.0928724767,2205890.344401312,2171713.3611607333,2148321.1626074063,2144693.7967785844,99565667.42893371,2074284.7381027858,1556239.433
Asia,2021-04-19,4679006159,3780597.792396166,4470053.020028664,4402597.630185449,3780597.792396166,2879448.908810157,1962905.17250997,1396991.7140026712,7594037.14546501,148902.68912676492,473885.391
Africa,2021-04-19,1371693397,1043270.6415563783,1289973.9391044832,1186207.6636241693,1043270.6415563783,487478.4395092265,270599.200260122,210793.26777211722,16157286.241876036,293768.8407613825,118195.651
Europe,2021-04-19,748005174,1563782.841444634,1564780.9266826045,1564679.1017062082,1564290.7144639762,1563779.799147271,1563484.027887169,1563391.4098813015,76578059.6636429,1562817.5441559774,978077.373
Oceania,2021-04-19,43198762,-6428.296587774291,-1400.2544525006617,-1975.6237840105105,-4031.0452863658106,-7403.43157506676,-9159.770604750784,-9566.883809151293,-97541.23627473011,-4644.820774987148,1175.069
Americas,2021-04-26,1026788511,2244944.9253270472,2285616.699726882,2278594.419547112,2255725.407785157,2219534.6578336842,2196168.0560650094,2191722.8595803888,101541697.87447822,2115452.0390516296,1595967.429
Asia,2021-04-26,4679006159,4020682.5748701985,4836897.656646391,4745114.327434102,4088729.9671517485,3159689.894456063,2309754.526940082,1545306.5432125549,8097113.648560646,158766.93428550288,503048.399
Africa,2021-04-26,1371693397,1074262.2528194557,1328341.558279618,1221110.3194851321,1074262.2528194557,506254.8412733235,293804.78257388255,237278.76482820738,16557912.576008288,301052.95592742343,120426.684
Europe,2021-04-26,748005174,1590618.8890907308,1591725.0826802165,1591607.1059595572,1591210.5937349875,1590561.1124925767,1590201.9556495107,1590099.1399608618,77878490.76171847,1589356.9543207851,1000603.373
Oceania,2021-04-26,43198762,-6209.018428699507,-779.7874091955108,-1619.1853042223972,-3650.614709412496,-7104.824807676428,-8880.114466193609,-9386.74821260662,-93662.83859621508,-4460.135171248337,1190.07
Americas,2021-05-03,1026788511,2284656.910927306,2326736.9390115235,2319893.4376199576,2295989.554140412,2258778.895074085,2235802.8740932564,2230031.4012155766,103086470.80260338,2147634.8083875705,1634511.431
Asia,2021-05-03,4679006159,4372719.7632906595,5337981.20713308,5174965.320689082,4492386.205926343,3493089.3488557073,2615463.997018555,1705506.64572337,8641977.906494992,169450.54718617632,539112.399
Africa,2021-05-03,1371693397,1105062.7961040654,1365845.1202792581,1253744.6060911694,1105062.7961040654,526324.3705468985,314867.4529739489,261176.0993393851,17013788.4563771,309341.6082977655,122552.689
Europe,2021-05-03,748005174,1607707.9332051864,1608980.1362181387,1608780.4839522424,1608318.7873386997,1607597.1060708899,1607152.5973034406,1606930.6294762325,78697964.95732094,1606080.9174963457,1019936.3859999999
Oceania,2021-05-03,43198762,-5954.6488362449545,-255.98300078406803,-1274.2940517712884,-3220.657584989767,-6715.2217259800045,-8575.702023295733,-9148.413267951262,-88544.00930479687,-4216.3813954665175,1202.075
Americas,2021-05-10,1026788511,2323867.8180008903,2369821.094460884,2361862.5386527386,2336033.876044332,2297734.2507768814,2274745.9422188834,2268098.708048338,104594207.73072854,2179045.994390178,1669664.43
Asia,2021-05-10,4679006159,4780166.374835103,5857890.092722648,5661628.302832386,4918431.957440897,3804406.8211631384,2797604.7304028454,1863937.2962272249,9188094.724429337,180158.72008684976,578034.387
Africa,2021-05-10,1371693397,1135162.5847003157,1398803.2714321415,1282522.62778086,1135162.5847003157,552083.6575464264,337555.0920241127,278474.3168989273,17483656.336745914,317884.6606681075,124743.689
Europe,2021-05-10,748005174,1623515.0565699441,1624818.8766196927,1624714.0005915351,1624144.5706512292,1623328.705470361,1622851.3945104962,1622524.9805458272,79456497.8529234,1621561.180671906,1036540.393
Oceania,2021-05-10,43198762,-5870.698324784959,66.72028136690213,-1007.3086816529473,-2981.570423856955,-6604.575397464594,-8518.371313907714,-9085.70115970865,-87431.98001337865,-4163.427619684698,1209.075
Americas,2021-05-17,1026788511,2363349.824709475,2413750.763598972,2402845.823188972,2375775.111335931,2336898.606691534,2314211.403108196,2306109.625241976,106072212.6588537,2209837.7637261185,1703358.433
Asia,2021-05-17,4679006159,5195277.052649473,6426714.040854478,6223025.561117679,5415153.773782996,4136691.2041320284,2973338.301729547,1983357.3826334893,9732536.702363683,190834.0529875232,617301.377
Africa,2021-05-17,1371693397,1164804.4926277476,1434537.6029610706,1318236.643702193,1164804.4926277476,576852.4651012005,361453.2511823701,296358.9591789685,17952281.217114724,326405.11303844955,126565.705
Europe,2021-05-17,748005174,1635950.7853005247,1637297.4901385154,1637100.9301484334,1636473.8750658059,1635639.8431749751,1635080.250048731,1634661.37152266,80041002.34852587,1633489.8438474666,1050372.358
Oceania,2021-05-17,43198762,-5722.511219407712,602.9839580059329,-597.1181152630519,-2727.7490501582183,-6395.942502004375,-8395.273474985708,-9125.476959887186,-84988.55072196045,-4047.0738439028783,1225.077
Americas,2021-05-24,1026788511,2400813.95880747,2454948.835698577,2441770.2217126093,2413880.43117024,2374262.324132976,2351319.149378662,2342099.5857415292,107457917.58697885,2238706.616395393,1735414.436
Asia,2021-05-24,4679006159,5575871.814669464,6905952.679165472,6775565.828058695,5863688.0973926075,4427186.943335892,3101131.5895313434,2089302.318404388,10247915.820298027,200939.52588819663,655948.391
Africa,2021-05-24,1371693397,1195120.658601548,1467843.0364126158,1352438.5520739194,1195120.658601548,606575.9190735575,388045.2363148683,314605.5577154485,18454775.097483538,335541.3654087916,128674.735
