iso3c,date,population,estimated_daily_excess_deaths,estimated_daily_excess_deaths_ci_95_top,estimated_daily_excess_deaths_ci_90_top,estimated_daily_excess_deaths_ci_50_top,estimated_daily_excess_deaths_ci_50_bot,estimated_daily_excess_deaths_ci_90_bot,estimated_daily_excess_deaths_ci_95_bot,estimated_daily_excess_deaths_raw_estimate,daily_excess_deaths,daily_covid_deaths
PHL,2020-09-28,111046910,56.52020819724533,622.8963150859355,568.6229073785189,339.45237540416264,56.52020819724533,56.52020819724533,53.51512832435531,193.03325119515966,56.52020819724533,54.571
PLW,2020-09-28,18174,-0.025427327363880113,0.011127090565499957,0.006025692928319976,-0.0036904618732800363,-0.025427327363880113,-0.027261939414059994,-0.03202248349949999,-0.025427327363880113,NA,0
PNG,2020-09-28,9119005,-1.9337228541207698,9.262635347293346,7.771687604748539,1.935506075548506,-4.572811049467171,-9.679794991444204,-13.062446945680657,-1.9337228541207698,NA,0
POL,2020-09-28,37797000,80.41264044948157,131.30866747203063,125.40377029385954,107.3813760281401,80.41264044948157,64.29738722972994,59.20080573243008,86.49830636816992,80.41264044948157,21.286
PRK,2020-09-28,25670000,16.064927493299912,81.80598437089985,73.49017708950001,47.82885175260011,16.006495385699928,0.7715524085998963,-4.448121986499979,16.064927493299912,NA,NA
PRT,2020-09-28,10167923,28.854494382022857,30.6800076774536,29.40425119022666,28.854494382022857,17.889353638402188,12.12457699290276,11.347176035071753,20.18657184090855,28.854494382022857,5.286
PRY,2020-09-28,7219641,19.02808205472297,85.395424096897,81.06097674890358,54.365846538444806,19.02808205472297,19.02808205472297,19.02808205472297,34.652734468093065,19.02808205472297,20.286
PSE,2020-09-28,5222756,23.569513317821198,43.31880676697721,38.05013031157786,28.06528220805232,17.549004997905957,10.701456395888703,8.36526410383974,23.569513317821198,NA,4.857
PYF,2020-09-28,282534,0.26863410844496,0.26863410844496,0.26863410844496,0.26863410844496,-0.4372072835054415,-0.4372072835054415,-0.45701004635999926,-0.4372072835054415,0.26863410844496,NA
QAT,2020-09-28,2930524,1.1531856972179566,30.856941702976943,28.877107382028697,4.476119282202401,0.20453967365071338,0.20453967365071338,0.20453967365071338,0.20453967365071338,1.1531856972179566,0.429
ROU,2020-09-28,19127772,86.28166131620887,130.32615026805675,126.68412722295224,109.12335643678693,86.28166131620887,80.20777592214768,77.51455234222448,99.8440381263848,86.28166131620887,41.429
RUS,2020-09-28,145912022,1122.2024044352368,1384.077983714489,1284.8513229651073,1140.628711211194,869.1019399624073,490.43220441826253,386.79224487786547,1022.2465071820988,1122.2024044352368,125.571
RWA,2020-09-28,13276517,1.7575020390145504,26.81813471190993,24.004864126279802,6.884441901132082,-13.157582243289266,-25.41369588606721,-29.158665435887208,1.7575020390145504,NA,0.286
SAU,2020-09-28,35340680,533.3317917153546,1100.3209076791882,969.5028584657753,634.6556926067351,187.26250498051925,80.7709718216692,72.60896508639368,533.3317917153546,NA,28.571
SDN,2020-09-28,44909351,219.2421998824939,571.439021565134,445.2853605052378,247.99554658829663,53.53118517850065,-7.713441957579282,-24.965024689507157,219.2421998824939,NA,0
SEN,2020-09-28,17196308,-17.511486232101,34.180845358573904,24.293138673986117,8.460525928368224,-17.511486232101,-32.47487324209222,-40.17268667873318,-17.511486232101,NA,1
SGP,2020-09-28,5896684,0.3783376885545,10.5058327094166,8.056744840876704,0.6204602352127667,-1.4307859116026311,-3.4653364232078125,-5.048496894982926,-0.05224745064834089,0.3783376885545,0
SHN,2020-09-28,6095,-0.00801373482935001,0.009838792860949996,0.008109766491300017,0.0033513315444499772,-0.00801373482935001,-0.012343136143600003,-0.01473083167060001,-0.00801373482935001,NA,NA
SLB,2020-09-28,703995,-0.2569391812149034,0.7161491850370497,0.5528894357605533,0.010415810183551456,-0.4642285166590494,-0.8157492008455531,-0.964354386043506,-0.2569391812149034,NA,0
SLE,2020-09-28,8141343,-9.698883682687505,7.378510640193637,4.495755034991871,-3.321849903016058,-12.251703384298143,-18.411795529769407,-20.983016294828765,-9.698883682687505,NA,0
SLV,2020-09-28,6518500,26.47372752218489,42.70591813676497,39.924537481399966,29.669724605585007,14.714813728285009,5.921381281549993,4.611395752739982,26.47372752218489,NA,2.714
SMR,2020-09-28,34010,-0.08107297349789468,0.14641943639780028,0.11566186439299996,0.06696551790939996,-0.08107297349789468,-0.08107297349789468,-0.08107297349789468,0.05942803125339985,-0.08107297349789468,0
SOM,2020-09-28,16359500,-0.581004207005048,31.591402158289956,24.741592312154992,-0.2846178367449659,-25.332337292649978,-43.60710203387499,-47.16965390860014,-0.581004207005048,NA,0.143
SRB,2020-09-28,6908224,26.393885651900067,26.393885651900067,26.393885651900067,26.393885651900067,14.185939818137006,7.696612421950094,6.173385919866266,21.333460138069135,26.393885651900067,0.714
SSD,2020-09-28,11381377,13.795952633546584,37.65543490053859,32.20024723570602,16.164718679923414,-7.2452540538058035,-22.703402509034138,-27.90158331634788,13.795952633546584,NA,0
STP,2020-09-28,223364,-0.13341713091568067,0.4545344846880423,0.3981913691169574,0.14255588805084,-0.13341713091568067,-0.287124448797398,-0.35118915733467954,-0.13341713091568067,NA,0
SUR,2020-09-28,591798,0.9522241565324255,2.6117365153641074,2.465870434305113,1.7715918398815196,0.8948817532088932,0.30029426599206416,0.22942098136056008,0.9522241565324255,NA,0.714
SVK,2020-09-28,5460726,21.191853932585854,21.191853932585854,21.191853932585854,21.191853932585854,9.621270122257867,6.3379494204880125,5.233417164236845,11.04751548085845,21.191853932585854,0.714
SVN,2020-09-28,2078723,3.6444221508852714,5.080346316371943,4.877657083512932,3.825854779740828,2.651882225131795,2.006563976692555,1.7476033172661458,2.723085513965539,3.6444221508852714,1
SWE,2020-09-28,10160159,-7.399827447833272,10.974575704301344,8.567547980654616,3.724273948108956,-7.399827447833272,-7.399827447833272,-7.399827447833272,3.0088127219976193,-7.399827447833272,2.143
SWZ,2020-09-28,1172369,2.528910159133368,6.262886631058282,5.485893296529138,3.897912123551829,1.0773960438366394,-0.33613989285018847,-0.7419963847730513,2.528910159133368,NA,0.571
SXM,2020-09-28,43421,-0.001148778107540114,0.1300242986972301,0.1172331681358599,0.05405889402661988,-0.011321463013840058,-0.032120095092820045,-0.047750708949230065,-0.001148778107540114,NA,NA
SYC,2020-09-28,98910,-0.35409137725042333,0.06812734156829996,0.04196895609690042,-0.03495891459059997,-0.35409137725042333,-0.35409137725042333,-0.35409137725042333,-0.05683619732490035,-0.35409137725042333,0
SYR,2020-09-28,18275704,20.97103406704636,73.78363385634457,62.04455174438073,37.14393794064796,11.29532809832641,0.21924356925076377,-5.34332514694768,20.97103406704636,NA,2.714
TCA,2020-09-28,39226,-7.677940336011281e-5,0.0956656377611,0.08597058353422043,0.04801330260980018,-0.012413338359400098,-0.03494893228969993,-0.0482845660901999,-7.677940336011281e-5,NA,NA
TCD,2020-09-28,16914985,11.79590379848807,40.33336156427246,31.86476183937235,11.79590379848807,-16.384305762799826,-38.710371459920175,-42.23550490972539,11.79590379848807,NA,0.571
TGO,2020-09-28,8478242,-0.5882411168705022,13.70848475063561,8.813987165793579,-0.5882411168705022,-11.295681529377047,-19.619553055559766,-22.031245627116313,-0.5882411168705022,NA,0.857
THA,2020-09-28,69950844,-24.25792688525373,67.9413192373467,41.62985977988861,41.62985977988861,-24.25792688525373,-34.84285116045128,-42.26056177169687,41.62985977988861,-24.25792688525373,0
TJK,2020-09-28,9749625,68.2648277990125,68.2648277990125,68.2648277990125,68.2648277990125,23.990851246961192,14.255150661386264,8.180794316962483,27.004003369537568,68.2648277990125,0.286
TKL,2020-09-28,1368,-3.350359634400043e-4,0.0016493855479200045,0.0012657021638400015,2.4899512464000666e-4,-4.189119969599957e-4,-0.0011062996984800056,-0.0015801793171199994,-3.350359634400043e-4,NA,NA
TKM,2020-09-28,5942000,7.735598760839912,21.308939189680075,19.62244123538001,13.38617925341999,6.806647931460002,3.4227518397999943,2.8188036322800327,7.735598760839912,NA,NA
TLS,2020-09-28,1343875,-0.3545806527412547,2.343503060632492,1.7211898786062525,0.4325071932350015,-0.5500264145512554,-1.3750067647712543,-1.542103362507506,-0.3545806527412547,NA,0
TON,2020-09-28,106759,-0.005868620164070251,0.1045892685172396,0.08825552798482006,0.01589903816863008,-0.04456093116177972,-0.08563393903455992,-0.11411523103017969,-0.005868620164070251,NA,NA
TTO,2020-09-28,1403374,3.485294485439185,7.966401829993525,7.017684293729755,5.137656854736715,2.3572726667681847,0.7251341377460648,0.5712120493585767,3.485294485439185,NA,1
TUN,2020-09-28,11935764,41.503026634384284,49.35050585220334,45.66837243033929,41.503026634384284,29.703402804723414,17.998650981353144,15.058445485232566,34.25389468736212,41.503026634384284,7.143
TUR,2020-09-28,85042736,337.3028267027574,652.2184167859941,506.6899490154103,366.8018327057483,252.09026546153046,145.74884666623123,123.89431009117091,337.3028267027574,NA,69.714
TUV,2020-09-28,11925,-0.002072580621750046,0.015464544871499926,0.012337418492999989,0.0036157914134999566,-0.0035047949445000085,-0.007578465932249963,-0.00889620156675001,-0.002072580621750046,NA,NA
TWN,2020-09-28,23855008,3.965266816157167,22.276305517167277,5.567387206175313,3.965266816157167,-14.435216152934693,-18.858882872702722,-20.21319417698372,-8.36998638020329,3.965266816157167,0
TZA,2020-09-28,61498438,36.830428083254176,107.90811369976139,80.31240114879132,36.830428083254176,-52.499995161621364,-107.04039287901927,-139.3464909608176,36.830428083254176,NA,0
UGA,2020-09-28,47123533,-23.597693952794707,43.675504090389886,25.22940707227727,-22.47007681657868,-69.30626417816966,-125.86932083065098,-134.94047794072964,-23.597693952794707,NA,1.714
UKR,2020-09-28,43466822,225.78081298444468,403.6855821868988,383.51468520804195,298.71183959067974,225.78081298444468,215.56124742181916,196.61734189174913,254.5298236295224,225.78081298444468,61.429
URY,2020-09-28,3485152,-8.625568474083433,9.532116139631356,6.347815076521621,1.4393959708796706,-8.625568474083433,-8.625568474083433,-8.625568474083433,-3.983969224361288,-8.625568474083433,0.143
USA,2020-09-28,332915074,980.7604395603729,1762.3389576153786,1312.6523134300724,1111.1506309647023,980.7604395603729,802.1229925454743,608.388671521022,993.6542813592365,980.7604395603729,765.429
UZB,2020-09-28,33935765,71.21336685088166,184.3386621423829,170.44181841494645,120.70580081744775,71.21336685088166,69.94632568211621,62.8386826387405,110.55921307254181,71.21336685088166,3.286
VAT,2020-09-28,812,8.432236330000008e-4,0.0024271119698000003,0.0022290161087599927,0.0015358055050800042,4.108337954000026e-4,-1.516428675999988e-4,-3.1387562807999803e-4,8.432236330000008e-4,NA,0
VCT,2020-09-28,111269,0.007295842681289747,0.322489976885082,0.29772113919890053,0.1427861467595801,-0.020722034227229923,-0.10802138835893015,-0.13788881307883952,0.007295842681289747,NA,0
VEN,2020-09-28,28704947,97.10819902527535,175.0299224904156,144.39893755874732,97.10819902527535,37.109390067624474,7.354057007477681,-6.26786870218501,97.10819902527535,NA,8.429
VGB,2020-09-28,30423,-8.158751913300861e-4,0.09044822001261009,0.07663428387662997,0.03618315391649987,-0.009108868896360043,-0.027110731165679986,-0.04233218313743997,-8.158751913300861e-4,NA,NA
VNM,2020-09-28,98168829,45.041291028414776,95.35288657247236,71.27618707439501,45.041291028414776,-29.34538520972792,-63.256593821051894,-71.51265320462582,45.041291028414776,NA,0
VUT,2020-09-28,314464,-0.15859550332544156,0.24559900662975873,0.17787731945823845,-0.049615023006718675,-0.21958230243039933,-0.399939374930241,-0.436320092447041,-0.15859550332544156,NA,0
WLF,2020-09-28,11094,-0.002161194848760034,0.012794542014960029,0.009796796108520009,0.0025503859034400086,-0.003077464838820024,-0.007280144507460035,-0.009917523013439988,-0.002161194848760034,NA,NA
WSM,2020-09-28,200144,0.026123039055679406,0.2511796192079998,0.23177768786816053,0.08546199036143864,-0.04904353794143983,-0.09891138695984071,-0.12350783165840001,0.026123039055679406,NA,0
YEM,2020-09-28,30490639,78.54710709510404,145.5183311932124,134.84062009643233,93.92904813561609,43.189307153186434,18.674188825077948,5.605385657878921,78.54710709510404,NA,0.143
ZAF,2020-09-28,60041996,-69.07312348667986,401.0492087702665,364.10380273621166,216.4647014867342,-69.07312348667986,-69.07312348667986,-69.07312348667986,160.40590651187108,-69.07312348667986,84.857
ZMB,2020-09-28,18920657,3.6380162479043014,60.36554294866289,51.293949374675414,19.08525555271242,-5.095519487778044,-20.40867434024384,-25.53207663262295,3.6380162479043014,NA,0.143
ZWE,2020-09-28,15092171,14.937569969631872,46.137023615750316,44.13829421319099,19.658834203739527,-10.03689679815317,-28.853784812924285,-33.54453509201733,14.937569969631872,NA,0.429
ABW,2020-10-05,107195,0.49226150749511294,0.49226150749511294,0.49226150749511294,0.49226150749511294,-0.02371965830905004,-0.07706095797124977,-0.12992601168744997,0.10283061131639969,0.49226150749511294,NA
AFG,2020-10-05,39835428,84.10316162729936,169.4363540316519,163.66797173442126,127.70799230383464,84.10316162729936,48.651530458861245,36.89415487400879,84.10316162729936,NA,1.429
AGO,2020-10-05,33933611,17.20579686824794,48.79440735594301,31.45501284317972,17.20579686824794,-48.08291149335913,-79.75719959812334,-96.95997569632043,17.20579686824794,NA,3.286
AIA,2020-10-05,15125,-4.992413112500442e-4,0.047231251622500116,0.041040687586250124,0.019188069889999937,-0.004599812882499984,-0.01647474925250003,-0.020176938306249972,-4.992413112500442e-4,NA,NA
ALB,2020-10-05,2872934,24.669343626957513,24.669343626957513,24.669343626957513,24.669343626957513,12.365081677383193,6.47335499057927,3.515696270782823,17.335214259726495,24.669343626957513,2.857
AND,2020-10-05,77354,0.7439539229361419,0.9295540356535203,0.875068976854757,0.7439539229361419,0.4191715097773993,0.2866910261958603,0.25717162357763895,0.5418894559820217,0.7439539229361419,0
ARE,2020-10-05,9991083,29.949146211638418,140.76189389547343,123.0339367234752,68.3551299309937,18.037398097260137,4.744374565443832,2.938552953717517,29.949146211638418,NA,2.286
ARG,2020-10-05,45605823,470.56150302217094,1013.7583146041343,982.0227241781824,840.955398575965,470.56150302217094,470.56150302217094,467.68194937685774,840.955398575965,470.56150302217094,765
ARM,2020-10-05,2968128,24.49800215925115,35.527595874387885,31.126627916455664,24.49800215925115,17.54361438113664,13.11858796488767,12.343322963560311,24.49800215925115,NA,3.857
ATG,2020-10-05,98728,-0.19987537593209515,0.3364677992440809,0.28527014976935905,0.17592959567456087,-0.19987537593209515,-0.19987537593209515,-0.19987537593209515,0.08658531690815949,-0.19987537593209515,0
AUS,2020-10-05,25788217,-23.724478330649426,-0.8010568058493257,-3.0966697279335476,-10.871845262590165,-23.724478330649426,-23.724478330649426,-30.28398982200048,-11.340843444707275,-23.724478330649426,1.857
AUT,2020-10-05,9043072,13.521548956665772,20.37609851487993,17.471117800545322,13.848061735379218,9.751778999531517,6.247320472446729,5.645208412823024,11.824154941323512,13.521548956665772,4
AZE,2020-10-05,10223344,37.45011939036429,62.000170702698256,57.29090209725115,42.01195715198704,29.4923063493702,23.321774906028192,20.358667257295643,37.45011939036429,NA,1.429
BDI,2020-10-05,12255429,20.047461151663807,27.509385724846922,23.979738590821047,20.047461151663807,-9.222726030952328,-23.60379399212006,-28.645991221702545,20.047461151663807,NA,0
BEL,2020-10-05,11632334,8.697672552160386,27.537950019518284,25.852244638064573,20.05511814029588,8.697672552160386,7.059363157736132,6.517947222423424,15.961807637432015,8.697672552160386,13
BEN,2020-10-05,12451031,-12.419507853245149,10.9353981239475,6.527054817778571,-4.443257491216585,-19.132997312130076,-26.907952603043505,-29.42005269595387,-12.419507853245149,NA,0.143
BES,2020-10-05,26445,-0.0057879965229000845,0.08679916313129989,0.07306138257074994,0.03889027034309987,-0.007142901866700031,-0.02494903358835013,-0.040565566382100016,-0.0057879965229000845,NA,NA
BFA,2020-10-05,21497097,-23.78827243125698,18.827152393296707,11.509331622713834,-4.286304451062263,-29.305326745024413,-47.53306268441186,-51.38429018391395,-23.78827243125698,NA,0.286
BGD,2020-10-05,166303494,944.6113578488248,1200.487975880547,1117.2145778746874,944.6113578488248,378.85928082754583,224.34393559897157,131.75128891773568,944.6113578488248,NA,26
BGR,2020-10-05,6896655,18.884028892452285,40.42046687363419,37.17451095582728,30.529007234002645,18.884028892452285,18.884028892452285,18.561777958462528,29.586116562702326,18.884028892452285,6.714
BHR,2020-10-05,1748295,7.349972742917975,36.238881877407906,31.73668308317806,15.863097285975115,5.957303079332706,2.6627262238673906,2.4071059139633895,7.349972742917975,NA,2.286
BHS,2020-10-05,396914,1.862236401769093,3.700437533379169,3.6108830738691093,2.617435842201723,1.6791730801658427,1.158977698932614,0.9723130813479994,1.862236401769093,NA,1
BIH,2020-10-05,3263459,17.230425428605677,23.661204589758054,21.953559462193233,19.304954445798213,16.740741206394166,15.13673847830787,14.80494482093,17.466918107599575,17.230425428605677,8.429
BLR,2020-10-05,9442867,74.84928477261613,74.84928477261613,74.84928477261613,74.84928477261613,43.10751599443586,28.26414984443559,25.80899592585531,53.8569135588576,74.84928477261613,5.714
BLZ,2020-10-05,404915,0.6702852081383742,4.72815302032814,4.332132168613215,3.405428199466996,0.6702852081383742,0.6702852081383742,0.6702852081383742,2.5507763764909894,0.6702852081383742,0.857
BMU,2020-10-05,62092,-0.35679546939281614,0.12149953434143988,0.10939808543912026,0.043444002157080004,-0.35679546939281614,-0.35679546939281614,-0.35679546939281614,-0.03346293606736029,-0.35679546939281614,NA
BOL,2020-10-05,11832936,17.005880490375386,113.00565890572172,104.0042486437401,61.454426480203225,17.005880490375386,17.005880490375386,17.005880490375386,43.43961729880196,17.005880490375386,32.714
BRA,2020-10-05,213993441,561.381146865129,1913.4791551204812,1833.4175771856412,1140.7772537185735,561.381146865129,551.6852983851384,546.0033916182634,765.4549086656465,561.381146865129,659.571
BRB,2020-10-05,287708,-0.06748331253796051,0.2447644363515608,0.17911897374680052,0.05669115529155898,-0.1488952310843213,-0.2735315019017186,-0.3195851228573211,-0.06748331253796051,NA,0
BRN,2020-10-05,441532,-0.12310774913528147,0.6638334628525596,0.5398240170668802,0.07826988753948125,-0.1927128625858789,-0.3365031406609607,-0.3936591313272802,-0.12310774913528147,NA,0
BTN,2020-10-05,779900,0.3225096839029977,1.608968389952002,1.2108586316089975,0.4064948687909987,-0.3226081384790003,-0.839368420066002,-1.0409526436210021,0.3225096839029977,NA,0
BWA,2020-10-05,2397240,3.168337345102788,6.922786973054398,6.250127206402805,3.168337345102788,-1.0225772422560053,-4.568665313872812,-5.0646823894979836,3.168337345102788,NA,0
CAF,2020-10-05,4919987,-0.7863619650088518,11.693173400121987,9.044149768393183,1.2625861534895564,-4.948736993234358,-10.415346406103026,-13.53367337899944,-0.7863619650088518,NA,0
CAN,2020-10-05,38067913,44.07443820226914,57.158221431614,46.9483218928889,44.07443820226914,7.159527187013383,-15.781780050609203,-25.440627514702957,7.159527187013383,44.07443820226914,34.143
CHE,2020-10-05,8715494,12.705296950241815,12.705296950241815,12.705296950241815,12.705296950241815,3.7733600540589993,1.7374423572390896,1.249640864425816,3.903060026639715,12.705296950241815,1.143
CHL,2020-10-05,19212362,42.16978922715115,65.17097590925832,57.947885148568375,44.96824815643208,34.10016655925668,22.012498631592848,18.93699870827536,34.10016655925668,42.16978922715115,48.429
CHN,2020-10-05,1444216102,1205.5312289305066,4337.1977744694,3688.2791294000995,2126.0603612588616,901.481207295306,169.70345071084895,-65.66137173039681,1205.5312289305066,NA,0
CIV,2020-10-05,27053629,3.855697814039591,81.7650248356345,52.25076574483062,26.035115598625577,-14.471744194784693,-41.93322748325377,-52.60172706312193,3.855697814039591,NA,0
CMR,2020-10-05,27224262,49.43856121743695,89.11944546316802,82.174888781161,49.43856121743695,-4.669696260316671,-33.73048873458112,-38.465249619864615,49.43856121743695,NA,0.286
COD,2020-10-05,92377986,265.8124104167348,273.5441032750467,265.8124104167348,265.8124104167348,-52.99630277006351,-168.0909048043114,-194.31552220145852,265.8124104167348,NA,0.429
COG,2020-10-05,5657017,19.460559644915676,19.60322146755119,19.460559644915676,19.460559644915676,-1.128324964488953,-7.213720029375293,-11.451744914497475,19.460559644915676,NA,0
COK,2020-10-05,17572,-0.007966106997680078,0.018387935787919963,0.015660593048159914,0.0014290030115599558,-0.008612387937120068,-0.023160833466199893,-0.03334856403087998,-0.007966106997680078,NA,NA
COL,2020-10-05,51265841,210.15786516858287,402.9175142233145,378.14658423844844,248.36917786160774,193.62941326653424,174.88970338663623,168.20177964959956,220.0518502749031,210.15786516858287,171.857
COM,2020-10-05,888456,1.310924788565752,1.659179194923357,1.310924788565752,1.310924788565752,-0.9792336008793615,-1.8206588982134415,-2.1723787360836035,1.310924788565752,NA,0
CPV,2020-10-05,561901,4.241945773009082,7.167738404468055,5.410806175916268,4.241945773009082,2.1987988524628004,0.9093582709303039,0.22158335555589762,4.241945773009082,NA,1.286
CRI,2020-10-05,5139053,10.30017005961958,37.18226538275044,34.314369062907595,25.2230763738517,10.30017005961958,10.30017005961958,10.30017005961958,16.964037130128904,10.30017005961958,18
CUB,2020-10-05,11317498,-6.424992584350902,36.27583634194978,30.68096658273596,1.9439444983959562,-7.534179515828603,-10.31625785216166,-11.161596862025428,-4.655071402617443,-6.424992584350902,0.143
CUW,2020-10-05,164796,0.003187932477119599,0.5065137111034785,0.43144662490836105,0.20340832572888073,-0.050599321447319656,-0.14011417348800007,-0.18354776769696032,0.003187932477119599,NA,NA
CYM,2020-10-05,66498,0.003475581808079818,0.18228408685193975,0.15373196095332023,0.07954725697433984,-0.020489669650800152,-0.06567660805926,-0.08059400531723973,0.003475581808079818,NA,NA
CYP,2020-10-05,896005,0.07283072546303114,1.601931570980401,1.0234857241840023,0.278854783620596,-0.0011137790152481576,-0.22653219532350072,-0.5207403830211034,0.022389408780197746,0.07283072546303114,0
CZE,2020-10-05,10724553,67.17419743178387,81.59936771680262,78.35480274171184,68.35497610332439,52.833598124021805,42.161986772660676,40.1258858787158,56.35226680145407,67.17419743178387,20
DEU,2020-10-05,83900471,-6.1191813803686435,114.81954724433926,95.78695612428453,68.0467000861883,-6.1191813803686435,-6.1191813803686435,-6.1191813803686435,42.446302907820034,-6.1191813803686435,12.286
DJI,2020-10-05,1002197,3.406316972790917,4.336703982094609,3.881288647989546,3.406316972790917,0.4349263083953869,-1.2107835901380104,-1.5206310226514446,3.406316972790917,NA,0
DMA,2020-10-05,72172,0.01746199447011979,0.19399622208212072,0.1678729272382,0.0801714376654402,-0.032112862836600496,-0.0670828181236402,-0.09743306245540041,0.01746199447011979,NA,0
DNK,2020-10-05,5813302,-10.754695024074943,2.514810203730656,1.6405545756470354,0.036108104579560256,-10.754695024074943,-10.754695024074943,-10.754695024074943,0.036108104579560256,-10.754695024074943,1.429
DOM,2020-10-05,10953714,24.162735276430176,58.840410973939356,55.12391571161109,32.44904684874914,18.062477657296593,10.724297442315503,8.6751404873481075,24.162735276430176,NA,6.571
DZA,2020-10-05,44616626,84.46615334789509,193.30439028606176,160.7062175567819,109.41171361729351,53.515665924302105,14.789599050240454,8.63476047885101,84.46615334789509,NA,7
ECU,2020-10-05,17888474,61.46565008026971,168.57396705196174,157.40795474845032,129.18156704988925,61.46565008026971,61.46565008026971,61.46565008026971,99.0794792957101,61.46565008026971,57.286
EGY,2020-10-05,104258327,99.15013195143226,569.2171507141915,523.3808644870021,313.7199711778437,99.15013195143226,99.15013195143226,99.15013195143226,306.88814299460387,99.15013195143226,12.714
ERI,2020-10-05,3601462,-2.10516063807053,7.391836960508247,6.352849747543475,1.5736940431983522,-4.149835910333509,-7.9968373781601505,-9.017426630541797,-2.10516063807053,NA,0
ESP,2020-10-05,46745211,196.39887640449572,196.39887640449572,196.39887640449572,196.39887640449572,138.6554709760144,126.84891850797797,119.94411748042096,138.6554709760144,196.39887640449572,116.286
EST,2020-10-05,1325188,-1.7198234349927284,2.899622209228086,2.8350352494915954,2.097633591778797,-1.7198234349927284,-1.7198234349927284,-1.7198234349927284,1.5973571257257624,-1.7198234349927284,0.429
ETH,2020-10-05,117876226,406.36111692639605,498.3256200065478,410.55480177632165,406.36111692639605,6.4034562356846,-114.51925489251565,-181.27519856749103,406.36111692639605,NA,7.571
FIN,2020-10-05,5548361,-7.241733547347529,7.7022416756512575,7.045544492175282,4.888895739221113,-7.241733547347529,-7.241733547347529,-7.241733547347529,3.7674577403681266,-7.241733547347529,0.143
FJI,2020-10-05,902899,-0.7300338940996437,0.021620963917840026,-0.024871319056929707,-0.5466269096638717,-1.0863516259802235,-1.521235349099536,-1.8096134615652049,-0.7300338940996437,NA,0
FLK,2020-10-05,3528,-6.047975606400112e-4,0.009922825352159973,0.008962084943279984,0.004850023026240002,-0.0010619917862400039,-0.00428423875992001,-0.006414484708800002,-6.047975606400112e-4,NA,NA
FRA,2020-10-05,67564251,71.46312199041157,173.57147843969838,163.59876932750066,129.20043556217723,71.46312199041157,69.35003361047099,65.55333214363193,107.06398434981239,71.46312199041157,67.714
FRO,2020-10-05,49053,-0.04197862410320903,0.0869990582193903,0.07657782096782989,0.02663373545201987,-0.04197862410320903,-0.047884812125070245,-0.05805942708012002,0.011214641566349846,-0.04197862410320903,NA
FSM,2020-10-05,116255,-0.042376855244550364,0.15871059243094995,0.14193338463665012,0.03658657849860013,-0.06811088533695013,-0.18773044686805,-0.23476932175844967,-0.042376855244550364,NA,0
GAB,2020-10-05,2278829,3.017498089200331,6.57511659390356,4.70085605938676,3.017498089200331,-0.8317382202586799,-3.090950285424811,-4.007966115296226,3.017498089200331,NA,0
GBR,2020-10-05,68207114,28.195545746436,144.39370664939077,128.5343105928443,98.18346126014497,28.195545746436,28.195545746436,28.195545746436,77.54061640402848,28.195545746436,52.714
GEO,2020-10-05,3979773,15.656862651622838,28.579024198955064,26.88690753843126,19.83550359123521,15.150017184819244,12.338158000449932,10.696822407653752,18.566077188323025,15.656862651622838,3.143
GGY,2020-10-05,67052,-0.017749599104880217,0.13798939116888034,0.12206481407052017,0.05334612463368008,-0.021808105797879954,-0.06569834014308035,-0.08475736288892007,-0.017749599104880217,NA,NA
GHA,2020-10-05,31732128,-21.86772637570564,68.77980947730235,55.31301294466747,15.759896867386496,-21.86772637570564,-52.80324278404043,-54.54242867903063,-21.86772637570564,NA,0.571
GIB,2020-10-05,33691,0.009098439771425581,0.11056500295155014,0.09458994699665023,0.06915884110393987,0.009098439771425581,-5.23139360869965e-4,-0.002875328746919869,0.033807388928599955,0.009098439771425581,NA
GIN,2020-10-05,13497237,27.86859974397443,34.181911834924215,28.271575411404427,27.86859974397443,-11.06002323352956,-22.109940950744747,-27.855739171643737,27.86859974397443,NA,0.143
GMB,2020-10-05,2486937,3.9469665564058984,7.909423920082982,5.900256092689134,3.9469665564058984,-1.6600656376585456,-4.2162636092842245,-5.1294091041377206,3.9469665564058984,NA,0.571
GNB,2020-10-05,2015490,2.495163096062092,4.905778240874981,3.9767889157229925,2.495163096062092,-1.8232481095670998,-3.8215434605046026,-4.936819769800189,2.495163096062092,NA,0.143
GNQ,2020-10-05,1449891,0.8912132873094589,4.809562911366297,4.353918425837087,2.741058894495953,0.2802181137443968,-1.1810526022505712,-1.6675534505581204,0.8912132873094589,NA,0
GRC,2020-10-05,10370747,4.759791332275328,31.00966186727365,30.194768495389624,21.864329696023976,4.759791332275328,4.759791332275328,4.759791332275328,18.868100898181165,4.759791332275328,4.857
GRD,2020-10-05,113015,-0.00814616301555032,0.33073735098110146,0.2909334216449515,0.11895482202729982,-0.049089527664100276,-0.13278748507780036,-0.15855507686060027,-0.00814616301555032,NA,0
GRL,2020-10-05,56868,-0.19488758820793614,0.13458063158483996,0.11237026607351963,0.035483457367679966,-0.19488758820793614,-0.19488758820793614,-0.19488758820793614,0.006060269216399863,-0.19488758820793614,NA
GTM,2020-10-05,18249868,40.52949438202486,155.64325902335406,137.8783622855908,102.68157926142449,40.52949438202486,34.406017703715946,26.140031808505192,77.81900280817545,40.52949438202486,9.714
