continent,date,population,estimated_daily_excess_deaths,estimated_daily_excess_deaths_ci_95_top,estimated_daily_excess_deaths_ci_90_top,estimated_daily_excess_deaths_ci_50_top,estimated_daily_excess_deaths_ci_50_bot,estimated_daily_excess_deaths_ci_90_bot,estimated_daily_excess_deaths_ci_95_bot,estimated_daily_excess_deaths_raw_estimate,daily_excess_deaths,daily_covid_deaths
Asia,2020-01-27,4667759697,-293.29176592029245,783.5164905041295,734.6313041069119,48.090249174172556,-799.0295882847491,-1616.727410477557,-1661.1952400517275,-43431.7053846939,-868.634107693878,13
Africa,2020-01-27,1392394303,343.155145426147,728.5008034563479,699.3083528171427,343.155145426147,2.2526609656008296,-246.98104885171426,-320.0355673809786,-1566.3389095079297,-27.970337669784456,0
Europe,2020-01-27,747759214,-887.5811285317661,-887.2631150850933,-887.3462997926839,-887.5811285317661,-888.0443474078177,-888.2600730022157,-888.3097083206244,-44364.4147214349,-887.288294428698,0
Oceania,2020-01-27,44446737,3.4729552914578954,12.53059245961454,10.672228287536939,3.4729552914578954,-5.562858528870709,-13.104251366521304,-15.533677553842825,30.011181270437564,1.3048339682798942,0
Americas,2020-02-03,1030271939,-93.01267366922123,-76.87715009940688,-77.52291475503533,-84.94551452996929,-97.35278241694854,-108.71526647303558,-113.09965723454344,-4706.350237371025,-94.12700474742051,0
Asia,2020-02-03,4667759697,1118.419166276087,1925.851516915044,1895.274545288821,1279.54166447108,388.34782398422533,-353.0095141913806,-544.8913230373139,33252.59009134684,665.0518018269369,49.5
Africa,2020-02-03,1392394303,521.7509811808983,894.5622594746492,843.7430584710798,521.7509811808983,134.8877802631964,-164.35784877930533,-232.7848734180268,4802.57595886529,85.76028497973732,0
Europe,2020-02-03,747759214,-1008.4950666209767,-1008.1269914177797,-1008.1618168244174,-1008.4950666209767,-1008.975105193155,-1009.243589113209,-1009.2857957698399,-50411.024545841414,-1008.2204909168282,0
Oceania,2020-02-03,44446737,-2.4499872971620187,7.279695340250701,5.7989749239347566,-1.2657312574053403,-9.763484619776303,-18.10707686549735,-18.844595595996548,-92.90249265296754,-4.039238810998588,0
Americas,2020-02-10,1030271939,-220.98326956499898,-191.68258408752064,-193.96020639384085,-208.22343727450124,-221.20826676962028,-247.4174881450129,-251.75548841339648,-10940.576427847202,-218.81152855694404,0
Asia,2020-02-10,4667759697,-472.03404360132487,314.7043904048652,179.54474125945526,-272.71479012088577,-1202.121475261661,-2308.473922191028,-2727.8424457814763,-44938.31366060952,-898.7662732121904,83.857
Africa,2020-02-10,1392394303,463.7476222909046,853.1116723841046,826.8253450795222,469.91992657254383,25.967135779674724,-233.2819272185119,-285.9806560503899,1397.2426255319438,24.95076117021328,0
Europe,2020-02-10,747759214,-890.0478169570769,-889.6738148847016,-889.7799906504064,-890.0478169570769,-890.5198004788634,-890.7803312308484,-890.868234428247,-44488.40549822259,-889.7681099644519,0
Oceania,2020-02-10,44446737,18.46829068075544,28.26792594541312,27.088851059367663,20.7197790715691,12.157136784078865,4.735029904731671,4.157496193731079,383.52607877560223,16.675046903287054,0
