continent,date,population,cumulative_estimated_daily_excess_deaths_per_100k,cumulative_estimated_daily_excess_deaths_ci_95_top_per_100k,cumulative_estimated_daily_excess_deaths_ci_90_top_per_100k,cumulative_estimated_daily_excess_deaths_ci_50_top_per_100k,cumulative_estimated_daily_excess_deaths_ci_50_bot_per_100k,cumulative_estimated_daily_excess_deaths_ci_90_bot_per_100k,cumulative_estimated_daily_excess_deaths_ci_95_bot_per_100k,cumulative_estimated_daily_excess_deaths_raw_estimate_per_100k,cumulative_daily_excess_deaths_per_100k,cumulative_daily_covid_deaths_per_100k
Americas,2020-10-19,1037129342,89.5760308138154,90.56103196726106,90.27294140921374,89.62972418281282,88.66125628681877,87.99204896893453,87.84661674630364,4720.9675716295615,87.42532540054744,66.63073013317562
Asia,2020-10-19,4695793204,26.901155942785046,47.27708628677808,43.95725797556206,35.96830149119698,24.514928628072845,18.5605944995021,14.593549128404756,38.889528518571765,0.7777905703714353,4.791038557838502
Africa,2020-10-19,1426736614,15.134699631622622,50.35236936160196,41.586921387729845,29.061205028697085,11.269823852882832,-2.20934541998949,-9.871580186918747,610.1124070765211,10.519179432353813,2.9405819958861725
Europe,2020-10-19,746515263,69.16832050333565,69.18814034489962,69.18242422722784,69.17420087130306,69.16266393354307,69.15621134058195,69.15544173557846,3458.110445022212,69.16220890044424,32.72849425986887
Oceania,2020-10-19,45038907,-18.128838439500772,-3.4537593175895993,-5.391192055370646,-11.29088028648511,-18.128838439500772,-21.293010282601408,-22.49878906650862,-310.4951066595196,-12.937296110813318,2.2848001173740737
Americas,2020-10-26,1037129342,91.96576434085371,92.99645318928289,92.63457254373652,91.99806937337307,91.01555325680025,90.33570688641588,90.16856169717286,4844.794132858052,89.71840986774171,68.37811967590314
Asia,2020-10-26,4695793204,28.262919507246433,49.43524594557505,45.89341696128217,37.5758475121885,26.064471837124838,20.009386357948454,15.800804443853552,48.79239066912784,0.9758478133825571,5.014749836074766
Africa,2020-10-26,1426736614,15.491640197696148,51.25720090636678,43.17337802380261,29.690753822920442,11.386130244677103,-2.6041519425830253,-10.405239047521663,619.8468887046666,10.687015322494252,3.034013186122663
Europe,2020-10-26,746515263,75.6901530504605,75.71094158677539,75.70495180615296,75.69635599517244,75.68476402220844,75.67793193218272,75.67708264589187,3784.2019053539266,75.68403810707854,34.50099773780512
Oceania,2020-10-26,45038907,-18.00876422021208,-3.586741649065006,-5.501012542638173,-11.447532111390933,-18.00876422021208,-21.823701234348057,-22.950873732409185,-318.2040749736838,-13.258503123903491,2.3114393073526407
Americas,2020-11-02,1037129342,94.85609892276258,95.89020943432061,95.54054523858964,94.87830857525265,93.86705367956395,93.16481859750066,93.00363580815173,4995.598929940948,92.51109129520273,70.0879348630623
Asia,2020-11-02,4695793204,29.72935233605446,51.66523444841893,47.9353202419008,39.28509618869323,27.639863084580377,21.439490905054548,16.937915431097522,64.14648908877717,1.2829297817755436,5.229261433208548
Africa,2020-11-02,1426736614,16.558946629985,52.711495884470374,44.378016989193895,31.280476625965804,12.313482863975246,-1.8577622990712823,-10.024585395625534,641.3564030145377,11.057869017492031,3.1348043192504766
Europe,2020-11-02,746515263,84.49924533418118,84.51992846365258,84.51411319233851,84.50578679699404,84.49405008566366,84.48684285813053,84.48590091636852,4224.650010032117,84.49300020064234,37.130413099135794
Oceania,2020-11-02,45038907,-18.079730711436593,-3.445662617005681,-5.425881345091762,-11.426440522402974,-18.079730711436593,-22.069589652516626,-23.204756265036014,-320.03687937472284,-13.334869973946786,2.3491911115871438
Americas,2020-11-09,1037129342,97.7772369104836,98.81312583283548,98.49859327192385,97.77793744526865,96.75064428049305,96.03981272638484,95.88140806579008,5148.508266845069,95.34274568231609,71.85782240328001
Asia,2020-11-09,4695793204,31.216140814872276,53.71279935574564,50.01241434653053,41.08513748027881,29.29294818414662,22.96065348231776,18.108664724045667,80.56617957831101,1.6113235915662203,5.464152782141979
Africa,2020-11-09,1426736614,17.68260170009389,54.240645872085196,46.25609964190095,32.741153740541655,13.239511727981887,-0.9060631176357464,-9.721591114802754,665.0725194183816,11.466767576178995,3.263140410301407
Europe,2020-11-09,746515263,93.65939291284857,93.6798082937204,93.67431422937538,93.66618005382135,93.65433623813355,93.6468531748771,93.6458283250847,4682.64497630743,93.6528995261486,40.70448844928707
Oceania,2020-11-09,45038907,-17.865726005525996,-3.109959905112666,-5.039422123714079,-10.958249317802684,-17.865726005525996,-22.00864515833791,-23.241650154465166,-315.1768037731454,-13.132366823881059,2.4024850336621184
Americas,2020-11-16,1037129342,100.97348105368134,102.00807945489845,101.7007768181052,100.97348105368134,99.92251927335474,99.2006962799523,99.05735678787619,5316.555590270451,98.4547331531565,73.88553631979556
Asia,2020-11-16,4695793204,32.74052972122527,55.322529541610145,51.97081457428613,42.97974698047868,30.822182678496727,24.38584547575688,19.118095236256664,95.99364153528698,1.9198728307057402,5.698852129434616
Africa,2020-11-16,1426736614,18.836971785736516,55.78503202840542,47.89331619960239,33.878278055473906,14.330663872059455,0.04444214640614564,-9.296300148424601,689.1919057701292,11.882619065002228,3.389794621195584
Europe,2020-11-16,746515263,102.74529974686976,102.76552696222313,102.7604123227528,102.7521456712086,102.74059982085461,102.73280915344709,102.73147119513669,5136.937406094885,102.7387481218977,44.95610868709057
Oceania,2020-11-16,45038907,-17.912824942824507,-3.0661010623826557,-4.8728847292521555,-10.631348235941267,-17.912824942824507,-22.23540820836802,-23.435368757554002,-316.6472547982466,-13.19363561659361,2.442443818629968
Americas,2020-11-23,1037129342,104.32798364890067,105.36495455054732,105.05106752750254,104.32798364890067,103.2587264313777,102.52028649120597,102.37374431525676,5493.230381493383,101.72648854617377,76.08391217097265
Asia,2020-11-23,4695793204,34.256060042911486,56.9677338168378,53.95006570784146,44.78207540655959,32.13960279183158,25.490553727238666,20.21923962198825,110.17771398460187,2.203554279692038,5.957168125753776
Africa,2020-11-23,1426736614,19.904543263492442,57.379175857805436,48.783301966059,35.63227275509778,15.337857808834586,0.9473471526633993,-8.66997923610421,709.7525974404771,12.237113748973739,3.52149398192987
Europe,2020-11-23,746515263,111.68606834526025,111.70667066123463,111.70207882674818,111.69304446993844,111.68155273256136,111.67368931272567,111.67204180526181,5583.9714444353585,111.67942888870716,49.68206979580537
Oceania,2020-11-23,45038907,-17.939938105796287,-2.97197753891132,-4.628307170575147,-10.463222694002955,-17.939938105796287,-22.43769135638459,-23.568885916451258,-317.5635183072076,-13.231813262800316,2.4912926950025676
Americas,2020-11-30,1037129342,108.0642797485816,109.09872037544854,108.81897941440035,108.0642797485816,106.9833529070137,106.21422694855131,106.05204323705975,5689.594578051836,105.36286255651547,78.40695955034187
Asia,2020-11-30,4695793204,35.61517340692355,58.5283247192918,55.26927964659434,46.71209086299535,33.58755705381828,26.656031087572476,21.414519764677983,122.86693781195856,2.4573387562391713,6.214036358147939
Africa,2020-11-30,1426736614,21.070018808193687,58.98367303848521,50.308322071974104,37.362643435895315,16.545779078155,1.8288127889491501,-7.812324623110402,735.5858810708149,12.682515190876119,3.6629352949373457
Europe,2020-11-30,746515263,120.39885568775344,120.41997394666815,120.41555831821842,120.40601286453904,120.39406264352594,120.38602717774309,120.38409545447561,6019.573700435972,120.39147400871944,54.59154811681325
Oceania,2020-11-30,45038907,-17.55260447594386,-2.295128759461082,-3.993719422842315,-10.002181025220022,-17.55260447594386,-22.22978666163474,-23.283046943414888,-308.2699425765085,-12.844580940687855,2.531267022088258
Americas,2020-12-07,1037129342,112.55093763401128,113.5808668035829,113.33408792027937,112.55093763401128,111.4376977242218,110.65180329486564,110.48534679767998,5925.727394813136,109.73569249653954,81.17999815173164
Asia,2020-12-07,4695793204,36.89781513877151,60.03963094267955,56.42254657360458,48.54337661112998,34.89940112961791,27.67244781593041,22.474177428007795,135.7624559287988,2.7152491185759753,6.459255695962713
Africa,2020-12-07,1426736614,22.30812867269845,60.845949813754864,52.09050006514605,39.3458038424198,17.695306670538553,2.830156525685481,-6.896275963641759,768.9085598377277,13.257044135133237,3.8129999234743126
Europe,2020-12-07,746515263,128.74948899013734,128.7710163216931,128.7671879434489,128.7566386065823,128.74481107139212,128.73631644826906,128.73391137109076,6437.0657075583895,128.7413141511678,59.475707866404335
Oceania,2020-12-07,45038907,-17.61180419405656,-1.982780359230218,-3.8009623221131617,-9.779023483632121,-17.61180419405656,-22.317166626803715,-23.480703487670016,-309.5332150221163,-12.897217292588179,2.5468091399287287
Americas,2020-12-14,1037129342,117.18090709502341,118.2153890546805,117.99495075763225,117.18090709502341,116.03153877244239,115.24341521514864,115.07509140050948,6169.496240832587,114.24993038578866,84.2483722407949
Asia,2020-12-14,4695793204,38.0482228687959,61.44222895715614,58.13948413642322,49.97754893718197,36.05840752376647,28.617364092277512,23.437791992466735,147.81507065785175,2.9563014131570347,6.687374365900633
Africa,2020-12-14,1426736614,23.695982710549185,63.17577582380207,54.145148768263056,41.25853820390553,19.00468932537008,4.138146945882463,-5.401461331710878,805.5882983120881,13.889453419173933,3.985352898499316
Europe,2020-12-14,746515263,136.5241837704369,136.54647855948184,136.54275612804702,136.53181574685726,136.51918492944682,136.51054231617286,136.50757542327506,6825.755892312711,136.5151178462542,64.36348334916764
Oceania,2020-12-14,45038907,-17.37373271148731,-1.486415382314049,-3.2994926394235775,-9.207497189889953,-17.37373271148731,-22.0876950302806,-23.331152992683627,-303.78388389810374,-12.657661829087656,2.5867679248965785
Americas,2020-12-21,1037129342,122.18036338932465,123.21498684479481,123.03877821715808,122.18036338932465,121.00001951717115,120.22100814786339,120.02874609662943,6433.235045430262,119.13398232278263,87.614686410701
Asia,2020-12-21,4695793204,39.090389307924674,62.795502082167594,59.98995038721466,51.41046227078133,37.11198421744452,29.674311836487103,24.41043009498992,158.69430673800358,3.1738861347600715,6.906123266326018
Africa,2020-12-21,1426736614,25.30036779636372,65.82929260107667,56.51352446054384,43.46458297071247,21.232773233728217,5.710383736115696,-3.7027432701402083,855.701153881739,14.753468170374811,4.176138357657653
Europe,2020-12-21,746515263,144.08784673055703,144.110241427614,144.10596417830146,144.09527899621634,144.0816971935623,144.0728670328512,144.0702092367883,7203.80731267247,144.07614625344942,69.32091326845384
Oceania,2020-12-21,45038907,-17.07004452803337,-0.7598583022338637,-2.7745547840539047,-8.78140350693439,-17.07004452803337,-21.876859044497337,-23.13494988459242,-296.3613327734371,-12.348388865559878,2.615629637726333
Americas,2020-12-28,1037129342,127.86794232790007,128.89820288100245,128.72776865257975,127.86794232790007,126.63770784839663,125.88461153280015,125.69156632563411,6734.2401437532835,124.70815081024595,90.80840561800117
Asia,2020-12-28,4695793204,40.5872823296654,64.56073122198906,62.06244481270324,52.89765988768229,38.89073184471609,31.02130735184837,25.928215111629996,169.35886767372804,3.3871773534745615,7.112329301799466
Africa,2020-12-28,1426736614,27.318985221811463,68.99876354640351,58.91895519719924,45.874371312997845,23.50701427722999,7.89689890738608,-2.357140561876903,915.5245173213756,15.784905471058199,4.421173773844147
Europe,2020-12-28,746515263,151.68776804335707,151.71125370487187,151.70674894581907,151.69525249240417,151.6814639283878,151.67259759665563,151.66988899591001,7583.765210667502,151.67530421335005,73.73756603285952
Oceania,2020-12-28,45038907,-16.849634669976368,-0.14745587831671347,-2.32128895528101,-8.508472194404789,-16.849634669976368,-21.724698185535033,-23.013600706157384,-290.987152949042,-12.124464706210082,2.6356168012691787
Americas,2021-01-04,1037129342,134.02394862095673,135.0319724159703,134.8707474560665,134.02394862095673,132.73660598889742,131.96503544219908,131.83413995714636,7059.4866107736825,130.73123353284598,94.48923976800057
Asia,2021-01-04,4695793204,41.57720099871161,65.52345716571686,63.35344766653554,53.95547912353146,39.87025971468921,31.71343601381522,26.713102318454666,173.45021944818947,3.4690043889637896,7.2987086336777285
Africa,2021-01-04,1426736614,29.695837139810525,72.41019519814067,62.666200794397206,48.78118404723322,25.958361997351616,9.595539495983237,-0.7587712567192223,981.7134343355515,16.926093695440542,4.733846481352023
