continent,date,population,cumulative_estimated_daily_excess_deaths_per_100k,cumulative_estimated_daily_excess_deaths_ci_95_top_per_100k,cumulative_estimated_daily_excess_deaths_ci_90_top_per_100k,cumulative_estimated_daily_excess_deaths_ci_50_top_per_100k,cumulative_estimated_daily_excess_deaths_ci_50_bot_per_100k,cumulative_estimated_daily_excess_deaths_ci_90_bot_per_100k,cumulative_estimated_daily_excess_deaths_ci_95_bot_per_100k,cumulative_estimated_daily_excess_deaths_raw_estimate_per_100k,cumulative_daily_excess_deaths_per_100k,cumulative_daily_covid_deaths_per_100k
Europe,2020-03-23,746515263,1.0240127290670122,1.0281887560653702,1.027578601690091,1.0254245340724748,1.0222905898365486,1.0202198869930208,1.0198720603335365,51.390896606382135,1.0278179321276428,1.3891279273147292
Oceania,2020-03-23,45038907,0.7451117952780247,4.864126119891103,4.557564799448891,2.5246486674915785,0.7451117952780247,-0.23604041431401523,-0.8210831384153331,33.464421688439444,1.3943509036849766,0.02222522851187308
Americas,2020-03-30,1037129342,2.023810387059162,2.268862020127403,2.159599744990189,2.0613630844762216,1.9186878021500131,1.804657692629006,1.741950622667679,113.49143169514167,2.1016931795396605,0.3061345264687343
Asia,2020-03-30,4695793204,-2.4676194764310124,-0.4510100598205839,-0.8704500869757086,-2.141836420017829,-3.3526820189229647,-4.6504252485433915,-5.62504042744347,-98.01043282076144,-1.9602086564152288,0.14508854423564602
Africa,2020-03-30,1426736614,-0.7139924887634904,7.052362132893851,4.927962329861813,1.2371702044324577,-1.8207630014729261,-4.658624227166997,-6.3560882000797925,10.851049116984099,0.18708705374110515,0.010584854872169137
Europe,2020-03-30,746515263,6.724544627160807,6.729328269753883,6.7287416278159675,6.726272964313602,6.723197975274932,6.720967565079671,6.720568445448467,336.3903984558643,6.727807969117285,3.8536467271132002
Oceania,2020-03-30,45038907,1.145385225534145,5.556455386531064,5.315999469215634,3.0448914545493726,1.145385225534145,0.13312828244438663,-0.5054622838148087,45.35863349699927,1.8899430623749696,0.046657437757093
Americas,2020-04-06,1037129342,4.7932717671138505,5.0747287885899155,4.956113356547364,4.833095046781782,4.675812010748221,4.532378543036067,4.445334324300787,264.4825792075402,4.897825540880375,1.1621527336944248
Asia,2020-04-06,4695793204,-2.8609949716526732,-0.27397217472756125,-1.0579791491198407,-2.4592654088134163,-3.734630557179257,-5.453482238611159,-6.250976284548396,-99.72515543056825,-1.9945031086113651,0.1841662446428295
Africa,2020-04-06,1426736614,-1.170533486058555,6.9930819181668475,5.031564831154907,0.8791444623692796,-2.4218656393147078,-5.858912587850048,-7.669429642199065,8.044218938621597,0.13869342997623438,0.04416014797809065
Europe,2020-04-06,746515263,12.346270112494315,12.351755601662049,12.350731635408346,12.347795658435222,12.344560498653681,12.342368969934377,12.341810649384422,617.3834557070256,12.347669114140514,7.643122629630682
Oceania,2020-04-06,45038907,1.3804022054125376,6.129231917830065,5.789686768095276,3.376036276604234,1.3804022054125376,0.30914740079407554,-0.37434304622160575,52.03118647508136,2.1679661031283906,0.10439640553444159
Americas,2020-04-13,1037129342,7.459625737356482,7.796540250515414,7.662164149546376,7.503645622891299,7.323884297757901,7.145020340069632,7.045745623857376,410.1349711995106,7.595092059250195,2.8161436396811537
Asia,2020-04-13,4695793204,-3.264180036018814,-0.12713519991518477,-1.2930507130693363,-2.899760301382677,-4.311647378039181,-6.165529894678744,-6.894826171573729,-101.93061515333758,-2.0386123030667513,0.23455221560050624
Africa,2020-04-13,1426736614,-1.6188756448799788,6.964340653553897,5.097228064370093,0.782666521826912,-3.0976757373702988,-6.845293194356846,-9.050604321865396,5.7463544606375025,0.09907507690754315,0.0694634167424542
Europe,2020-04-13,746515263,17.12394240493973,17.129986328289373,17.12870062983465,17.125698038791956,17.121740881162513,17.119791734842032,17.119148115918883,856.1483073709154,17.12296614741831,11.610759658372853
Oceania,2020-04-13,45038907,1.4234801258507586,6.7136353878059,6.062231255065939,3.5592128742332356,1.4234801258507586,0.25914768253283976,-0.458198837692902,54.494045820944585,2.270585242539358,0.1665648768963243
Americas,2020-04-20,1037129342,10.131044111438296,10.509464283467683,10.37874508714781,10.18147341937752,9.977196223587537,9.78408733882606,9.666073855861129,555.8073221292548,10.292728187578792,4.724971613039177
Asia,2020-04-20,4695793204,-3.725340487307305,-0.1735876465245274,-1.529868735833642,-3.2083508052091263,-4.8981354116218165,-6.833744380639692,-7.819054060467066,-105.29730574022483,-2.105946114804497,0.313985291929819
Africa,2020-04-20,1426736614,-2.056681810908202,6.771917288840653,4.864449798287069,0.5878069282217405,-3.8256069579620755,-7.829382872786632,-10.435510706825532,2.840332883798735,0.04897125661721957,0.10633083815987357
Europe,2020-04-20,746515263,20.525888752689756,20.53169753253568,20.531181126861007,20.52730098784922,20.523086989552016,20.52107257763315,20.520149551443655,1026.0880424611335,20.521760849222673,15.033731868922281
Oceania,2020-04-20,45038907,1.3579129739836318,6.853247914082338,6.2920210905978005,3.62108685665072,1.3579129739836318,0.08219131673982946,-0.7627656169377837,54.377801726309116,2.2657417385962133,0.20652366186417445
Americas,2020-04-27,1037129342,12.535894188586314,12.956863142126574,12.818886337949483,12.607555134496112,12.360010844060788,12.140325820249293,12.019984389344465,687.0117861789845,12.722440484796008,6.783250858984955
Asia,2020-04-27,4695793204,-4.180423842626025,-0.6079632418940527,-1.6226585839884122,-3.4824431989002558,-5.411607622365529,-7.695615807566121,-8.646539438822145,-108.26037974570353,-2.16520759491407,0.36748025840023774
Africa,2020-04-27,1426736614,-2.3410492334442297,6.8513082072227265,5.059520776992816,0.6038355668247672,-4.410704114170879,-9.248098338100018,-12.16058544620339,-1.6023423251728501,-0.02762659181332502,0.1267278054167887
Europe,2020-04-27,746515263,22.681744555265993,22.68829379898195,22.687758605936928,22.68355859122849,22.67888936277828,22.67677605911316,22.675602036717628,1133.792881223452,22.67585762446904,17.581300008865323
Oceania,2020-04-27,45038907,0.88649044774168,6.735783983889226,6.07092540211569,3.200108952739499,0.88649044774168,-0.4092633125936239,-1.4151043872846711,47.57933508129066,1.9824722950537772,0.2487049696832119
Americas,2020-05-04,1037129342,15.673938757056257,16.095224568371037,15.959890859447967,15.751386017516129,15.482712031056964,15.265999685549057,15.11888515403234,855.7666900732191,15.847531297652205,9.044253710835616
Asia,2020-05-04,4695793204,-4.030328887588911,-0.1835000650130784,-1.236449292983245,-3.253619128361759,-5.370033854108317,-7.7318095375325555,-8.726824107207923,-109.29524647265563,-2.1859049294531125,0.4184626568150721
Africa,2020-05-04,1426736614,-2.358769638223461,7.9574666983688225,5.547318860548708,1.0737705317816506,-4.579145965678012,-9.872370516980087,-13.125205342099587,7.117978067083987,0.12272375977731008,0.15329395618916947
Europe,2020-05-04,746515263,24.283007454207173,24.28994581459976,24.289567745014573,24.284928171543626,24.27983607177533,24.27734868290865,24.276262770826744,1213.82692188947,24.2765384377894,19.459362078709432
