iso_o,iso_d,contig,comlang_off,comlang_ethno,colony,comcol,curcol,col45,smctry,dist,distcap,distw,distwces
COK,BEN,0,0,0,0,0,0,0,0,17513.07,17542.28,17599.849999999999,17598.23
COK,BFA,0,0,0,0,0,0,0,0,17503.8,17503.8,17443.27,17441.560000000001
COK,BGD,0,0,0,0,0,0,0,0,12890.12,12890.12,12873.92,12872.17
COK,BGR,0,0,0,0,0,0,0,0,17627.58,17627.58,17545.790000000001,17542.400000000001
COK,BHR,0,0,0,0,0,0,0,0,16893.59,16893.59,16886.990000000002,16885.959999999999
COK,BHS,0,1,1,0,0,0,0,0,10285.58,10285.58,10255.129999999999,10253.719999999999
COK,BIH,0,0,0,0,0,0,0,0,17505.59,17505.59,17416.700000000001,17413.380000000001
COK,BLR,0,0,0,0,0,0,0,0,16348.05,16348.05,16320.66,16316.639999999999
COK,BLZ,0,1,1,0,0,0,0,0,8840.808,8840.808,8862.8889999999992,8861.4459999999999
COK,BMU,0,1,1,0,0,0,0,0,11703.87,11703.87,11683.370000000001,11682.07
COK,BOL,0,0,0,0,0,0,0,0,9520.636,9705.327,9717.5509999999995,9712.9159999999993
COK,BRA,0,0,0,0,0,0,0,0,11245.72,11534.05,11681.84,11640.530000000001
COK,BRB,0,1,1,0,0,0,0,0,11575.54,11575.54,11562.030000000001,11561.469999999999
COK,BRN,0,0,0,0,0,0,0,0,9726.354,9726.354,9753.7119999999995,9752.8140000000003
COK,BTN,0,0,0,0,0,0,0,0,13039.75,13039.75,13009.76,13008.190000000001
COK,BWA,0,1,1,0,0,0,0,0,14882.83,14882.83,15077.030000000001,15072.1
COK,CAF,0,0,0,0,0,0,0,0,18154.03,18154.03,18250.470000000001,18247.599999999999
COK,CAN,0,1,1,0,0,0,0,0,10893.04,11234.76,10492.51,10383.24
COK,CCK,0,0,1,0,0,0,0,0,10865.48,10865.48,.,.
COK,CHE,0,0,0,0,0,0,0,0,16943.86,16943.86,16896.91,16893.959999999999
COK,CHL,0,0,0,0,0,0,0,0,8655.939,8655.939,8653.2510000000002,8645.6309999999994
COK,CHN,0,0,0,0,0,0,0,0,11008.18,11008.18,10774.77,10754.870000000001
COK,CIV,0,0,0,0,0,0,0,0,16876.44,16856.23,16872.779999999999,16871.610000000001
COK,CMR,0,1,1,0,0,0,0,0,17884.93,17884.93,18110.119999999999,18102
COK,COG,0,0,0,0,0,0,0,0,17151.05,17151.05,17178.490000000002,17174.75
COK,COK,0,0,0,0,0,0,0,0,5.826925,5.826925,137.5258,38.983609999999999
COK,COL,0,0,0,0,0,0,0,0,9655.63,9655.63,9717.0010000000002,9713.3580000000002
COK,COM,0,0,0,0,0,0,0,0,15592.81,15592.81,15583.290000000001,15581.450000000001
COK,CPV,0,0,0,0,0,0,0,0,15367.92,15367.92,15321.559999999999,15320.92
COK,CRI,0,0,0,0,0,0,0,0,8965.683,8965.683,8939.5409999999993,8938.5390000000007
COK,CUB,0,0,0,0,0,0,0,0,9724.728,9724.728,9902.3819999999996,9895.973
COK,CXR,0,1,1,0,0,0,0,0,10060.46,10060.46,.,.
COK,CYM,0,1,1,0,0,0,0,0,9649.009,9649.009,9625.6000000000004,9624.5259999999998
COK,CYP,0,0,0,0,0,0,0,0,18021.43,18021.43,17999.869999999999,17997.240000000002
COK,CZE,0,0,0,0,0,0,0,0,16777.14,16777.14,16759.790000000001,16756.400000000001
COK,DEU,0,0,0,0,0,0,0,0,16474.39,16497.66,16502.689999999999,16497.990000000002
COK,DJI,0,0,0,0,0,0,0,0,17368.44,17368.44,17382.130000000001,17381.799999999999
COK,DMA,0,1,1,0,0,0,0,0,11474.18,11474.18,11461.120000000001,11460.5
COK,DNK,0,0,0,0,0,0,0,0,16145.32,16145.32,16064.43,16060.969999999999
COK,DOM,0,0,0,0,0,0,0,0,10748.62,10748.62,10705.27,10704.280000000001
COK,DZA,0,0,0,0,0,0,0,0,17625.1,17625.1,17654.68,17650.810000000001
COK,ECU,0,0,0,0,0,0,0,0,9101.679,9101.679,8948.9099999999999,8946.9670000000006
COK,EGY,0,0,1,0,0,0,0,0,18554.79,18554.79,18524.169999999998,18521.68
COK,ERI,0,1,1,0,0,0,0,0,17959.3,17959.3,17907.450000000001,17905.790000000001
COK,ESH,0,0,0,0,0,0,0,0,16587.21,16587.21,16535.82,16534.25
COK,ESP,0,0,0,0,0,0,0,0,16920.43,16920.43,16943.130000000001,16937.799999999999
COK,EST,0,0,0,0,0,0,0,0,15765.21,15765.21,15745.76,15742.09
COK,ETH,0,1,0,0,0,0,0,0,17625.17,17625.17,17655.009999999998,17653.700000000001
COK,FIN,0,0,0,0,0,0,0,0,15684.34,15684.34,15521.93,15516.629999999999
COK,FJI,0,1,1,0,0,0,0,1,2309.925,2309.925,2348.962,2344.9920000000002
COK,FLK,0,1,1,0,0,0,0,0,8963.267,8963.267,9001.0730000000003,8996.2909999999993
COK,FRA,0,0,0,0,0,0,0,0,16568.87,16568.87,16745.150000000001,16737.509999999998
COK,FRO,0,0,0,0,0,0,0,0,15043.61,15043.61,14992.610000000001,14989.35
COK,FSM,0,1,1,0,0,0,0,0,5551.188,5551.188,6053.982,5998.46
COK,GAB,0,0,0,0,0,0,0,0,17435.93,17435.93,17448.07,17445.580000000002
COK,GBR,0,1,1,1,0,0,0,0,16226.45,16226.45,16036.860000000001,16031.91
COK,GEO,0,0,0,0,0,0,0,0,16791.34,16791.34,16805.959999999999,16803.139999999999
COK,GHA,0,1,1,0,0,0,0,0,17220.59,17220.59,17250.630000000001,17249.27
COK,GIB,0,1,1,0,0,0,0,0,17048.44,17048.44,17008.34,17006.73
COK,GIN,0,0,0,0,0,0,0,0,15974.53,15974.53,16284.43,16282.26
COK,GLP,0,0,0,0,0,0,0,0,11463.62,11463.62,11471.709999999999,11471.049999999999
COK,GMB,0,1,1,0,0,0,0,0,16031.67,16031.67,16052.940000000001,16052.209999999999
COK,GNB,0,0,0,0,0,0,0,0,16077.07,16077.07,16088.68,16088.190000000001
COK,GNQ,0,0,0,0,0,0,0,0,17731.29,17731.29,17693.080000000002,17690.990000000002
COK,GRC,0,0,0,0,0,0,0,0,18134.03,18134.03,18051.540000000001,18047.73
COK,GRD,0,1,1,0,0,0,0,0,11320.58,11320.58,11313.209999999999,11312.629999999999
COK,GRL,0,0,0,0,0,0,0,0,13002.22,13002.22,12961.35,12952.620000000001
COK,GTM,0,0,0,0,0,0,0,0,8548.495,8548.495,8511.3060000000005,8509.8389999999999
COK,GUF,0,0,0,0,0,0,0,0,12022.77,12022.77,11966.34,11965.139999999999
COK,GUY,0,1,1,0,0,0,0,0,11488.84,11488.84,11479.059999999999,11478.42
COK,HKG,0,1,1,0,0,0,0,0,10515.42,10515.42,10509.280000000001,10507.719999999999
COK,HND,0,0,0,0,0,0,0,0,8840.527,8840.527,8831.5540000000001,8830.1180000000004
COK,HRV,0,0,0,0,0,0,0,0,17268.43,17268.43,17279.610000000001,17276
COK,HTI,0,0,0,0,0,0,0,0,10498.61,10498.61,10474.59,10473.610000000001
COK,HUN,0,0,0,0,0,0,0,0,17104.75,17104.75,17074.869999999999,17071.5
COK,IDN,0,0,0,0,0,0,0,0,10129.71,10129.71,10032.040000000001,9997.7649999999994
COK,IND,0,1,1,0,0,0,0,0,14274.58,14274.58,14159.780000000001,14145.42
COK,IRL,0,1,1,0,0,0,0,0,15808.42,15808.42,15750.200000000001,15747.34
COK,IRN,0,0,0,0,0,0,0,0,16603.1,16603.1,16589.669999999998,16582.130000000001
COK,IRQ,0,0,0,0,0,0,0,0,17295.46,17295.46,17227.709999999999,17225.48
COK,ISL,0,0,0,0,0,0,0,0,14335.17,14335.17,14296.040000000001,14292.719999999999
COK,ISR,0,1,1,0,0,0,0,0,18151.22,18151.22,18112.48,18110.23
COK,ITA,0,0,0,0,0,0,0,0,17620.41,17620.41,17470.029999999999,17461.59
COK,JAM,0,1,1,0,0,0,0,0,10035.77,10035.77,9996.4079999999994,9995.3780000000006
COK,JOR,0,0,1,0,0,0,0,0,18069.63,18069.63,18041.869999999999,18039.630000000001
COK,JPN,0,0,0,0,0,0,0,0,8977.206,8977.206,9119.0560000000005,9111.2549999999992
COK,KAZ,0,0,0,0,0,0,0,0,14285.08,14510.04,14535.790000000001,14515.959999999999
COK,KEN,0,1,1,0,0,0,0,0,16947.44,16947.44,16959.73,16955.810000000001
COK,KGZ,0,0,0,0,0,0,0,0,14479.49,14479.49,14494.959999999999,14491.940000000001
COK,KHM,0,0,0,0,0,0,0,0,11023.83,11023.83,11066.99,11065.389999999999
COK,KIR,0,1,1,0,0,0,0,1,3873.561,3873.561,3785.643,3751.6990000000001
COK,KNA,0,1,1,0,0,0,0,0,11409.87,11409.87,11530.77,11493.16
COK,KOR,0,0,1,0,0,0,0,0,10060.09,10060.09,9957.2710000000006,9952.9110000000001
COK,KWT,0,0,1,0,0,0,0,0,17104.74,17104.74,17087.970000000001,17086.610000000001
COK,LAO,0,0,0,0,0,0,0,0,11489.87,11489.87,11378.24,11372.98
COK,LBN,0,0,1,0,0,0,0,0,17975.22,17975.22,17938.82,17936.450000000001
COK,LBR,0,1,1,0,0,0,0,0,16308.64,16308.64,16353.040000000001,16351.950000000001
COK,LBY,0,0,0,0,0,0,0,0,18569.95,18569.95,18649.57,18645.549999999999
COK,LCA,0,1,1,0,0,0,0,0,11468.8,11468.8,11452.030000000001,11451.440000000001
COK,LKA,0,0,0,0,0,0,0,0,13440.45,13440.45,13440.83,13440.110000000001
COK,LSO,0,1,1,0,0,0,0,0,14357.87,14357.87,14394.450000000001,14391.290000000001
COK,LTU,0,0,0,0,0,0,0,0,16282.75,16282.75,16190.82,16187.24
COK,LUX,0,0,0,0,0,0,0,0,16637.43,16637.43,16587.290000000001,16584.349999999999
COK,LVA,0,0,0,0,0,0,0,0,16042.29,16042.29,16007.860000000001,16004.360000000001
COK,MAC,0,0,0,0,0,0,0,0,10572.3,10572.3,.,.
COK,MAR,0,0,0,0,0,0,0,0,17018.84,17018.84,17000.75,16998.639999999999
COK,MDA,0,0,0,0,0,0,0,0,17059.3,17059.3,17004.200000000001,17000.889999999999
COK,MDG,0,0,0,0,0,0,0,0,14675.51,14675.51,14685.709999999999,14681.43
COK,MDV,0,0,0,0,0,0,0,0,13984.88,13984.88,13987.549999999999,13986.450000000001
COK,MEX,0,0,0,0,0,0,0,0,7997.327,7997.327,7945.549,7936.3900000000003
COK,MHL,0,1,1,0,0,0,0,0,4474.028,4474.028,4586.3000000000002,4572.5479999999998
COK,MKD,0,0,0,0,0,0,0,0,17715.95,17715.95,17695.080000000002,17691.889999999999
COK,MLI,0,0,0,0,0,0,0,0,16888.89,16888.89,16986.450000000001,16982.919999999998
COK,MLT,0,1,1,0,0,0,0,0,18306.41,18306.41,18256.369999999999,18253.610000000001
COK,MMR,0,0,0,0,0,0,0,0,12103.32,12103.32,12137.700000000001,12135.309999999999
COK,MNG,0,0,0,0,0,0,0,0,11993.55,11993.55,12046.15,12034.77
COK,MNP,0,1,1,0,0,0,0,0,7197.501,7197.501,7182.6490000000003,7179.7759999999998
COK,MOZ,0,0,0,0,0,0,0,0,14617.57,14617.57,15099.33,15085.719999999999
COK,MRT,0,0,0,0,0,0,0,0,16232.9,16232.9,16331.6,16328.32
COK,MSR,0,1,1,0,0,0,0,0,11439.6,11439.6,.,.
COK,MTQ,0,0,0,0,0,0,0,0,11479.62,11479.62,11471.02,11470.42
COK,MUS,0,1,1,0,0,0,0,0,13898.65,13898.65,13928.309999999999,13926.75
COK,MWI,0,1,1,0,0,0,0,0,15847.79,15847.79,15822.469999999999,15818.23
COK,MYS,0,0,0,0,0,0,0,0,11028.1,11028.1,10812.66,10784.68
COK,NAM,0,1,1,0,0,0,0,0,15150.8,15150.8,15260.559999999999,15252.32
COK,NCL,0,0,0,0,0,0,0,0,3487.582,3487.582,3531.3380000000002,3527.6570000000002
COK,NER,0,0,0,0,0,0,0,0,17927.84,17927.84,18231.360000000001,18225.799999999999
COK,NFK,0,1,1,0,0,0,0,0,3355.012,3355.012,3376.3870000000002,3372.9189999999999
COK,NGA,0,1,1,0,0,0,0,0,17593.41,18097.59,17901.189999999999,17894.240000000002
COK,NIC,0,0,0,0,0,0,0,0,8839.326,8839.326,8838.7790000000005,8837.357
COK,NIU,0,1,1,0,1,0,0,0,1088.055,1088.055,1105.6990000000001,1100.452
COK,NLD,0,0,0,0,0,0,0,0,16324.53,16324.53,16308.549999999999,16305.43
COK,NOR,0,0,0,0,0,0,0,0,15660.01,15660.01,15529.540000000001,15522.42
COK,NPL,0,0,0,0,0,0,0,0,13473.39,13473.39,13511.76,13507.99
COK,NRU,0,1,1,0,0,0,0,0,4286.879,4286.879,4275.3950000000004,4271.1769999999997
COK,NZL,0,1,1,1,0,1,1,0,3474.962,3474.962,3233.1869999999999,3206.1120000000001
COK,OMN,0,0,0,0,0,0,0,0,16085.13,16085.13,16191.5,16189.889999999999
COK,PAK,0,1,1,0,0,0,0,0,14686.34,14686.34,14892.1,14885.17
COK,PAL,0,0,0,0,0,0,0,0,18212.47,18212.47,18150.580000000002,18148.290000000001
COK,PAN,0,0,0,0,0,0,0,0,9381.729,9381.729,9297.1290000000008,9294.8089999999993
COK,PCN,0,1,1,0,0,0,0,1,3062.218,3062.218,.,.
COK,PER,0,0,0,0,0,0,0,0,8788.967,8788.967,8870.6990000000005,8865.5069999999996
COK,PHL,0,1,1,0,0,0,0,0,9526.958,9526.958,9388.3099999999995,9379.6869999999999
COK,PLW,0,1,1,0,0,0,0,0,7847.772,7847.772,7842.741,7841.2200000000003
COK,PNG,0,1,1,0,0,0,0,0,5820.519,5820.519,5906.21,5891.3249999999998
COK,POL,0,0,0,0,0,0,0,0,16577.38,16577.38,16578.360000000001,16573.740000000002
COK,PRI,0,1,1,0,0,0,0,0,11109.45,11109.45,11073.030000000001,11072.17
COK,PRK,0,0,0,0,0,0,0,0,10229.58,10229.58,10173.040000000001,10169.26
COK,PRT,0,0,0,0,0,0,0,0,16619.89,16619.89,16539.209999999999,16536.869999999999
COK,PRY,0,0,0,0,0,0,0,0,10160.43,10160.43,10235.389999999999,10232.690000000001
COK,PYF,0,0,0,0,0,0,0,0,1145.75,1145.75,1141.566,1133.6980000000001
COK,QAT,0,0,0,0,0,0,0,0,16808.23,16808.23,16806.32,16805.349999999999
COK,REU,0,0,0,0,0,0,0,0,13984.29,13984.29,14004.9,14003.209999999999
COK,ROM,0,0,0,0,0,0,0,0,17393.69,17393.69,17237.98,17233.990000000002
COK,RUS,0,0,0,0,0,0,0,0,15924.29,15924.29,15334.690000000001,15231.879999999999
COK,RWA,0,1,1,0,0,0,0,0,17245.29,17245.29,17287.91,17285.959999999999
COK,SAU,0,0,0,0,0,0,0,0,17291.34,17291.34,17616.099999999999,17604.799999999999
COK,SDN,0,0,0,0,0,0,0,0,18591.34,18591.34,18552.369999999999,18549.59
COK,SEN,0,0,0,0,0,0,0,0,15986.57,15986.57,16029.559999999999,16028.809999999999
COK,SGP,0,1,1,0,0,0,0,0,10730.91,10730.91,10739.299999999999,10738.700000000001
COK,SHN,0,1,1,0,0,0,0,0,15025.56,15025.56,14789.82,14745.440000000001
COK,SLB,0,1,0,0,0,0,0,1,4501.575,4501.575,4534.7669999999998,4529.3410000000003
COK,SLE,0,1,1,0,0,0,0,0,16172.57,16172.57,16237.040000000001,16236.049999999999
COK,SLV,0,0,0,0,0,0,0,0,8632.01,8632.01,8614.7039999999997,8613.5409999999993
COK,SMR,0,0,0,0,0,0,0,0,17402.7,17402.7,17354.990000000002,17352.049999999999
COK,SOM,0,1,0,0,0,0,0,0,16574.92,16574.92,16736.619999999999,16733.470000000001
COK,SPM,0,0,0,0,0,0,0,0,12735.26,12735.26,12695.48,12693.43
COK,STP,0,0,0,0,0,0,0,0,17273.32,17273.32,17316.790000000001,17314.990000000002
COK,SUR,0,0,0,0,0,0,0,0,11758.35,11758.35,11778.129999999999,11768.65
COK,SVK,0,0,0,0,0,0,0,0,17019.99,17019.99,16931.02,16927.720000000001
COK,SVN,0,0,0,0,0,0,0,0,17217.54,17217.54,17164.060000000001,17160.959999999999
COK,SWE,0,0,0,0,0,0,0,0,15786.19,15786.19,15779.9,15774.26
COK,SWZ,0,1,0,0,0,0,0,0,14614.3,14614.3,14642.85,14639.950000000001
COK,SYC,0,1,1,0,0,0,0,0,15233.76,15233.76,15259.85,15259.059999999999
COK,SYR,0,0,0,0,0,0,0,0,17940.77,17940.77,17742.889999999999,17739.169999999998
COK,TCA,0,1,1,0,0,0,0,0,10730.38,10730.38,10698.440000000001,10697.49
COK,TCD,0,0,0,0,0,0,0,0,18883.51,18883.51,18853.27,18850.810000000001
COK,TGO,0,0,0,0,0,0,0,0,17399.63,17399.63,17469.709999999999,17468.52
COK,THA,0,0,0,0,0,0,0,0,11555.7,11555.7,11542.08,11540.549999999999
COK,TJK,0,0,0,0,0,0,0,0,15026.63,15026.63,14975.389999999999,14973.23
COK,TKL,0,1,1,0,1,0,0,1,1887.691,1887.691,1817.296,1793.249
COK,TKM,0,0,0,0,0,0,0,0,15935.94,15935.94,15807.110000000001,15801.610000000001
COK,TMP,0,0,0,0,0,0,0,0,8088.071,8088.071,8087.4219999999996,8086.3869999999997
COK,TON,0,1,0,0,0,0,0,1,1604.57,1604.57,1613.1700000000001,1608.0989999999999
COK,TTO,0,1,1,0,0,0,0,0,11289.35,11289.35,11279.559999999999,11278.98
COK,TUN,0,0,0,0,0,0,0,0,18042.37,18042.37,18078.790000000001,18075.549999999999
COK,TUR,0,0,0,0,0,0,0,0,17678.49,17629.83,17643.110000000001,17638.470000000001
COK,TUV,0,0,0,0,0,0,0,1,2662.508,2662.508,2758.6149999999998,2742.8960000000002
COK,TWN,0,0,0,0,0,0,0,0,9939.439,9939.439,9937.8459999999995,9935.8770000000004
COK,TZA,0,1,0,0,0,0,0,0,16280.78,16548.43,16526.75,16520.009999999998
COK,UGA,0,1,1,0,0,0,0,0,17351.6,17351.6,17430.740000000002,17428.689999999999
COK,UKR,0,0,0,0,0,0,0,0,16659.88,16659.88,16701.330000000002,16696.5
COK,URY,0,0,0,0,0,0,0,0,9843.299,9843.299,9892.7139999999999,9889.7790000000005
COK,USA,0,1,1,0,0,0,0,0,11196.47,10883.83,9572.1530000000002,9351.9650000000001
COK,UZB,0,0,0,0,0,0,0,0,14947.53,14947.53,15006.85,15000.309999999999
COK,VCT,0,1,1,0,0,0,0,0,11413.56,11413.56,11398.48,11397.9
COK,VEN,0,0,0,0,0,0,0,0,10730.85,10730.85,10609.59,10602.049999999999
COK,VGB,0,1,1,0,0,0,0,0,11260.87,11260.87,11242.780000000001,11242.049999999999
COK,VNM,0,0,0,0,0,0,0,0,11274.68,11274.68,10925.92,10921.120000000001
COK,VUT,0,1,1,0,0,0,0,1,3367.12,3367.12,3432.413,3428.5419999999999
COK,WLF,0,0,0,0,0,0,0,0,1953.492,1953.492,1950.5999999999999,1944.7940000000001
COK,WSM,0,1,1,0,1,0,0,0,3128.191,3128.191,1520.2539999999999,1511.059
COK,YEM,0,0,0,0,0,0,0,0,17420.1,17420.1,17372.84,17371.34
COK,YUG,0,0,0,0,0,0,0,0,17403.37,17403.37,17441.5,17437.57
COK,ZAF,0,1,1,0,0,0,0,0,13894.7,14739.83,14429.129999999999,14417.99
COK,ZAR,0,0,0,0,0,0,0,0,17145.13,17145.13,17080.540000000001,17070.529999999999
COK,ZMB,0,1,1,0,0,0,0,0,15859.63,15859.63,16040.610000000001,16036.18
COK,ZWE,0,1,1,0,0,0,0,0,15532.18,15532.18,15512.030000000001,15508.83
COL,ABW,0,1,0,0,0,0,0,0,1036.634,1036.634,929.58870000000002,861.24519999999995
COL,AFG,0,0,0,0,0,0,0,0,14288.69,14288.69,14072.280000000001,14065.93
COL,AGO,0,0,0,0,0,0,0,0,9911.524,9911.524,9982.6890000000003,9978.6049999999996
COL,AIA,0,0,0,0,0,0,0,0,1997.527,1997.527,1884.3040000000001,1853.9059999999999
COL,ALB,0,0,0,0,0,0,0,0,10083.01,10083.01,9975.8739999999998,9970.5750000000007
COL,AND,0,1,1,0,0,0,0,0,8567.797,8567.797,8458.0339999999997,8451.7839999999997
COL,ANT,0,1,0,0,0,0,0,0,1070.535,1070.535,1097.8610000000001,993.81870000000004
COL,ARE,0,0,0,0,0,0,0,0,13680.45,13680.45,13629.92,13626.5
COL,ARG,0,1,1,0,0,0,0,0,4706.263,4706.263,4615.4709999999995,4564.0510000000004
COL,ARM,0,0,0,0,0,0,0,0,12118.5,12118.5,12003.469999999999,11998.51
COL,ATG,0,0,0,0,0,0,0,0,2004.484,2004.484,1895.163,1868.751
COL,AUS,0,0,0,0,0,0,0,0,14260.45,14362.09,14797.209999999999,14759.129999999999
COL,AUT,0,0,0,0,0,0,0,0,9738.664,9738.664,9534.3629999999994,9526.3580000000002
COL,AZE,0,0,0,0,0,0,0,0,12521.46,12521.46,12321.690000000001,12315.870000000001
COL,BDI,0,0,0,0,0,0,0,0,11640.86,11640.86,11654.01,11652.65
COL,BEL,0,0,0,0,0,0,0,0,8874.132,8874.132,8749.0229999999992,8741.6380000000008
COL,BEN,0,0,0,0,0,0,0,0,8589.477,8618.238,8518.7970000000005,8516.4459999999999
COL,BFA,0,0,0,0,0,0,0,0,8104.389,8104.389,7999.6390000000001,7994.7629999999999
COL,BGD,0,0,0,0,0,0,0,0,16506.31,16506.31,16378.219999999999,16372.959999999999
COL,BGR,0,0,0,0,0,0,0,0,10348.02,10348.02,10362.73,10355.790000000001
COL,BHR,0,0,0,0,0,0,0,0,13254.83,13254.83,13149.67,13146.34
COL,BHS,0,0,0,0,0,0,0,0,2288.925,2288.925,2185.913,2141.2260000000001
COL,BIH,0,0,0,0,0,0,0,0,9939.706,9939.706,9781.6959999999999,9775.6090000000004
COL,BLR,0,0,0,0,0,0,0,0,10417.04,10417.04,10324.290000000001,10315.959999999999
COL,BLZ,0,1,1,0,0,0,0,0,2050.216,2050.216,1977.48,1959.3920000000001
COL,BMU,0,0,0,0,0,0,0,0,3259.694,3259.694,3128.1260000000002,3101.3380000000002
COL,BOL,0,1,1,0,0,0,0,0,2471.658,2850.386,2790.7049999999999,2750.3899999999999
COL,BRA,1,0,0,0,0,0,0,0,4399.134,3756.413,4305.8739999999998,4157.8549999999996
COL,BRB,0,0,0,0,0,0,0,0,1941.29,1941.29,1871.9200000000001,1855.7239999999999
COL,BRN,0,0,0,0,0,0,0,0,18491.83,18491.83,18424.84,18422.25
COL,BTN,0,0,0,0,0,0,0,0,16099.62,16099.62,15992.870000000001,15987.92
COL,BWA,0,0,0,0,0,0,0,0,11341.86,11341.86,11396.91,11394.07
COL,CAF,0,0,0,0,0,0,0,0,10384.9,10384.9,10326.41,10321.26
COL,CAN,0,0,0,0,0,0,0,0,4363.174,4539.953,4892.817,4726.2470000000003
COL,CCK,0,0,0,0,0,0,0,0,18784.88,18784.88,.,.
COL,CHE,0,0,0,0,0,0,0,0,9070.684,9070.684,8973.7829999999994,8966.6669999999995
COL,CHL,0,1,1,0,0,0,0,0,4269.443,4269.443,4382.326,4289.723
COL,CHN,0,0,0,0,0,0,0,0,14937.48,14937.48,15206.83,15170.719999999999
COL,CIV,0,0,0,0,0,0,0,0,7873.854,7726.197,7766.1300000000001,7762.1310000000003
COL,CMR,0,0,0,0,0,0,0,0,9604.101,9604.101,9541.9380000000001,9536.9140000000007
COL,COG,0,0,0,0,0,0,0,0,10088.14,10088.14,9951.5130000000008,9947.1790000000001
COL,COK,0,0,0,0,0,0,0,0,9655.63,9655.63,9717.0010000000002,9713.3590000000004
COL,COL,0,0,0,0,0,0,0,0,401.9008,401.9008,354.39749999999998,109.5826
COL,COM,0,0,0,0,0,0,0,0,13206.76,13206.76,13253.27,13251.969999999999
COL,CPV,0,0,0,0,0,0,0,0,5756.541,5756.541,5651.6909999999998,5646.6930000000002
COL,CRI,0,1,1,0,0,0,0,0,1157.984,1157.984,1157.23,1143.287
COL,CUB,0,1,1,0,0,0,0,0,2203.672,2203.672,1889.5920000000001,1817.0119999999999
COL,CXR,0,0,0,0,0,0,0,0,19384.4,19384.4,.,.
COL,CYM,0,0,0,0,0,0,0,0,1770.522,1770.522,1660.568,1617.1400000000001
COL,CYP,0,0,0,0,0,0,0,0,11372.43,11372.43,11267.57,11263.27
COL,CZE,0,0,0,0,0,0,0,0,9585.834,9585.834,9542.7569999999996,9534.7710000000006
COL,DEU,0,0,0,0,0,0,0,0,9062.736,9505.208,9137.3289999999997,9127.1790000000001
COL,DJI,0,0,0,0,0,0,0,0,12960.63,12960.63,12895.26,12893.35
COL,DMA,0,0,0,0,0,0,0,0,1910.986,1910.986,1826.1120000000001,1803.366
COL,DNK,0,0,0,0,0,0,0,0,9443.786,9443.786,9238.7299999999996,9230.5859999999993
COL,DOM,0,1,1,0,0,0,0,0,1646.805,1646.805,1526.606,1466.5830000000001
COL,DZA,0,0,0,0,0,0,0,0,8645.645,8645.645,8568.8729999999996,8556.1419999999998
COL,ECU,1,1,1,0,0,0,0,1,662.6532,662.6532,980.41240000000005,877.7826
COL,EGY,0,0,0,0,0,0,0,0,11313.6,11313.6,11203.459999999999,11199.08
COL,ERI,0,0,0,0,0,0,0,0,12425.96,12425.96,12412.879999999999,12408.969999999999
COL,ESH,0,0,0,0,0,0,0,0,7006.118,7006.118,6885.6049999999996,6877.8959999999997
COL,ESP,0,1,1,1,0,0,0,0,8107.001,8107.001,8065.4899999999998,8044.5630000000001
COL,EST,0,0,0,0,0,0,0,0,10124.84,10124.84,10043.190000000001,10035.5
COL,ETH,0,0,0,0,0,0,0,0,12544.65,12544.65,12487.17,12484.379999999999
COL,FIN,0,0,0,0,0,0,0,0,10123.49,10123.49,9955.1440000000002,9947.0619999999999
COL,FJI,0,0,0,0,0,0,0,0,11922.76,11922.76,12003.639999999999,12001.27
COL,FLK,0,0,0,0,0,0,0,0,6479.68,6479.68,6621.3329999999996,6609.6369999999997
COL,FRA,0,0,0,0,0,0,0,0,8707.677,8707.677,8615.2759999999998,8604.2420000000002
COL,FRO,0,0,0,0,0,0,0,0,8443.38,8443.38,8306.4750000000004,8297.4609999999993
COL,FSM,0,0,0,0,0,0,0,0,13973.34,13973.34,14506.629999999999,14483.16
COL,GAB,0,0,0,0,0,0,0,0,9401.49,9401.49,9448.6800000000003,9444.7649999999994
COL,GBR,0,0,0,0,0,0,0,0,8570.659,8570.659,8387.6919999999991,8379.2000000000007
COL,GEO,0,0,0,0,0,0,0,0,12073.48,12073.48,11864.65,11858.469999999999
COL,GHA,0,0,0,0,0,0,0,0,8289.123,8289.123,8202.6360000000004,8199.75
COL,GIB,0,1,1,0,0,0,0,0,7894.615,7894.615,7792.8630000000003,7787.0299999999997
COL,GIN,0,0,0,0,0,0,0,0,6570.737,6570.737,6858.2640000000001,6851.0789999999997
COL,GLP,0,0,0,0,0,0,0,0,1929.783,1929.783,1864.452,1839.989
COL,GMB,0,0,0,0,0,0,0,0,6481.141,6481.141,6462.692,6458.5699999999997
COL,GNB,0,0,0,0,0,0,0,0,6582.537,6582.537,6554.0649999999996,6550.8620000000001
COL,GNQ,0,1,1,0,0,0,0,0,9304.102,9304.102,9354.1589999999997,9351.5159999999996
COL,GRC,0,0,0,0,0,0,0,0,10466.42,10466.42,10332.6,10327.360000000001
COL,GRD,0,0,0,0,0,0,0,0,1684.285,1684.285,1624.2159999999999,1606.0450000000001
COL,GRL,0,0,0,0,0,0,0,0,6887.436,6887.436,6987.0119999999997,6956.5450000000001
COL,GTM,0,1,1,0,0,0,0,0,2025.943,2025.943,2005.588,1994.056
COL,GUF,0,0,0,0,0,0,0,0,2521.491,2521.491,2458.212,2447.915
COL,GUY,0,0,0,0,0,0,0,0,1886.479,1886.479,1878.2249999999999,1868.6479999999999
